날짜,발전기명,용량_메가와트,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시,합계,주소지
2023-08-08,(군산)영암F1태양광,13.296,0,0,0,0,0,0,153.6,1756.8,4281.6,6432,8025.6,8880,5827.2,2995.2,5289.6,5376,3868.8,1420.8,844.8,48,0,0,0,0,55200,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-08-09,(군산)영암F1태양광,13.296,0,0,0,0,0,0,57.6,960,2592,4252.8,4694.4,2793.6,3340.8,4051.2,3148.8,2064,1228.8,892.8,422.4,19.2,0,0,0,0,30518.4,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-08-10,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,316.8,1171.2,2611.2,4262.4,4569.6,6153.6,7968,6297.6,3984,3110.4,2707.2,883.2,28.8,0,0,0,0,44064,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-08-11,(군산)영암F1태양광,13.296,0,0,0,0,0,0,316.8,1670.4,4060.8,6182.4,6796.8,9177.6,3763.2,10012.8,6393.6,5059.2,2544,1334.4,470.4,19.2,0,0,0,0,57801.6,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-08-12,(군산)영암F1태양광,13.296,0,0,0,0,0,0,220.8,1900.8,4137.6,5174.4,3955.2,6950.4,8169.6,7065.6,8121.6,6134.4,4454.4,2908.8,950.4,28.8,0,0,0,0,60172.8,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-08-13,(군산)영암F1태양광,13.296,0,0,0,0,0,0,201.6,1641.6,3878.4,6115.2,7468.8,8131.2,8352,8976,8400,7190.4,5299.2,2928,854.4,48,0,0,0,0,69484.8,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-08-14,(군산)영암F1태양광,13.296,0,0,0,0,0,0,115.2,1545.6,3955.2,6192,7209.6,8476.8,7449.6,5980.8,4214.4,4214.4,3715.2,1987.2,422.4,0,0,0,0,0,55478.4,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-08-15,(군산)영암F1태양광,13.296,0,0,0,0,0,0,19.2,960,3379.2,4473.6,5424,7180.8,9964.8,8534.4,6844.8,5692.8,5452.8,2793.6,489.6,0,0,0,0,0,61209.6,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-08-16,(군산)영암F1태양광,13.296,0,0,0,0,0,0,38.4,1660.8,3820.8,6086.4,5779.2,6595.2,9350.4,9379.2,8217.6,3321.6,3619.2,2908.8,768,19.2,0,0,0,0,61564.8,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-08-17,(군산)영암F1태양광,13.296,0,0,0,0,0,0,249.6,1996.8,3379.2,5625.6,7305.6,8188.8,6364.8,9590.4,8880,7603.2,5683.2,2937.6,806.4,19.2,0,0,0,0,68630.4,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-08-18,(군산)영암F1태양광,13.296,0,0,0,0,0,0,192,1555.2,4156.8,6316.8,7968,4051.2,6432,9676.8,7833.6,6576,3734.4,1910.4,489.6,19.2,0,0,0,0,60912,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-08-19,(군산)영암F1태양광,13.296,0,0,0,0,0,0,163.2,1526.4,3811.2,4665.6,5529.6,6067.2,9312,9830.4,8044.8,5760,5193.6,2841.6,777.6,19.2,0,0,0,0,63542.4,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-08-20,(군산)영암F1태양광,13.296,0,0,0,0,0,0,163.2,1708.8,4214.4,6393.6,7996.8,9004.8,9225.6,9264,8649.6,6787.2,5136,2755.2,662.4,9.6,0,0,0,0,71971.2,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-08-21,(군산)영암F1태양광,13.296,0,0,0,0,0,0,134.4,1670.4,4358.4,6835.2,7238.4,6355.2,7200,8899.2,7488,4656,1910.4,1920,816,9.6,0,0,0,0,59491.2,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-08-22,(군산)영암F1태양광,13.296,0,0,0,0,0,0,518.4,1084.8,3417.6,5088,7286.4,9235.2,7420.8,6134.4,2572.8,4464,1180.8,240,211.2,0,0,0,0,0,48854.4,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-08-23,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,0,105.6,729.6,2544,3619.2,3158.4,969.6,115.2,0,38.4,230.4,192,19.2,0,0,0,0,11721.6,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-08-24,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,489.6,969.6,278.4,4070.4,3321.6,2812.8,2870.4,1881.6,1795.2,2947.2,2860.8,710.4,0,0,0,0,0,25008,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-08-25,(군산)영암F1태양광,13.296,0,0,0,0,0,0,153.6,1132.8,2860.8,5664,8217.6,9494.4,9820.8,9580.8,8764.8,7324.8,5193.6,2515.2,422.4,0,0,0,0,0,71145.6,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-08-26,(군산)영암F1태양광,13.296,0,0,0,0,0,0,201.6,1910.4,4272,6998.4,8851.2,8208,8534.4,7996.8,8419.2,7104,4377.6,1689.6,710.4,0,0,0,0,0,69273.6,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-08-27,(군산)영암F1태양광,13.296,0,0,0,0,0,0,316.8,1507.2,3868.8,5961.6,7795.2,8323.2,9244.8,6777.6,5894.4,2841.6,3052.8,1334.4,172.8,0,0,0,0,0,57091.2,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-08-28,(군산)영암F1태양광,13.296,0,0,0,0,0,0,19.2,249.6,2035.2,5193.6,6038.4,6662.4,8400,8620.8,5222.4,4099.2,2284.8,816,230.4,0,0,0,0,0,49872,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-08-29,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,220.8,873.6,1996.8,3033.6,441.6,1881.6,3475.2,4080,3734.4,979.2,1305.6,192,0,0,0,0,0,22214.4,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-08-30,(군산)영암F1태양광,13.296,0,0,0,0,0,0,48,288,1248,2256,1584,1670.4,2582.4,3849.6,2764.8,1411.2,1660.8,326.4,38.4,0,0,0,0,0,19728,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-08-31,(군산)영암F1태양광,13.296,0,0,0,0,0,0,124.8,1353.6,3177.6,5251.2,8294.4,7958.4,8380.8,8006.4,8092.8,5683.2,5289.6,2457.6,412.8,0,0,0,0,0,64483.2,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-01,(군산)영암F1태양광,13.296,0,0,0,0,0,0,67.2,873.6,1833.6,3273.6,5289.6,7651.2,8736,9907.2,9033.6,6998.4,3734.4,2035.2,576,0,0,0,0,0,60009.6,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-02,(군산)영암F1태양광,13.296,0,0,0,0,0,0,19.2,700.8,835.2,1344,3561.6,6009.6,3254.4,2496,2121.6,3840,2889.6,1900.8,172.8,0,0,0,0,0,29145.6,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-03,(군산)영암F1태양광,13.296,0,0,0,0,0,0,38.4,864,4041.6,6230.4,7228.8,8275.2,4224,0,3100.8,3417.6,2985.6,1670.4,86.4,0,0,0,0,0,42163.2,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-04,(군산)영암F1태양광,13.296,0,0,0,0,0,0,249.6,1315.2,3974.4,4454.4,6115.2,6000,6710.4,6153.6,6048,4512,4953.6,2246.4,240,0,0,0,0,0,52972.8,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-05,(군산)영암F1태양광,13.296,0,0,0,0,0,0,134.4,1852.8,4051.2,5808,6268.8,7142.4,4876.8,7584,5750.4,2438.4,2121.6,1056,192,0,0,0,0,0,49276.8,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-06,(군산)영암F1태양광,13.296,0,0,0,0,0,0,153.6,1910.4,4521.6,6720,8236.8,8265.6,7104,7536,8275.2,7046.4,4761.6,2294.4,470.4,0,0,0,0,0,67296,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-07,(군산)영암F1태양광,13.296,0,0,0,0,0,0,153.6,1948.8,4608,6969.6,8688,9609.6,9129.6,9254.4,8390.4,7180.8,4800,2006.4,259.2,0,0,0,0,0,72998.4,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-08,(군산)영암F1태양광,13.296,0,0,0,0,0,0,182.4,2016,4742.4,7008,8505.6,9484.8,9964.8,9542.4,8227.2,7142.4,4905.6,2102.4,220.8,0,0,0,0,0,74044.8,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-09,(군산)영암F1태양광,13.296,0,0,0,0,0,0,182.4,1948.8,4684.8,6892.8,8457.6,8976,9561.6,8976,8774.4,7180.8,4032,2044.8,268.8,0,0,0,0,0,71980.8,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-10,(군산)영암F1태양광,13.296,0,0,0,0,0,0,76.8,614.4,4051.2,6432,8688,5904,5577.6,4896,7440,7180.8,4857.6,2150.4,288,0,0,0,0,0,58156.8,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-11,(군산)영암F1태양광,13.296,0,0,0,0,0,0,153.6,1824,4502.4,6806.4,8448,7785.6,6336,9580.8,8582.4,6681.6,3417.6,998.4,96,0,0,0,0,0,65212.8,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-12,(군산)영암F1태양광,13.296,0,0,0,0,0,0,67.2,960,2428.8,5376,5260.8,8601.6,2966.4,4262.4,6806.4,4694.4,3465.6,1728,144,0,0,0,0,0,46761.6,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-13,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,441.6,1756.8,2928,1756.8,2361.6,2985.6,2918.4,2745.6,1680,403.2,201.6,0,0,0,0,0,0,20179.2,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-14,(군산)영암F1태양광,13.296,0,0,0,0,0,0,9.6,643.2,1488,2313.6,1248,1516.8,2918.4,2016,1632,1190.4,441.6,144,0,0,0,0,0,0,15561.6,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-15,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,0,134.4,1564.8,2947.2,5721.6,4963.2,4992,5683.2,1171.2,2150.4,1334.4,19.2,0,0,0,0,0,30681.6,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-16,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,345.6,1238.4,1910.4,547.2,864,153.6,0,9.6,451.2,1334.4,508.8,19.2,0,0,0,0,0,7382.4,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-17,(군산)영암F1태양광,13.296,0,0,0,0,0,0,105.6,259.2,1286.4,2323.2,3686.4,5491.2,6816,6432,7017.6,3619.2,3254.4,1507.2,115.2,0,0,0,0,0,41913.6,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-18,(군산)영암F1태양광,13.296,0,0,0,0,0,0,76.8,1996.8,3724.8,4041.6,4387.2,8544,9177.6,9072,7920,6921.6,4483.2,1680,76.8,0,0,0,0,0,62102.4,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-19,(군산)영암F1태양광,13.296,0,0,0,0,0,0,28.8,1036.8,1843.2,2448,2582.4,4540.8,6460.8,6192,7747.2,5779.2,3225.6,1392,96,0,0,0,0,0,43372.8,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-20,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,153.6,662.4,1363.2,1516.8,1065.6,921.6,403.2,931.2,768,240,240,0,0,0,0,0,0,8265.6,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-21,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,489.6,1286.4,1497.6,2400,1737.6,2784,1065.6,1939.2,1852.8,988.8,316.8,0,0,0,0,0,0,16358.4,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-22,(군산)영암F1태양광,13.296,0,0,0,0,0,0,76.8,1622.4,3302.4,5856,8006.4,7094.4,2563.2,1084.8,3264,6998.4,4502.4,1584,48,0,0,0,0,0,46003.2,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-23,(군산)영암F1태양광,13.296,0,0,0,0,0,0,96,691.2,2448,6739.2,6460.8,6345.6,6633.6,4915.2,4617.6,3907.2,1929.6,595.2,57.6,0,0,0,0,0,45436.8,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-24,(군산)영암F1태양광,13.296,0,0,0,0,0,0,163.2,1804.8,4060.8,6758.4,7084.8,8563.2,9148.8,9052.8,8035.2,6230.4,3465.6,950.4,48,0,0,0,0,0,65366.4,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-25,(군산)영암F1태양광,13.296,0,0,0,0,0,0,9.6,825.6,1948.8,2505.6,3379.2,3206.4,5049.6,6105.6,5289.6,5203.2,2448,307.2,28.8,0,0,0,0,0,36307.2,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-26,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,9.6,2064,5577.6,8275.2,7372.8,8035.2,6979.2,7939.2,4540.8,1516.8,604.8,48,0,0,0,0,0,52963.2,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-27,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,1094.4,2726.4,3350.4,5107.2,5788.8,7305.6,7056,5740.8,4713.6,3984,931.2,0,0,0,0,0,0,47798.4,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-28,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-29,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-09-30,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-01,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-02,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-03,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-04,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,0,1075.2,3292.8,6451.2,7161.6,7430.4,3024,6864,5990.4,3436.8,576,0,0,0,0,0,0,45302.4,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-05,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,1344,3619.2,6681.6,8649.6,9744,10032,9532.8,8553.6,5827.2,3379.2,873.6,0,0,0,0,0,0,68236.8,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-06,(군산)영암F1태양광,13.296,0,0,0,0,0,0,9.6,288,1516.8,1612.8,4560,5865.6,4406.4,7238.4,5750.4,2227.2,892.8,86.4,0,0,0,0,0,0,34454.4,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-07,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,278.4,1603.2,2332.8,3465.6,2966.4,3609.6,2476.8,2025.6,1180.8,374.4,48,0,0,0,0,0,0,20361.6,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-08,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,28.8,432,2352,3676.8,3206.4,5481.6,6355.2,5731.2,3254.4,1574.4,489.6,0,0,0,0,0,0,32582.4,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-09,(군산)영암F1태양광,13.296,0,0,0,0,0,0,28.8,556.8,2092.8,4252.8,4435.2,5366.4,6009.6,7449.6,5548.8,3696,1814.4,614.4,0,0,0,0,0,0,41865.6,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-10,(군산)영암F1태양광,13.296,0,0,0,0,0,0,19.2,1526.4,3907.2,6048,6403.2,8553.6,8371.2,8140.8,5260.8,3945.6,2294.4,432,0,0,0,0,0,0,54902.4,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-11,(군산)영암F1태양광,13.296,0,0,0,0,0,0,28.8,1353.6,4051.2,6508.8,8016,8755.2,8985.6,8976,4838.4,5904,3043.2,345.6,0,0,0,0,0,0,60806.4,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-12,(군산)영암F1태양광,13.296,0,0,0,0,0,0,19.2,1305.6,3859.2,5980.8,7497.6,8400,8630.4,7152,5596.8,4310.4,1948.8,384,0,0,0,0,0,0,55084.8,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-13,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,604.8,1996.8,2409.6,3734.4,5625.6,5174.4,5990.4,4396.8,2745.6,1516.8,249.6,0,0,0,0,0,0,34444.8,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-14,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,1017.6,969.6,1968,5577.6,7843.2,6883.2,7612.8,5798.4,4521.6,3225.6,460.8,0,0,0,0,0,0,45878.4,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-15,(군산)영암F1태양광,13.296,0,0,0,0,0,0,9.6,1324.8,4224,4137.6,7852.8,7872,9091.2,9388.8,8371.2,5193.6,3436.8,441.6,0,0,0,0,0,0,61344,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-16,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,1161.6,3715.2,4492.8,7219.2,6864,8976,9120,7651.2,5491.2,3523.2,355.2,0,0,0,0,0,0,58569.6,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-17,(군산)영암F1태양광,13.296,0,0,0,0,0,0,9.6,1488,4636.8,7257.6,8985.6,9840,10022.4,9609.6,8390.4,6384,3552,614.4,0,0,0,0,0,0,70790.4,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-18,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,1382.4,4272,7094.4,8630.4,9552,9542.4,8601.6,7622.4,6048,3283.2,547.2,0,0,0,0,0,0,66576,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-19,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,316.8,2620.8,4752,6604.8,9158.4,5644.8,5232,3532.8,2150.4,1939.2,211.2,0,0,0,0,0,0,42163.2,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-20,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,307.2,2361.6,5491.2,9033.6,8419.2,3052.8,7843.2,7612.8,5836.8,2870.4,336,0,0,0,0,0,0,53164.8,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-21,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,1430.4,4396.8,7036.8,8736,8908.8,7651.2,6748.8,3369.6,1123.2,2448,412.8,0,0,0,0,0,0,52262.4,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-22,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,1305.6,3417.6,5587.2,7900.8,7852.8,7526.4,5078.4,5971.2,4195.2,1968,211.2,0,0,0,0,0,0,51014.4,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-23,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,816,2736,6710.4,8419.2,9619.2,8784,7248,6681.6,5798.4,3062.4,393.6,0,0,0,0,0,0,60268.8,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-24,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,816,2572.8,5961.6,5788.8,8534.4,8918.4,4128,4166.4,2304,1065.6,76.8,0,0,0,0,0,0,44332.8,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-25,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,969.6,3590.4,6038.4,7900.8,8544,7536,8505.6,7420.8,5088,2275.2,268.8,0,0,0,0,0,0,58137.6,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-26,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,201.6,1046.4,3244.8,6326.4,7680,6028.8,8428.8,7065.6,5059.2,2246.4,211.2,0,0,0,0,0,0,47539.2,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-27,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,1056,4272,6979.2,6796.8,8428.8,9964.8,9484.8,8131.2,6019.2,3024,374.4,0,0,0,0,0,0,64531.2,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-28,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,979.2,3868.8,6163.2,8160,9340.8,9580.8,9014.4,7267.2,5596.8,2524.8,259.2,0,0,0,0,0,0,62755.2,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-29,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,921.6,3840,6518.4,8131.2,8726.4,8985.6,6758.4,6902.4,5347.2,2448,240,0,0,0,0,0,0,58819.2,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-30,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,883.2,3465.6,6403.2,7872,8764.8,9072,8784,7430.4,5337.6,2428.8,192,0,0,0,0,0,0,60633.6,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-10-31,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,153.6,979.2,2284.8,6960,8716.8,8697.6,8150.4,7075.2,5030.4,2284.8,201.6,0,0,0,0,0,0,50534.4,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-11-01,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,576,3244.8,5596.8,6537.6,8006.4,8620.8,8428.8,6796.8,4780.8,2121.6,163.2,0,0,0,0,0,0,54873.6,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-11-02,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,316.8,2524.8,4694.4,7824,8755.2,8880,8371.2,7190.4,5232,2371.2,182.4,0,0,0,0,0,0,56342.4,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-11-03,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,720,2716.8,5664,6729.6,7257.6,8064,8198.4,6297.6,5270.4,2323.2,163.2,0,0,0,0,0,0,53404.8,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-11-04,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,595.2,2332.8,4953.6,5212.8,5568,6537.6,4492.8,3936,1324.8,451.2,0,0,0,0,0,0,0,35404.8,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-11-05,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,240,1555.2,2073.6,2889.6,2265.6,835.2,528,326.4,892.8,374.4,57.6,0,0,0,0,0,0,12038.4,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-11-06,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,0,211.2,1334.4,988.8,1545.6,2332.8,5366.4,3321.6,2832,2169.6,172.8,0,0,0,0,0,0,20275.2,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-11-07,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,211.2,1286.4,3955.2,3072,3417.6,5011.2,7180.8,6153.6,4819.2,2112,67.2,0,0,0,0,0,0,37286.4,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-11-08,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,748.8,3494.4,6787.2,8697.6,9532.8,9513.6,8937.6,7440,3705.6,1065.6,96,0,0,0,0,0,0,60019.2,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-11-09,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,528,2908.8,5740.8,6854.4,4233.6,3139.2,4761.6,2774.4,1267.2,384,0,0,0,0,0,0,0,32592,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-11-10,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,105.6,2697.6,4502.4,4464,7017.6,3590.4,2707.2,4051.2,2851.2,1843.2,115.2,0,0,0,0,0,0,33945.6,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-11-11,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,268.8,2476.8,5942.4,7276.8,7891.2,6451.2,8937.6,6336,3292.8,806.4,28.8,0,0,0,0,0,0,49708.8,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-11-12,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,86.4,2342.4,6115.2,5913.6,4032,5318.4,6412.8,6124.8,2246.4,537.6,76.8,0,0,0,0,0,0,39206.4,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-11-13,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,633.6,1353.6,1488,3321.6,7276.8,5164.8,7804.8,2140.8,1200,825.6,19.2,0,0,0,0,0,0,31228.8,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-11-14,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,278.4,921.6,1344,1699.2,1872,1881.6,2016,5500.8,4022.4,835.2,28.8,0,0,0,0,0,0,20400,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
2023-11-15,(군산)영암F1태양광,13.296,0,0,0,0,0,0,0,153.6,1344,4876.8,7737.6,6249.6,7094.4,8256,6566.4,5097.6,1507.2,28.8,0,0,0,0,0,0,48912,전라남도 영암군 삼호읍 에프원로 2 영암 F1 태양광 발전소
