지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위)
121,영월,2015-01-01 01:00,-6.5,,3.9,290,34,989.3,,,,
121,영월,2015-01-01 02:00,-7.4,,4.4,270,36,989.4,,,,
121,영월,2015-01-01 03:00,-8,,3.9,290,35,989.9,,,,
121,영월,2015-01-01 04:00,-8.6,,4.2,270,34,990.1,,,,
121,영월,2015-01-01 05:00,-9.2,,3.9,270,36,990.1,,,,
121,영월,2015-01-01 06:00,-9.7,,1.8,290,38,990.5,,,,
121,영월,2015-01-01 07:00,-10.9,,.6,340,44,991.1,,,,
121,영월,2015-01-01 08:00,-10.7,,2.4,290,43,991.4,0,,,
121,영월,2015-01-01 09:00,-9.5,,2.9,270,39,992.4,.7,,,
121,영월,2015-01-01 10:00,-8.5,,4,290,35,992.8,.7,,,
121,영월,2015-01-01 11:00,-6.9,,3.3,250,33,992.8,.8,,,
121,영월,2015-01-01 12:00,-6.6,,4.5,250,32,992.1,.7,,,
121,영월,2015-01-01 13:00,-5.4,,3.8,250,32,991.5,.6,,,
121,영월,2015-01-01 14:00,-4.8,,4,250,32,991.2,.7,,,
121,영월,2015-01-01 15:00,-4.4,,5,270,32,991.4,.8,,,
121,영월,2015-01-01 16:00,-4.6,,3.7,270,32,992,.7,,,
121,영월,2015-01-01 17:00,-5.6,,3.7,270,34,992.8,.5,,,
121,영월,2015-01-01 18:00,-6.4,,2.9,290,36,993.6,0,,,
121,영월,2015-01-01 19:00,-7.3,,2.4,270,42,993.8,,,,
121,영월,2015-01-01 20:00,-7.8,,2,270,46,994.1,,,,
121,영월,2015-01-01 21:00,-8.4,,1.3,270,52,994.7,,,,
121,영월,2015-01-01 22:00,-9,,1.7,270,56,994.4,,,,
121,영월,2015-01-01 23:00,-9.6,,1.9,270,60,994.6,,,,
121,영월,2015-01-02 00:00,-9.8,,1.2,320,61,994.3,,,,
121,영월,2015-01-02 01:00,-10.9,,1.4,320,66,994,,,,
121,영월,2015-01-02 02:00,-11.8,,1.2,270,71,994.4,,,,
121,영월,2015-01-02 03:00,-12.9,,.4,0,73,994.5,,,,
121,영월,2015-01-02 04:00,-12.9,,.5,,77,994.1,,,,
121,영월,2015-01-02 05:00,-12.6,,1.4,270,75,993.6,,,,
121,영월,2015-01-02 06:00,-13,,1.2,290,77,993.2,,,,
121,영월,2015-01-02 07:00,-13.4,,.3,0,80,993.1,,,,
121,영월,2015-01-02 08:00,-13.1,,.8,270,81,993.3,0,,,
121,영월,2015-01-02 09:00,-11,,.5,,75,993.4,.4,,,
121,영월,2015-01-02 10:00,-7.1,,1.1,290,61,993.1,,,,
121,영월,2015-01-02 11:00,-4.4,,1.8,250,48,992.7,.6,,,
121,영월,2015-01-02 12:00,-2.9,,2.1,250,37,991.5,.8,,,
121,영월,2015-01-02 13:00,-2,,4.6,270,32,991.2,.7,,,
121,영월,2015-01-02 14:00,-1.4,,4.1,270,31,991.4,.7,,,
121,영월,2015-01-02 15:00,-1.7,,4.3,270,29,992.2,.8,,,
121,영월,2015-01-02 16:00,-1.7,,2.7,270,30,992.8,.7,,,
121,영월,2015-01-02 17:00,-2.8,,1.6,270,32,993.5,.9,,,
121,영월,2015-01-02 18:00,-3.5,,3.2,290,33,994.4,0,,,
121,영월,2015-01-02 19:00,-5,,1.2,250,37,994.9,,,,
121,영월,2015-01-02 20:00,-5.8,,1.3,290,43,995.5,,,,
121,영월,2015-01-02 21:00,-6.9,,.9,250,48,995.7,,,,
121,영월,2015-01-02 22:00,-8.3,,.6,340,54,996.1,,,,
121,영월,2015-01-02 23:00,-8.8,,1.1,290,55,996,,,,
121,영월,2015-01-03 00:00,-9.5,,.2,0,61,996.1,,,,
121,영월,2015-01-03 01:00,-10.9,,1.5,270,66,996.1,,,,
121,영월,2015-01-03 02:00,-11.5,,.1,0,70,996.3,,,,
121,영월,2015-01-03 03:00,-12.1,,.8,290,74,996.7,,,,
121,영월,2015-01-03 04:00,-12.9,,.6,320,78,996.4,,,,
121,영월,2015-01-03 05:00,-13.5,,.3,0,81,995.9,,,,
121,영월,2015-01-03 06:00,-14.3,,.9,290,83,996.2,,,,
121,영월,2015-01-03 07:00,-14.6,,.8,270,83,996.6,,,,
121,영월,2015-01-03 08:00,-14.8,,.3,0,83,996.8,0,,,
121,영월,2015-01-03 09:00,-12.3,,.3,0,77,997.5,.6,,,
121,영월,2015-01-03 10:00,-9.4,,1,90,66,997.6,.7,,,
121,영월,2015-01-03 11:00,-5.3,,1.3,140,55,997,.7,,,
121,영월,2015-01-03 12:00,-3,,1.6,290,41,995.9,.7,,,
121,영월,2015-01-03 13:00,-.9,,1.5,140,34,994.4,.8,,,
121,영월,2015-01-03 14:00,.5,,.9,250,32,992.7,.7,,,
121,영월,2015-01-03 15:00,.9,,2.1,270,34,992.3,.8,,,
121,영월,2015-01-03 16:00,1.1,,.8,230,35,991.5,.7,,,
121,영월,2015-01-03 17:00,-.3,,1.9,270,42,991.6,.7,,,
121,영월,2015-01-03 18:00,-1.8,,.3,0,49,991.6,0,,,
121,영월,2015-01-03 19:00,-2.8,,.2,0,54,991.1,,,,
121,영월,2015-01-03 20:00,-3.6,,.1,0,60,991.3,,,,
121,영월,2015-01-03 21:00,-4.4,,0,0,65,991.8,,,,
121,영월,2015-01-03 22:00,-4.9,,.9,320,71,991.3,,,,
121,영월,2015-01-03 23:00,-5.1,,.7,340,72,990.8,,,,
121,영월,2015-01-04 00:00,-4.8,,.4,0,72,990.8,,,,
121,영월,2015-01-04 01:00,-4.5,,.2,0,72,990.4,,,,
121,영월,2015-01-04 02:00,-4.2,,.1,0,71,990.6,,,,
121,영월,2015-01-04 03:00,-4.1,,.3,0,71,990.5,,,,
121,영월,2015-01-04 04:00,-3.9,,.2,0,72,989.7,,,,
121,영월,2015-01-04 05:00,-3.6,,.3,0,71,989.3,,,,
121,영월,2015-01-04 06:00,-3.8,,.4,0,72,989,,,,
121,영월,2015-01-04 07:00,-3.6,,.1,0,73,988.7,,,,
121,영월,2015-01-04 08:00,-3.4,,1.3,290,72,989.2,0,,,
121,영월,2015-01-04 09:00,-2.9,,.6,110,71,989.5,0,,,
