지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위)
121,영월,2018-01-01 01:00,-3.6,,0,0,47,994.9,,,,
121,영월,2018-01-01 02:00,-4.7,,.3,0,48,995.2,,,,
121,영월,2018-01-01 03:00,-5.7,,0,0,55,995.5,,,,
121,영월,2018-01-01 04:00,-6.7,,0,0,63,995.6,,,,
121,영월,2018-01-01 05:00,-6.9,,0,0,66,995.7,,,,
121,영월,2018-01-01 06:00,-7.7,,0,0,71,995.9,,,,
121,영월,2018-01-01 07:00,-8.3,,.1,0,74,996.5,,,,
121,영월,2018-01-01 08:00,-9.5,,0,0,81,996.9,0,,,
121,영월,2018-01-01 09:00,-7.5,,0,0,73,997.6,.9,,,
121,영월,2018-01-01 10:00,-3.5,,.8,110,65,998.1,1,,,
121,영월,2018-01-01 11:00,-.8,,.9,110,49,998.2,1,,,
121,영월,2018-01-01 12:00,-.1,,2.3,250,30,997.8,1,,,
121,영월,2018-01-01 13:00,1.2,,3.6,270,23,996.5,1,,,
121,영월,2018-01-01 14:00,2.7,,3.2,320,19,996,1,,,
121,영월,2018-01-01 15:00,3.3,,2.4,290,19,996,1,,,
121,영월,2018-01-01 16:00,2.6,,2.4,290,21,996.1,1,,,
121,영월,2018-01-01 17:00,1.6,,2.6,270,28,996.4,.7,,,
121,영월,2018-01-01 18:00,1.1,,2.3,250,32,997,0,,,
121,영월,2018-01-01 19:00,.3,,1.9,270,38,997.4,,,,
121,영월,2018-01-01 20:00,.3,,1.9,290,41,997.9,,,,
121,영월,2018-01-01 21:00,-.4,,2.1,290,46,998,,,,
121,영월,2018-01-01 22:00,-2.9,,0,0,59,998.3,,,,
121,영월,2018-01-01 23:00,-3.8,,0,0,64,998.4,,,,
121,영월,2018-01-02 00:00,-4.5,,0,0,66,998.2,,,,
121,영월,2018-01-02 01:00,-5.5,,0,0,75,998.7,,,,
121,영월,2018-01-02 02:00,-6.2,,0,0,78,999.1,,,,
121,영월,2018-01-02 03:00,-6.6,,0,0,81,999,,,,
121,영월,2018-01-02 04:00,-7.6,,.1,0,82,998.5,,,,
121,영월,2018-01-02 05:00,-8.1,,0,0,85,998.5,,,,
121,영월,2018-01-02 06:00,-8.4,,0,0,87,998.6,,,,
121,영월,2018-01-02 07:00,-8.8,,.3,0,88,998.7,,,,
