날짜,시간,발전기명,설비용량(MW),해당 시간 발전량(kWh),해당날짜 총 발전량(kMh)
2023-03-14,14시,(군산)삼랑진태양광,3.0,2246.508,9698.22
2023-03-14,15시,(군산)삼랑진태양광,3.0,2077.2839999999997,9698.22
2023-03-14,16시,(군산)삼랑진태양광,3.0,1667.4119999999998,9698.22
2023-03-14,17시,(군산)삼랑진태양광,3.0,1076.616,9698.22
2023-03-14,18시,(군산)삼랑진태양광,3.0,226.296,9698.22
2023-03-14,19시,(군산)삼랑진태양광,3.0,2.064,9698.22
2023-03-14,20시,(군산)삼랑진태양광,3.0,0.0,9698.22
2023-03-14,21시,(군산)삼랑진태양광,3.0,0.0,9698.22
2023-03-14,22시,(군산)삼랑진태양광,3.0,0.0,9698.22
2023-03-14,23시,(군산)삼랑진태양광,3.0,0.0,9698.22
2023-03-14,24시,(군산)삼랑진태양광,3.0,0.0,9698.22
2023-03-15,01시,(군산)삼랑진태양광,3.0,0.0,7136.82
2023-03-15,02시,(군산)삼랑진태양광,3.0,0.0,7136.82
2023-03-15,03시,(군산)삼랑진태양광,3.0,0.0,7136.82
2023-03-15,04시,(군산)삼랑진태양광,3.0,0.0,7136.82
2023-03-15,05시,(군산)삼랑진태양광,3.0,0.0,7136.82
2023-03-15,06시,(군산)삼랑진태양광,3.0,0.0,7136.82
2023-03-15,07시,(군산)삼랑진태양광,3.0,0.0,7136.82
2023-03-15,08시,(군산)삼랑진태양광,3.0,112.608,7136.82
2023-03-15,09시,(군산)삼랑진태양광,3.0,303.6,7136.82
2023-03-15,10시,(군산)삼랑진태양광,3.0,962.652,7136.82
2023-03-15,11시,(군산)삼랑진태양광,3.0,798.8520000000001,7136.82
2023-03-15,12시,(군산)삼랑진태양광,3.0,1420.644,7136.82
2023-03-15,13시,(군산)삼랑진태양광,3.0,971.124,7136.82
2023-03-15,14시,(군산)삼랑진태양광,3.0,1363.62,7136.82
2023-03-15,15시,(군산)삼랑진태양광,3.0,1887.6599999999999,7136.82
2023-03-15,16시,(군산)삼랑진태양광,3.0,1641.504,7136.82
2023-03-15,17시,(군산)삼랑진태양광,3.0,1076.3519999999999,7136.82
2023-03-15,18시,(군산)삼랑진태양광,3.0,247.308,7136.82
2023-03-15,19시,(군산)삼랑진태양광,3.0,4.464,7136.82
2023-03-15,20시,(군산)삼랑진태양광,3.0,0.0,7136.82
2023-03-15,21시,(군산)삼랑진태양광,3.0,0.0,7136.82
2023-03-15,22시,(군산)삼랑진태양광,3.0,0.0,7136.82
2023-03-15,23시,(군산)삼랑진태양광,3.0,0.0,7136.82
2023-03-15,24시,(군산)삼랑진태양광,3.0,0.0,7136.82
2023-03-16,01시,(군산)삼랑진태양광,3.0,0.0,9850.5
2023-03-16,02시,(군산)삼랑진태양광,3.0,0.0,9850.5
2023-03-16,03시,(군산)삼랑진태양광,3.0,0.0,9850.5
2023-03-16,04시,(군산)삼랑진태양광,3.0,0.0,9850.5
2023-03-16,05시,(군산)삼랑진태양광,3.0,0.0,9850.5
2023-03-16,06시,(군산)삼랑진태양광,3.0,0.0,9850.5
2023-03-16,07시,(군산)삼랑진태양광,3.0,0.0,9850.5
2023-03-16,08시,(군산)삼랑진태양광,3.0,99.084,9850.5
2023-03-16,09시,(군산)삼랑진태양광,3.0,423.12,9850.5
2023-03-16,10시,(군산)삼랑진태양광,3.0,1354.404,9850.5
2023-03-16,11시,(군산)삼랑진태양광,3.0,1801.0919999999999,9850.5
2023-03-16,12시,(군산)삼랑진태양광,3.0,2163.744,9850.5
2023-03-16,13시,(군산)삼랑진태양광,3.0,2261.184,9850.5
2023-03-16,14시,(군산)삼랑진태양광,3.0,2231.9880000000003,9850.5
2023-03-16,15시,(군산)삼랑진태양광,3.0,2003.388,9850.5
2023-03-16,16시,(군산)삼랑진태양광,3.0,1595.748,9850.5
2023-03-16,17시,(군산)삼랑진태양광,3.0,822.192,9850.5
2023-03-16,18시,(군산)삼랑진태양광,3.0,176.30399999999997,9850.5
2023-03-16,19시,(군산)삼랑진태양광,3.0,2.316,9850.5
2023-03-16,20시,(군산)삼랑진태양광,3.0,0.0,9850.5
2023-03-16,21시,(군산)삼랑진태양광,3.0,0.0,9850.5
2023-03-16,22시,(군산)삼랑진태양광,3.0,0.0,9850.5
2023-03-16,23시,(군산)삼랑진태양광,3.0,0.0,9850.5
2023-03-16,24시,(군산)삼랑진태양광,3.0,0.0,9850.5
2023-03-17,01시,(군산)삼랑진태양광,3.0,0.0,5591.52
2023-03-17,02시,(군산)삼랑진태양광,3.0,0.0,5591.52
2023-03-17,03시,(군산)삼랑진태양광,3.0,0.0,5591.52
2023-03-17,04시,(군산)삼랑진태양광,3.0,0.0,5591.52
2023-03-17,05시,(군산)삼랑진태양광,3.0,0.0,5591.52
2023-03-17,06시,(군산)삼랑진태양광,3.0,0.0,5591.52
2023-03-17,07시,(군산)삼랑진태양광,3.0,0.288,5591.52
2023-03-17,08시,(군산)삼랑진태양광,3.0,146.736,5591.52
2023-03-17,09시,(군산)삼랑진태양광,3.0,522.1800000000001,5591.52
2023-03-17,10시,(군산)삼랑진태양광,3.0,1440.588,5591.52
2023-03-17,11시,(군산)삼랑진태양광,3.0,1682.5079999999998,5591.52
2023-03-17,12시,(군산)삼랑진태양광,3.0,1309.392,5591.52
2023-03-17,13시,(군산)삼랑진태양광,3.0,1245.528,5591.52
2023-03-17,14시,(군산)삼랑진태양광,3.0,927.3,5591.52
2023-03-17,15시,(군산)삼랑진태양광,3.0,615.3,5591.52
2023-03-17,16시,(군산)삼랑진태양광,3.0,435.312,5591.52
2023-03-17,17시,(군산)삼랑진태양광,3.0,160.452,5591.52
2023-03-17,18시,(군산)삼랑진태양광,3.0,20.784,5591.52
2023-03-17,19시,(군산)삼랑진태양광,3.0,0.0,5591.52
2023-03-17,20시,(군산)삼랑진태양광,3.0,0.0,5591.52
2023-03-17,21시,(군산)삼랑진태양광,3.0,0.0,5591.52
2023-03-17,22시,(군산)삼랑진태양광,3.0,0.0,5591.52
2023-03-17,23시,(군산)삼랑진태양광,3.0,0.0,5591.52
2023-03-17,24시,(군산)삼랑진태양광,3.0,0.0,5591.52
2023-03-18,01시,(군산)삼랑진태양광,3.0,0.0,6839.46
2023-03-18,02시,(군산)삼랑진태양광,3.0,0.0,6839.46
2023-03-18,03시,(군산)삼랑진태양광,3.0,0.0,6839.46
2023-03-18,04시,(군산)삼랑진태양광,3.0,0.0,6839.46
2023-03-18,05시,(군산)삼랑진태양광,3.0,0.0,6839.46
2023-03-18,06시,(군산)삼랑진태양광,3.0,0.0,6839.46
2023-03-18,07시,(군산)삼랑진태양광,3.0,0.0,6839.46
2023-03-18,08시,(군산)삼랑진태양광,3.0,39.120000000000005,6839.46
2023-03-18,09시,(군산)삼랑진태양광,3.0,141.732,6839.46
2023-03-18,10시,(군산)삼랑진태양광,3.0,419.868,6839.46
2023-03-18,11시,(군산)삼랑진태양광,3.0,950.808,6839.46
2023-03-18,12시,(군산)삼랑진태양광,3.0,1041.624,6839.46
2023-03-18,13시,(군산)삼랑진태양광,3.0,1773.5639999999999,6839.46
2023-03-18,14시,(군산)삼랑진태양광,3.0,1867.164,6839.46
2023-03-18,15시,(군산)삼랑진태양광,3.0,1904.0880000000002,6839.46
2023-03-18,16시,(군산)삼랑진태양광,3.0,1173.0720000000001,6839.46
2023-03-18,17시,(군산)삼랑진태양광,3.0,917.052,6839.46
2023-03-18,18시,(군산)삼랑진태양광,3.0,156.3,6839.46
2023-03-18,19시,(군산)삼랑진태양광,3.0,6.0120000000000005,6839.46
2023-03-18,20시,(군산)삼랑진태양광,3.0,0.0,6839.46
2023-03-18,21시,(군산)삼랑진태양광,3.0,0.0,6839.46
2023-03-18,22시,(군산)삼랑진태양광,3.0,0.0,6839.46
2023-03-18,23시,(군산)삼랑진태양광,3.0,0.0,6839.46
2023-03-18,24시,(군산)삼랑진태양광,3.0,0.0,6839.46
2023-03-19,01시,(군산)삼랑진태양광,3.0,0.0,10712.88
2023-03-19,02시,(군산)삼랑진태양광,3.0,0.0,10712.88
2023-03-19,03시,(군산)삼랑진태양광,3.0,0.0,10712.88
2023-03-19,04시,(군산)삼랑진태양광,3.0,0.0,10712.88
2023-03-19,05시,(군산)삼랑진태양광,3.0,0.0,10712.88
2023-03-19,06시,(군산)삼랑진태양광,3.0,0.0,10712.88
2023-03-19,07시,(군산)삼랑진태양광,3.0,2.244,10712.88
2023-03-19,08시,(군산)삼랑진태양광,3.0,206.892,10712.88
2023-03-19,09시,(군산)삼랑진태양광,3.0,930.792,10712.88
2023-03-19,10시,(군산)삼랑진태양광,3.0,1538.724,10712.88
2023-03-19,11시,(군산)삼랑진태양광,3.0,1966.2,10712.88
2023-03-19,12시,(군산)삼랑진태양광,3.0,2202.54,10712.88
2023-03-19,13시,(군산)삼랑진태양광,3.0,2291.0879999999997,10712.88
2023-03-19,14시,(군산)삼랑진태양광,3.0,2223.564,10712.88
2023-03-19,15시,(군산)삼랑진태양광,3.0,1986.648,10712.88
2023-03-19,16시,(군산)삼랑진태양광,3.0,1609.1280000000002,10712.88
2023-03-19,17시,(군산)삼랑진태양광,3.0,1040.076,10712.88
2023-03-19,18시,(군산)삼랑진태양광,3.0,260.484,10712.88
2023-03-19,19시,(군산)삼랑진태양광,3.0,2.916,10712.88
2023-03-19,20시,(군산)삼랑진태양광,3.0,0.0,10712.88
2023-03-19,21시,(군산)삼랑진태양광,3.0,0.0,10712.88
2023-03-19,22시,(군산)삼랑진태양광,3.0,0.0,10712.88
2023-03-19,23시,(군산)삼랑진태양광,3.0,0.0,10712.88
2023-03-19,24시,(군산)삼랑진태양광,3.0,0.0,10712.88
2023-03-20,01시,(군산)삼랑진태양광,3.0,0.0,9816.48
2023-03-20,02시,(군산)삼랑진태양광,3.0,0.0,9816.48
2023-03-20,03시,(군산)삼랑진태양광,3.0,0.0,9816.48
2023-03-20,04시,(군산)삼랑진태양광,3.0,0.0,9816.48
2023-03-20,05시,(군산)삼랑진태양광,3.0,0.0,9816.48
2023-03-20,06시,(군산)삼랑진태양광,3.0,0.0,9816.48
2023-03-20,07시,(군산)삼랑진태양광,3.0,3.636,9816.48
2023-03-20,08시,(군산)삼랑진태양광,3.0,217.644,9816.48
2023-03-20,09시,(군산)삼랑진태양광,3.0,917.7,9816.48
2023-03-20,10시,(군산)삼랑진태양광,3.0,1516.8000000000002,9816.48
2023-03-20,11시,(군산)삼랑진태양광,3.0,1858.644,9816.48
2023-03-20,12시,(군산)삼랑진태양광,3.0,2047.512,9816.48
2023-03-20,13시,(군산)삼랑진태양광,3.0,2165.94,9816.48
2023-03-20,14시,(군산)삼랑진태양광,3.0,2059.92,9816.48
2023-03-20,15시,(군산)삼랑진태양광,3.0,1861.728,9816.48
2023-03-20,16시,(군산)삼랑진태양광,3.0,1181.34,9816.48
2023-03-20,17시,(군산)삼랑진태양광,3.0,888.528,9816.48
2023-03-20,18시,(군산)삼랑진태양광,3.0,167.868,9816.48
2023-03-20,19시,(군산)삼랑진태양광,3.0,10.596,9816.48
2023-03-20,20시,(군산)삼랑진태양광,3.0,0.0,9816.48
2023-03-20,21시,(군산)삼랑진태양광,3.0,0.0,9816.48
2023-03-20,22시,(군산)삼랑진태양광,3.0,0.0,9816.48
2023-03-20,23시,(군산)삼랑진태양광,3.0,0.0,9816.48
2023-03-20,24시,(군산)삼랑진태양광,3.0,0.0,9816.48
2023-03-21,01시,(군산)삼랑진태양광,3.0,0.0,8960.94
2023-03-21,02시,(군산)삼랑진태양광,3.0,0.0,8960.94
2023-03-21,03시,(군산)삼랑진태양광,3.0,0.0,8960.94
2023-03-21,04시,(군산)삼랑진태양광,3.0,0.0,8960.94
2023-03-21,05시,(군산)삼랑진태양광,3.0,0.0,8960.94
2023-03-21,06시,(군산)삼랑진태양광,3.0,0.0,8960.94
2023-03-21,07시,(군산)삼랑진태양광,3.0,0.096,8960.94
2023-03-21,08시,(군산)삼랑진태양광,3.0,54.684,8960.94
2023-03-21,09시,(군산)삼랑진태양광,3.0,301.2,8960.94
2023-03-21,10시,(군산)삼랑진태양광,3.0,972.24,8960.94
2023-03-21,11시,(군산)삼랑진태양광,3.0,1752.516,8960.94
2023-03-21,12시,(군산)삼랑진태양광,3.0,2074.848,8960.94
2023-03-21,13시,(군산)삼랑진태양광,3.0,2137.224,8960.94
2023-03-21,14시,(군산)삼랑진태양광,3.0,1954.1399999999999,8960.94
2023-03-21,15시,(군산)삼랑진태양광,3.0,1713.4920000000002,8960.94
2023-03-21,16시,(군산)삼랑진태양광,3.0,1474.524,8960.94
2023-03-21,17시,(군산)삼랑진태양광,3.0,933.492,8960.94
2023-03-21,18시,(군산)삼랑진태양광,3.0,243.98399999999998,8960.94
2023-03-21,19시,(군산)삼랑진태양광,3.0,6.228,8960.94
2023-03-21,20시,(군산)삼랑진태양광,3.0,0.0,8960.94
2023-03-21,21시,(군산)삼랑진태양광,3.0,0.0,8960.94
2023-03-21,22시,(군산)삼랑진태양광,3.0,0.0,8960.94
2023-03-21,23시,(군산)삼랑진태양광,3.0,0.0,8960.94
2023-03-21,24시,(군산)삼랑진태양광,3.0,0.0,8960.94
2023-03-22,01시,(군산)삼랑진태양광,3.0,0.0,4537.62
2023-03-22,02시,(군산)삼랑진태양광,3.0,0.0,4537.62
2023-03-22,03시,(군산)삼랑진태양광,3.0,0.0,4537.62
2023-03-22,04시,(군산)삼랑진태양광,3.0,0.0,4537.62
2023-03-22,05시,(군산)삼랑진태양광,3.0,0.0,4537.62
2023-03-22,06시,(군산)삼랑진태양광,3.0,0.0,4537.62
2023-03-22,07시,(군산)삼랑진태양광,3.0,0.0,4537.62
2023-03-22,08시,(군산)삼랑진태양광,3.0,43.236000000000004,4537.62
2023-03-22,09시,(군산)삼랑진태양광,3.0,275.916,4537.62
2023-03-22,10시,(군산)삼랑진태양광,3.0,435.408,4537.62
2023-03-22,11시,(군산)삼랑진태양광,3.0,846.984,4537.62
2023-03-22,12시,(군산)삼랑진태양광,3.0,1173.8400000000001,4537.62
2023-03-22,13시,(군산)삼랑진태양광,3.0,1477.104,4537.62
2023-03-22,14시,(군산)삼랑진태양광,3.0,1194.588,4537.62
2023-03-22,15시,(군산)삼랑진태양광,3.0,781.572,4537.62
2023-03-22,16시,(군산)삼랑진태양광,3.0,530.028,4537.62
2023-03-22,17시,(군산)삼랑진태양광,3.0,145.344,4537.62
2023-03-22,18시,(군산)삼랑진태양광,3.0,42.432,4537.62
2023-03-22,19시,(군산)삼랑진태양광,3.0,0.0,4537.62
2023-03-22,20시,(군산)삼랑진태양광,3.0,0.0,4537.62
2023-03-22,21시,(군산)삼랑진태양광,3.0,0.0,4537.62
2023-03-22,22시,(군산)삼랑진태양광,3.0,0.0,4537.62
2023-03-22,23시,(군산)삼랑진태양광,3.0,0.0,4537.62
2023-03-22,24시,(군산)삼랑진태양광,3.0,0.0,4537.62
2023-03-23,01시,(군산)삼랑진태양광,3.0,0.0,824.4
2023-03-23,02시,(군산)삼랑진태양광,3.0,0.0,824.4
2023-03-23,03시,(군산)삼랑진태양광,3.0,0.0,824.4
2023-03-23,04시,(군산)삼랑진태양광,3.0,0.0,824.4
2023-03-23,05시,(군산)삼랑진태양광,3.0,0.0,824.4
2023-03-23,06시,(군산)삼랑진태양광,3.0,0.0,824.4
2023-03-23,07시,(군산)삼랑진태양광,3.0,0.0,824.4
2023-03-23,08시,(군산)삼랑진태양광,3.0,0.0,824.4
2023-03-23,09시,(군산)삼랑진태양광,3.0,14.832,824.4
2023-03-23,10시,(군산)삼랑진태양광,3.0,28.752,824.4
2023-03-23,11시,(군산)삼랑진태양광,3.0,45.696,824.4
2023-03-23,12시,(군산)삼랑진태양광,3.0,99.384,824.4
2023-03-23,13시,(군산)삼랑진태양광,3.0,268.356,824.4
2023-03-23,14시,(군산)삼랑진태양광,3.0,332.544,824.4
2023-03-23,15시,(군산)삼랑진태양광,3.0,131.292,824.4
2023-03-23,16시,(군산)삼랑진태양광,3.0,218.832,824.4
2023-03-23,17시,(군산)삼랑진태양광,3.0,118.70400000000001,824.4
2023-03-23,18시,(군산)삼랑진태양광,3.0,22.428,824.4
2023-03-23,19시,(군산)삼랑진태양광,3.0,0.8280000000000001,824.4
2023-03-23,20시,(군산)삼랑진태양광,3.0,0.0,824.4
2023-03-23,21시,(군산)삼랑진태양광,3.0,0.0,824.4
2023-03-23,22시,(군산)삼랑진태양광,3.0,0.0,824.4
2023-03-23,23시,(군산)삼랑진태양광,3.0,0.0,824.4
2023-03-23,24시,(군산)삼랑진태양광,3.0,0.0,824.4
2023-03-24,01시,(군산)삼랑진태양광,3.0,0.0,1603.98
2023-03-24,02시,(군산)삼랑진태양광,3.0,0.0,1603.98
2023-03-24,03시,(군산)삼랑진태양광,3.0,0.0,1603.98
2023-03-24,04시,(군산)삼랑진태양광,3.0,0.0,1603.98
2023-03-24,05시,(군산)삼랑진태양광,3.0,0.0,1603.98
2023-03-24,06시,(군산)삼랑진태양광,3.0,0.0,1603.98
2023-03-24,07시,(군산)삼랑진태양광,3.0,0.0,1603.98
2023-03-24,08시,(군산)삼랑진태양광,3.0,15.564,1603.98
2023-03-24,09시,(군산)삼랑진태양광,3.0,125.568,1603.98
2023-03-24,10시,(군산)삼랑진태양광,3.0,232.008,1603.98
2023-03-24,11시,(군산)삼랑진태양광,3.0,446.004,1603.98
2023-03-24,12시,(군산)삼랑진태양광,3.0,528.3240000000001,1603.98
2023-03-24,13시,(군산)삼랑진태양광,3.0,499.212,1603.98
2023-03-24,14시,(군산)삼랑진태양광,3.0,259.14,1603.98
2023-03-24,15시,(군산)삼랑진태양광,3.0,168.864,1603.98
2023-03-24,16시,(군산)삼랑진태양광,3.0,115.94399999999999,1603.98
2023-03-24,17시,(군산)삼랑진태양광,3.0,76.02000000000001,1603.98
2023-03-24,18시,(군산)삼랑진태양광,3.0,2.7720000000000002,1603.98
2023-03-24,19시,(군산)삼랑진태양광,3.0,0.0,1603.98
2023-03-24,20시,(군산)삼랑진태양광,3.0,0.0,1603.98
2023-03-24,21시,(군산)삼랑진태양광,3.0,0.0,1603.98
2023-03-24,22시,(군산)삼랑진태양광,3.0,0.0,1603.98
2023-03-24,23시,(군산)삼랑진태양광,3.0,0.0,1603.98
2023-03-24,24시,(군산)삼랑진태양광,3.0,0.0,1603.98
2023-03-25,01시,(군산)삼랑진태양광,3.0,0.0,5216.04
2023-03-25,02시,(군산)삼랑진태양광,3.0,0.0,5216.04
2023-03-25,03시,(군산)삼랑진태양광,3.0,0.0,5216.04
2023-03-25,04시,(군산)삼랑진태양광,3.0,0.0,5216.04
2023-03-25,05시,(군산)삼랑진태양광,3.0,0.0,5216.04
2023-03-25,06시,(군산)삼랑진태양광,3.0,0.0,5216.04
2023-03-25,07시,(군산)삼랑진태양광,3.0,0.756,5216.04
2023-03-25,08시,(군산)삼랑진태양광,3.0,167.57999999999998,5216.04
2023-03-25,09시,(군산)삼랑진태양광,3.0,471.0,5216.04
2023-03-25,10시,(군산)삼랑진태양광,3.0,879.5999999999999,5216.04
2023-03-25,11시,(군산)삼랑진태양광,3.0,807.0,5216.04
2023-03-25,12시,(군산)삼랑진태양광,3.0,910.1880000000001,5216.04
2023-03-25,13시,(군산)삼랑진태양광,3.0,946.3320000000001,5216.04
2023-03-25,14시,(군산)삼랑진태양광,3.0,1474.1039999999998,5216.04
2023-03-25,15시,(군산)삼랑진태양광,3.0,888.228,5216.04
2023-03-25,16시,(군산)삼랑진태양광,3.0,489.372,5216.04
2023-03-25,17시,(군산)삼랑진태양광,3.0,684.312,5216.04
2023-03-25,18시,(군산)삼랑진태양광,3.0,222.50400000000002,5216.04
2023-03-25,19시,(군산)삼랑진태양광,3.0,4.248,5216.04
2023-03-25,20시,(군산)삼랑진태양광,3.0,0.0,5216.04
2023-03-25,21시,(군산)삼랑진태양광,3.0,0.0,5216.04
2023-03-25,22시,(군산)삼랑진태양광,3.0,0.0,5216.04
2023-03-25,23시,(군산)삼랑진태양광,3.0,0.0,5216.04
2023-03-25,24시,(군산)삼랑진태양광,3.0,0.0,5216.04
2023-03-26,01시,(군산)삼랑진태양광,3.0,0.0,6918.84
2023-03-26,02시,(군산)삼랑진태양광,3.0,0.0,6918.84
2023-03-26,03시,(군산)삼랑진태양광,3.0,0.0,6918.84
2023-03-26,04시,(군산)삼랑진태양광,3.0,0.0,6918.84
2023-03-26,05시,(군산)삼랑진태양광,3.0,0.0,6918.84
2023-03-26,06시,(군산)삼랑진태양광,3.0,0.0,6918.84
2023-03-26,07시,(군산)삼랑진태양광,3.0,0.192,6918.84
2023-03-26,08시,(군산)삼랑진태양광,3.0,49.572,6918.84
2023-03-26,09시,(군산)삼랑진태양광,3.0,192.984,6918.84
2023-03-26,10시,(군산)삼랑진태양광,3.0,708.816,6918.84
2023-03-26,11시,(군산)삼랑진태양광,3.0,1126.596,6918.84
2023-03-26,12시,(군산)삼랑진태양광,3.0,1667.0280000000002,6918.84
2023-03-26,13시,(군산)삼랑진태양광,3.0,1794.768,6918.84
2023-03-26,14시,(군산)삼랑진태양광,3.0,2031.432,6918.84
2023-03-26,15시,(군산)삼랑진태양광,3.0,1575.2640000000001,6918.84
2023-03-26,16시,(군산)삼랑진태양광,3.0,1091.16,6918.84
2023-03-26,17시,(군산)삼랑진태양광,3.0,243.98399999999998,6918.84
2023-03-26,18시,(군산)삼랑진태양광,3.0,49.236000000000004,6918.84
2023-03-26,19시,(군산)삼랑진태양광,3.0,18.72,6918.84
2023-03-26,20시,(군산)삼랑진태양광,3.0,0.0,6918.84
2023-03-26,21시,(군산)삼랑진태양광,3.0,0.0,6918.84
2023-03-26,22시,(군산)삼랑진태양광,3.0,0.0,6918.84
2023-03-26,23시,(군산)삼랑진태양광,3.0,0.0,6918.84
2023-03-26,24시,(군산)삼랑진태양광,3.0,0.0,6918.84
2023-03-27,01시,(군산)삼랑진태양광,3.0,0.0,11329.38
2023-03-27,02시,(군산)삼랑진태양광,3.0,0.0,11329.38
2023-03-27,03시,(군산)삼랑진태양광,3.0,0.0,11329.38
2023-03-27,04시,(군산)삼랑진태양광,3.0,0.0,11329.38
2023-03-27,05시,(군산)삼랑진태양광,3.0,0.0,11329.38
2023-03-27,06시,(군산)삼랑진태양광,3.0,0.0,11329.38
2023-03-27,07시,(군산)삼랑진태양광,3.0,15.911999999999999,11329.38
2023-03-27,08시,(군산)삼랑진태양광,3.0,160.428,11329.38
2023-03-27,09시,(군산)삼랑진태양광,3.0,1028.94,11329.38
2023-03-27,10시,(군산)삼랑진태양광,3.0,1712.1839999999997,11329.38
2023-03-27,11시,(군산)삼랑진태양광,3.0,2127.48,11329.38
2023-03-27,12시,(군산)삼랑진태양광,3.0,2330.412,11329.38
2023-03-27,13시,(군산)삼랑진태양광,3.0,2396.52,11329.38
2023-03-27,14시,(군산)삼랑진태양광,3.0,2297.844,11329.38
2023-03-27,15시,(군산)삼랑진태양광,3.0,2047.344,11329.38
2023-03-27,16시,(군산)삼랑진태양광,3.0,1652.388,11329.38
2023-03-27,17시,(군산)삼랑진태양광,3.0,1097.208,11329.38
2023-03-27,18시,(군산)삼랑진태양광,3.0,309.65999999999997,11329.38
2023-03-27,19시,(군산)삼랑진태양광,3.0,7.619999999999999,11329.38
2023-03-27,20시,(군산)삼랑진태양광,3.0,0.0,11329.38
2023-03-27,21시,(군산)삼랑진태양광,3.0,0.0,11329.38
2023-03-27,22시,(군산)삼랑진태양광,3.0,0.0,11329.38
2023-03-27,23시,(군산)삼랑진태양광,3.0,0.0,11329.38
2023-03-27,24시,(군산)삼랑진태양광,3.0,0.0,11329.38
2023-03-28,01시,(군산)삼랑진태양광,3.0,0.0,10616.22
2023-03-28,02시,(군산)삼랑진태양광,3.0,0.0,10616.22
2023-03-28,03시,(군산)삼랑진태양광,3.0,0.0,10616.22
2023-03-28,04시,(군산)삼랑진태양광,3.0,0.0,10616.22
2023-03-28,05시,(군산)삼랑진태양광,3.0,0.0,10616.22
2023-03-28,06시,(군산)삼랑진태양광,3.0,0.0,10616.22
2023-03-28,07시,(군산)삼랑진태양광,3.0,9.264,10616.22
2023-03-28,08시,(군산)삼랑진태양광,3.0,296.616,10616.22
2023-03-28,09시,(군산)삼랑진태양광,3.0,1038.06,10616.22
2023-03-28,10시,(군산)삼랑진태양광,3.0,1610.292,10616.22
2023-03-28,11시,(군산)삼랑진태양광,3.0,1996.5720000000001,10616.22
2023-03-28,12시,(군산)삼랑진태양광,3.0,2192.4120000000003,10616.22
2023-03-28,13시,(군산)삼랑진태양광,3.0,2262.744,10616.22
2023-03-28,14시,(군산)삼랑진태양광,3.0,2182.116,10616.22
2023-03-28,15시,(군산)삼랑진태양광,3.0,1911.792,10616.22
2023-03-28,16시,(군산)삼랑진태양광,3.0,1454.6280000000002,10616.22
2023-03-28,17시,(군산)삼랑진태양광,3.0,863.808,10616.22
2023-03-28,18시,(군산)삼랑진태양광,3.0,265.476,10616.22
2023-03-28,19시,(군산)삼랑진태양광,3.0,13.559999999999999,10616.22
2023-03-28,20시,(군산)삼랑진태양광,3.0,0.0,10616.22
2023-03-28,21시,(군산)삼랑진태양광,3.0,0.0,10616.22
2023-03-28,22시,(군산)삼랑진태양광,3.0,0.0,10616.22
2023-03-28,23시,(군산)삼랑진태양광,3.0,0.0,10616.22
2023-03-28,24시,(군산)삼랑진태양광,3.0,0.0,10616.22
2023-03-29,01시,(군산)삼랑진태양광,3.0,0.0,9274.14
2023-03-29,02시,(군산)삼랑진태양광,3.0,0.0,9274.14
2023-03-29,03시,(군산)삼랑진태양광,3.0,0.0,9274.14
2023-03-29,04시,(군산)삼랑진태양광,3.0,0.0,9274.14
2023-03-29,05시,(군산)삼랑진태양광,3.0,0.0,9274.14
2023-03-29,06시,(군산)삼랑진태양광,3.0,0.0,9274.14
2023-03-29,07시,(군산)삼랑진태양광,3.0,13.416,9274.14
2023-03-29,08시,(군산)삼랑진태양광,3.0,285.084,9274.14
2023-03-29,09시,(군산)삼랑진태양광,3.0,927.0,9274.14
2023-03-29,10시,(군산)삼랑진태양광,3.0,1483.944,9274.14
2023-03-29,11시,(군산)삼랑진태양광,3.0,1709.484,9274.14
2023-03-29,12시,(군산)삼랑진태양광,3.0,1617.5639999999999,9274.14
2023-03-29,13시,(군산)삼랑진태양광,3.0,1815.708,9274.14
2023-03-29,14시,(군산)삼랑진태양광,3.0,2099.16,9274.14
2023-03-29,15시,(군산)삼랑진태양광,3.0,1613.2559999999999,9274.14
2023-03-29,16시,(군산)삼랑진태양광,3.0,1314.996,9274.14
2023-03-29,17시,(군산)삼랑진태양광,3.0,916.008,9274.14
2023-03-29,18시,(군산)삼랑진태양광,3.0,274.284,9274.14
2023-03-29,19시,(군산)삼랑진태양광,3.0,14.316,9274.14
2023-03-29,20시,(군산)삼랑진태양광,3.0,0.0,9274.14
2023-03-29,21시,(군산)삼랑진태양광,3.0,0.0,9274.14
2023-03-29,22시,(군산)삼랑진태양광,3.0,0.0,9274.14
2023-03-29,23시,(군산)삼랑진태양광,3.0,0.0,9274.14
2023-03-29,24시,(군산)삼랑진태양광,3.0,0.0,9274.14
2023-03-30,01시,(군산)삼랑진태양광,3.0,0.0,7842.6
2023-03-30,02시,(군산)삼랑진태양광,3.0,0.0,7842.6
2023-03-30,03시,(군산)삼랑진태양광,3.0,0.0,7842.6
2023-03-30,04시,(군산)삼랑진태양광,3.0,0.0,7842.6
2023-03-30,05시,(군산)삼랑진태양광,3.0,0.0,7842.6
2023-03-30,06시,(군산)삼랑진태양광,3.0,0.0,7842.6
2023-03-30,07시,(군산)삼랑진태양광,3.0,21.708,7842.6
2023-03-30,08시,(군산)삼랑진태양광,3.0,267.252,7842.6
2023-03-30,09시,(군산)삼랑진태양광,3.0,849.9960000000001,7842.6
