瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),浅氢(16规困),嚼档(%),泅瘤扁拘(hPa),老炼(hr),老荤(MJ/m2),利汲(cm),傈款樊(10盒困)
159,何魂,2018-01-01 01:00,.5,,1.3,360,33,1015.5,,,,
159,何魂,2018-01-01 02:00,.1,,1.5,20,34,1015.7,,,,
159,何魂,2018-01-01 03:00,0,,2.1,320,37,1015.9,,,,0
159,何魂,2018-01-01 04:00,-.1,,2.3,340,42,1016,,,,0
159,何魂,2018-01-01 05:00,-.1,,2.8,50,43,1016,,,,0
159,何魂,2018-01-01 06:00,-.5,,2.1,20,45,1016.5,,,,0
159,何魂,2018-01-01 07:00,-.8,,2.5,340,45,1017.1,,,,0
159,何魂,2018-01-01 08:00,-.5,,1.2,360,43,1017.4,.3,.03,,0
159,何魂,2018-01-01 09:00,1.7,,2.1,20,39,1018.1,1,.46,,0
159,何魂,2018-01-01 10:00,2.7,,3,340,35,1018.4,1,1.04,,0
159,何魂,2018-01-01 11:00,4.5,,2.9,50,29,1018,1,1.53,,0
159,何魂,2018-01-01 12:00,5.5,,2.9,340,24,1017.5,1,1.86,,0
159,何魂,2018-01-01 13:00,5.6,,7.6,360,19,1016.3,1,1.98,,0
159,何魂,2018-01-01 14:00,6.6,,4,320,20,1016,1,1.88,,0
159,何魂,2018-01-01 15:00,7.1,,2.4,360,19,1016,1,1.51,,0
159,何魂,2018-01-01 16:00,6.3,,3.5,200,20,1016.4,1,.99,,0
159,何魂,2018-01-01 17:00,5.1,,2.4,90,23,1016.9,1,.37,,0
159,何魂,2018-01-01 18:00,3.8,,2,360,26,1017.8,0,.01,,0
159,何魂,2018-01-01 19:00,2.8,,2.4,360,29,1018.1,,,,
159,何魂,2018-01-01 20:00,2.8,,3.3,20,29,1018.4,,,,
159,何魂,2018-01-01 21:00,2.2,,2.2,340,31,1018.5,,,,0
159,何魂,2018-01-01 22:00,1.6,,2.7,360,34,1018.7,,,,
159,何魂,2018-01-01 23:00,1.4,,4.3,360,34,1018.9,,,,
159,何魂,2018-01-02 00:00,1.6,,2.3,340,35,1019.1,,,,0
159,何魂,2018-01-02 01:00,1.2,,3.3,360,37,1018.9,,,,
159,何魂,2018-01-02 02:00,.9,,2.3,360,39,1019.4,,,,
159,何魂,2018-01-02 03:00,.7,,1.5,360,38,1019.3,,,,0
159,何魂,2018-01-02 04:00,.3,,2.7,360,41,1019,,,,0
159,何魂,2018-01-02 05:00,.4,,2.9,290,41,1019.1,,,,0
159,何魂,2018-01-02 06:00,.1,,1.7,360,42,1019.5,,,,0
159,何魂,2018-01-02 07:00,-.2,,3.2,340,43,1019.8,,,,0
