일자,발전구분,설비용량(MW),시간,발전량(kWh),연식(년),지점명,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),일사(MJ/m2),적설(cm),하늘상태,태양고도,방위각
2023-01-01,(군산)삼랑진태양광,2.0,1,0.0,14.8,양산시,1.9,0.0,2.4,180.0,54.0,0.0,0.0,1.0,0.0,
2023-01-01,(군산)삼랑진태양광,2.0,1,0.0,14.8,양산시,1.9,0.0,2.4,180.0,54.0,0.0,0.0,1.0,0.0,
2023-01-01,(군산)삼랑진태양광,2.0,2,0.0,14.8,양산시,1.5,0.0,2.4,200.0,54.0,0.0,0.0,1.0,0.0,
2023-01-01,(군산)삼랑진태양광,2.0,2,0.0,14.8,양산시,1.5,0.0,2.4,200.0,54.0,0.0,0.0,1.0,0.0,
2023-01-01,(군산)삼랑진태양광,2.0,3,0.0,14.8,양산시,-1.2,0.0,0.8,250.0,72.0,0.0,0.0,1.0,0.0,
2023-01-01,(군산)삼랑진태양광,2.0,3,0.0,14.8,양산시,-1.2,0.0,0.8,250.0,72.0,0.0,0.0,1.0,0.0,
2023-01-01,(군산)삼랑진태양광,2.0,4,0.0,14.8,양산시,-0.5,0.0,1.5,250.0,70.0,0.0,0.0,1.0,0.0,
2023-01-01,(군산)삼랑진태양광,2.0,4,0.0,14.8,양산시,-0.5,0.0,1.5,250.0,70.0,0.0,0.0,1.0,0.0,
2023-01-01,(군산)삼랑진태양광,2.0,5,0.0,14.8,양산시,-1.4,0.0,1.9,230.0,73.0,0.0,0.0,1.0,0.0,
2023-01-01,(군산)삼랑진태양광,2.0,5,0.0,14.8,양산시,-1.4,0.0,1.9,230.0,73.0,0.0,0.0,1.0,0.0,
2023-01-01,(군산)삼랑진태양광,2.0,6,0.0,14.8,양산시,-1.2,0.0,1.4,230.0,74.0,0.0,0.0,1.0,0.0,
2023-01-01,(군산)삼랑진태양광,2.0,6,0.0,14.8,양산시,-1.2,0.0,1.4,230.0,74.0,0.0,0.0,1.0,0.0,
2023-01-01,(군산)삼랑진태양광,2.0,7,0.0,14.8,양산시,-1.5,0.0,2.5,230.0,75.0,0.0,0.0,1.0,0.0,
2023-01-01,(군산)삼랑진태양광,2.0,7,0.0,14.8,양산시,-1.5,0.0,2.5,230.0,75.0,0.0,0.0,1.0,0.0,
2023-01-01,(군산)삼랑진태양광,2.0,8,1.08,14.8,양산시,-1.3,0.0,1.8,200.0,74.0,0.01,0.0,1.0,4.067541261032544,121.96684997443066
2023-01-01,(군산)삼랑진태양광,2.0,8,0.864,14.8,양산시,-1.3,0.0,1.8,200.0,74.0,0.01,0.0,1.0,4.067541261032544,121.96684997443066
2023-01-01,(군산)삼랑진태양광,2.0,9,148.68,14.8,양산시,-0.2,0.0,2.4,200.0,71.0,0.26,0.0,1.0,13.729003654205169,131.8170378803968
2023-01-01,(군산)삼랑진태양광,2.0,9,88.32,14.8,양산시,-0.2,0.0,2.4,200.0,71.0,0.26,0.0,1.0,13.729003654205169,131.8170378803968
2023-01-01,(군산)삼랑진태양광,2.0,10,493.92,14.8,양산시,2.2,0.0,2.2,230.0,62.0,0.88,0.0,1.0,21.957519028919084,143.43857589322727
2023-01-01,(군산)삼랑진태양광,2.0,10,316.224,14.8,양산시,2.2,0.0,2.2,230.0,62.0,0.88,0.0,1.0,21.957519028919084,143.43857589322727
2023-01-01,(군산)삼랑진태양광,2.0,11,875.16,14.8,양산시,5.1,0.0,1.9,230.0,52.0,1.32,0.0,1.0,28.029841499440543,157.11066366491718
2023-01-01,(군산)삼랑진태양광,2.0,11,487.392,14.8,양산시,5.1,0.0,1.9,230.0,52.0,1.32,0.0,1.0,28.029841499440543,157.11066366491718
2023-01-01,(군산)삼랑진태양광,2.0,12,1098.18,14.8,양산시,7.2,0.0,2.2,230.0,42.0,1.6,0.0,1.0,31.24175184397636,172.5545648062773
2023-01-01,(군산)삼랑진태양광,2.0,12,577.728,14.8,양산시,7.2,0.0,2.2,230.0,42.0,1.6,0.0,1.0,31.24175184397636,172.5545648062773
2023-01-01,(군산)삼랑진태양광,2.0,13,1010.34,14.8,양산시,8.5,0.0,2.2,320.0,37.0,1.78,0.0,3.0,31.11217169989533,188.6866160314648
2023-01-01,(군산)삼랑진태양광,2.0,13,528.096,14.8,양산시,8.5,0.0,2.2,320.0,37.0,1.78,0.0,3.0,31.11217169989533,188.6866160314648
2023-01-01,(군산)삼랑진태양광,2.0,14,1084.68,14.8,양산시,8.9,0.0,2.7,320.0,36.0,1.62,0.0,1.0,27.662288287935787,204.0254969795785
2023-01-01,(군산)삼랑진태양광,2.0,14,570.528,14.8,양산시,8.9,0.0,2.7,320.0,36.0,1.62,0.0,1.0,27.662288287935787,204.0254969795785
2023-01-01,(군산)삼랑진태양광,2.0,15,832.14,14.8,양산시,9.4,0.0,2.2,270.0,36.0,1.3,0.0,1.0,21.401497183902816,217.54449231072024
2023-01-01,(군산)삼랑진태양광,2.0,15,456.576,14.8,양산시,9.4,0.0,2.2,270.0,36.0,1.3,0.0,1.0,21.401497183902816,217.54449231072024
2023-01-01,(군산)삼랑진태양광,2.0,16,427.14,14.8,양산시,9.3,0.0,1.0,270.0,34.0,0.79,0.0,1.0,13.038660185496482,229.0206326907705
2023-01-01,(군산)삼랑진태양광,2.0,16,257.28,14.8,양산시,9.3,0.0,1.0,270.0,34.0,0.79,0.0,1.0,13.038660185496482,229.0206326907705
2023-01-01,(군산)삼랑진태양광,2.0,17,104.94,14.8,양산시,8.3,0.0,2.2,270.0,38.0,0.28,0.0,1.0,3.309170307195937,238.75942843678197
2023-01-01,(군산)삼랑진태양광,2.0,17,67.392,14.8,양산시,8.3,0.0,2.2,270.0,38.0,0.28,0.0,1.0,3.309170307195937,238.75942843678197
2023-01-01,(군산)삼랑진태양광,2.0,18,0.18,14.8,양산시,4.7,0.0,0.9,140.0,49.0,0.02,0.0,3.0,0.0,
2023-01-01,(군산)삼랑진태양광,2.0,18,0.672,14.8,양산시,4.7,0.0,0.9,140.0,49.0,0.02,0.0,3.0,0.0,
2023-01-01,(군산)삼랑진태양광,2.0,19,0.0,14.8,양산시,3.8,0.0,0.9,180.0,51.0,0.0,0.0,3.0,0.0,
2023-01-01,(군산)삼랑진태양광,2.0,19,0.0,14.8,양산시,3.8,0.0,0.9,180.0,51.0,0.0,0.0,3.0,0.0,
2023-01-01,(군산)삼랑진태양광,2.0,20,0.0,14.8,양산시,3.3,0.0,0.0,0.0,43.0,0.0,0.0,3.0,0.0,
2023-01-01,(군산)삼랑진태양광,2.0,20,0.0,14.8,양산시,3.3,0.0,0.0,0.0,43.0,0.0,0.0,3.0,0.0,
2023-01-01,(군산)삼랑진태양광,2.0,21,0.0,14.8,양산시,2.1,0.0,0.2,0.0,45.0,0.0,0.0,3.0,0.0,
2023-01-01,(군산)삼랑진태양광,2.0,21,0.0,14.8,양산시,2.1,0.0,0.2,0.0,45.0,0.0,0.0,3.0,0.0,
2023-01-01,(군산)삼랑진태양광,2.0,22,0.0,14.8,양산시,2.0,0.0,0.0,0.0,45.0,0.0,0.0,3.0,0.0,
2023-01-01,(군산)삼랑진태양광,2.0,22,0.0,14.8,양산시,2.0,0.0,0.0,0.0,45.0,0.0,0.0,3.0,0.0,
2023-01-01,(군산)삼랑진태양광,2.0,23,0.0,14.8,양산시,2.5,0.0,0.0,0.0,36.0,0.0,0.0,3.0,0.0,
2023-01-01,(군산)삼랑진태양광,2.0,23,0.0,14.8,양산시,2.5,0.0,0.0,0.0,36.0,0.0,0.0,3.0,0.0,
2023-01-01,(군산)삼랑진태양광,2.0,24,0.0,14.8,양산시,2.1,0.0,1.0,160.0,35.0,0.0,0.0,4.0,0.0,
2023-01-01,(군산)삼랑진태양광,2.0,24,0.0,14.8,양산시,2.1,0.0,1.0,160.0,35.0,0.0,0.0,4.0,0.0,
2023-01-02,(군산)삼랑진태양광,2.0,1,0.0,14.8,양산시,3.2,0.0,1.7,320.0,32.0,0.0,0.0,4.0,0.0,
2023-01-02,(군산)삼랑진태양광,2.0,1,0.0,14.8,양산시,3.2,0.0,1.7,320.0,32.0,0.0,0.0,4.0,0.0,
2023-01-02,(군산)삼랑진태양광,2.0,2,0.0,14.8,양산시,2.9,0.0,2.1,230.0,30.0,0.0,0.0,4.0,0.0,
2023-01-02,(군산)삼랑진태양광,2.0,2,0.0,14.8,양산시,2.9,0.0,2.1,230.0,30.0,0.0,0.0,4.0,0.0,
2023-01-02,(군산)삼랑진태양광,2.0,3,0.0,14.8,양산시,3.3,0.0,2.0,250.0,25.0,0.0,0.0,4.0,0.0,
2023-01-02,(군산)삼랑진태양광,2.0,3,0.0,14.8,양산시,3.3,0.0,2.0,250.0,25.0,0.0,0.0,4.0,0.0,
2023-01-02,(군산)삼랑진태양광,2.0,4,0.0,14.8,양산시,2.6,0.0,1.7,340.0,20.0,0.0,0.0,4.0,0.0,
2023-01-02,(군산)삼랑진태양광,2.0,4,0.0,14.8,양산시,2.6,0.0,1.7,340.0,20.0,0.0,0.0,4.0,0.0,
2023-01-02,(군산)삼랑진태양광,2.0,5,0.0,14.8,양산시,2.0,0.0,1.1,180.0,21.0,0.0,0.0,4.0,0.0,
2023-01-02,(군산)삼랑진태양광,2.0,5,0.0,14.8,양산시,2.0,0.0,1.1,180.0,21.0,0.0,0.0,4.0,0.0,
2023-01-02,(군산)삼랑진태양광,2.0,6,0.0,14.8,양산시,2.0,0.0,1.1,200.0,21.0,0.0,0.0,4.0,0.0,
2023-01-02,(군산)삼랑진태양광,2.0,6,0.0,14.8,양산시,2.0,0.0,1.1,200.0,21.0,0.0,0.0,4.0,0.0,
2023-01-02,(군산)삼랑진태양광,2.0,7,0.0,14.8,양산시,1.1,0.0,1.8,180.0,22.0,0.0,0.0,4.0,0.0,
2023-01-02,(군산)삼랑진태양광,2.0,7,0.0,14.8,양산시,1.1,0.0,1.8,180.0,22.0,0.0,0.0,4.0,0.0,
2023-01-02,(군산)삼랑진태양광,2.0,8,2.52,14.8,양산시,1.4,0.0,1.2,230.0,21.0,0.02,0.0,4.0,4.041103195967329,121.83327833514755
2023-01-02,(군산)삼랑진태양광,2.0,8,2.208,14.8,양산시,1.4,0.0,1.2,230.0,21.0,0.02,0.0,4.0,4.041103195967329,121.83327833514755
2023-01-02,(군산)삼랑진태양광,2.0,9,108.36,14.8,양산시,2.3,0.0,1.3,270.0,18.0,0.27,0.0,3.0,13.719369744046734,131.67723247971873
2023-01-02,(군산)삼랑진태양광,2.0,9,63.84,14.8,양산시,2.3,0.0,1.3,270.0,18.0,0.27,0.0,3.0,13.719369744046734,131.67723247971873
2023-01-02,(군산)삼랑진태양광,2.0,10,557.46,14.8,양산시,3.6,0.0,3.1,290.0,16.0,0.88,0.0,3.0,21.970565949270195,143.29227430694488
2023-01-02,(군산)삼랑진태양광,2.0,10,367.488,14.8,양산시,3.6,0.0,3.1,290.0,16.0,0.88,0.0,3.0,21.970565949270195,143.29227430694488
2023-01-02,(군산)삼랑진태양광,2.0,11,1091.34,14.8,양산시,4.7,0.0,3.4,290.0,14.0,1.61,0.0,3.0,28.070404867260788,156.96303945594877
2023-01-02,(군산)삼랑진태양광,2.0,11,613.152,14.8,양산시,4.7,0.0,3.4,290.0,14.0,1.61,0.0,3.0,28.070404867260788,156.96303945594877
2023-01-02,(군산)삼랑진태양광,2.0,12,1372.32,14.8,양산시,5.0,0.0,4.1,290.0,13.0,1.97,0.0,3.0,31.31204463001891,172.41753532690427
2023-01-02,(군산)삼랑진태양광,2.0,12,718.176,14.8,양산시,5.0,0.0,4.1,290.0,13.0,1.97,0.0,3.0,31.31204463001891,172.41753532690427
2023-01-02,(군산)삼랑진태양광,2.0,13,1387.98,14.8,양산시,6.1,0.0,3.5,290.0,12.0,2.05,0.0,3.0,31.2094770587484,188.57438300359516
2023-01-02,(군산)삼랑진태양광,2.0,13,715.968,14.8,양산시,6.1,0.0,3.5,290.0,12.0,2.05,0.0,3.0,31.2094770587484,188.57438300359516
2023-01-02,(군산)삼랑진태양광,2.0,14,1320.12,14.8,양산시,6.3,0.0,4.2,320.0,11.0,1.82,0.0,1.0,27.779510792323272,203.9457798313288
2023-01-02,(군산)삼랑진태양광,2.0,14,688.032,14.8,양산시,6.3,0.0,4.2,320.0,11.0,1.82,0.0,1.0,27.779510792323272,203.9457798313288
2023-01-02,(군산)삼랑진태양광,2.0,15,1103.04,14.8,양산시,6.8,0.0,3.9,320.0,11.0,1.45,0.0,1.0,21.53059207796677,217.4956485073664
2023-01-02,(군산)삼랑진태양광,2.0,15,612.384,14.8,양산시,6.8,0.0,3.9,320.0,11.0,1.45,0.0,1.0,21.53059207796677,217.4956485073664
2023-01-02,(군산)삼랑진태양광,2.0,16,570.24,14.8,양산시,6.9,0.0,3.7,290.0,13.0,1.11,0.0,1.0,13.17318997564476,228.9963027029192
2023-01-02,(군산)삼랑진태양광,2.0,16,362.88,14.8,양산시,6.9,0.0,3.7,290.0,13.0,1.11,0.0,1.0,13.17318997564476,228.9963027029192
2023-01-02,(군산)삼랑진태양광,2.0,17,135.36,14.8,양산시,5.7,0.0,3.0,320.0,15.0,0.4,0.0,3.0,3.4407719910224626,238.75327518199651
2023-01-02,(군산)삼랑진태양광,2.0,17,110.304,14.8,양산시,5.7,0.0,3.0,320.0,15.0,0.4,0.0,3.0,3.4407719910224626,238.75327518199651
2023-01-02,(군산)삼랑진태양광,2.0,18,0.0,14.8,양산시,4.7,0.0,3.8,320.0,17.0,0.01,0.0,1.0,0.0,
2023-01-02,(군산)삼랑진태양광,2.0,18,0.48,14.8,양산시,4.7,0.0,3.8,320.0,17.0,0.01,0.0,1.0,0.0,
2023-01-02,(군산)삼랑진태양광,2.0,19,0.0,14.8,양산시,4.0,0.0,2.8,290.0,18.0,0.0,0.0,3.0,0.0,
2023-01-02,(군산)삼랑진태양광,2.0,19,0.0,14.8,양산시,4.0,0.0,2.8,290.0,18.0,0.0,0.0,3.0,0.0,
2023-01-02,(군산)삼랑진태양광,2.0,20,0.0,14.8,양산시,3.3,0.0,2.6,250.0,20.0,0.0,0.0,3.0,0.0,
2023-01-02,(군산)삼랑진태양광,2.0,20,0.0,14.8,양산시,3.3,0.0,2.6,250.0,20.0,0.0,0.0,3.0,0.0,
2023-01-02,(군산)삼랑진태양광,2.0,21,0.0,14.8,양산시,1.7,0.0,1.9,250.0,26.0,0.0,0.0,4.0,0.0,
2023-01-02,(군산)삼랑진태양광,2.0,21,0.0,14.8,양산시,1.7,0.0,1.9,250.0,26.0,0.0,0.0,4.0,0.0,
2023-01-02,(군산)삼랑진태양광,2.0,22,0.0,14.8,양산시,1.6,0.0,2.2,200.0,24.0,0.0,0.0,1.0,0.0,
2023-01-02,(군산)삼랑진태양광,2.0,22,0.0,14.8,양산시,1.6,0.0,2.2,200.0,24.0,0.0,0.0,1.0,0.0,
2023-01-02,(군산)삼랑진태양광,2.0,23,0.0,14.8,양산시,1.2,0.0,1.8,200.0,26.0,0.0,0.0,1.0,0.0,
2023-01-02,(군산)삼랑진태양광,2.0,23,0.0,14.8,양산시,1.2,0.0,1.8,200.0,26.0,0.0,0.0,1.0,0.0,
2023-01-02,(군산)삼랑진태양광,2.0,24,0.0,14.8,양산시,2.0,0.0,3.9,270.0,25.0,0.0,0.0,1.0,0.0,
2023-01-02,(군산)삼랑진태양광,2.0,24,0.0,14.8,양산시,2.0,0.0,3.9,270.0,25.0,0.0,0.0,1.0,0.0,
2023-01-03,(군산)삼랑진태양광,2.0,1,0.0,14.8,양산시,1.8,0.0,3.7,270.0,25.0,0.0,0.0,1.0,0.0,
2023-01-03,(군산)삼랑진태양광,2.0,1,0.0,14.8,양산시,1.8,0.0,3.7,270.0,25.0,0.0,0.0,1.0,0.0,
2023-01-03,(군산)삼랑진태양광,2.0,2,0.0,14.8,양산시,1.0,0.0,1.8,230.0,25.0,0.0,0.0,1.0,0.0,
2023-01-03,(군산)삼랑진태양광,2.0,2,0.0,14.8,양산시,1.0,0.0,1.8,230.0,25.0,0.0,0.0,1.0,0.0,
2023-01-03,(군산)삼랑진태양광,2.0,3,0.0,14.8,양산시,-0.1,0.0,1.8,180.0,29.0,0.0,0.0,1.0,0.0,
2023-01-03,(군산)삼랑진태양광,2.0,3,0.0,14.8,양산시,-0.1,0.0,1.8,180.0,29.0,0.0,0.0,1.0,0.0,
2023-01-03,(군산)삼랑진태양광,2.0,4,0.0,14.8,양산시,0.2,0.0,1.5,180.0,28.0,0.0,0.0,3.0,0.0,
2023-01-03,(군산)삼랑진태양광,2.0,4,0.0,14.8,양산시,0.2,0.0,1.5,180.0,28.0,0.0,0.0,3.0,0.0,
2023-01-03,(군산)삼랑진태양광,2.0,5,0.0,14.8,양산시,1.5,0.0,4.2,290.0,22.0,0.0,0.0,4.0,0.0,
2023-01-03,(군산)삼랑진태양광,2.0,5,0.0,14.8,양산시,1.5,0.0,4.2,290.0,22.0,0.0,0.0,4.0,0.0,
2023-01-03,(군산)삼랑진태양광,2.0,6,0.0,14.8,양산시,0.5,0.0,2.7,270.0,25.0,0.0,0.0,4.0,0.0,
2023-01-03,(군산)삼랑진태양광,2.0,6,0.0,14.8,양산시,0.5,0.0,2.7,270.0,25.0,0.0,0.0,4.0,0.0,
2023-01-03,(군산)삼랑진태양광,2.0,7,0.0,14.8,양산시,0.2,0.0,2.0,250.0,29.0,0.0,0.0,4.0,0.0,
2023-01-03,(군산)삼랑진태양광,2.0,7,0.0,14.8,양산시,0.2,0.0,2.0,250.0,29.0,0.0,0.0,4.0,0.0,
2023-01-03,(군산)삼랑진태양광,2.0,8,0.0,14.8,양산시,0.4,0.0,2.8,290.0,28.0,0.01,0.0,3.0,4.020320825414815,121.6948236326536
2023-01-03,(군산)삼랑진태양광,2.0,8,0.0,14.8,양산시,0.4,0.0,2.8,290.0,28.0,0.01,0.0,3.0,4.020320825414815,121.6948236326536
2023-01-03,(군산)삼랑진태양광,2.0,9,189.36,14.8,양산시,1.8,0.0,2.2,250.0,25.0,0.26,0.0,1.0,13.716069576984232,131.53323478691198
2023-01-03,(군산)삼랑진태양광,2.0,9,110.976,14.8,양산시,1.8,0.0,2.2,250.0,25.0,0.26,0.0,1.0,13.716069576984232,131.53323478691198
2023-01-03,(군산)삼랑진태양광,2.0,10,627.84,14.8,양산시,2.9,0.0,2.1,230.0,22.0,1.12,0.0,1.0,21.990494005079587,143.14274310587592
2023-01-03,(군산)삼랑진태양광,2.0,10,434.976,14.8,양산시,2.9,0.0,2.1,230.0,22.0,1.12,0.0,1.0,21.990494005079587,143.14274310587592
2023-01-03,(군산)삼랑진태양광,2.0,11,1161.36,14.8,양산시,4.4,0.0,3.4,290.0,20.0,1.64,0.0,1.0,28.118280642586004,156.81362128724822
2023-01-03,(군산)삼랑진태양광,2.0,11,656.064,14.8,양산시,4.4,0.0,3.4,290.0,20.0,1.64,0.0,1.0,28.118280642586004,156.81362128724822
2023-01-03,(군산)삼랑진태양광,2.0,12,1415.34,14.8,양산시,5.3,0.0,4.6,290.0,18.0,1.99,0.0,1.0,31.38980195822164,172.2806700319478
2023-01-03,(군산)삼랑진태양광,2.0,12,738.144,14.8,양산시,5.3,0.0,4.6,290.0,18.0,1.99,0.0,1.0,31.38980195822164,172.2806700319478
2023-01-03,(군산)삼랑진태양광,2.0,13,1486.26,14.8,양산시,6.3,0.0,3.0,320.0,16.0,2.11,0.0,1.0,31.313979131592017,188.46448289309853
2023-01-03,(군산)삼랑진태양광,2.0,13,762.336,14.8,양산시,6.3,0.0,3.0,320.0,16.0,2.11,0.0,1.0,31.313979131592017,188.46448289309853
2023-01-03,(군산)삼랑진태양광,2.0,14,1412.46,14.8,양산시,7.0,0.0,3.7,320.0,15.0,1.98,0.0,1.0,27.90326544903636,203.8702316980273
2023-01-03,(군산)삼랑진태양광,2.0,14,733.632,14.8,양산시,7.0,0.0,3.7,320.0,15.0,1.98,0.0,1.0,27.90326544903636,203.8702316980273
2023-01-03,(군산)삼랑진태양광,2.0,15,1151.1,14.8,양산시,7.5,0.0,2.7,320.0,15.0,1.63,0.0,1.0,21.66534239386748,217.4521848187047
2023-01-03,(군산)삼랑진태양광,2.0,15,635.04,14.8,양산시,7.5,0.0,2.7,320.0,15.0,1.63,0.0,1.0,21.66534239386748,217.4521848187047
2023-01-03,(군산)삼랑진태양광,2.0,16,635.94,14.8,양산시,7.2,0.0,3.0,290.0,16.0,1.11,0.0,1.0,13.312482182197272,228.9780449381
2023-01-03,(군산)삼랑진태양광,2.0,16,408.768,14.8,양산시,7.2,0.0,3.0,290.0,16.0,1.11,0.0,1.0,13.312482182197272,228.9780449381
2023-01-03,(군산)삼랑진태양광,2.0,17,159.3,14.8,양산시,5.9,0.0,2.4,320.0,19.0,0.38,0.0,1.0,3.576460429840086,238.7536260645476
2023-01-03,(군산)삼랑진태양광,2.0,17,136.128,14.8,양산시,5.9,0.0,2.4,320.0,19.0,0.38,0.0,1.0,3.576460429840086,238.7536260645476
2023-01-03,(군산)삼랑진태양광,2.0,18,0.0,14.8,양산시,4.3,0.0,2.2,290.0,24.0,0.01,0.0,1.0,0.0,
2023-01-03,(군산)삼랑진태양광,2.0,18,0.288,14.8,양산시,4.3,0.0,2.2,290.0,24.0,0.01,0.0,1.0,0.0,
2023-01-03,(군산)삼랑진태양광,2.0,19,0.0,14.8,양산시,1.6,0.0,0.0,0.0,31.0,0.0,0.0,1.0,0.0,
2023-01-03,(군산)삼랑진태양광,2.0,19,0.0,14.8,양산시,1.6,0.0,0.0,0.0,31.0,0.0,0.0,1.0,0.0,
2023-01-03,(군산)삼랑진태양광,2.0,20,0.0,14.8,양산시,0.4,0.0,0.0,0.0,35.0,0.0,0.0,1.0,0.0,
2023-01-03,(군산)삼랑진태양광,2.0,20,0.0,14.8,양산시,0.4,0.0,0.0,0.0,35.0,0.0,0.0,1.0,0.0,
2023-01-03,(군산)삼랑진태양광,2.0,21,0.0,14.8,양산시,-1.2,0.0,0.0,0.0,42.0,0.0,0.0,1.0,0.0,
2023-01-03,(군산)삼랑진태양광,2.0,21,0.0,14.8,양산시,-1.2,0.0,0.0,0.0,42.0,0.0,0.0,1.0,0.0,
2023-01-03,(군산)삼랑진태양광,2.0,22,0.0,14.8,양산시,-0.5,0.0,1.0,180.0,39.0,0.0,0.0,1.0,0.0,
2023-01-03,(군산)삼랑진태양광,2.0,22,0.0,14.8,양산시,-0.5,0.0,1.0,180.0,39.0,0.0,0.0,1.0,0.0,
2023-01-03,(군산)삼랑진태양광,2.0,23,0.0,14.8,양산시,-0.4,0.0,0.7,180.0,37.0,0.0,0.0,1.0,0.0,
2023-01-03,(군산)삼랑진태양광,2.0,23,0.0,14.8,양산시,-0.4,0.0,0.7,180.0,37.0,0.0,0.0,1.0,0.0,
2023-01-03,(군산)삼랑진태양광,2.0,24,0.0,14.8,양산시,0.2,0.0,0.0,0.0,37.0,0.0,0.0,1.0,0.0,
2023-01-03,(군산)삼랑진태양광,2.0,24,0.0,14.8,양산시,0.2,0.0,0.0,0.0,37.0,0.0,0.0,1.0,0.0,
2023-01-04,(군산)삼랑진태양광,2.0,1,0.0,14.8,양산시,0.7,0.0,2.8,290.0,37.0,0.0,0.0,1.0,0.0,
2023-01-04,(군산)삼랑진태양광,2.0,1,0.0,14.8,양산시,0.7,0.0,2.8,290.0,37.0,0.0,0.0,1.0,0.0,
2023-01-04,(군산)삼랑진태양광,2.0,2,0.0,14.8,양산시,-1.2,0.0,0.7,110.0,40.0,0.0,0.0,1.0,0.0,
2023-01-04,(군산)삼랑진태양광,2.0,2,0.0,14.8,양산시,-1.2,0.0,0.7,110.0,40.0,0.0,0.0,1.0,0.0,
2023-01-04,(군산)삼랑진태양광,2.0,3,0.0,14.8,양산시,0.6,0.0,2.2,320.0,29.0,0.0,0.0,1.0,0.0,
2023-01-04,(군산)삼랑진태양광,2.0,3,0.0,14.8,양산시,0.6,0.0,2.2,320.0,29.0,0.0,0.0,1.0,0.0,
2023-01-04,(군산)삼랑진태양광,2.0,4,0.0,14.8,양산시,-1.5,0.0,0.5,230.0,33.0,0.0,0.0,1.0,0.0,
2023-01-04,(군산)삼랑진태양광,2.0,4,0.0,14.8,양산시,-1.5,0.0,0.5,230.0,33.0,0.0,0.0,1.0,0.0,
2023-01-04,(군산)삼랑진태양광,2.0,5,0.0,14.8,양산시,0.6,0.0,5.5,320.0,29.0,0.0,0.0,1.0,0.0,
2023-01-04,(군산)삼랑진태양광,2.0,5,0.0,14.8,양산시,0.6,0.0,5.5,320.0,29.0,0.0,0.0,1.0,0.0,
2023-01-04,(군산)삼랑진태양광,2.0,6,0.0,14.8,양산시,0.5,0.0,4.2,320.0,32.0,0.0,0.0,1.0,0.0,
2023-01-04,(군산)삼랑진태양광,2.0,6,0.0,14.8,양산시,0.5,0.0,4.2,320.0,32.0,0.0,0.0,1.0,0.0,
2023-01-04,(군산)삼랑진태양광,2.0,7,0.0,14.8,양산시,-1.4,0.0,1.1,230.0,39.0,0.0,0.0,1.0,0.0,
2023-01-04,(군산)삼랑진태양광,2.0,7,0.0,14.8,양산시,-1.4,0.0,1.1,230.0,39.0,0.0,0.0,1.0,0.0,
2023-01-04,(군산)삼랑진태양광,2.0,8,0.0,14.8,양산시,-1.4,0.0,1.6,230.0,45.0,0.01,0.0,1.0,4.005224735856562,121.55157603357156
2023-01-04,(군산)삼랑진태양광,2.0,8,0.384,14.8,양산시,-1.4,0.0,1.6,230.0,45.0,0.01,0.0,1.0,4.005224735856562,121.55157603357156
2023-01-04,(군산)삼랑진태양광,2.0,9,171.72,14.8,양산시,0.2,0.0,1.5,230.0,46.0,0.26,0.0,1.0,13.719121409454068,131.38513263345845
2023-01-04,(군산)삼랑진태양광,2.0,9,103.776,14.8,양산시,0.2,0.0,1.5,230.0,46.0,0.26,0.0,1.0,13.719121409454068,131.38513263345845
2023-01-04,(군산)삼랑진태양광,2.0,10,572.22,14.8,양산시,4.5,0.0,3.4,50.0,45.0,1.0,0.0,1.0,22.01730375182913,142.99006619177402
2023-01-04,(군산)삼랑진태양광,2.0,10,391.392,14.8,양산시,4.5,0.0,3.4,50.0,45.0,1.0,0.0,1.0,22.01730375182913,142.99006619177402
2023-01-04,(군산)삼랑진태양광,2.0,11,1067.76,14.8,양산시,5.5,0.0,2.9,320.0,40.0,1.53,0.0,1.0,28.17345194211417,156.66248822290115
2023-01-04,(군산)삼랑진태양광,2.0,11,601.728,14.8,양산시,5.5,0.0,2.9,320.0,40.0,1.53,0.0,1.0,28.17345194211417,156.66248822290115
2023-01-04,(군산)삼랑진태양광,2.0,12,1323.9,14.8,양산시,6.6,0.0,2.5,320.0,37.0,1.86,0.0,1.0,31.47499033094497,172.14404579724544
2023-01-04,(군산)삼랑진태양광,2.0,12,692.352,14.8,양산시,6.6,0.0,2.5,320.0,37.0,1.86,0.0,1.0,31.47499033094497,172.14404579724544
2023-01-04,(군산)삼랑진태양광,2.0,13,1370.7,14.8,양산시,7.5,0.0,2.3,270.0,34.0,1.95,0.0,1.0,31.42562770668364,188.3569937291842
2023-01-04,(군산)삼랑진태양광,2.0,13,709.056,14.8,양산시,7.5,0.0,2.3,270.0,34.0,1.95,0.0,1.0,31.42562770668364,188.3569937291842
2023-01-04,(군산)삼랑진태양광,2.0,14,1294.38,14.8,양산시,8.0,0.0,1.7,270.0,33.0,1.82,0.0,1.0,28.033485242477614,203.79892789611569
2023-01-04,(군산)삼랑진태양광,2.0,14,671.904,14.8,양산시,8.0,0.0,1.7,270.0,33.0,1.82,0.0,1.0,28.033485242477614,203.79892789611569
2023-01-04,(군산)삼랑진태양광,2.0,15,1026.72,14.8,양산시,8.6,0.0,2.1,270.0,31.0,1.45,0.0,1.0,21.805666824680237,217.4141647735968
