瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),浅氢(16规困),嚼档(%),泅瘤扁拘(hPa),老炼(hr),老荤(MJ/m2),利汲(cm),傈款樊(10盒困)
184,力林,2021-01-01 01:00,4.3,,5.6,320,58,1024.5,,,,9
184,力林,2021-01-01 02:00,4.2,,5.5,320,54,1024.9,,,,10
184,力林,2021-01-01 03:00,4.3,0,5.4,320,52,1025.3,,,,10
184,力林,2021-01-01 04:00,4.2,,4.2,290,47,1025.4,,,,10
184,力林,2021-01-01 05:00,4.4,,5.2,290,50,1025.2,,,,9
184,力林,2021-01-01 06:00,4.3,0,4.2,320,49,1025.2,,,,9
184,力林,2021-01-01 07:00,4.6,,4.5,290,53,1025.3,,,,9
184,力林,2021-01-01 08:00,4.6,,4.5,320,54,1025.3,0,0,,9
184,力林,2021-01-01 09:00,4.8,0,2.6,340,54,1025.5,0,.14,,9
184,力林,2021-01-01 10:00,4.9,,3,290,48,1026.1,0,.27,,9
184,力林,2021-01-01 11:00,5.5,,3,290,49,1025.8,.1,.47,,9
184,力林,2021-01-01 12:00,5.4,0,3.2,270,53,1025.2,0,.26,,10
184,力林,2021-01-01 13:00,5.8,,3.9,320,56,1024.2,0,.34,,9
184,力林,2021-01-01 14:00,5.9,,4,320,54,1023.9,0,.41,,9
184,力林,2021-01-01 15:00,6.1,0,3.9,320,54,1023.4,0,.2,,9
184,力林,2021-01-01 16:00,6.1,,3.6,290,54,1023.2,0,.33,,9
184,力林,2021-01-01 17:00,6,,4.3,290,55,1023.2,0,.12,,9
184,力林,2021-01-01 18:00,6,0,3.4,290,56,1023.4,0,.01,,9
184,力林,2021-01-01 19:00,6.1,,3.3,290,57,1023.7,,,,8
184,力林,2021-01-01 20:00,6.3,,2.3,290,55,1023.4,,,,8
184,力林,2021-01-01 21:00,5.5,,1.9,200,61,1023.3,,,,9
184,力林,2021-01-01 22:00,6.5,,2.3,290,56,1023.2,,,,8
184,力林,2021-01-01 23:00,6.9,,3.9,290,59,1023.1,,,,9
184,力林,2021-01-02 00:00,7.2,0,4.8,290,56,1023.1,,,,9
184,力林,2021-01-02 01:00,7.1,,5.2,270,46,1023,,,,9
184,力林,2021-01-02 02:00,6.9,,4.8,270,51,1023.2,,,,9
184,力林,2021-01-02 03:00,6.8,,5.3,270,51,1023.3,,,,9
184,力林,2021-01-02 04:00,6.8,,4.5,290,52,1023.1,,,,9
184,力林,2021-01-02 05:00,6.7,,5.1,290,54,1023.2,,,,9
184,力林,2021-01-02 06:00,6.8,,5.5,290,51,1023.5,,,,9
184,力林,2021-01-02 07:00,6.8,,5,290,49,1023.9,,,,9
184,力林,2021-01-02 08:00,7,,5.1,270,43,1024.2,0,0,,9
184,力林,2021-01-02 09:00,7.2,,4.8,290,50,1024.6,0,.07,,9
184,力林,2021-01-02 10:00,7.3,,4.8,290,51,1025.2,0,.23,,9
184,力林,2021-01-02 11:00,7.6,,4.5,340,61,1025,0,.57,,8
184,力林,2021-01-02 12:00,7.1,0,4,360,70,1024.8,0,.52,,8
184,力林,2021-01-02 13:00,7.2,,5,360,68,1024.6,.1,.69,,8
184,力林,2021-01-02 14:00,7.6,,4.3,340,63,1024.4,.3,1.2,,8
184,力林,2021-01-02 15:00,7.7,0,5,320,56,1024.8,.4,1.06,,7
184,力林,2021-01-02 16:00,6.6,,3.5,340,56,1026.2,.4,.75,,8
184,力林,2021-01-02 17:00,5.8,,3.7,340,61,1027.2,.2,.33,,7
184,力林,2021-01-02 18:00,5,,3.9,340,61,1027.8,0,.03,,7
184,力林,2021-01-02 19:00,4.3,,4.2,360,51,1028.4,,,,2
184,力林,2021-01-02 20:00,3.9,,3.5,360,57,1029.1,,,,1
184,力林,2021-01-02 21:00,3.7,,2.9,20,57,1028.3,,,,2
184,力林,2021-01-02 22:00,3.6,,3,20,58,1028.7,,,,2
184,力林,2021-01-02 23:00,3.1,,4.2,20,60,1029.4,,,,2
184,力林,2021-01-03 00:00,3,,3.5,20,55,1030.1,,,,3
184,力林,2021-01-03 01:00,3,,1.5,360,62,1030.3,,,,7
184,力林,2021-01-03 02:00,3.2,,2.8,20,61,1030.3,,,,6
