년월일,단계,총량,평균,최대,최소,최대(시간별),최소(시간별),1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2025-01-02,1,9856,410.6666667,1264,0,1264,133,0,0,0,0,0,0,0,613,759,549,298,296,462,356,133,293,509,619,770,261,395,1068,1264,1211
2025-01-03,1,21209,883.7083333,2006,0,2006,366,0,0,0,0,0,0,366,1474,1481,968,0,861,1081,371,1597,1858,1549,2006,1442,1843,945,949,1360,1058
2025-01-04,1,12235,509.7916667,1462,0,1462,10,820,1028,979,770,1122,1229,1462,1060,951,927,608,379,293,322,74,41,63,33,10,46,18,0,0,0
2025-01-05,1,4489,187.0416667,559,0,559,8,0,0,0,0,0,0,0,8,317,559,426,216,268,158,477,366,131,117,185,167,271,46,334,443
2025-01-06,1,53963,2248.458333,4412,486,4412,486,486,629,716,963,965,1070,1287,2110,2527,2052,1981,4412,3150,3038,3034,3131,2955,1682,3035,3035,3039,3039,3040,2587
2025-01-07,1,56405,2350.208333,3041,1433,3041,1433,2598,2995,2992,1988,1495,1520,1861,3034,2498,1734,1956,2858,1675,2574,2216,3022,3032,3030,3041,3026,1523,1832,2472,1433
2025-01-08,1,29071,1211.291667,3042,0,3042,2,1441,1368,1295,1291,1442,1265,1203,1712,1431,903,227,2,0,15,89,96,282,529,1282,1970,2208,2941,3037,3042
2025-01-09,1,58024,2417.666667,4153,0,4153,838,0,0,0,0,0,0,838,2899,2760,2655,2045,3358,3306,3056,3591,3753,3477,3546,3518,3198,3955,4035,3881,4153
2025-01-10,1,48565,2023.541667,4553,0,4553,99,3047,3038,3038,1649,1520,1517,2036,3037,2973,3020,3570,4553,4543,3314,3016,2990,1266,99,0,0,0,339,0,0
2025-01-11,1,69392,2891.333333,4181,1989,4181,1989,3152,4062,4181,3805,2595,3036,2728,2864,3183,3017,2840,2324,2260,2633,3071,3295,3516,2739,2803,2475,2590,2063,1989,2171
2025-01-12,1,49704,2071,3798,800,3798,800,2047,2025,2109,3083,2751,2908,2942,2885,2259,2139,1229,1654,1260,800,1011,1463,1510,1354,1264,1261,2105,3001,3798,2846
2025-01-13,1,17712,738,3382,0,3382,8,3382,3191,2465,998,1235,1150,954,1269,958,819,373,78,220,295,8,44,0,0,0,0,0,0,0,273
2025-01-14,1,18183,757.625,2706,11,2706,11,1065,1416,1453,1538,1363,1042,1012,703,782,414,349,196,248,33,11,134,80,173,207,490,493,656,1619,2706
2025-01-15,1,96725,4030.208333,4560,2959,4560,2959,3685,4344,4366,4327,4188,2959,3405,4507,4560,4543,4524,4324,3002,3918,4462,4481,4465,4516,4540,3293,2973,3058,4247,4038
2025-01-16,1,49435,2059.791667,3780,1154,3780,1154,3780,3561,3061,2839,2386,2452,2520,2081,2258,2146,2018,1720,1966,1488,1358,1746,1371,1538,1652,1491,1154,1453,1597,1799
2025-01-17,1,28677,1194.875,1821,192,1821,192,1751,1482,1526,1303,1516,1821,1350,1178,1369,1720,1564,885,771,895,1208,1468,1396,947,923,1192,1140,839,241,192
2025-01-18,1,1122,46.75,344,0,344,3,191,78,344,23,41,20,52,43,160,78,67,3,0,22,0,0,0,0,0,0,0,0,0,0
2025-01-19,1,83,3.458333333,23,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,7,14,23,14,0,0,10,1
2025-01-20,1,20062,835.9166667,2475,0,2475,29,29,0,0,0,0,0,0,775,659,638,836,804,0,0,0,832,1188,1151,1565,2425,2475,2399,2250,2036
2025-01-21,1,20147,839.4583333,1898,27,1898,27,1898,1799,1459,1608,1521,1757,1781,1584,787,121,329,257,268,508,553,425,529,611,800,583,475,335,132,27
2025-01-22,1,6073,253.0416667,909,0,909,10,0,0,0,0,23,418,534,909,685,676,561,250,76,0,0,0,0,160,384,312,467,590,18,10
2025-01-23,1,9319,388.2916667,1056,0,1056,28,219,128,28,56,301,427,1056,820,893,554,475,0,0,0,0,950,1024,597,478,445,320,149,221,178
2025-01-24,1,20046,835.25,2025,0,2025,13,13,165,92,739,1635,660,289,584,346,612,889,342,666,0,92,1518,727,1757,1823,2025,1727,861,867,1617
2025-01-25,1,21038,876.5833333,1520,254,1520,254,282,739,305,254,423,593,290,354,588,447,820,1163,1349,1429,1520,1506,1455,1450,1234,1060,834,1284,1005,654
2025-01-26,1,10994,458.0833333,1353,0,1353,174,1353,843,1034,1264,952,1190,187,328,268,610,591,708,174,466,575,451,0,0,0,0,0,0,0,0
2025-01-27,1,0,0,0,0,0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-28,1,30448,1268.666667,3042,0,3042,1469,0,0,0,0,0,0,0,0,0,0,0,2299,3020,3023,3028,3025,3042,3004,2529,1469,1488,1490,1513,1518
2025-01-29,1,30290,1262.083333,1519,97,1519,97,1516,1512,1516,1516,1518,1519,1495,1487,1422,1405,1335,1422,1382,530,97,1443,1448,1444,1438,1214,1202,1003,793,633
2025-01-30,1,823,34.29166667,418,0,418,1,418,199,25,0,0,0,0,0,0,35,0,0,0,0,1,0,0,0,0,0,0,23,36,86
2025-01-31,1,24751,1031.291667,2146,84,2146,84,114,430,461,431,448,356,898,870,258,324,84,642,1041,971,1714,1984,2090,1862,2146,1296,932,1560,1860,1979
2025-02-01,1,25511,1062.958333,1519,0,1519,166,1464,869,631,580,195,0,195,372,1130,1474,1510,1507,1502,1517,1510,1502,1515,1518,1487,1517,1519,1417,414,166
2025-02-02,1,19327,805.2916667,1514,176,1514,176,176,654,679,713,910,893,926,872,620,441,593,409,489,584,517,655,773,660,914,1419,1337,1441,1514,1138
2025-02-03,1,75860,3160.833333,4558,1282,4558,1282,1282,1453,1363,1326,1481,1516,1540,2995,3035,3034,4354,4558,4550,4553,3846,3035,3033,3040,3702,4554,4555,4552,4487,4016
2025-02-04,1,54979,2290.791667,4162,0,4162,1199,2940,2957,2474,1470,1503,1468,3071,2708,2437,3020,4162,2060,2160,1670,1199,0,0,2576,3035,3015,3027,2961,2911,2155
2025-02-05,1,62483,2603.458333,4129,1444,4129,1444,1444,1496,1513,1495,1493,1463,2242,3034,3036,3037,3038,3013,2992,3012,3016,2977,3021,3292,4129,2975,3016,3030,2724,1995
2025-02-06,1,47956,1998.166667,3054,236,3054,236,2477,2863,2606,2572,2914,1608,1345,1529,1217,1343,2500,1776,2338,2002,2277,2088,2928,3054,2642,2258,1765,752,236,866
2025-02-07,1,54533,2272.208333,4529,0,4529,658,1665,3628,4048,4066,4166,4378,4459,3559,3180,4529,4529,3909,2700,1171,1443,2445,658,0,0,0,0,0,0,0
2025-02-08,1,0,0,0,0,0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-09,1,0,0,0,0,0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-10,1,0,0,0,0,0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-11,1,20208,842,3208,0,3208,6,780,1071,1038,1009,848,739,513,480,156,0,6,380,48,0,0,379,257,874,3208,1462,1582,1460,1800,2118
2025-02-12,1,79794,3324.75,4563,1488,4563,1488,2530,2279,1488,1617,1778,2354,3137,3188,3940,4184,3310,2542,3350,4248,4086,4030,2569,3333,4554,4563,4552,3654,3955,4553
2025-02-13,1,60245,2510.208333,4555,978,4555,978,4555,4542,4541,3535,3026,3036,3031,4417,3944,2814,2249,1982,1373,978,1141,1018,1663,1705,1866,2110,1773,1734,1694,1518
2025-02-14,1,8835,368.125,1535,0,1535,5,1369,1204,1158,1284,1535,392,181,288,429,336,39,0,0,41,5,0,32,131,52,0,55,285,19,0
2025-02-15,1,28,1.166666667,17,0,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,0,0,0,0,0,0,0,0
2025-02-16,1,7938,330.75,1358,0,1358,1,0,0,0,0,0,263,494,388,330,42,0,0,0,80,1,0,240,400,536,659,807,1015,1325,1358
2025-02-17,1,59966,2498.583333,4561,0,4561,181,1473,1512,1521,1517,1519,1520,1839,4561,4555,4535,3347,181,0,0,0,672,2021,4494,4506,4529,4507,4253,2918,3986
2025-02-18,1,69805,2908.541667,4497,0,4497,1558,4420,4134,1932,2975,3030,3028,4106,3035,3522,4491,4403,3445,1558,0,0,0,2910,4497,3865,3044,3030,2854,2664,2862
2025-02-19,1,59061,2460.875,4418,919,4418,919,1705,1514,1498,1509,1510,1498,1480,2856,4015,4418,3197,2975,2395,919,1815,2143,1029,3022,3025,3039,3020,2899,3853,3727
2025-02-20,1,73825,3076.041667,4565,1605,4565,1605,3272,2723,2575,2373,2559,2709,3124,3754,3445,2619,2343,2823,2206,1903,1701,2383,1605,3975,3044,4465,4558,4565,4548,4553
2025-02-21,1,65987,2749.458333,4311,0,4311,188,4159,2814,2764,2806,2815,2852,2901,4311,4044,3640,3500,3250,2628,188,0,2222,3510,2854,2866,2926,2878,2346,1951,1762
2025-02-22,1,45504,1896,2453,1381,2453,1381,1591,1632,1877,1675,1758,1792,1850,1577,1731,1505,1879,1715,1892,1381,1562,1625,2113,2369,2156,2453,2327,2219,2399,2426
2025-02-23,1,57248,2385.333333,3010,1150,3010,1150,2709,2591,2668,2488,2748,2708,2898,2846,2780,2696,2645,2687,2822,2924,3010,2962,2993,1150,1522,1479,1498,1436,1467,1521
2025-02-24,1,69831,2909.625,4534,1099,4534,1099,1525,1521,1512,1511,1501,1521,2796,4534,4503,4408,4092,4047,3947,3637,3606,3701,3106,3673,2968,3652,3215,2539,1217,1099
2025-02-25,1,5913,246.375,939,0,939,3,723,939,444,342,186,88,101,0,0,0,0,0,0,0,3,5,77,33,188,393,646,668,558,519
2025-02-26,1,16037,668.2083333,1901,0,1901,35,786,1357,1513,1893,1901,1538,1247,1332,1310,1142,748,284,0,0,0,35,453,425,73,0,0,0,0,0
2025-02-27,1,6680,278.3333333,1516,0,1516,3,0,0,0,0,0,0,0,3,48,0,0,0,495,923,1516,564,455,419,537,108,181,324,708,399
2025-02-28,1,102,4.25,48,0,48,3,0,0,0,0,0,0,0,3,48,0,0,0,0,0,0,0,0,0,0,3,48,0,0,0
2013-01-01,2,199024,8293,12750,272,12750,272,272,4503,8642,8462,7932,9031,11653,12207,12112,12750,11684,11735,10465,9042,7126,6993,6775,7559,7670,6430,6402,5977,6781,6821
2013-01-02,2,217514,9063,11657,5014,11657,5014,6737,6272,5014,7553,9533,10011,10441,9794,8511,6619,6343,7473,8783,9765,10395,11055,10737,9756,8926,9473,11208,11657,10997,10461
2013-01-03,2,213624,8901,11505,4700,11505,4700,10216,10613,9614,7345,5508,4700,5580,6545,11096,11505,8773,8608,10151,9954,10283,10095,8906,9125,10841,9172,10316,8528,7901,8249
2013-01-04,2,132542,5523,9449,1458,9449,1458,7189,6509,6616,5475,5957,6209,5902,4978,5020,4964,6757,9449,8475,8102,6390,6050,4357,3991,3322,3129,1458,3091,4503,4649
2013-01-05,2,138438,5768,8263,3069,8263,3069,5341,5755,6227,7098,8147,7919,8263,6400,5016,4862,3749,4358,4813,3942,3527,5259,6629,7712,7510,8220,6096,4493,3069,4033
2013-01-06,2,117716,4905,9666,2600,9666,2600,3685,4362,6463,5753,9666,8546,6356,3551,2708,2825,4205,2963,3278,4139,4596,5391,5422,5640,5732,6207,6796,3337,2600,3495
2013-01-07,2,130894,5454,9769,3692,9769,3692,6303,5085,3867,4396,5560,6280,5520,4835,5221,5068,4336,4448,3751,8767,9769,7604,7444,4803,3692,3703,4069,5393,5480,5500
2013-01-08,2,234559,9773,11288,6969,11288,6969,6969,7546,9092,9517,9125,9242,7987,8822,8922,11288,11273,11217,11021,9492,11058,9670,9194,10954,11090,10228,9810,9362,10562,11118
2013-01-09,2,270053,11252,13136,8422,13136,8422,11128,11400,11796,11790,11762,11960,11536,10652,10004,10177,13039,12273,12008,11125,11855,12356,13136,12492,12046,10788,9963,9457,8422,8888
2013-01-10,2,165870,6911,8876,3686,8876,3686,8790,8570,8876,7337,7637,7810,6682,7294,6595,7186,7092,6909,7305,7922,5388,6480,6611,7408,6776,7429,6030,4984,3686,5073
2013-01-11,2,31317,1305,3943,0,3943,83,2996,3943,3293,3204,2777,2917,2773,2520,1578,911,831,595,520,398,83,333,313,221,174,184,0,189,468,96
2013-01-12,2,16947,706,1725,0,1725,152,0,540,985,1725,1530,1407,1048,1017,569,240,152,319,304,858,428,1193,936,549,516,245,161,409,484,1332
2013-01-13,2,115375,4807,8481,1415,8481,1415,1644,1415,2602,2550,3902,3309,3242,2583,3496,5609,4256,3989,5469,5229,7589,8481,8289,4192,2891,8448,6282,5849,7048,7011
2013-01-14,2,289649,12069,14640,6819,14640,6819,7584,6819,8516,9487,11507,12750,12687,12571,13684,14547,14640,14438,11018,13552,14560,14563,14089,14087,12549,12716,11778,11324,10166,10017
2013-01-15,2,57650,2402,7900,0,7900,74,7900,6274,6056,7225,5836,4290,3492,3687,2760,2633,2121,1672,884,512,252,0,74,383,454,0,0,0,281,864
2013-01-16,2,152903,6371,12373,716,12373,716,716,1812,3028,3781,4753,4344,3558,3549,3111,1674,890,2229,3432,6008,10093,11164,11852,12108,12373,10915,10478,10314,10781,9940
2013-01-17,2,245768,10240,12245,8647,12245,8647,10351,9415,8699,8872,8887,8647,8824,8974,11168,11422,12245,12046,11944,11646,11812,12089,10690,12197,10615,9000,9084,9064,9051,9026
2013-01-18,2,109466,4561,9009,494,9009,494,9009,8983,8687,8692,8369,7468,6497,5145,5552,4759,3413,3170,3296,3337,4365,4370,3607,2583,2131,1836,1693,1465,545,494
2013-01-19,2,29133,1214,3713,0,3713,108,1404,1720,1636,3267,2891,2606,3713,2615,2076,875,1009,1006,178,525,494,283,400,720,460,532,484,131,108,0
2013-01-20,2,73417,3059,13637,0,13637,8,96,1154,2257,1816,1165,726,352,69,0,8,24,234,1960,3256,729,613,1660,2536,6918,9115,6996,6064,12032,13637
2013-01-21,2,187038,7793,14141,765,14141,765,14100,14141,13384,10737,9575,9359,10281,7720,12525,10179,12198,9075,7922,4551,2231,831,1791,1033,765,2046,6581,8120,8138,9755
2013-01-22,2,178625,7443,12586,1491,12586,1491,8653,9102,9807,10278,10848,10942,11028,9781,10639,12484,12586,10479,7548,5338,4135,3898,5540,4911,5615,5252,4343,1952,1975,1491
2013-01-23,2,104428,4351,7605,1580,7605,1580,2461,2101,2220,3188,3316,3013,3478,5122,6193,5211,6054,7605,6858,5835,6205,5349,5230,4305,4754,5415,4480,2643,1812,1580
2013-01-24,2,157291,6554,13986,845,13986,845,1023,845,1108,1373,888,966,1964,3784,3136,2634,2818,4092,9428,11252,11662,9912,8359,7580,11119,12394,12549,13028,13986,11391
2013-01-25,2,182186,7591,12664,570,12664,570,11530,10921,11233,11655,11693,11463,11230,10931,10937,12664,11168,10595,8147,8003,6028,4746,5052,4835,3242,1901,1151,1378,1113,570
2013-01-26,2,202805,8450,14417,884,14417,884,1158,1171,884,2481,3848,3715,4458,6761,6227,8480,8509,10081,11297,10653,11956,12571,13002,13651,13730,14417,13120,10715,10286,9634
2013-01-27,2,262674,10945,14638,7520,14638,7520,8961,9138,7684,7782,7520,8003,8549,8851,8613,10172,11860,12540,13071,14126,13502,14638,14330,12190,14521,14565,13483,11233,8988,8354
2013-01-28,2,39321,1638,7598,0,7598,8,7598,6664,5870,4630,3970,3956,2332,1768,1032,496,500,132,128,0,0,0,0,38,102,45,52,8,0,0
2013-01-29,2,7516,313,1373,0,1373,67,0,0,0,0,580,852,591,881,789,433,695,1373,773,482,67,0,0,0,0,0,0,0,0,0
2013-01-30,2,8738,364,2270,0,2270,9,0,0,0,0,0,0,0,0,0,0,0,72,344,9,0,0,538,531,835,272,816,2270,2130,921
2013-01-31,2,181104,7546,13230,1335,13230,1335,2347,2989,2400,2248,2183,2867,2082,1335,2115,5400,8391,8480,9856,9573,9456,11336,10596,10436,13031,12684,12294,12960,13230,12815
2013-02-01,2,216608,9025,12796,3480,12796,3480,12796,12389,9891,8519,9176,8255,10901,11091,11839,11048,11888,11012,11200,9570,6281,8602,5742,3480,6437,7815,5991,7950,7410,7325
2013-02-02,2,272663,11361,14625,4214,14625,4214,9265,7975,10585,11146,11494,11180,11402,11177,11308,12382,14353,14424,14605,14579,14510,14095,14625,12897,13567,13556,7927,6102,5295,4214
2013-02-03,2,100972,4207,12461,0,12461,14,3603,2856,3739,4605,4411,4442,5302,3327,2385,1506,0,14,68,2374,2845,1363,3324,4627,7697,4710,5309,8298,11706,12461
2013-02-04,2,213813,8909,12560,3168,12560,3168,4789,3168,5122,7215,6434,4784,6680,4551,4713,7480,11124,12001,12386,12371,12560,12374,12176,12493,12359,11611,10893,9656,9408,7465
2013-02-05,2,62030,2585,10801,0,10801,19,9032,8471,6035,4517,3624,1211,0,0,338,667,154,65,371,19,54,0,0,0,0,0,0,7753,10801,8918
2013-02-06,2,231538,9647,12071,6765,12071,6765,9163,11050,11131,11259,11736,11713,11487,11173,12071,12044,10138,8782,7671,7965,7852,7291,7646,9838,6765,9530,10419,10059,7103,7652
2013-02-07,2,292305,12179,14959,5517,14959,5517,7363,6739,5517,6599,8226,8743,10487,11871,13465,13608,14141,14430,12516,14468,11429,14829,14615,14581,14709,14866,14959,14919,14691,14534
2013-02-08,2,231921,9663,14930,3000,14930,3000,14930,12394,11999,11956,12083,11968,11990,12466,14540,12247,12119,11030,10964,10713,11769,10671,6936,5673,6830,4676,3759,3963,3245,3000
2013-02-09,2,97574,4066,6115,3075,6115,3075,3288,3519,3706,3802,4458,5042,4298,3316,3261,5043,6115,3709,3592,4152,4545,3075,3242,4055,4602,3664,4417,4580,4335,3758
2013-02-10,2,82854,3452,6110,1830,6110,1830,2335,1830,2468,1947,2062,3655,4889,6110,4970,5222,3939,3077,2554,3176,2225,2823,4117,3258,3901,4050,4048,3600,3284,3314
2013-02-11,2,199032,8293,14132,55,14132,55,4623,6319,9810,11886,13018,14132,13983,13195,11016,8939,10058,12418,9432,9084,7637,7655,9093,8487,6357,4355,3461,2239,1780,55
2013-02-12,2,148033,6168,13924,0,13924,64,1370,331,64,366,577,0,0,0,0,2788,3283,4598,4645,3936,11039,13743,13398,13546,13924,13567,11947,11702,11499,11710
2013-02-13,2,104819,4367,11289,642,11289,642,11289,9513,8876,8212,7400,6506,6527,7169,8259,6266,4189,2825,2206,1277,1213,931,1124,1861,2292,2144,1747,1518,833,642
2013-02-14,2,22787,949,1835,129,1835,129,860,1560,790,1219,1555,1277,1249,1585,1400,561,166,1050,1541,1244,1071,899,559,129,292,470,497,302,676,1835
2013-02-15,2,294499,12271,14816,2137,14816,2137,2137,5083,9598,11664,5608,11270,12745,14256,14038,13476,13272,12436,11911,13759,14715,14816,14621,14129,13815,14065,14697,14377,14317,13694
2013-02-16,2,155162,6465,13443,1191,13443,1191,13443,11946,11129,11146,10835,10308,9860,9158,8461,5586,4028,3529,3925,3715,4483,6596,4775,3999,3521,3979,4276,3227,2046,1191
2013-02-17,2,44724,1864,4012,24,4012,24,2633,2224,24,735,2635,2092,1696,1267,1330,1027,329,542,2158,1710,1852,2874,3037,2629,3606,4012,3989,1825,104,394
2013-02-18,2,226960,9457,15059,0,15059,341,1282,341,0,4347,5258,7869,11419,12882,14777,14819,13902,14615,14973,14487,15059,13715,14046,12370,10370,3626,4825,7069,6543,8366
2013-02-19,2,285653,11902,15093,5901,15093,5901,10522,8530,8667,9042,9049,6399,6381,5901,7763,7124,13339,15093,15001,14146,14992,14975,14956,14647,14836,14685,14997,14991,14980,14637
2013-02-20,2,262316,10930,14996,4366,14996,4366,14456,14584,14133,14715,14868,14889,14996,14509,13771,11296,12573,12904,11437,9638,11108,10352,10533,7781,7411,5990,5736,5400,4870,4366
2013-02-21,2,51915,2163,4531,1220,4531,1220,4531,2094,2562,3391,3637,2196,1639,1404,1220,1484,1422,1714,1675,1813,1578,2336,3361,3075,2621,1991,1528,1317,1379,1947
2013-02-22,2,48557,2023,4672,284,4672,284,1662,1986,2895,2456,2133,1424,869,292,646,746,396,284,692,755,1332,2334,2506,2341,2122,3063,4322,4672,4655,3974
2013-02-23,2,132957,5540,8643,3177,8643,3177,3931,4218,6235,7151,7957,5898,5641,4448,4316,5123,4014,3177,3748,3730,4822,5376,6928,7745,8643,7448,6269,5457,4804,5878
2013-02-24,2,59070,2461,4915,0,4915,556,4915,4097,4262,4237,3940,3250,1369,1428,2293,2824,4131,3867,4197,3512,2276,2233,1566,752,1155,1650,556,0,0,560
2013-02-25,2,29484,1229,2415,89,2415,89,2073,1560,1744,851,531,680,1024,1479,929,358,89,509,704,1256,1803,1197,834,1853,2275,2415,2170,764,904,1482
2013-02-26,2,77900,3246,12338,0,12338,4,2307,5803,2812,1835,2345,1400,1080,2020,1803,378,0,4,8,6,319,287,2168,5251,5811,9476,6714,4464,9271,12338
2013-02-27,2,185540,7731,14494,1393,14494,1393,12493,12131,13109,14494,13984,13282,12754,10880,10622,7381,5949,5217,4768,5694,6246,4712,4331,4506,5201,5510,3879,3331,3673,1393
2013-02-28,2,131730,5489,11215,0,11215,48,1228,1512,2993,2172,1082,184,48,0,902,2685,3724,4997,9343,9719,10322,10222,10327,9178,5236,6357,8686,11215,10692,8906
2013-03-01,2,277632,11568,15197,2558,15197,2558,6549,5175,2558,3315,9220,8471,5106,13443,15189,15189,15197,15001,15004,14351,15003,14584,12133,12216,15009,15008,15005,13700,12001,9205
2013-03-02,2,239225,9968,12055,7748,12055,7748,9105,9102,9105,9101,9102,9105,9190,9090,9105,11578,12055,12009,11956,11999,12052,11659,10713,10018,9292,8937,7748,7997,9714,9493
2013-03-03,2,112583,4691,7690,1189,7690,1189,6181,5186,5285,4741,5678,6151,7353,6608,7690,6671,5519,5163,5222,4194,4201,4278,4483,4677,3651,3054,2384,1820,1189,1204
2013-03-04,2,83948,3498,9407,782,9407,782,1065,1001,1378,782,886,1116,2080,2367,2877,4367,3605,3006,3725,3777,3745,2154,2664,1748,3335,5738,6035,8479,9407,8611
2013-03-05,2,25218,1051,6981,0,6981,22,6981,5084,3017,1486,727,186,201,1289,1074,1169,1672,1248,871,24,0,22,167,0,0,0,0,0,0,0
2013-03-06,2,65842,2743,7868,26,7868,26,48,26,329,768,859,940,945,1181,1685,1064,1676,3395,3749,3759,3520,3291,3261,3965,3789,4841,4956,4379,5548,7868
2013-03-07,2,133226,5551,13066,0,13066,4,9318,10564,11692,13066,11224,9876,10582,10834,9963,7370,7942,7232,4497,2919,2004,1079,85,302,699,1004,930,40,4,0
2013-03-08,2,58185,2424,7809,0,7809,10,0,0,10,16,612,1473,3890,5366,4999,4659,5237,7809,7681,4498,4868,2812,2406,825,660,295,69,0,0,0
2013-03-09,2,145370,6057,11031,0,11031,143,0,0,143,777,1242,1828,3819,4483,7531,6487,7390,7669,6925,7530,8599,10916,10738,10832,11031,9038,8652,7368,6462,5910
2013-03-10,2,269837,11243,13666,2778,13666,2778,3268,2778,8792,12193,12101,12085,12084,12101,12057,11924,11952,12001,11997,11961,11746,11632,12756,12562,12320,11398,10823,13134,13666,12506
2013-03-11,2,112387,4683,13116,250,13116,250,13116,11568,11476,10111,9753,10270,10089,3918,3429,3344,2466,1714,941,1504,1595,1685,1074,250,367,1561,1729,2851,3787,3789
2013-03-12,2,137440,5727,13475,739,13475,739,2964,1856,1469,1282,956,739,1483,1849,1071,2348,4148,5482,5822,7135,9426,8378,6806,9346,10285,10327,11164,9821,9808,13475
2013-03-13,2,247118,10297,12670,2495,12670,2495,10703,8276,9076,8479,7257,2495,4122,6591,10624,12670,11865,12331,12410,12005,12001,12014,12001,11305,12005,11982,11969,11898,11735,11304
2013-03-14,2,122659,5111,10966,21,10966,21,10027,10620,10966,10463,9758,7396,6038,5174,6342,4365,4125,3607,3003,3099,5020,6465,6368,3987,2319,1181,206,21,1071,1038
2013-03-15,2,4776,199,1426,0,1426,12,411,413,234,73,0,0,0,239,1426,1040,42,0,0,0,61,32,217,211,183,30,102,12,0,50
2013-03-16,2,7067,294,928,0,928,10,115,606,320,262,164,10,22,473,675,928,437,759,146,420,354,34,290,735,317,0,0,0,0,0
2013-03-17,2,131140,5464,12771,0,12771,36,0,0,0,0,0,36,109,590,1171,1686,2212,4583,7693,8326,5824,7171,11170,12771,11630,10635,10447,11765,11813,11508
2013-03-18,2,88055,3669,11920,0,11920,45,11747,11920,9105,3194,1288,2553,4498,4937,6289,7556,7024,5447,3695,2210,1346,1575,1592,45,0,93,430,564,531,416
2013-03-19,2,54396,2267,7360,0,7360,4,1471,1007,450,4,0,0,0,174,797,1053,1443,1403,3663,3363,5424,7360,6302,3848,2226,2518,3348,4290,2412,1840
2013-03-20,2,193028,8043,15207,0,15207,4,1279,130,0,0,4,20,4,0,0,887,6307,13617,15207,15160,15003,14803,14630,14671,15008,15009,15001,12363,11978,11947
2013-03-21,2,90871,3786,11898,0,11898,194,11898,11635,10705,9990,8539,5577,5238,5514,5410,3048,2663,2215,2595,2409,1428,1101,712,194,0,0,0,0,0,0
2013-03-22,2,85369,3557,12575,0,12575,48,0,323,1746,3109,4010,4119,3868,2470,1147,48,289,0,0,172,200,1085,5062,7240,7019,6414,6401,7250,10822,12575
2013-03-23,2,89178,3716,11983,0,11983,47,11983,9798,10155,7120,6948,6688,5164,6052,5924,4033,3299,2839,2260,1342,633,178,47,0,88,880,1240,926,1148,433
2013-03-24,2,175187,7299,14662,576,14662,576,576,814,1873,1321,1110,1365,974,1539,1921,5927,9952,8423,5844,7323,11352,12282,10038,12482,14588,14662,14494,12840,11732,11755
2013-03-25,2,308784,12866,14955,9342,14955,9342,11935,12131,12027,12007,11986,12012,11992,11970,13577,13257,11656,14195,14492,14251,13356,14639,14955,13402,14785,14484,11425,9342,12494,12414
2013-03-26,2,50024,2084,10349,0,10349,8,8716,8910,10349,8299,4637,3696,2713,1362,477,280,245,112,212,0,8,0,0,0,0,0,0,0,8,0
2013-03-27,2,18455,769,2292,0,2292,2,0,0,0,2,455,893,1778,1820,853,0,154,1064,1644,2292,2122,2115,1036,644,301,529,337,197,81,138
2013-03-28,2,63705,2654,8084,19,8084,19,50,96,19,406,432,1700,3591,2138,2338,2618,1844,1294,1905,3734,4331,2204,2173,975,2173,4760,3382,5790,8084,7668
2013-03-29,2,212640,8860,13428,4585,13428,4585,6941,11263,10158,10396,9026,8542,8026,9806,12723,13428,12030,8389,7157,8176,7328,7620,7665,7592,8066,9713,9366,8235,6409,4585
2013-03-30,2,33964,1415,5102,0,5102,2,4061,2876,3098,2582,3989,2745,1474,104,516,0,431,942,217,98,0,84,22,0,174,2596,5102,2336,515,2
2013-03-31,2,137357,5723,9611,117,9611,117,562,2734,3563,8731,8799,6947,8384,7713,7405,9611,8279,6956,7478,7921,8404,8766,6171,4208,4480,4189,2986,1329,1624,117
2013-04-01,2,41978,1749,5951,0,5951,30,93,30,0,0,0,1388,1582,0,3743,4439,610,278,2411,5951,3332,2349,2294,3167,2394,2499,1762,1837,1055,764
2013-04-02,2,191977,7999,12073,321,12073,321,1248,994,321,1066,4079,3248,4527,6471,8742,9268,8971,8547,10182,11431,11885,11662,11650,11804,12063,12073,10506,10807,10251,10181
2013-04-03,2,81457,3394,7820,1131,7820,1131,7820,7080,5354,5512,3774,3096,4425,6599,6104,3732,3252,2458,2084,2199,2193,2756,1907,1385,1131,1261,2189,2321,1604,1221
2013-04-04,2,29153,1215,4157,91,4157,91,1124,1598,1189,852,1142,1128,294,821,1173,222,2271,3362,1389,657,505,2277,2016,562,91,351,1208,4157,481,283
2013-04-05,2,58630,2443,5991,0,5991,4,0,617,449,0,0,4,340,0,158,24,1203,2612,3287,4309,3803,4844,5681,5954,3713,3357,5991,5091,5043,2150
