발전기명,년월일,설비용량(MW),01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
화순 풍력 발전소,2018-01-12,16,6271.404,7484.232,8597.196,8723.4,9065.328,9608.436,8008.044,7468.68,4681.332,6964.668,8348.844,10367.604,7356.504,5272.452,4625.1,3944.484,3735.84,3273.396,2936.484,3850.32,5342.844,7905.624,9367.692,8642.328
화순 풍력 발전소,2018-01-13,16,6168.696,4891.44,3614.016,1883.544,2656.716,4408.644,3257.436,1319.532,432.54,3149.352,3640.272,4408.008,4933.872,3771.204,1691.568,4751.376,3648.396,6282.516,6706.968,6717.96,4529.472,4783.272,3722.868,3223.14
화순 풍력 발전소,2018-01-14,16,2075.82,2222.04,3516.768,6726.18,9262.272,6462.456,4488.336,3395.424,4546.836,4472.28,3949.68,5816.904,4691.76,3290.64,4138.476,4127.952,3080.808,2829.66,3494.22,2906.292,2707.8,3637.548,6061.08,8661.528
화순 풍력 발전소,2018-01-15,16,7955.652,6854.964,7717.14,9545.076,11640.36,9029.52,8692.08,8187.564,4519.704,3070.68,2718.348,2068.944,24.36,0,0,0.324,0,0,0,225.54,63.06,0,56.532,498.144
화순 풍력 발전소,2018-01-16,16,1425.816,2243.436,3287.58,5080.176,2549.184,884.796,1232.736,2476.296,3294.084,1947.54,1624.392,1386.084,325.608,152.268,131.316,0.06,55.32,740.94,853.152,671.676,952.476,911.136,298.812,2820.792
화순 풍력 발전소,2018-01-17,16,2607.9,3500.112,4602.588,5663.832,5693.268,5817.588,6472.836,8533.176,9829.248,7346.988,6947.256,9093.876,4650.996,7180.2,4927.272,5726.28,5424.228,5191.212,5936.388,9571.8,9444.192,7581.084,9112.344,7441.908
화순 풍력 발전소,2018-01-18,16,4051.704,2485.692,1878.972,1331.772,1101.528,1908.24,1597.788,1063.368,1702.104,3015.552,3347.22,4624.2,3370.212,1347.288,2328.228,2060.184,2563.032,2114.748,993.768,2715.096,5528.172,5846.34,4224.588,4877.688
화순 풍력 발전소,2018-01-19,16,6422.772,9091.668,8882.088,8434.272,8856.78,8816.868,10702.836,10787.304,7125.6,6704.628,5013.036,1321.596,1145.088,1766.532,1305.408,551.844,430.656,773.52,3563.904,5940.336,8220.096,11715.648,9931.488,7668.696
화순 풍력 발전소,2018-01-20,16,7003.284,6252.192,5988.744,3935.328,1361.196,483.636,8.976,53.88,754.08,1506.516,1177.788,1169.916,14.94,0,0,0,0,0,0,125.82,443.496,420.852,301.956,514.848
화순 풍력 발전소,2018-01-21,16,4451.532,5707.116,3176.796,1192.572,2229.192,1042.068,2140.056,3345.048,2565,3431.916,2253.72,1977.228,210.636,0,0,0,0,56.124,0.456,0.024,72.348,171.672,852.264,1640.748
화순 풍력 발전소,2018-01-22,16,2886.132,971.784,2280.768,4294.884,7911.336,9881.904,9643.704,4169.496,2685.42,8846.388,3005.04,1371.876,359.952,772.74,326.064,0,0,221.676,76.788,0,0,0,0,0
화순 풍력 발전소,2018-01-23,16,0,28.908,142.188,666.948,6047.592,8162.58,11963.316,10269.264,9361.032,10848.984,8190.924,8591.976,8705.112,7751.1,9420.996,10976.964,12239.22,12363.912,11217.192,10785.96,9850.236,8140.056,5337.192,3325.368
화순 풍력 발전소,2018-01-24,16,4075.68,4411.872,5246.34,4562.784,6570.612,9083.64,8465.124,6633.972,7346.484,8603.844,5893.068,6108.264,2166.072,491.808,556.632,611.568,390.24,924.192,3942.588,5582.148,4694.712,2509.86,966.072,29.112
화순 풍력 발전소,2018-01-25,16,698.82,921.66,3569.208,5578.272,6298.176,4533.312,2771.568,1437.852,3977.736,6195.528,5909.868,3931.452,190.908,0,10.236,0,135.288,473.844,444.648,873.084,2870.148,2511.816,3767.46,3513.312
화순 풍력 발전소,2018-01-26,16,3146.676,2721.3,1093.668,1457.184,1137.78,1938,3881.076,4757.436,4381.992,4822.872,4267.464,4863.3,6021.084,5570.328,4576.224,4469.412,7435.056,7204.056,10515.6,9324.792,8912.604,8735.844,10577.952,12029.88
화순 풍력 발전소,2018-01-27,16,12096.036,12462.096,13566.012,13519.62,11833.404,11468.016,10983.108,11445.228,9836.76,11675.328,10352.628,8199.744,9986.208,8111.64,8322.228,9611.892,12232.056,11598.36,11315.292,9348.66,7652.448,8717.208,10176.78,8031.096
화순 풍력 발전소,2018-01-28,16,6397.584,7490.652,6338.688,7038.684,5019.012,5755.704,5094.888,7136.556,5735.256,5760.396,6642.696,7440.468,5770.44,4699.776,3844.692,3339.312,4067.136,3655.656,4618.068,7733.616,8220.096,12249.384,12928.404,12806.148
화순 풍력 발전소,2018-01-29,16,13948.884,11665.32,11004.384,8672.712,8445.204,8423.448,9456.648,8050.044,5857.248,5813.304,7927.176,7469.988,6846.504,6781.596,7597.44,5873.4,6249.36,6287.688,5301.24,4327.644,6104.928,4106.616,4246.356,3573.036
화순 풍력 발전소,2018-01-30,16,3591.552,5111.652,7030.62,5324.112,8720.292,8292.768,9683.952,10999.476,11283.252,6300.816,3546.12,2490.936,1292.472,1519.872,937.644,513.204,1043.052,1085.4,566.964,1027.596,143.136,98.136,20.316,0
화순 풍력 발전소,2018-01-31,16,0,13.164,4.284,1490.196,3526.74,4068.96,4745.664,4679.652,3461.148,3319.26,2004.336,1435.032,21.336,0,0,1.728,0,125.58,3806.94,6902.736,7164.216,8478.78,8548.404,10066.26
화순 풍력 발전소,2018-02-01,16,7791.108,8347.44,8988.288,8941.932,6105.936,5089.032,6088.332,9500.76,6875.94,3583.98,2518.536,2202.696,3423.9,4288.476,2563.56,6134.52,7315.38,9747.228,8589.6,8880.48,6833.7,4850.016,4304.244,4374.06
화순 풍력 발전소,2018-02-02,16,4414.188,2472.132,2533.944,1287.972,1687.836,1978.488,2046.492,3417.708,3793.788,4412.148,6437.664,5983.836,4239.216,1087.536,1032.216,1866.492,2388.588,3733.044,3390.696,4122.84,3837.348,5709.12,6730.596,10146.264
화순 풍력 발전소,2018-02-03,16,10434.9,10807.608,10224.408,11687.712,11832.552,12000.732,11739.276,12241.668,11664.864,11777.484,6585.216,2569.992,1021.38,353.316,288.672,404.016,421.044,1548.852,813.12,29.22,0,60.42,328.728,969.456
화순 풍력 발전소,2018-02-04,16,1409.22,931.308,2113.296,914.244,240.468,152.94,27.708,9.192,0,1110.924,1201.392,1988.1,777.504,65.796,403.14,440.784,91.512,1427.112,4664.688,6464.928,6524.124,5700.588,5910.54,6184.416
화순 풍력 발전소,2018-02-05,16,8694.888,8555.184,8758.332,8377.452,7555.176,10202.664,10177.02,8922.732,8487.768,5981.232,6342.396,6508.8,5089.98,5287.644,4298.508,4939.392,4613.076,3373.716,4088.304,4215.708,2411.172,5488.644,3827.964,5663.76
화순 풍력 발전소,2018-02-06,16,7817.268,10206.996,7525.788,11452.536,10826.712,10039.296,10177.836,8508.78,6250.656,6423.036,6642.396,3618.636,2534.532,1871.976,626.484,1542.708,2717.184,3649.632,3445.836,7130.772,5816.628,8408.436,6722.16,4090.344
화순 풍력 발전소,2018-02-07,16,5979.48,6725.664,7008.9,9473.976,11074.092,11654.592,8884.188,8472.456,8050.68,10772.184,5730.636,2989.788,2254.74,825.132,2938.884,4426.992,4849.956,6963.264,9284.436,8760.324,5797.368,5274.18,4040.916,6384.264
화순 풍력 발전소,2018-02-08,16,10378.08,9881.616,9131.22,7618.524,9102.6,9648.456,10454.292,11428.008,11721.504,8877.06,7001.268,7132.776,2737.428,3324.108,5143.56,5396.94,8583.384,11526.444,11044.296,11217.684,9024.12,9248.256,7658.064,7423.524
화순 풍력 발전소,2018-02-09,16,6705.816,5817.312,7596.576,6308.256,5434.416,8776.404,6726.936,7925.352,7307.988,3542.244,1564.236,1201.344,22.164,0,0,0,0,0,0,0,10.416,85.68,0,0
화순 풍력 발전소,2018-02-10,16,0,218.136,35.892,0,223.272,423.3,1527.636,1296.624,2342.604,6030.876,7267.668,6757.368,5896.536,2682.6,1907.136,3224.88,5589.552,5660.412,6870.36,7531.848,6974.364,6072.384,5022.204,5035.104
화순 풍력 발전소,2018-02-11,16,4084.812,4321.2,8680.284,13224.312,14409.096,12482.616,10374.84,10336.668,11417.04,11261.928,5887.116,1618.02,23.052,0,0.36,54.492,0,358.74,265.524,56.088,303.948,249.072,433.536,175.524
화순 풍력 발전소,2018-02-12,16,0.672,0,0,0,0,0,0,2.076,36.108,1380.792,775.86,1034.796,1031.976,476.544,1058.124,4354.344,5697.12,7673.748,8057.232,8133.084,6088.02,4563.852,4249.488,3730.656
화순 풍력 발전소,2018-02-13,16,2885.928,4449.672,6227.148,7358.052,7636.332,7835.712,8219.868,6605.784,4699.752,5828.244,2482.848,1445.004,23.292,40.212,162.288,293.376,327.084,651.288,2181.852,4090.872,4381.992,4229.292,5377.812,6924.36
화순 풍력 발전소,2018-02-14,16,8836.644,9226.14,9188.844,6893.568,7644.132,4808.94,3586.896,2711.448,2312.82,3155.316,3693.912,2633.628,39.36,0,0,0,0.012,230.124,260.652,0,0,0,0,0
화순 풍력 발전소,2018-02-15,16,1.164,56.964,2883.888,6637.308,2132.652,426.108,1365.24,2763.612,2606.832,3101.724,3232.572,2623.74,1083.3,2231.46,2175.252,3547.596,4489.152,7366.932,8542.212,6316.848,7453.308,5593.572,6385.452,7071.192
화순 풍력 발전소,2018-02-16,16,9292.536,8316.144,9558.816,10654.86,6834.804,6986.244,6563.22,8638.296,7517.952,6213.42,4599.084,4452.156,2678.772,2857.668,3943.392,3639.06,5649.024,4743.372,6983.316,6648.504,11853.408,12834.948,13221.312,9139.728
화순 풍력 발전소,2018-02-17,16,8228.064,8534.88,7877.652,5856.696,4873.788,4961.58,3080.94,4261.452,4141.392,5202.432,5565.9,5058.228,3625.692,1317.696,1878.228,1978.824,4152.48,6038.688,4033.98,4169.436,5348.22,7919.208,7418.424,7353.996
화순 풍력 발전소,2018-02-18,16,10003.812,6772.428,7757.412,7346.316,5479.968,4407.612,5496.768,8765.784,7430.988,6145.08,3159.336,1886.964,105.768,0,0,0,0,0,427.284,429.048,506.424,367.944,43.284,390.216
화순 풍력 발전소,2018-02-19,16,250.968,9.396,0,0.192,39.756,225.648,499.464,879.516,1109.304,2610.984,3518.964,2490.684,630.444,43.008,29.508,90.828,0,0,0,0,0,109.548,623.376,331.632
화순 풍력 발전소,2018-02-20,16,2344.188,4631.772,4633.416,6138.372,3454.56,2487.516,5419.8,6344.964,5528.748,8080.296,6040.74,8722.2,5697.432,4495.536,2923.056,6319.236,8735.472,6592.08,4072.176,5002.308,5600.04,5834.4,7699.98,7128.144
화순 풍력 발전소,2018-02-21,16,5278.668,3695.184,4609.032,6339.108,6752.004,7333.62,5858.712,6436.608,4520.256,3997.992,6046.248,5074.908,757.74,205.344,515.148,943.872,1087.044,488.736,723.516,599.688,558.096,577.74,542.484,2303.736
화순 풍력 발전소,2018-02-22,16,1829.484,2707.716,4180.476,6023.136,5831.58,3517.596,2498.832,475.38,16.908,1418.64,2140.908,1495.944,135.948,1204.8,1007.112,1056.312,1394.784,1659.684,1737.96,2618.364,4463.88,4523.4,4632.648,3368.532
화순 풍력 발전소,2018-02-23,16,1956.336,2508.072,2537.436,1988.772,1847.736,2287.356,1304.736,1938.024,2615.832,4457.304,5224.464,3998.436,3568.428,2317.644,549.048,679.848,1594.44,3165.096,4716.492,5357.028,4156.332,6982.212,10008.108,6403.716
화순 풍력 발전소,2018-02-24,16,7238.64,9791.82,10783.272,11547.684,11612.112,10530.648,8404.536,6266.808,7980.684,6512.112,4022.292,2313.372,588.312,483.912,162.24,273.408,465.912,2882.148,4353.528,3708.396,4611.744,5987.16,7289.976,7138.308
화순 풍력 발전소,2018-02-25,16,6652.404,6599.784,8553.084,7573.668,6393.912,4250.04,4281.132,3765.948,3181.188,2805.336,3413.52,6238.728,7118.616,4992.504,8834.508,6792.252,7383.828,7478.664,6497.028,4863.66,3963.996,5383.488,7379.628,8903.016
화순 풍력 발전소,2018-02-26,16,9144.54,9360.228,7681.596,9385.86,8290.128,10703.556,9992.892,11125.224,10710.264,12579.456,10809.828,8527.584,6274.068,4577.088,3754.74,3299.268,5579.436,4984.38,3007.644,3323.868,5497.104,7097.268,6700.668,11491.38
화순 풍력 발전소,2018-02-27,16,10105.572,9100.92,7969.152,7895.268,8775.756,8834.46,7141.5,8891.244,8693.784,7430.472,5165.472,2144.34,147.504,0,19.5,28.8,0,3.348,744.156,325.044,424.008,463.584,644.124,1591.764
화순 풍력 발전소,2018-02-28,16,3372.276,4272.696,7210.428,8459.412,8053.656,7672.656,8910.348,8865.324,6330.192,7103.028,7340.808,9186.108,8505.96,5767.56,5455.068,7568.268,8392.536,6372.876,5848.476,5096.964,8270.1,9946.5,7454.136,4552.488
화순 풍력 발전소,2018-03-01,16,3370.188,2602.536,3746.856,3897.948,5525.256,8900.592,8894.124,10457.556,7664.112,2616.864,1195.8,1168.344,22.644,0,0,30.744,60,6.108,0,0,54.156,789.516,1008.096,502.668
화순 풍력 발전소,2018-03-02,16,897.36,377.784,491.232,382.596,305.4,1.236,0,299.352,0,1103.652,1175.928,497.544,19.608,0,0,0,0,0,9.684,0.372,882.708,3991.788,6230.952,8495.508
화순 풍력 발전소,2018-03-03,16,7552.92,8161.104,6826.38,8055.852,7788.252,7978.356,6966.456,8387.052,9916.8,10547.844,11688.636,9401.352,9618.024,7221.036,3734.316,3553.368,2641.032,2098.788,3454.632,2957.112,3190.716,4221.372,4921.656,4301.4
화순 풍력 발전소,2018-03-04,16,3975.852,4921.764,4325.376,3544.32,2426.484,1146.876,736.152,1230.744,1001.22,2448.9,1712.196,1387.188,575.064,728.988,976.524,455.652,509.556,1080.384,1268.508,2159.28,3553.272,3082.104,1077.288,1278.792
화순 풍력 발전소,2018-03-05,16,2278.536,1966.512,1885.728,1090.716,1850.28,980.544,1030.332,1465.596,669.492,1903.836,1735.992,1304.556,24.708,15.612,1.932,138.276,357.576,355.548,685.968,2400.864,10185.312,12380.988,12568.536,12470.796
화순 풍력 발전소,2018-03-06,16,13139.868,12580.788,13267.188,12421.116,11401.584,12573.648,10992.972,11322.552,10902.228,14053.14,13870.32,15158.58,9385.32,6671.724,5718.84,4030.62,9279.696,11954.868,12173.856,10713.228,5208.288,7066.176,7785.264,7129.728
화순 풍력 발전소,2018-03-07,16,6360.288,7095.588,7346.088,8420.604,9355.452,9170.484,7976.052,9558.528,9186.36,9664.5,8492.784,8626.044,4237.26,3951.96,2635.692,1616.172,2035.944,704.856,4909.332,3984.876,1903.236,1234.428,90.528,73.944
화순 풍력 발전소,2018-03-08,16,427.908,323.844,62.808,0,0,0,0,4.32,310.788,1109.712,1187.34,1233.132,73.056,0,52.644,64.368,10.908,306.072,381.312,276.432,460.056,492.324,329.028,9.396
화순 풍력 발전소,2018-03-09,16,96.612,410.04,441.624,185.46,474.648,615.744,2375.04,3227.676,586.788,1327.8,1265.076,1202.772,921.552,440.844,1167.3,1169.28,427.176,468.348,219.36,381.732,484.452,1290.84,1012.128,1360.428
화순 풍력 발전소,2018-03-10,16,2041.476,3715.788,1947.78,263.58,2345.952,1947.36,1710.072,4154.412,6823.884,10279.488,8179.788,5030.364,6347.292,6001.104,7475.16,7020.54,7833.6,8646.192,9002.484,9931.08,8091.12,12559.38,12241.32,11319.96
화순 풍력 발전소,2018-03-11,16,11295.396,12200.256,10850.304,11725.368,11328.528,7626.84,9325.668,10436.592,7846.488,8651.496,2647.344,1179.456,25.632,6.84,26.388,13.032,135.3,297.3,432.648,608.64,437.988,340.296,1836.348,3340.236
화순 풍력 발전소,2018-03-12,16,857.352,1005.996,50.172,993.912,4962.048,9397.308,10232.736,9313.296,8893.104,6405.54,7255.548,8235.468,6903.888,7696.2,7862.448,8066.016,6771.636,6179.892,5859.612,7131.012,2737.356,2494.104,2314.692,3733.584
화순 풍력 발전소,2018-03-13,16,5395.08,8136.9,9141.18,10734.528,11524.704,10047.192,8297.628,9280.104,8514.18,5490.828,1885.956,140.616,0,0,7.668,0,2.784,0.564,55.776,20.664,739.296,1845.624,2283.324,3611.172
화순 풍력 발전소,2018-03-14,16,1170.684,3195.48,7245.456,12323.832,12205.872,11993.832,9575.58,10022.748,9030.072,8728.476,7408.332,7707.036,6770.688,4572.168,5066.412,3760.488,4915.464,4454.4,4718.412,4056.108,4352.172,1645.104,1341.504,1601.616
화순 풍력 발전소,2018-03-15,16,852.444,692.076,658.056,1758.084,3953.004,5687.244,7036.356,5928.348,4856.808,5926.032,4608.864,2750.112,2220.444,114.528,8.22,94.104,336.516,215.928,444.684,320.772,994.392,2611.44,1811.052,2206.932
화순 풍력 발전소,2018-03-16,16,4203.444,3991.932,4400.16,4008.816,4739.964,5695.98,5423.148,7388.952,8681.448,8642.688,7423.668,8614.5,5459.124,3713.244,4244.928,7021.056,5772.216,5473.932,7788.024,4496.76,4074.492,3132.228,2443.644,783.204
화순 풍력 발전소,2018-03-17,16,2504.472,3536.988,1708.92,4258.5,5121.012,3743.496,2010.948,1649.304,3.648,1095.648,1166.652,127.608,0,0,0,63.144,19.512,0,112.884,411.18,883.188,3647.28,4586.064,3809.136
화순 풍력 발전소,2018-03-18,16,3584.484,3689.148,3371.1,1943.772,1569.684,1526.964,333.264,1140.78,1750.008,1859.004,1165.608,148.74,0,165.648,485.4,663.18,1326.96,3104.304,2512.02,4712.052,6368.976,4929.456,3323.04,3067.548
화순 풍력 발전소,2018-03-19,16,5128.368,7211.232,6198.492,6220.728,5470.092,6689.412,6872.952,2264.016,1280.592,3748.404,4686.84,6194.22,6028.788,7175.748,6805.944,6038.076,4887.444,4961.172,3414.396,4536.852,7678.152,7280.508,7241.892,6288.804
화순 풍력 발전소,2018-03-20,16,6794.544,9249.648,7799.64,9782.508,10016.952,9278.532,9839.94,13141.956,9771.612,7590.048,5381.616,4052.16,4216.512,2558.784,1872.48,3115.992,3067.452,4267.452,5311.512,1902.372,830.58,2654.892,6451.956,5874.576
화순 풍력 발전소,2018-03-21,16,9293.94,12187.668,10378.032,10248.384,8954.1,9958.164,8251.08,7549.296,6420.648,4205.412,1292.46,228.792,71.4,44.256,0,0.852,6.972,1.548,2.1,3.144,151.272,1248.516,2309.292,1744.836
화순 풍력 발전소,2018-03-22,16,5487.948,7510.14,5966.136,6259.956,4215.096,1978.404,550.944,61.428,0,1241.736,2489.892,1954.368,1767.264,2.952,236.184,750.624,1380.684,2951.04,5891.256,10555.752,12310.98,9690.156,8712.36,5184.504
화순 풍력 발전소,2018-03-23,16,5364.408,6516.204,6279.672,5132.232,5845.224,5772.036,3324.936,3109.428,3393.984,4656.444,4842.66,3194.88,4490.892,4185.528,5234.16,6828.456,6643.992,6562.92,4358.94,2984.784,3331.008,8104.752,7422.96,3601.356
화순 풍력 발전소,2018-03-24,16,4441.908,6241.512,4488.012,6565.308,9484.512,10180.92,10653.72,12264.54,10442.592,6832.284,3442.992,1679.64,80.412,260.448,233.604,113.784,60.732,112.8,489.66,422.46,386.484,44.052,34.836,94.92
화순 풍력 발전소,2018-03-25,16,1.836,100.044,34.884,0,0,0,2.304,111.072,756.564,2091.54,507.936,0,0,0,0,0,102.624,9.864,45.384,140.232,1676.352,4358.4,4495.164,5169.852
화순 풍력 발전소,2018-03-26,16,8862.828,7984.344,7896.924,4373.256,3530.184,3825.936,3119.556,980.928,132.276,1308.108,2725.368,2078.928,353.424,114.54,0,0,143.784,416.004,688.008,1376.652,519.192,1548.828,625.056,0.432
화순 풍력 발전소,2018-03-27,16,0,0,341.484,660.288,117.168,0,0,0,0,1112.508,1182.84,1172.028,250.836,433.944,438.792,932.964,1582.092,2106.576,2802.372,3821.4,4251.888,3631.872,1342.068,0
화순 풍력 발전소,2018-03-28,16,278.244,8.664,1753.368,5074.8,6316.716,9128.784,9993.648,11684.064,11046.876,9439.08,4446.408,4944.276,2785.02,2928.648,2235.516,2893.224,4460.688,4335.732,6440.34,6025.224,8537.16,4283.772,7133.196,6525.996
화순 풍력 발전소,2018-03-29,16,3973.44,5447.568,5112.888,6364.38,6136.416,5029.932,8790.66,6485.076,6073.068,7257.54,2042.916,1571.172,538.224,650.076,590.88,133.644,228.996,528.456,92.988,0,0,0,0,288.336
화순 풍력 발전소,2018-03-30,16,249.744,406.152,487.32,1060.908,393.996,900.78,42.444,592.812,2063.952,2790.648,1757.34,1793.052,998.616,451.104,386.208,231.084,0,0,0,0,0,0,0,429.276
화순 풍력 발전소,2018-03-31,16,2289.72,992.88,734.088,2704.188,5506.8,9075.396,9387.264,10832.796,9036.828,7726.704,6421.788,4955.964,1173.54,0,49.428,407.808,1217.76,1687.392,1897.284,4692.264,3604.44,1933.224,3004.932,3342.732
화순 풍력 발전소,2018-04-01,16,3896.064,5597.58,7699.128,5577.636,4397.664,6692.112,6577.488,11740.944,13252.884,12969.36,6903.66,3920.52,325.68,81.24,252.528,469.764,406.26,482.352,1464.588,4181.556,3153.384,4102.476,8822.256,10515.012
화순 풍력 발전소,2018-04-02,16,8911.956,2419.26,793.716,2157.12,4424.712,4844.676,3024.552,2473.116,2489.676,2450.304,1466.832,1184.592,268.296,280.824,13.68,0,0.06,296.592,536.64,488.832,493.416,460.032,20.376,0.084
화순 풍력 발전소,2018-04-03,16,0,0,0,63.192,418.104,486.96,476.472,502.728,195.444,1126.044,1182.024,469.404,98.388,82.56,5.1,0,0,0,32.712,0.924,253.704,193.452,164.112,300.384
화순 풍력 발전소,2018-04-04,16,252.132,432.96,485.784,498.468,563.508,523.56,450.708,468.672,204.264,1742.484,629.748,853.404,1496.34,999.288,1230.756,1398.204,1581.048,1727.844,3566.748,2782.26,2288.748,4137.96,7105.248,6251.088
화순 풍력 발전소,2018-04-05,16,6621.54,4878.732,3833.52,4970.1,7741.584,4522.908,3276.924,5892.876,3974.124,2012.376,1544.4,1179.096,24.66,0,0,0,0,46.428,74.784,110.22,10.14,259.056,2698.284,895.536
화순 풍력 발전소,2018-04-06,16,571.212,288.348,215.436,0,0,248.772,1701.744,2199.972,1241.676,1843.836,1440.828,1170.264,38.52,212.652,552.492,668.856,1848.648,3646.848,4072.344,2962.272,1701.792,1119.3,2805,3079.32
화순 풍력 발전소,2018-04-07,16,2856.672,4303.176,4849.992,2348.736,3498.9,4842.6,4244.832,4495.62,3592.368,4424.328,6123.588,3734.544,1875.696,699.984,1633.98,1366.404,2596.86,3062.88,2003.604,4200.048,4307.1,2628.708,1461.288,2630.976
화순 풍력 발전소,2018-04-08,16,2562.372,2792.4,4183.152,5006.556,5429.94,3005.328,1933.836,1733.484,240.084,1109.16,1183.392,1183.416,25.656,0,0.648,26.076,237.348,928.188,1720.356,413.268,360.996,135.096,471.468,516.804
화순 풍력 발전소,2018-04-09,16,794.088,321.24,858.564,1278.012,2547.696,4673.64,2931.96,1165.2,1481.676,3536.7,3408.852,2180.844,888.648,422.316,347.904,338.412,402.744,483.24,473.1,499.68,245.232,207.48,520.44,3310.908
화순 풍력 발전소,2018-04-10,16,4395.264,5680.308,6889.656,6903.228,6114.096,10064.472,9095.232,7959.108,7464.744,7858.764,5050.632,3765.036,1616.952,1882.392,3617.508,5703.468,5965.224,4985.808,5659.932,6731.016,7482.48,5726.556,4374.264,4600.692
화순 풍력 발전소,2018-04-11,16,4403.952,4476.804,8211.264,4121.292,2380.98,3487.224,9114.408,7312.176,4251.828,1928.94,1188.78,1336.836,965.988,626.208,2224.476,7113,5956.068,6188.352,5349.216,1299.096,65.532,3567.276,1069.932,2648.616
화순 풍력 발전소,2018-04-12,16,3699.048,2804.748,887.376,1740.6,835.128,296.76,148.428,37.992,313.164,3253.308,5299.464,6389.256,6470.244,4468.824,6613.932,9330.54,9171.66,4759.116,8265.168,5648.184,8779.932,9468.108,11167.488,10942.896
화순 풍력 발전소,2018-04-13,16,11869.224,12265.716,12054.252,10287.54,8667.192,8214.732,6662.172,7866.624,8473.812,13914.072,13136.688,13119.084,11045.076,8356.236,9277.26,9624.18,6459.096,9100.968,7893.588,6627.48,6818.412,7534.644,6538.584,4427.196
화순 풍력 발전소,2018-04-14,16,2723.1,4595.928,2905.44,2365.884,686.844,837.96,2221.896,2069.388,93.984,0,0,1026.888,169.884,476.184,1053.72,3989.16,3271.188,2468.688,3957.228,7338.336,9391.404,11938.008,10600.344,8592.492
화순 풍력 발전소,2018-04-15,16,5811.252,8511.756,10453.344,9979.128,8907.72,8838.684,7841.388,7664.4,6244.956,6697.2,5337.72,5525.364,5776.032,4131.528,2610.6,2871.384,9226.272,12628.884,11744.208,10078.368,10221.684,12234.804,12141.768,12827.112
화순 풍력 발전소,2018-04-16,16,12044.796,10182.036,6789.6,2719.86,2709.852,2885.04,1495.92,1174.896,644.772,1110.384,1166.592,1178.076,178.86,9.336,56.016,426.6,1903.08,1389.444,2320.992,4558.464,7559.256,8639.076,11644.368,12909.708
화순 풍력 발전소,2018-04-17,16,9095.544,4839.24,3103.788,4546.44,1985.58,2190.108,2540.22,3364.824,2781.612,3786.9,4829.124,7241.124,3308.064,2744.82,1369.956,1211.712,1348.692,1631.172,3507.132,4292.016,2622.24,1637.964,733.02,105.228
화순 풍력 발전소,2018-04-18,16,0,0,221.172,1212.204,880.38,654.516,591.084,1056.264,1336.704,2459.232,1546.656,2803.608,795.468,257.988,115.62,93.804,242.04,313.188,346.44,427.416,447.6,429.48,486.252,417.516
화순 풍력 발전소,2018-04-19,16,87.972,53.448,10.116,0,323.832,450.468,1963.956,3147.888,2638.476,2783.592,2072.58,1180.644,1004.796,639.384,760.944,424.344,430.488,336.036,271.14,1512.396,2784.564,1379.88,2737.068,2182.296
화순 풍력 발전소,2018-04-20,16,645.624,8.268,132.816,1287.396,2061,3711.012,7865.988,7483.932,8227.548,10168.992,7073.388,9008.64,6759.444,5578.116,12792.42,13419.228,13552.68,12257.292,10991.988,10881.6,7912.02,10223.28,10885.5,12643.224
화순 풍력 발전소,2018-04-21,16,13036.416,12752.664,11821.428,10518.3,8367.876,3994.464,2355.504,596.964,5.784,1511.04,2608.5,4555.152,4058.148,4976.94,6833.664,8797.068,9122.076,7960.98,8622.528,11498.82,12492.36,11392.02,10518.42,7779.576
화순 풍력 발전소,2018-04-22,16,8492.4,7704.048,8089.764,7432.32,5881.608,5926.74,5249.652,6616.86,6035.004,3358.284,4057.308,5610.36,5711.472,7028.244,4707.264,3827.856,5920.26,8244.576,5675.976,7890.768,7930.704,7813.02,10879.836,7312.356
화순 풍력 발전소,2018-04-23,16,6221.76,7122.18,10052.748,11042.952,9718.104,8911.092,6555.012,4485.432,2316.624,2348.628,1473.816,2381.82,5200.62,8885.58,10129.14,7972.956,12676.752,11952.024,11361.084,7723.848,7720.992,7332.672,6676.488,7238.616
화순 풍력 발전소,2018-04-24,16,5805.6,7577.124,7671.9,7574.724,8609.448,6320.76,4860.588,3087.06,1809.852,1591.392,1247.244,1174.2,117.396,578.508,1298.076,1291.164,2025.288,4046.364,3777.972,4467.192,2123.172,566.676,17.448,578.808
화순 풍력 발전소,2018-04-25,16,1646.448,2285.472,2109.012,1420.284,388.38,91.44,90.18,51.3,476.1,1951.356,1458.504,1421.292,166.536,0.948,16.092,90.06,428.064,502.896,738.768,1398.096,1424.1,2368.848,2752.176,4649.244
화순 풍력 발전소,2018-04-26,16,5387.436,5240.94,2147.1,991.248,2636.256,3066.516,4967.244,2666.808,74.544,1102.14,1175.46,1172.856,928.38,232.788,1175.46,723.972,565.86,433.116,494.124,460.44,1595.556,7469.448,9681.516,10750.776
화순 풍력 발전소,2018-04-27,16,11312.544,10891.92,12076.404,13121.736,13181.076,12857.688,12983.904,11958.096,9607.476,9489.948,5772.204,5697.456,6446.964,8579.844,8190.384,11128.056,13555.92,11838.384,10713.012,10434.636,11855.616,9287.388,6056.424,2980.788
