발전기명,년월일,설비용량(MW),01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
화순 풍력 발전소,2021-08-20,16,0,0,0,3.564,368.568,511.8,805.8,1459.788,903.348,17.148,12.972,0.06,0,1036.596,978.72,0,0,9.672,409.224,411.192,348.216,158.952,2085.684,8877.84
장흥 풍력 발전소,2021-08-20,16,269892,497184,122880,0,192,10992,0,0,0,0,131964,420420,1400940,1987488,295764,399456,300660,585792,337680,455136,175788,52188,1670748,2879280
화순 풍력 발전소,2021-08-21,16,10638.864,12161.256,12617.028,12043.344,13386.564,13664.748,14160.624,13873.656,14969.736,12409.74,14074.776,10937.364,10892.556,9997.392,9620.976,5625.312,7879.5,7034.004,3555.3,1831.968,3252.744,3818.592,2727.636,4345.512
장흥 풍력 발전소,2021-08-21,16,2439852,3012912,3612060,3201864,779784,1040088,1980648,6569580,6570720,4549548,3960288,3014136,1573428,2499960,1894836,4486956,5440164,4234176,4711860,4733568,9786612,8229276,4218408,7505364
화순 풍력 발전소,2021-08-22,16,8420.628,7189.308,4005.42,3263.892,3104.7,2604.672,1453.32,759.828,354.672,0,5.184,632.532,125.136,1041.984,1219.14,1043.496,1257.564,617.976,297.96,238.152,94.872,0,0,0
장흥 풍력 발전소,2021-08-22,16,9063036,8210952,5570508,3774324,3276216,2150388,469380,36408,9744,0,312216,416508,466380,1907532,2239404,1628064,1477080,19308,0,286512,149364,269952,104520,0
화순 풍력 발전소,2021-08-23,16,0,4.8,24.168,0,0,0,90.372,391.152,189.876,69.876,233.532,305.004,10.536,1119.228,1653.708,983.376,2808.804,3585.564,4701.72,3900.972,9093.84,9777.9,10388.58,10227.42
장흥 풍력 발전소,2021-08-23,16,100080,289032,472980,499692,3328812,5804868,3813336,2018484,239604,397824,2556384,2090916,1249512,2962224,1956840,684660,355476,572172,510804,429312,404892,46260,50988,441840
화순 풍력 발전소,2021-08-24,16,11315.34,7220.508,6203.316,6437.64,7760.556,8507.136,4687.596,4574.856,5311.632,5555.628,4945.644,2724.756,3130.476,5284.032,5622.324,3128.748,2103.456,1586.844,563.916,941.424,1170.456,359.004,14.04,29.34
장흥 풍력 발전소,2021-08-24,16,2604048,3072588,3963096,3850272,2384544,2476668,2541720,954024,169092,0,0,0,0,1046148,1059456,285708,1682376,1684968,1332864,1658316,2173800,2127240,2799108,2984004
화순 풍력 발전소,2021-08-25,16,171.048,150.456,0,9.984,218.196,31.872,27.18,131.052,54.828,66.9,0,0,7.068,1038.66,979.044,0,1.56,0,0,185.028,217.788,15.828,0,0
장흥 풍력 발전소,2021-08-25,16,2356272,1073388,135168,130884,366768,148260,236016,1081284,65304,108,8844,55980,378012,1115304,1497552,715464,459084,423012,399948,394128,562404,472884,952620,1554228
화순 풍력 발전소,2021-08-26,16,35.892,13.8,0,0,58.392,250.836,400.032,239.88,0,7.596,0.36,23.472,37.524,824.34,61.32,371.34,278.1,243.144,64.92,256.212,458.844,2111.316,2945.796,1736.892
장흥 풍력 발전소,2021-08-26,16,2912928,2312676,1894380,2068692,4121556,3595200,3697188,2644716,722772,735060,946200,869424,673992,2821476,5416596,2668692,2697552,2609940,923292,1228572,2119488,1747164,3798624,4266360
화순 풍력 발전소,2021-08-27,16,1295.22,1621.56,1609.284,633.3,953.064,1717.416,1248.9,25.884,44.028,49.38,86.772,252.852,591.372,1905.036,1600.368,479.412,469.62,887.604,443.124,389.724,1173.228,1090.356,1004.052,1085.16
장흥 풍력 발전소,2021-08-27,16,4036848,8373216,9796224,9657408,7475244,7548744,5405256,5662032,6446268,7835544,7604328,5890908,7720740,8572956,7714884,7602120,7150368,5678496,5413248,5807436,7299432,7248468,7262712,7723044
화순 풍력 발전소,2021-08-28,16,1528.272,1306.212,2578.752,2179.368,2524.956,2161.836,577.872,13.56,27.168,294.42,1067.532,1660.464,1646.22,2776.068,2830.86,1856.448,1931.364,857.46,459.54,590.784,1150.488,1938.492,952.86,2143.644
장흥 풍력 발전소,2021-08-28,16,7818300,7259916,7037328,8333568,5543088,2494896,2311416,1694916,1236324,1064160,936792,849048,997608,3365640,2784792,1487484,1986504,5542128,2579784,803292,1948812,2659836,1504884,1386768
화순 풍력 발전소,2021-08-29,16,3624.42,1143.144,1349.496,1462.932,2895.84,2969.916,3007.584,3135.984,2063.028,966.324,1268.1,1967.028,1653.456,2399.904,1950.852,1053.972,1681.356,792.492,330.636,515.328,2464.224,4522.26,3710.88,3819.852
장흥 풍력 발전소,2021-08-29,16,690912,564636,73896,53352,576936,518724,108060,103560,138024,2657580,2719440,1702320,2069640,3168420,3040116,1518876,1825500,2138208,685560,503484,2388864,3221244,3418296,3606516
화순 풍력 발전소,2021-08-30,16,2963.724,2586.516,3172.896,3396.588,3544.44,3993.168,1650.348,2133.708,6361.98,6131.1,3314.544,1952.46,2429.46,4000.188,2790.948,2123.256,2283.96,2315.484,1071.912,3582.564,5107.068,4918.284,6793.188,4968.072
장흥 풍력 발전소,2021-08-30,16,4908588,6005892,6907320,6570768,4638552,5573256,7514220,9141048,9150216,7952376,8571960,8613600,7311696,7507668,9271980,9370368,10190496,6869532,7407408,6248244,6607800,5831160,7942608,10741596
화순 풍력 발전소,2021-08-31,16,3518.916,4382.532,3825.156,3672.924,3811.26,7224.048,8290.176,10697.544,9200.34,7873.788,4564.86,8491.764,10794.204,14202.312,12561.708,12107.004,10232.448,7956.072,8910.168,8821.644,10171.5,10490.592,9747.3,10246.044
장흥 풍력 발전소,2021-08-31,16,9527472,8706984,7266852,7928688,5540460,4577460,6196560,4389900,4343256,4749348,4016652,5279628,7980084,3519264,3792912,1700520,1900968,473340,0,0,0,0,0,0
화순 풍력 발전소,2021-09-01,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
장흥 풍력 발전소,2021-09-01,18,0,98349,49175,13017,82440,1018206,549600,156202,237196,332653,1535987,4480686,2688701,4197208,3968691,814276,471499,2458737,3711246,3555044,3229623,3685213,2986642,2988088
화순 풍력 발전소,2021-09-02,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
장흥 풍력 발전소,2021-09-02,18,3273013,2967840,3336651,3242640,3517440,2889739,2794282,1041347,905394,1123787,1870086,869236,370257,350008,481623,303726,83886,69423,538029,468606,681215,1032669,351455,863451
화순 풍력 발전소,2021-09-03,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
장흥 풍력 발전소,2021-09-03,18,870682,734728,1253956,1400034,875021,457036,280585,33265,188021,0,367364,215501,642164,543815,114259,73762,91118,636379,591543,652288,203931,120044,56406,159095
화순 풍력 발전소,2021-09-04,18,0,0,0,0,0,0,0,0,0,0,52.067,442.573,1653.139,2494.895,1567.806,633.486,504.764,0,62.192,406.415,159.095,428.109,161.987,1.446
장흥 풍력 발전소,2021-09-04,18,114259,107027,89672,130168,331206,224179,261783,159095,141739,1446,31819,0,1446,0,0,72316,170665,507657,339884,345669,36158,33265,10124,212608
화순 풍력 발전소,2021-09-05,18,0,34.712,0,0,0,0,0,0,0,0,0,0,0,0,144.632,412.2,0,0,13.017,180.789,543.815,937.213,1100.646,551.046
장흥 풍력 발전소,2021-09-05,18,610345,1077505,532244,452697,798366,993619,357240,509103,420878,111366,159095,20248,292156,335545,316743,198145,336992,439680,859112,647949,367364,444019,419432,215501
화순 풍력 발전소,2021-09-06,18,34.712,17.356,11.571,338.438,903.947,885.145,444.019,193.806,7.232,0,17.356,65.084,13.017,0,0,0,0,0,0,0,0,0,0,0
장흥 풍력 발전소,2021-09-06,18,338438,172112,371703,241535,130168,603114,186575,15909,0,30373,0,0,0,0,0,0,0,49175,7232,14463,1446,47728,101242,18802
화순 풍력 발전소,2021-09-07,18,0,0,0,0,0,0,0,0,0,340.656,418.272,430.176,465.072,0,5.785,5.785,2.893,0,0,0,0,0,0,0
장흥 풍력 발전소,2021-09-07,18,201038,436787,319636,177897,578526,494640,611792,154756,2893,279139,491747,221286,166326,1424621,1544665,1401480,804152,373149,1366768,2120299,2655436,1547558,1103539,1306023
화순 풍력 발전소,2021-09-08,18,0,0,0,0,0,0,0,0,1.446,1.446,1.446,0,0,1.446,0,0,0,0,0,0,0,0,0,0
장흥 풍력 발전소,2021-09-08,18,1517185,2249021,951676,1392802,1463672,1198996,969032,1405819,2036413,1752935,2061000,1631444,993619,820061,847541,1081844,1190318,1149821,2000255,1638676,1838267,1118002,1132465,1514293
화순 풍력 발전소,2021-09-09,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.518,91.118,86.779,1198.996,1314.701,1441.977,491.747,40.497,1.446,1.446
장흥 풍력 발전소,2021-09-09,18,1686404,1327718,944444,1917815,1729794,1993023,854773,896716,848987,500425,672537,334099,1443423,668198,1640122,1849838,2160796,2559979,2195507,707248,880806,1204781,2325676,1375446
화순 풍력 발전소,2021-09-10,18,0,0,0,40.497,1.446,0,0,0,0,0,0,0,0,99.796,241.535,1343.627,1086.183,313.851,120.044,34.712,0,0,0,0
장흥 풍력 발전소,2021-09-10,18,1645907,2533945,1917815,1512846,2272162,1316147,1089076,1825251,1842606,1029777,660966,431002,37604,26034,610345,653735,934320,1903352,1800663,2891185,1313255,1420282,3510208,2525267
화순 풍력 발전소,2021-09-11,18,0,238.642,1.446,1.446,0,363.025,1881.657,448.358,34.712,0,0,102.688,371.703,454.143,938.659,610.345,798.366,1113.663,2234.558,1550.451,1540.326,2612.046,1893.227,2380.636
장흥 풍력 발전소,2021-09-11,18,1486813,1311808,1426067,2341585,1456440,1225029,2011825,2133316,1343627,1508507,645057,639272,808491,756423,637825,989280,553939,529352,1580823,1460779,1332057,752084,459928,315297
화순 풍력 발전소,2021-09-12,18,1616.981,639.272,645.057,1418.836,704.356,371.703,196.699,63.638,85.333,4.339,394.844,267.568,837.417,146.078,1.446,0,378.935,553.939,308.065,1144.036,3819.72,1848.392,2386.421,1087.629
장흥 풍력 발전소,2021-09-12,18,548154,947337,577080,406415,574187,212608,614684,131615,367364,0,587204,1243832,666752,374596,237196,380381,300834,11571,111366,234303,26034,75208,208269,0
화순 풍력 발전소,2021-09-13,18,1168.623,407.861,2047.983,883.699,520.674,1868.64,827.293,789.688,1816.573,1415.943,277.693,0,173.558,792.581,214.055,370.257,0,0,0,0,0,0,0,0
장흥 풍력 발전소,2021-09-13,18,0,33265,56406,101242,124383,56406,334099,527905,33265,1446,27480,253105,292156,685554,1032669,2554194,1220691,23141,802705,1332057,1063042,1047133,1818019,2348817
화순 풍력 발전소,2021-09-14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
장흥 풍력 발전소,2021-09-14,18,2771141,1575038,1063042,710141,1285775,488855,403522,579973,741960,973371,890931,1029777,822954,932874,616131,465714,587204,1945295,1494044,1421728,1343627,1320486,1426067,3261442
화순 풍력 발전소,2021-09-15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
장흥 풍력 발전소,2021-09-15,18,2723413,2713288,2855027,1813680,1929385,1920707,1391356,885145,1136804,1201888,1512846,1537434,1819465,872128,1629998,2584566,2876722,4250722,1982899,2658328,3529011,3163093,3124042,1838267
화순 풍력 발전소,2021-09-16,18,0,0,0,0,0,0,0,0,95.457,1531.648,1901.905,1462.225,970.478,581.419,1177.301,348.562,115.705,310.958,726.051,533.691,938.659,305.173,603.114,2081.248
장흥 풍력 발전소,2021-09-16,18,1635783,2828994,2434149,2117406,2509358,2214309,1454994,1279989,838863,98349,381827,620469,253105,458482,872128,193806,688446,115705,0,0,0,0,0,8678
화순 풍력 발전소,2021-09-17,18,2207.078,953.122,316.743,471.499,137.4,229.964,0,0,1.446,0,0,0,0,1.446,0,0,0,665.305,1441.977,636.379,1596.733,18.802,1216.352,2305.427
장흥 풍력 발전소,2021-09-17,18,0,0,0,0,0,0,2893,24587,402076,10124,11571,0,0,0,0,66531,1446,273354,1149821,2523821,2298196,4730899,4030882,2343032
화순 풍력 발전소,2021-09-18,18,1196.103,1872.979,2416.794,3902.16,4058.362,4003.402,7095.625,5491.661,3365.577,133.061,1.446,0,0,0,202.484,893.823,1185.979,1314.701,172.112,969.032,1640.122,718.819,284.924,504.764
장흥 풍력 발전소,2021-09-18,18,762208,157648,1126680,1884549,2211417,2047983,980602,1731240,1621320,0,0,0,0,0,2893,731836,848987,697124,789688,471499,4339,0,0,0
화순 풍력 발전소,2021-09-19,18,540.922,464.267,179.343,85.333,287.817,170.665,1.446,0,0,0,0,0,8.678,234.303,587.204,92.564,4.339,2.893,0,0,0,0,0,154.756
장흥 풍력 발전소,2021-09-19,18,1446,40497,73762,347116,1585162,2347371,2189722,1575038,1327718,801259,387613,231411,960354,1151267,837417,1288667,1391356,1025438,1284328,630594,992173,1460779,1758720,1358091
화순 풍력 발전소,2021-09-20,18,380.381,54.96,130.168,270.461,445.465,577.08,258.891,1068.827,1002.297,1443.423,824.4,1010.975,4078.611,3705.461,4140.802,3099.455,2114.514,303.726,0,0,0,0,0,0
장흥 풍력 발전소,2021-09-20,18,2147779,934320,957461,1395695,1154160,872128,193806,7232,66531,322528,146078,3433554,151863,228518,127276,752084,918411,364472,59299,371703,357240,574187,11571,67977
화순 풍력 발전소,2021-09-21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
장흥 풍력 발전소,2021-09-21,18,173558,95457,177897,98349,60745,37604,0,0,0,0,18802,1446,0,11571,10124,747745,224179,384720,642164,183682,0,1446,1446,0
화순 풍력 발전소,2021-09-22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
장흥 풍력 발전소,2021-09-22,18,0,0,0,53514,811383,731836,215501,27480,0,0,8678,120044,11571,214055,75208,0,1446,41943,148971,53514,13017,673983,778118,467160
화순 풍력 발전소,2021-09-23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,545.261,1684.958,4145.141,3358.345,549.6,185.128,15.909,0,0,0,0
장흥 풍력 발전소,2021-09-23,18,734728,471499,694232,569848,457036,415093,82440,1446,4339,0,8678,2893,195253,108474,8678,20248,7232,52067,111366,39051,334099,767994,4339,0
화순 풍력 발전소,2021-09-24,18,0,0,0,0,0,0,0,67.977,99.796,33.265,2409.562,2868.044,2736.429,1751.488,1420.282,1045.686,795.474,967.585,821.507,457.036,83.886,13.017,13.017,0
장흥 풍력 발전소,2021-09-24,18,56406,79547,118598,676876,529352,582865,856219,188021,31819,0,0,0,0,0,17356,588651,728943,91118,72316,190914,351455,509103,54960,348562
화순 풍력 발전소,2021-09-25,18,2.893,0,0,0,8.678,0,49.175,122.937,1271.312,67.977,2513.697,2441.381,5559.638,4430.065,3274.459,1872.979,522.12,1138.251,271.907,254.552,326.867,21.695,419.432,665.305
장흥 풍력 발전소,2021-09-25,18,0,41943,63638,11571,0,10124,0,0,0,0,0,54960,104135,0,271907,1037008,2693040,2853581,1778968,1612642,1494044,3440785,6003657,4103198
화순 풍력 발전소,2021-09-26,18,199.592,788.242,1696.528,533.691,7.232,396.291,242.981,1.446,0,0,0,0,0,4.339,10.124,0,1.446,1.446,0,1.446,0,0,0,0
장흥 풍력 발전소,2021-09-26,18,5420792,4748255,5903861,3806703,2021949,2076909,2416794,1589501,1651693,208269,21695,394844,1077505,8678,7232,96903,436787,1647354,2147779,3832737,2397992,2382082,3225284,3312063
화순 풍력 발전소,2021-09-27,18,170.665,1109.324,1185.979,1734.133,1862.855,1323.379,3621.575,2441.381,8.678,613.238,1883.103,2176.705,3706.907,5443.933,3764.76,449.804,0,0,0,0,0,0,0,0
장흥 풍력 발전소,2021-09-27,18,2486217,3608558,4594945,3675088,7095625,3996171,983495,109920,433895,299387,487408,1306023,1203335,730389,807044,2862259,4229027,4243491,4628211,5125743,6832396,8910752,6058617,2714735
화순 풍력 발전소,2021-09-28,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
장흥 풍력 발전소,2021-09-28,18,5053427,4041006,5247234,3808149,4720775,2681469,656627,1625659,1622766,1609749,820061,130168,287817,282032,26034,121491,283478,348562,0,115705,535137,606006,1068827,501872
화순 풍력 발전소,2021-09-29,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
장흥 풍력 발전소,2021-09-29,18,2561425,1975667,3395949,4176960,5264589,5812743,5694145,7315465,5630507,1107878,147524,4339,21695,0,0,201038,671091,807044,1379785,2418240,2594691,2646758,2811638,3173217
화순 풍력 발전소,2021-09-30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164.284,1047.133,4.339,0,0,0
장흥 풍력 발전소,2021-09-30,18,2438488,2024842,2195507,1637229,2236004,1732686,1718223,1298792,773779,828739,78101,305173,0,1446,0,2893,1446,5785,169219,449804,378935,882253,1039901,942998
화순 풍력 발전소,2021-10-01,18,0,0,0,0,0,0,0,0,0,0,0,0,0,88.225,176.451,396.291,474.392,457.036,143.185,286.371,2.893,21.695,1080.398,2510.804
장흥 풍력 발전소,2021-10-01,18,1013867,487408,78101,932874,147524,1549004,2642419,2343032,3053173,2518036,1485366,1845499,1942402,2970733,2894078,1859962,1421728,1729794,2144886,3419091,2118853,2089926,1978560,2373404
화순 풍력 발전소,2021-10-02,18,3491.406,4498.042,7143.354,3060.404,2418.24,438.234,3134.166,1864.301,556.832,1103.539,328.314,273.354,229.964,156.202,75.208,105.581,624.808,1887.442,1697.975,1290.114,1369.661,1207.674,1554.789,616.131
장흥 풍력 발전소,2021-10-02,18,820061,627701,750638,477284,1226476,1684958,1206227,1758720,545261,40497,0,2893,0,0,0,0,0,52067,276246,290709,594436,581419,423771,656627
화순 풍력 발전소,2021-10-03,18,280.585,665.305,409.307,107.027,1.446,2.893,2.893,542.368,290.709,0,0,0,1.446,1.446,0,0,0,0,0,0,0,0,0,0
장흥 풍력 발전소,2021-10-03,18,653735,685554,1389909,905394,2316998,859112,500425,449804,7232,323975,305173,659520,645057,186575,711587,929981,493194,341331,240088,300834,37604,652288,227072,120044
화순 풍력 발전소,2021-10-04,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
장흥 풍력 발전소,2021-10-04,18,1648800,1243832,63638,536583,357240,1326272,633486,128722,50621,604560,614684,1696528,2269269,2074017,639272,890931,1919261,1635783,1764505,3527564,3118257,5020162,4166836,4438743
화순 풍력 발전소,2021-10-05,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
장흥 풍력 발전소,2021-10-05,18,4795983,4275309,4548663,5080907,4579036,3264335,2827547,2936021,4129232,3534796,2959162,3540581,2186829,2448613,1240939,2071124,1264080,1113663,1945295,2473200,2914326,1468011,3430661,3850093
화순 풍력 발전소,2021-10-06,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
장흥 풍력 발전소,2021-10-06,18,5623276,4641227,5064998,4733792,4661476,4509613,3854432,4625318,4145141,1431853,0,0,0,0,0,0,0,0,0,0,0,0,0,0
화순 풍력 발전소,2021-10-07,18,0,0,0,0,0,0,0,0,221.286,1650.246,1709.545,391.952,536.583,472.945,1572.145,2949.038,240.088,0,0,0,0,0,0,0
장흥 풍력 발전소,2021-10-07,18,0,0,0,0,0,0,0,0,0,0,109920,1530202,3139952,1987238,5069337,5157562,4787305,4618086,2863705,5073676,6628465,3543474,2612046,5636293
화순 풍력 발전소,2021-10-08,18,0,0,0,0,0,0,0,647.949,1284.328,647.949,370.257,578.526,416.539,358.686,1058.703,650.842,1901.905,3481.282,3031.478,3714.139,2337.246,2225.88,3513.101,3812.488
장흥 풍력 발전소,2021-10-08,18,4440189,2444274,2240343,1209120,1744257,3524672,5725964,4269524,1596733,360133,167773,92564,344223,1333503,892377,1745703,2141994,1670495,863451,2124638,3024246,3918069,5934234,4260846
화순 풍력 발전소,2021-10-09,18,3916.623,3973.029,4116.215,4558.787,5415.006,5708.608,6891.695,5085.246,4441.636,5824.314,5441.04,4022.204,3252.764,2316.998,1628.552,739.067,1184.533,1081.844,1841.16,1423.175,2091.373,1742.811,992.173,108.474
장흥 풍력 발전소,2021-10-09,18,4158158,3798025,2343032,1839714,2303981,1671941,1524417,1287221,225625,17356,0,0,0,0,0,0,0,66531,173558,682661,377488,365918,186575,329760
화순 풍력 발전소,2021-10-10,18,2.893,18.802,2.893,0,0,0,0,0,0,0,0,0,0,0,1.446,1093.415,600.221,445.465,338.438,864.897,192.36,387.613,432.448,571.295
장흥 풍력 발전소,2021-10-10,18,104135,467160,788242,1159945,451251,416539,109920,10124,0,0,0,0,0,0,0,0,556832,306619,0,1446,0,13017,1446,0
화순 풍력 발전소,2021-10-11,18,736.175,393.398,681.215,1002.297,726.051,931.427,700.017,297.941,289.263,348.562,75.208,565.509,23.141,8.678,0,0,0,2.893,0,0,0,0,0,0
장흥 풍력 발전소,2021-10-11,18,36158,177897,1339288,582865,627701,1764505,1229368,801259,606006,166326,24587,56406,0,2893,70869,13017,53514,166326,33265,323975,582865,1535987,2316998,2528160
화순 풍력 발전소,2021-10-12,18,0,0,0,0,0,0,0,28.926,5.785,0,0,0,0,0,0,0,0,14.463,159.095,663.859,198.145,0,1.446,0
장흥 풍력 발전소,2021-10-12,18,1949634,3935425,4635442,6758634,7429724,6518545,7277861,5934234,2788497,522120,41943,73762,46282,0,0,0,0,4339,2893,459928,222733,2893,128722,196699
화순 풍력 발전소,2021-10-13,18,0,0,0,0,0,0,238.642,1819.465,1703.76,1152.714,57.853,0,54.96,2.893,0,0,406.415,760.762,154.756,493.194,2541.177,3239.747,3675.088,2117.406
장흥 풍력 발전소,2021-10-13,18,8678,409307,244427,88225,24587,308065,441126,289263,254552,799813,195253,242981,224179,170665,0,0,0,76655,749192,818615,309512,1080398,685554,1588055
화순 풍력 발전소,2021-10-14,18,6255.316,3546.366,1559.128,2246.128,3591.202,1765.952,967.585,2068.232,1097.754,199.592,143.185,66.531,0,0,0,3099.455,876.467,0,0,0,0,0,0,0
장흥 풍력 발전소,2021-10-14,18,1083291,781011,746299,1268419,1185979,1128126,1065935,1472349,1339288,799813,1767398,1849838,1534541,598775,1832482,11232088,7517949,3738726,1608303,1786200,912625,535137,1553343,523566
화순 풍력 발전소,2021-10-15,18,0,0,0,0,0,0,0,0,2902.756,2327.122,4132.124,459.928,292.156,0,0,7.232,394.844,318.189,0,0,0,0,0,0
장흥 풍력 발전소,2021-10-15,18,102688,0,257444,219840,79547,828739,1719669,2314105,1929385,1816573,1378339,1132465,483069,607453,1013867,1524417,3028585,3320741,2817423,956015,413646,655181,860558,2069678
화순 풍력 발전소,2021-10-16,18,0,0,0,0,0,0,0,0,762.208,413.646,15.909,34.712,899.608,280.585,151.863,964.693,566.956,27.48,120.044,7.232,10.124,202.484,1.446,0
장흥 풍력 발전소,2021-10-16,18,471499,1508507,2632295,2157903,2979411,2800067,697124,1010975,1596733,3602773,4216011,2697379,2870937,3115364,3786455,3760421,4250722,4266632,4609408,3364131,4709204,3757528,3411859,4804661
화순 풍력 발전소,2021-10-17,18,0,0,0,0,0,0,0,0,153.309,1933.724,3058.958,3771.992,137.4,9584.735,7250.381,4794.537,3235.408,0,0,0,0,0,0,0
장흥 풍력 발전소,2021-10-17,18,4263739,4451760,4230474,5890844,4318699,6637143,4538539,1222137,2998213,2325676,3549259,3377147,2869491,2649651,2638080,1805002,838863,2228773,3158754,2455844,2272162,1643015,2768248,2726305
화순 풍력 발전소,2021-10-18,18,0,0,0,0,0,0,0,4077.164,5841.669,3547.813,2062.446,2824.655,918.411,684.107,308.065,351.455,112.813,306.619,180.789,78.101,5.785,36.158,0,0
장흥 풍력 발전소,2021-10-18,18,2354602,1592394,1846945,3137059,5131528,1750042,173558,759316,1104985,27480,39051,0,248766,299387,27480,4339,202484,914072,1449208,961800,1041347,2975072,2084141,2795728
화순 풍력 발전소,2021-10-19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
장흥 풍력 발전소,2021-10-19,18,2824655,3489960,3500084,2614939,4425726,4730899,4623872,4333162,6446229,7318358,2772587,1913476,4224688,4071379,4496596,3288922,6084651,7481792,8245446,8293175,9058276,8442145,7235918,7484684
화순 풍력 발전소,2021-10-20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
장흥 풍력 발전소,2021-10-20,18,6417303,9684531,8648968,6728261,8751657,10164707,10151691,7421046,5984855,11074440,10101069,6712352,9930404,9117575,6771651,7700185,6245192,5011484,5119958,5462735,6080312,5157562,4330269,4266632
화순 풍력 발전소,2021-10-21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
장흥 풍력 발전소,2021-10-21,18,3780669,4526968,6139611,1469457,34712,190914,503318,1371107,2055215,1214905,831632,292156,2893,0,0,0,20248,538029,192360,63638,4339,4339,0,0
화순 풍력 발전소,2021-10-22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
장흥 풍력 발전소,2021-10-22,18,0,0,0,26034,376042,925642,1496937,1549004,384720,18802,255998,37604,130168,0,0,0,0,0,1324825,1184533,1747149,3621575,3802364,5307979
화순 풍력 발전소,2021-10-23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
장흥 풍력 발전소,2021-10-23,18,6962564,5399097,2108728,1417389,1340735,1525863,1980006,1119448,247320,352901,238642,8678,0,0,0,0,56406,7232,40497,201038,65084,1446,1446,0
화순 풍력 발전소,2021-10-24,18,0,0,0,0,0,0,0,0,114.259,1446.316,2947.592,3489.96,2207.078,2282.286,3793.686,1722.562,2490.556,4947.846,3751.743,5292.069,7470.221,6281.349,4749.701,3207.928
장흥 풍력 발전소,2021-10-24,18,0,0,0,0,0,0,15909,24587,313851,352901,1371107,2144886,3822613,4631103,4142248,4589160,6990044,8191933,8742979,9088648,6703674,7941720,3993278,4797429
화순 풍력 발전소,2021-10-25,18,1786.2,1846.945,3012.676,1945.295,1336.396,416.539,578.526,400.629,383.274,54.96,0,0,0,0,0,0,69.423,507.657,345.669,141.739,788.242,535.137,423.771,624.808
장흥 풍력 발전소,2021-10-25,18,6496851,5305086,4474901,6375360,5737535,7220008,7383442,6462139,1520078,2586013,3757528,2296749,4881316,4097413,4328823,3576739,1236600,629147,3408966,6521438,5219754,3614343,1454994,3362684
화순 풍력 발전소,2021-10-26,18,83.886,0,0,4.339,0,0,15.909,494.64,46.282,37.604,0,5.785,161.987,484.516,182.236,33.265,0,0,1.446,39.051,0,0,0,0
장흥 풍력 발전소,2021-10-26,18,3662072,3435000,1149821,425217,107027,176451,562617,1938063,6036922,1543219,433895,293602,4339,0,0,0,0,0,0,0,128722,361579,488855,655181
화순 풍력 발전소,2021-10-27,18,0,0,8.678,1.446,151.863,112.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
장흥 풍력 발전소,2021-10-27,18,404968,687000,552493,125829,7232,18802,0,0,0,0,5785,0,0,0,0,0,0,0,0,0,0,56406,305173,89672
화순 풍력 발전소,2021-10-28,18,0,0,27.48,219.84,601.667,843.202,454.143,264.676,1550.451,1112.217,404.968,310.958,708.695,287.817,673.983,53.514,41.943,293.602,906.84,1274.204,1340.735,1437.638,843.202,1245.278
장흥 풍력 발전소,2021-10-28,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5785,157648,17356,2893,169219,186575,1446,0,0,0
