년월일,단계,총량,평균,최대,최소,최대(시간별),최소(시간별),1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2018-11-03,1,14312,596,933,317,933,317,343,492,536,786,933,464,532,603,403,317,375,413,777,865,928,860,537,474,439,709,732,664,519,611
2018-11-04,1,20549,856,2276,0,2276,3,131,0,25,25,3,0,0,0,29,221,464,1129,1762,1735,1502,1851,1740,2276,1420,1505,831,538,1975,1387
2018-11-05,1,26381,1099,3213,8,3213,8,778,1871,3037,3213,3070,2347,1208,975,2466,1599,289,132,342,500,338,392,207,140,241,8,103,723,1129,1273
2018-11-06,1,10647,444,1979,0,1979,1,1979,1535,685,494,351,505,627,408,257,250,526,660,453,149,250,193,448,0,1,174,228,70,86,318
2018-11-07,1,19750,823,2551,291,2551,291,360,671,651,372,291,387,464,719,448,764,982,624,979,564,642,730,739,1022,1171,1047,1194,469,2551,1909
2018-11-08,1,85543,3564,9327,220,9327,220,1991,1068,759,813,1907,2132,2659,3070,5028,4108,5941,5911,2583,6264,7378,5066,1678,1025,1103,403,220,7514,9327,7595
2018-11-09,1,47824,1993,6580,244,6580,244,6580,5004,5739,4331,3378,2870,1522,645,482,244,335,422,799,866,1794,1754,1637,1991,1679,1426,1222,937,962,1205
2018-11-10,1,30658,1277,3541,0,3541,290,654,1186,1993,2417,2749,2850,2499,3541,3241,2201,1662,1239,703,749,734,640,651,659,290,0,0,0,0,0
2018-11-11,1,6270,261,1187,0,1187,38,110,542,396,531,520,197,182,52,173,38,0,46,173,296,90,62,186,0,0,51,195,395,848,1187
2018-11-12,1,82341,3431,5836,1467,5836,1467,1467,1821,2819,2671,1800,1985,2689,2342,2503,2290,2587,3448,4372,5630,5345,5409,5071,3507,3934,4307,3024,3016,4468,5836
2018-11-13,1,98835,4118,7009,2605,7009,2605,7009,4971,5832,4884,6249,5174,5178,3937,2605,3064,3385,4041,3672,3842,3556,3819,4195,2744,3432,3810,3077,3177,3463,3719
2018-11-14,1,32703,1363,3983,0,3983,127,3983,3614,2678,2550,3043,3534,3059,2426,1659,617,331,501,693,492,648,409,375,372,764,349,479,127,0,0
2018-11-15,1,4888,204,762,0,762,59,0,0,0,0,0,0,102,0,0,0,59,391,368,176,246,329,187,119,95,273,762,661,666,454
2018-11-16,1,27003,1125,4368,0,4368,48,301,48,0,101,526,151,79,189,953,516,93,0,128,0,229,1518,3899,2464,1756,2105,2657,2478,2444,4368
2018-11-17,1,136618,5692,10594,2213,10594,2213,5152,5053,4784,6558,7156,7470,6156,7278,10594,7948,4016,2213,3131,3829,6449,7450,8642,3994,4820,4282,4188,5023,5936,4496
2018-11-18,1,68116,2838,6113,413,6113,413,4471,5459,6113,5442,4307,2425,3072,4273,2878,3142,4407,4312,1964,1037,1620,1277,2016,1749,1208,468,413,1068,2623,2372
2018-11-19,1,50969,2124,5266,302,5266,302,3068,2504,2505,4407,5266,4931,3791,4528,2259,680,2136,1926,1641,1282,1507,1279,1217,705,1025,889,1118,1460,543,302
2018-11-20,1,11829,493,2660,0,2660,5,134,347,557,88,311,710,1732,2660,1821,706,815,778,564,251,209,133,5,8,0,0,0,0,0,0
2018-11-21,1,9117,380,1851,0,1851,11,0,0,0,0,0,0,0,191,549,600,129,206,224,139,11,15,64,1046,878,357,690,1359,1851,808
2018-11-22,1,152737,6364,11710,1235,11710,1235,1247,4557,6600,3085,8494,9847,6359,6345,7836,8446,10018,11594,11710,11353,10736,7184,5845,3618,3579,6148,3507,1954,1440,1235
2018-11-23,1,9082,378,765,0,765,9,694,438,677,713,502,328,291,765,625,245,589,746,499,666,594,472,135,0,0,47,47,9,0,0
2018-11-24,1,68865,2869,6076,69,6076,69,69,574,1534,3075,2856,2731,4113,1993,2641,2053,3452,6076,4983,4317,4125,1113,2665,4194,3680,2418,3738,3352,2356,757
2018-11-25,1,15518,647,2387,0,2387,41,2387,1528,259,1219,1429,865,1199,1323,1176,997,424,336,632,700,445,171,57,0,0,41,94,110,0,126
2018-11-26,1,2531,105,539,0,539,6,0,0,41,215,389,539,396,109,9,88,0,12,0,0,0,0,47,6,0,0,0,76,279,325
2018-11-27,1,74424,3101,7357,0,7357,161,1172,161,0,219,0,744,1979,2066,2005,2189,2019,1296,2770,3117,3726,3779,6150,7357,7051,5815,6075,6828,4306,3600
2018-11-28,1,58772,2449,5554,0,5554,144,4253,4205,2917,1694,2340,1852,3060,3568,2723,2007,2451,5554,3906,1862,978,1888,3036,1991,2114,3024,2427,778,144,0
2018-11-29,1,14212,592,1820,0,1820,1,248,801,1530,1314,1600,1820,1018,154,0,0,0,0,8,82,157,97,60,0,1,539,1197,1243,1282,1061
2018-11-30,1,20562,857,3017,9,3017,9,2206,3017,2204,1673,1246,597,746,1201,1086,638,402,210,150,220,383,264,141,9,311,833,512,101,914,1498
2018-12-01,1,36038,1502,3808,478,3808,478,1016,1777,2205,2424,3038,3808,3723,3531,1942,1523,851,1050,1053,1726,1277,537,478,578,603,577,570,529,662,560
2018-12-02,1,31456,1311,2900,528,2900,528,563,607,988,873,927,672,715,905,1036,1722,1704,1397,1960,1474,2899,2264,1665,1918,1054,1305,528,677,703,2900
2018-12-03,1,21082,878,5593,0,5593,16,5593,3081,3047,407,886,1768,1051,403,119,39,0,37,139,38,607,1971,1230,40,0,16,0,0,594,16
2018-12-04,1,166688,6945,11623,0,11623,4,4,214,0,0,0,2379,3868,3928,8901,11619,11623,10607,7462,8309,10291,11322,11410,10895,9323,9399,10956,9984,5836,8358
2018-12-05,1,136643,5693,11970,0,11970,24,8520,10508,9714,11822,11940,11948,11970,11364,9958,8650,4439,5013,6388,2878,3437,2686,2566,1108,1041,594,75,0,0,24
2018-12-06,1,159163,6632,10591,543,10591,543,543,2486,2559,3450,6445,9262,6044,3972,5699,2648,1810,7045,10426,10591,9640,9480,6136,4959,6752,9560,10585,9571,9481,10019
2018-12-07,1,222910,9288,11953,2663,11953,2663,11935,11901,10644,11544,11852,11953,11816,11639,11666,11189,10649,10345,9655,9493,10965,10677,8511,7588,6806,6342,6136,4260,2681,2663
2018-12-08,1,66127,2755,7097,73,7097,73,3197,2748,2460,2202,1740,2303,2186,834,73,586,1214,3574,4720,7097,4351,5290,5798,2098,2047,1859,1843,2711,3215,1981
2018-12-09,1,63678,2653,4586,384,4586,384,2660,2649,2472,2600,2448,2243,3229,3492,3573,4345,4532,4365,4586,4217,2456,1548,1598,1521,2416,2689,1686,1257,712,384
2018-12-10,1,28528,1189,2067,341,2067,341,341,571,676,946,1573,1330,1328,1753,945,1030,658,1370,1456,1144,819,567,950,1354,1166,1617,1454,1709,2067,1704
2018-12-11,1,97734,4072,11733,113,11733,113,1600,1175,164,113,1178,2997,2574,2570,4599,4823,7516,6630,4041,2905,2261,2706,2559,2791,2956,3108,6764,8634,11337,11733
2018-12-12,1,207119,8630,11833,3335,11833,3335,4653,5352,3335,5498,5008,5855,8555,11455,11818,11717,11766,10916,11438,11222,10232,10575,10661,11833,10764,10177,7236,3491,5448,8114
2018-12-13,1,88798,3700,9457,25,9457,25,5096,5380,2963,2725,1859,1038,930,869,25,196,424,1475,1850,2387,5912,6703,6876,5798,5808,3805,3326,6891,7005,9457
2018-12-14,1,199703,8321,11368,3757,11368,3757,10956,9783,7662,6501,5778,6340,8185,6876,9233,11368,10883,10611,10742,10402,8642,7323,7109,7739,8579,8638,9383,7323,5890,3757
2018-12-15,1,17479,728,3006,0,3006,1,3006,2245,2424,2138,2173,1288,1024,507,463,322,874,516,149,235,94,20,1,0,0,0,0,0,0,0
2018-12-16,1,58110,2421,7151,0,7151,247,0,0,632,1097,540,0,247,1636,2473,2283,1987,3036,4077,6346,7151,5215,5424,4142,5698,3064,664,710,556,1132
2018-12-17,1,135324,5639,10463,319,10463,319,503,319,1014,916,1999,6573,3069,4450,5551,7192,9245,9387,10463,10335,9736,9520,9509,8770,6030,5286,5060,3717,3006,3674
2018-12-18,1,40460,1686,4417,310,4417,310,3738,2725,3178,2997,1715,1874,310,714,473,366,1358,2780,2733,2941,4417,2607,1557,727,508,516,844,359,621,402
2018-12-19,1,20606,859,3651,0,3651,8,0,0,105,541,357,1577,844,228,8,0,0,648,1597,444,0,1212,937,650,659,1121,1335,1389,3651,3303
2018-12-20,1,50370,2099,5297,327,5297,327,439,1384,828,1237,327,2211,4871,5297,4614,3634,3857,4205,2972,2861,1925,1403,1134,558,476,672,804,1055,1924,1682
2018-12-21,1,19307,804,1424,275,1424,275,991,664,490,853,297,418,623,1218,1022,767,512,281,767,1232,1309,989,528,1187,1095,1077,1424,732,275,556
2018-12-22,1,18501,771,2381,0,2381,12,854,1092,884,376,151,101,12,683,2260,387,126,249,88,124,345,404,832,1625,2178,1909,2381,1412,28,0
2018-12-23,1,227514,9480,12001,259,12001,259,735,259,515,2937,6641,9295,11647,12001,11974,11971,11999,11601,11780,11460,11603,11412,11564,11703,11905,11536,11140,10999,11401,9436
2018-12-24,1,163888,6829,11836,1636,11836,1636,8937,9822,8635,7559,8319,7068,9258,7421,6407,11836,9353,8820,8822,6400,6043,7618,5641,2961,2523,1636,2490,3068,6182,7069
2018-12-25,1,59952,2498,7523,79,7523,79,7523,6435,5439,6339,6579,4330,3089,3706,1875,641,241,79,323,1618,3358,2081,907,589,1053,1051,1043,691,485,477
2018-12-26,1,83039,3460,7690,616,7690,616,616,725,1251,2048,1932,1841,2024,2346,2230,1339,2004,3062,3575,4107,3705,6267,3310,2547,2400,5399,7590,7669,7362,7690
2018-12-27,1,243813,10159,11900,8602,11900,8602,9862,10544,9907,10973,10692,10744,11211,10242,9718,9566,8674,8748,8602,9962,9988,9923,11641,11900,11418,11044,10290,9950,9472,8742
2018-12-28,1,243732,10156,11668,6737,11668,6737,9872,9297,8927,8530,8808,9415,10794,11136,11063,9627,9910,10283,11339,10652,10280,10824,11501,11571,11668,11520,11051,10236,8691,6737
2018-12-29,1,165955,6915,9873,4362,9873,4362,6886,6229,6631,5117,5860,6885,8870,9873,9690,9176,8770,7827,8206,8179,7350,7349,6375,5401,5856,6156,5322,4863,4362,4722
2018-12-30,1,168820,7034,11382,1630,11382,1630,5674,7461,8553,9523,10181,9747,10142,11382,10427,10617,9644,7457,7871,8398,11170,8478,5762,4273,2481,2432,1766,1756,1995,1630
2018-12-31,1,121950,5081,10813,854,10813,854,1307,1477,1106,1321,854,1598,2778,3122,2906,2241,2677,5154,8149,10592,10663,10813,10073,7654,7402,8699,10694,5494,2718,2458
2019-01-01,1,121135,5047,8752,1373,8752,1373,2900,2637,2211,3557,4688,7729,7512,4276,1521,2318,1373,2004,4202,1996,2760,7455,6833,8752,8520,8601,8356,7370,6902,6662
2019-01-02,1,128338,5347,8120,2907,8120,2907,6434,5848,6204,6045,5775,4392,4646,4464,2907,3468,4272,6857,7718,8120,6855,6670,4488,4351,4412,4618,5661,5162,4159,4812
2019-01-03,1,124061,5169,10015,1753,10015,1753,8306,5076,5934,5142,5699,3989,4366,6914,8591,7504,10015,9479,7189,6805,5376,2406,2656,1753,2563,4253,2807,2896,2244,2098
2019-01-04,1,45136,1881,4650,0,4650,149,2060,1902,1328,1136,1212,665,149,480,389,0,0,0,914,2080,1754,2602,3406,3155,3627,3598,2876,2925,4228,4650
2019-01-05,1,171257,7136,10918,2356,10918,2356,4804,6988,7292,8236,8345,5674,4080,4836,7422,6048,5207,4723,6438,8167,9618,10040,9268,4711,2356,8567,10918,9343,9484,8692
2019-01-06,1,246424,10268,11987,6036,11987,6036,8983,10306,11687,9573,8314,10144,10791,11987,11981,11659,11510,11472,11712,11432,11013,11186,10196,10919,11734,9181,7148,8195,9265,6036
2019-01-07,1,199810,8325,11232,3522,11232,3522,3522,5800,6657,8694,9537,8968,9471,11232,10598,9991,9483,9598,9679,8189,7208,8922,10058,7750,6839,8268,7937,6871,7431,7107
2019-01-08,1,218665,9111,11810,5529,11810,5529,7694,6979,8893,11250,11559,11392,10704,9416,7183,7092,7393,9915,5529,6668,10369,11259,11317,11810,9970,9053,9476,8225,7670,7849
2019-01-09,1,100580,4191,11935,137,11935,137,8135,9069,9094,10237,11065,11809,11935,9385,7826,2752,644,423,846,1121,765,654,379,137,189,830,1019,801,648,817
2019-01-10,1,93533,3897,9394,606,9394,606,606,729,1180,1870,2034,2029,3039,2102,3710,4208,3237,4589,8951,9394,8878,5234,3425,2566,5588,4907,4765,2649,3691,4152
2019-01-11,1,73572,3066,8568,0,8568,5,1831,7039,4392,4958,5417,6298,5185,6459,8224,8568,7264,4500,1911,1071,243,12,96,45,5,35,19,0,0,0
2019-01-12,1,71211,2967,10345,0,10345,890,0,0,0,0,890,1819,2042,1581,1441,2181,2205,2095,6840,8980,10345,6828,5435,2356,1791,1562,2680,2800,2572,4768
2019-01-13,1,95182,3966,10236,821,10236,821,4005,2687,1391,821,1024,1203,1705,2144,3012,3401,5545,2702,3833,3994,6234,7431,6211,4029,3759,3832,6238,5558,4187,10236
2019-01-14,1,142839,5952,10145,3331,10145,3331,10145,7062,6958,9963,9225,6280,9766,8248,7012,4087,5326,5735,5057,6790,5561,4142,4460,3901,3875,4151,4319,4029,3331,3416
2019-01-15,1,156622,6526,11039,1387,11039,1387,3556,4053,5057,5892,6517,3261,4806,1459,1387,1925,1658,5413,6758,7741,11039,10572,9918,9467,6887,8802,10543,9137,10011,10763
2019-01-16,1,185177,7716,10705,2007,10705,2007,10705,9299,8570,8268,8064,7495,5763,4942,8448,9163,9093,9028,9304,9132,10229,9687,9712,7863,8817,7904,5043,4108,2007,2533
2019-01-17,1,121576,5066,11537,1039,11537,1039,2772,4450,2938,3515,2419,3044,2455,2407,1039,2042,2241,2774,4559,6678,8802,7427,7950,9225,6807,11537,10211,6089,5547,4648
2019-01-18,1,61693,2571,7969,684,7969,684,7969,5845,6155,6005,4536,2804,1575,1575,2558,2258,2672,1446,1785,2069,1996,1464,907,1154,1113,1336,1296,1272,1219,684
2019-01-19,1,9893,412,2440,0,2440,4,92,125,20,0,0,113,710,819,266,583,543,1270,139,20,4,0,0,4,675,1785,244,2440,0,41
2019-01-20,1,218799,9117,11605,1475,11605,1475,1475,3061,4939,5961,7804,10251,9982,10673,7849,5502,9345,11012,11438,11545,11527,11605,11119,10466,10032,11291,10329,10838,10318,10437
2019-01-21,1,188522,7855,10729,3096,10729,3096,8567,8246,9389,10585,9326,7277,6286,7459,9853,6598,6902,7755,7323,9490,10729,10602,9597,7620,6215,7330,7556,6042,3096,4679
2019-01-22,1,89748,3740,8583,1304,8583,1304,8583,7510,5946,4458,3336,2186,1640,2032,1304,1686,2820,4546,5128,5127,3391,4500,5070,5916,4841,2609,1693,1502,2263,1661
2019-01-23,1,97130,4047,6722,1303,6722,1303,3465,2409,1303,2688,1633,2254,2584,1373,4989,1578,6125,6251,4269,4932,5700,6326,6722,4706,4339,4184,4381,3918,5888,5113
2019-01-24,1,175968,7332,12005,3984,12005,3984,5041,5039,4321,4706,9232,12005,11991,11998,11985,11967,11277,9917,8303,5088,3984,4051,5243,5843,5265,7307,5312,4440,4366,7287
2019-01-25,1,153517,6397,11339,1155,11339,1155,5136,2745,8653,5672,4828,3619,3610,3296,1224,1155,2088,3272,5622,6155,7322,8531,7174,9745,11124,11339,10249,10287,10594,10077
2019-01-26,1,234898,9787,11875,5666,11875,5666,10265,10482,10391,11244,11563,11875,11724,10842,11690,11632,10471,11013,9935,9910,9754,9761,9426,9587,8825,8800,7083,6913,6046,5666
2019-01-27,1,125528,5230,8398,2597,8398,2597,8398,7023,7513,6003,7455,6819,6050,5501,5961,5140,6016,4571,4075,5027,3740,4071,3697,4567,4073,2597,3647,4322,4575,4687
2019-01-28,1,136571,5690,11807,697,11807,697,3855,2099,697,1442,877,1036,1018,1328,1026,2244,1540,4073,5885,7715,10503,9816,11513,11807,10751,10486,9436,9613,10807,7004
2019-01-29,1,62973,2624,8480,0,8480,16,5607,4579,6818,8442,7976,8202,8480,7204,4044,982,398,74,80,19,34,16,18,0,0,0,0,0,0,0
2019-01-30,1,29378,1224,4931,0,4931,140,225,140,654,598,1727,1628,1284,1063,534,209,0,0,0,0,142,285,445,905,1779,2110,1898,4037,4931,4784
2019-01-31,1,176298,7346,11960,1720,11960,1720,4247,4026,4902,2460,2315,1720,3599,2353,3192,5356,6279,7238,10791,11789,11935,11908,11805,11864,11899,11960,10029,8507,6725,9399
2019-02-01,1,176812,7367,11386,1528,11386,1528,9880,9905,9979,9322,7936,6064,7508,10485,11386,10446,9227,8043,9577,10202,10120,9437,7707,4865,2263,1528,4251,1860,1749,3072
2019-02-02,1,64109,2671,6898,141,6898,141,2077,824,141,233,580,1432,615,774,349,697,425,784,2241,5144,5743,6898,5766,3958,5455,5587,4954,2436,2577,4419
2019-02-03,1,181673,7570,11949,1895,11949,1895,5889,4607,2744,8798,6181,3657,6007,5281,8323,8924,9424,9537,8066,1895,6035,10835,11949,10240,9111,5540,9835,9619,9857,9319
2019-02-04,1,152564,6357,9651,942,9651,942,9389,9138,9611,9651,9428,9005,9554,8151,8376,8866,9044,8498,9231,8493,4677,2559,2356,2890,1778,1892,3842,3043,2150,942
2019-02-05,1,7194,300,838,0,838,5,534,795,24,48,347,697,289,97,130,202,174,252,676,634,838,579,565,308,0,0,5,0,0,0
2019-02-06,1,4869,203,1035,0,1035,26,0,0,0,0,59,26,79,138,91,0,38,26,271,184,230,682,648,1035,578,172,0,0,74,538
2019-02-07,1,176921,7372,11974,486,11974,486,951,836,486,1331,3012,2092,3667,1165,2213,4555,10530,11794,10430,10124,10929,11802,11968,11920,11974,10917,11937,11741,10868,9679
2019-02-08,1,165732,6906,10506,2291,10506,2291,8658,5908,6665,9170,9844,9913,9980,9865,9644,7701,7106,5110,8172,10506,8057,4881,7182,5592,2896,4885,4463,2291,3700,3543
2019-02-09,1,220154,9173,11839,5199,11839,5199,5199,6772,9551,5408,5876,8120,5977,5325,6166,11122,10737,10442,11008,11389,11583,10960,10945,11113,9709,8539,9193,11362,11839,11819
2019-02-10,1,114145,4756,9823,673,9823,673,9823,8046,6838,4933,6256,3889,2705,3927,4651,3967,2777,2137,1068,673,1284,2029,3886,4734,4362,4271,6176,8648,8429,8636
2019-02-11,1,210183,8758,11184,4904,11184,4904,9406,9895,9897,10065,8038,11184,10851,10424,10325,10865,8872,8380,9027,9061,10054,10069,8815,8324,7422,6342,6158,5305,6500,4904
2019-02-12,1,83130,3464,9615,0,9615,1,6292,6330,7563,8232,7561,9572,9615,7371,5601,1842,1701,2164,2229,2423,1841,876,254,66,1,0,0,59,749,788
2019-02-13,1,91952,3831,9102,745,9102,745,1097,893,969,745,1063,813,1921,2808,2355,2786,5014,5859,5815,5885,5806,3405,4117,6163,5190,9102,6875,5130,4958,3183
2019-02-14,1,33756,1407,3853,0,3853,36,2727,1676,2828,2961,3853,3314,2453,2400,2413,2240,2371,979,547,594,425,675,616,488,160,36,0,0,0,0
2019-02-15,1,77857,3244,9144,0,9144,36,0,36,0,333,2484,5445,235,1204,1601,531,1178,2872,3701,3208,6007,9144,8225,8137,4404,3553,3949,4633,3918,3059
2019-02-16,1,231493,9646,11926,5465,11926,5465,5755,5465,5933,7391,9049,7900,7505,8176,9272,9770,9549,10879,11502,11612,11520,11926,11805,11492,11732,10406,10645,10753,10749,10707
2019-02-17,1,188884,7870,10904,3621,10904,3621,8381,6198,6055,7298,9223,6792,6154,7187,4801,3621,4145,7040,9234,10599,10904,10742,10699,8713,6950,7227,7604,10244,10431,8642
2019-02-18,1,61586,2566,8860,0,8860,1,8860,7771,7273,7920,7728,5512,4068,3675,2181,1168,282,0,0,0,0,1,0,0,0,571,601,1023,1437,1515
2019-02-19,1,141223,5884,11726,1178,11726,1178,2466,3244,4050,3485,1987,1178,2716,9834,8758,5183,4219,1810,1606,6576,10664,11325,8786,8905,8389,11726,9078,4278,6394,4566
2019-02-20,1,90772,3782,8169,817,8169,817,5480,8169,3692,5611,5023,3511,1514,817,847,966,2417,2438,3168,3727,3782,3208,4148,4421,2823,2979,4928,6350,4920,5833
2019-02-21,1,75430,3143,8275,670,8275,670,6112,4035,3504,2918,4244,5977,6050,8275,6984,3420,3391,2382,1823,1368,1432,2205,1980,1152,670,1307,1612,1682,1415,1492
2019-02-22,1,51942,2164,9217,619,9217,619,1398,715,973,1749,2887,1246,1042,763,619,722,935,1515,1043,1069,1258,954,1044,1961,2132,2827,2944,5195,7734,9217
2019-02-23,1,107323,4472,11898,574,11898,574,9790,9444,10734,11898,11026,10934,9992,8050,6734,4326,1308,672,574,834,1203,715,1038,970,1251,1241,906,1212,1152,1319
2019-02-24,1,30661,1278,3849,31,3849,31,1011,519,597,478,31,388,884,2348,1480,1292,1259,701,810,1125,940,1377,1417,1372,1375,1136,1830,2312,2130,3849
2019-02-25,1,136286,5679,10035,1489,10035,1489,1489,2058,1713,3739,5797,4550,3619,4220,6666,7904,7825,5934,4380,6402,8133,5221,3396,4259,6695,9807,10035,7668,5911,8865
2019-02-26,1,142631,5943,11992,64,11992,64,9311,5055,9587,11257,11809,11989,11992,11611,9335,5935,6846,8691,8401,7986,5350,1809,1805,783,457,64,201,311,491,1555
2019-02-27,1,28812,1201,2109,0,2109,39,1091,1310,761,829,1652,1322,1582,1187,1043,1111,1594,765,1041,502,0,39,1570,2025,2109,1557,915,800,2079,1928
2019-02-28,1,88927,3705,6436,1533,6436,1533,2347,3185,3792,3911,3057,3020,3220,4288,3430,3269,2341,2589,3194,1533,2305,3285,5624,6263,3911,2801,3535,5807,6436,5784
2019-03-01,1,117761,4907,9486,2309,9486,2309,7192,8144,5329,6319,9486,7667,2766,3667,2568,3071,3550,4438,3184,5461,5880,6184,6199,4743,4311,3719,4313,2309,2650,4611
2019-03-02,1,22583,941,3274,0,3274,115,3274,2103,858,451,0,115,434,349,406,470,743,224,223,2340,2645,1872,1335,805,790,380,360,353,744,1309
2019-03-03,1,40129,1672,4190,881,4190,881,1059,930,881,1451,3523,4190,2761,1729,1449,1082,1492,1862,1848,1296,1238,1067,1326,1161,893,1165,1175,2381,1938,2232
2019-03-04,1,133413,5559,9242,1905,9242,1905,1905,1933,2290,3522,4010,3718,5708,5145,4442,2986,3053,6437,7114,5560,7284,7406,9242,7028,6712,7296,8727,8248,7116,6531
2019-03-05,1,43406,1809,8725,0,8725,11,4654,6491,7875,8725,5495,1939,2427,1473,1295,874,586,274,149,0,0,0,11,0,0,0,0,0,238,900
2019-03-06,1,87635,3651,6370,327,6370,327,1350,615,327,1157,1528,1775,3185,4142,3211,3439,3973,4347,5734,6370,6036,4945,3334,4539,4537,4086,4330,4463,4431,5781
2019-03-07,1,205630,8568,11537,5336,11537,5336,5336,8934,7395,7025,6661,7575,5500,5676,7733,7884,9511,10063,9782,10258,11083,11537,11422,10820,8186,9045,8191,8909,9584,7520
2019-03-08,1,56492,2354,8082,0,8082,16,8082,7731,7451,6141,4945,4973,5553,5759,3392,1422,521,0,0,0,0,0,0,0,0,0,16,506,0,0
2019-03-09,1,44268,1845,6899,0,6899,234,0,0,0,0,0,0,0,268,730,1234,4112,5411,3615,3332,3711,1687,817,234,811,1172,1869,2973,5393,6899
2019-03-10,1,160279,6678,9423,4450,9423,4450,8042,8004,6684,5813,4828,5526,4989,6431,7905,9116,8634,9156,9423,9179,8719,7425,5312,4450,4517,4766,4918,4496,4982,6964
2019-03-11,1,95993,4000,9622,468,9622,468,9622,8050,5737,4248,6505,3818,7036,6511,2763,2757,2385,468,909,1756,3491,4210,2843,819,1810,2264,3941,5625,3820,4605
2019-03-12,1,90570,3774,8893,158,8893,158,6883,7342,7749,3287,2249,2260,3054,3236,1054,158,236,667,2522,2027,2930,5035,4699,2985,4612,3093,3862,3651,8086,8893
2019-03-13,1,100087,4170,9460,0,9460,604,8893,8969,8591,9460,7993,6946,3456,1265,1344,3538,4020,4418,4987,0,0,604,7230,5364,3562,1528,1793,1587,2047,2492
2019-03-14,1,100087,4170,9460,0,9460,604,8893,8969,8591,9460,7993,6946,3456,1265,1344,3538,4020,4418,4987,0,0,604,7230,5364,3562,1528,1793,1587,2047,2492
2019-03-15,1,104300,4346,11931,213,11931,213,752,213,585,4590,6690,736,933,1118,869,269,1061,1202,2078,1335,2938,4079,5194,8354,9955,7568,9574,11345,11931,10931
2019-03-16,1,89169,3715,11941,0,11941,55,10902,11941,11847,11285,8833,3740,2412,2464,1705,2722,1385,198,309,829,763,754,55,629,141,0,631,3333,6077,6214
2019-03-17,1,74338,3097,6723,0,6723,1064,6723,4597,3797,1342,2894,3775,3638,2819,1651,1803,2085,2852,3384,3871,2472,0,4402,3812,4375,4258,3820,3237,1667,1064
2019-03-18,1,9882,412,2192,0,2192,4,432,4,0,0,0,0,0,100,416,196,428,1513,2192,1708,1455,1068,66,0,0,0,0,0,0,304
2019-03-19,1,117694,4904,11022,0,11022,122,0,0,0,641,2952,2882,5380,8324,8379,8013,10706,11022,10569,8254,8587,6734,6872,4859,3172,3509,2961,2813,943,122
2019-03-20,1,152708,6363,11982,0,11982,30,401,30,0,184,1325,2457,5707,8631,5792,5736,7576,8921,10513,8110,764,3816,9989,11503,11982,11277,6206,11379,10294,10115
2019-03-21,1,218344,9098,11901,0,11901,807,10224,8811,807,0,2375,10821,10364,9002,9571,11258,11474,10649,10886,10935,11226,11901,10514,11214,10708,8262,9482,8402,8979,10479
2019-03-22,1,261458,10894,11994,6997,11994,6997,10253,11572,11442,11383,11337,11482,11509,10513,10396,11565,11741,11151,10901,10780,9737,10444,11405,11864,9411,6997,9605,11994,11994,11982
2019-03-23,1,220987,9208,11983,3970,11983,3970,11983,11037,11648,9770,6048,7825,10015,11460,10980,10200,10576,8687,6008,3970,5982,8007,7279,7799,10437,9946,9969,11300,11504,8557
2019-03-24,1,70652,2944,6055,489,6055,489,6054,4673,6055,3393,3959,4124,4641,2848,1549,3919,3306,2322,2759,2674,1341,734,489,2763,2823,2203,1034,2965,2417,1607
2019-03-25,1,8310,346,1599,0,1599,21,1599,1487,924,641,208,0,0,0,0,0,0,21,571,943,549,269,0,0,72,306,167,0,367,186
2019-03-26,1,95221,3968,10775,0,10775,188,308,1424,3826,7063,6088,9159,10139,10775,7938,3450,4514,5929,4304,5306,3778,3369,3458,2108,1600,497,188,0,0,0
2019-03-27,1,75573,3149,9955,0,9955,24,0,0,0,24,3739,863,0,615,914,1372,6431,9955,7536,0,0,3125,7594,7294,7446,7668,6979,3893,0,125
2019-03-28,1,11040,460,2797,0,2797,37,0,0,276,2797,2438,799,646,438,1259,1157,450,141,241,251,110,37,0,0,0,0,0,0,0,0
2019-03-29,1,5432,226,1180,0,1180,8,0,247,321,541,384,20,8,190,51,0,100,1180,0,449,244,718,348,433,198,0,0,0,0,0
2019-03-30,1,125119,5213,11262,0,11262,154,0,154,1550,7235,8311,10928,9796,1325,1575,2369,2980,3220,8467,2549,2104,2472,10892,9393,5168,3071,6765,6221,7312,11262
2019-03-31,1,156804,6534,10979,0,10979,528,10310,9479,9715,10205,7950,10258,9970,8707,9905,528,0,0,0,0,0,1553,10730,10967,10979,8136,6297,8329,6650,6136
2019-04-01,1,88857,3702,6831,328,6831,328,6571,6349,6831,6641,5837,5142,4651,4195,4217,4138,3310,3396,3640,3852,3277,2689,2656,3177,1761,328,684,1088,2269,2158
2019-04-02,1,79093,3296,9207,527,9207,527,1749,971,645,527,751,1083,1110,1304,1050,1125,1081,2098,3211,3475,3871,4135,6657,6094,4746,4163,5365,7572,9207,7103
2019-04-03,1,100371,4182,7738,1271,7738,1271,4771,3556,3505,4379,5182,3538,2278,1797,1470,1790,1271,1598,1790,3445,5969,7629,7360,6572,6029,5196,3933,7738,5776,3799
2019-04-04,1,40908,1705,7981,0,7981,4,5640,7981,7333,2379,4654,5695,2429,1715,596,456,439,0,606,50,0,27,4,459,280,0,108,57,0,0
