일자,발전기명,설비용량(MW),위치,방식,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2022-04-07,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,5760,34560,80160,268800,383040,465600,489120,489600,431520,341760,227520,97920,14880,0,0,0,0,0
2022-04-08,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,16800,116160,250080,363840,436800,479040,499680,486720,435360,348000,229440,96000,14400,0,0,0,0,0
2022-04-09,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,16320,110400,234240,343680,424800,475680,480960,461760,415680,337920,222720,95520,13440,0,0,0,0,0
2022-04-10,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,12960,115680,256320,354240,443040,495840,490080,474240,414240,319680,208800,91680,16320,0,0,0,0,0
2022-04-11,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,7200,17760,60960,99360,76800,96960,76320,188160,188160,264960,137280,87840,16800,0,0,0,0,0
2022-04-12,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,19680,108480,228960,367200,326400,476640,481440,458400,412800,331200,216960,88320,13440,0,0,0,0,0
2022-04-13,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,6240,65760,154080,107040,140640,69120,77280,75360,69600,57120,34560,12960,0,0,0,0,0,0
2022-04-14,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,1920,18240,36000,86400,236160,249600,278400,332640,302400,335040,227520,99840,17760,0,0,0,0,0
2022-04-15,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,480,20160,206400,384480,424320,498240,511200,484320,424320,342720,235680,103680,15840,0,0,0,0,0
2022-04-16,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,29760,108480,260640,375360,443040,489120,513120,488640,431520,345600,232800,102720,19680,0,0,0,0,0
2022-04-17,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,32160,145440,279360,389760,470880,515040,522720,503520,444960,359520,242400,96480,22080,0,0,0,0,0
2022-04-18,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,12480,61440,126720,255360,341280,389760,445440,339360,298560,277920,208800,94080,16800,0,0,0,0,0
2022-04-19,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,26400,131520,249600,364800,441120,470880,463680,472800,432000,340320,234240,98880,17760,0,0,0,0,0
2022-04-20,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,29280,136800,262560,364800,439200,480000,494880,477120,423360,344160,226080,105600,19680,0,0,0,0,0
2022-04-21,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,4320,22560,38400,36480,99840,69600,100800,63840,90240,228000,234240,107520,22080,0,0,0,0,0
2022-04-22,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,32160,140160,275040,382560,454080,496320,506400,480960,418560,334080,225600,95040,21600,0,0,0,0,0
2022-04-23,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,17280,79200,122400,155040,238080,239040,360960,313920,269280,277920,112320,47520,11040,0,0,0,0,0
2022-04-24,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,31200,127200,255360,357120,436320,477120,490080,467520,418080,339360,227040,104640,20160,0,0,0,0,0
2022-04-25,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,33600,121920,171360,303360,387840,468480,414720,293280,263520,199200,145440,64800,8640,0,0,0,0,0
2022-04-26,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,480,6240,17760,39360,36960,26400,52800,48960,45120,16320,15840,27840,7680,0,0,0,0,0
2022-04-27,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,24960,97440,241920,374880,429600,463200,487200,445440,418560,304320,194880,122880,31680,0,0,0,0,0
2022-04-28,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,480,35040,134880,257280,368160,444000,485280,504960,382080,321120,239520,148800,88320,16800,0,0,0,0,0
2022-04-29,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,1440,16800,20640,36000,148800,567840,252960,191520,95520,56160,32640,12480,4320,0,0,0,0,0
2022-04-30,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,21120,72960,158880,175680,258720,290880,442080,386400,273120,163680,91680,116160,25440,0,0,0,0,0
2022-05-01,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,480,51360,179520,308640,420000,490560,539520,540480,511200,460320,385920,270240,131520,27840,0,0,0,0,0
2022-05-02,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,480,47520,168480,300000,409440,475680,518400,523200,404640,372480,271200,124800,83520,39360,0,0,0,0,0
2022-05-03,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,960,50880,170880,302880,408960,482400,514560,534240,508320,457440,373920,258720,124800,27360,480,0,0,0,0
2022-05-04,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,960,54720,181920,316320,414240,479520,517920,528000,508800,453120,368640,254400,122400,29280,480,0,0,0,0
2022-05-05,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,1440,51840,175680,306240,410400,475200,515520,527040,507840,458400,377280,263520,128160,28800,480,0,0,0,0
2022-05-06,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,960,49440,167520,292800,386400,450240,494880,508800,489600,438240,357120,242400,117600,28800,0,0,0,0,0
2022-05-07,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,960,51840,163680,278880,366720,464160,507840,512160,487200,420000,346080,236160,115200,29280,0,0,0,0,0
2022-05-08,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,960,48960,130560,190560,318720,464160,501120,466080,482880,390720,295200,150240,95040,24000,960,0,0,0,0
2022-05-09,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,3840,17760,60000,187200,481440,399360,502560,476640,296640,210720,211680,121920,33600,480,0,0,0,0
2022-05-10,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,1440,36480,91680,190080,205920,334080,422400,480000,421440,412320,291360,94560,35040,13440,0,0,0,0,0
2022-05-11,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,4800,100800,285120,343200,317280,439200,202560,202080,104640,108480,77280,32640,7680,0,0,0,0,0
2022-05-12,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,29760,74400,131520,217920,210240,283200,288000,316800,241920,215040,120960,56160,21600,0,0,0,0,0
2022-05-13,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,12000,24000,39360,57120,67200,48000,45120,85920,73920,13920,18720,13920,10080,960,0,0,0,0
2022-05-14,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,2880,61440,182880,300000,404160,475200,536640,539520,516480,449760,249600,186720,80640,23040,480,0,0,0,0
2022-05-15,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,2400,51360,132480,266400,333600,394560,519360,532320,499200,449280,363840,272160,139200,46080,2880,0,0,0,0
2022-05-16,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,1920,48480,170880,306240,411360,484800,509760,519840,504480,452640,364800,259200,123360,34080,1440,0,0,0,0
2022-05-17,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,3360,62400,182400,302400,393600,442080,497760,500640,486240,317760,233280,147360,123840,40320,1920,0,0,0,0
2022-05-18,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,2880,55680,165600,281760,372000,438720,478080,481920,463680,415200,345600,242880,128160,35520,960,0,0,0,0
2022-05-19,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,2400,35520,73920,147840,216000,283200,355680,355680,297120,260640,206880,161760,92640,40320,480,0,0,0,0
2022-05-20,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,18240,68160,94560,169440,268320,305760,269280,231360,253440,245760,154080,112320,36480,1440,0,0,0,0
2022-05-21,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,4320,61920,174720,288480,380160,424320,441120,482880,478080,437760,375360,252480,128160,34560,1440,0,0,0,0
2022-05-22,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,2400,52320,166560,280800,379200,449760,488160,500160,475200,421920,342720,239040,122400,35520,1440,0,0,0,0
2022-05-23,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,2880,53280,159840,268320,332160,404160,441600,380640,438720,363840,291840,140160,76320,29760,1920,0,0,0,0
2022-05-24,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,3360,55200,152160,265920,349920,416640,449280,467520,447840,399360,320160,215040,120960,40800,2880,0,0,0,0
2022-05-25,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,3840,59520,155040,264000,356160,404160,434880,464160,455040,407520,312000,206400,110880,39840,1440,0,0,0,0
2022-05-26,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,2400,48960,135840,213600,250080,404640,499200,521280,464160,456960,376320,234240,137760,47040,2400,0,0,0,0
2022-05-27,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,4320,65760,182400,298080,390240,449760,488160,491040,476640,427680,343680,259200,135840,36960,1920,0,0,0,0
2022-05-28,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,7200,65280,124320,193440,298080,301920,346080,363360,375840,336480,289920,201120,125760,30720,1920,0,0,0,0
2022-05-29,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,7200,73440,164160,289920,356160,445440,485760,479040,485280,431040,345120,210720,96960,24480,960,0,0,0,0
2022-05-30,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,9120,60480,96960,161280,211680,297120,230400,266880,215040,176160,72000,71040,36480,960,0,0,0,0
2022-05-31,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,6240,69600,192960,310080,402720,461760,501120,492960,487200,442560,365280,257760,137280,41760,1440,0,0,0,0
2022-06-01,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,960,32640,122880,255840,299520,388800,453120,443520,442560,393600,366720,273120,150240,48480,3360,0,0,0,0
2022-06-02,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,5280,68160,180480,293280,384480,452640,484800,491520,475200,432000,355680,252960,134880,41280,2400,0,0,0,0
2022-06-03,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,5280,61920,167040,268320,354240,429120,471360,475680,466560,416160,341760,238080,125280,30720,2880,0,0,0,0
2022-06-04,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,7680,63840,148320,271680,358080,447360,425760,439680,367200,239520,200640,216000,127200,38880,960,0,0,0,0
2022-06-05,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,4320,5760,11040,110880,127680,71520,42720,29760,22080,26400,5760,7200,1920,0,0,0,0,0
2022-06-06,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,6720,53760,193440,180000,126720,172800,227040,295200,489120,479520,395040,289440,159360,50880,3840,0,0,0,0
2022-06-07,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,25920,105120,285120,143040,86880,244320,257760,345600,199200,52320,34080,15840,2880,0,0,0,0,0
2022-06-08,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,480,7680,35040,67680,101760,157920,249120,306720,206400,60480,226560,240000,163200,55680,4800,0,0,0,0
2022-06-09,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,3360,45120,100320,203520,365760,455040,474720,479520,432000,347040,332160,223200,122880,44640,4800,0,0,0,0
2022-06-10,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,6240,76320,165120,293760,387360,448320,397920,317760,314400,266880,200640,112320,86400,51360,1920,0,0,0,0
2022-06-11,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,1920,29760,72960,139200,304320,466080,342720,344640,290400,354240,366240,222720,78240,48960,4800,0,0,0,0
2022-06-12,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,5280,68640,187680,308640,404640,421440,426720,359040,277440,384480,318720,151680,84480,24480,2400,0,0,0,0
2022-06-13,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,960,27840,71520,60000,86400,170880,215040,275520,128160,94080,180480,48000,48960,38400,4320,0,0,0,0
2022-06-14,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,480,17760,69120,101760,109440,148800,184800,233280,201120,168000,150720,103680,72000,21600,1440,0,0,0,0
2022-06-15,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,9120,79680,118560,116640,257760,355680,285120,372480,447360,305760,246720,156480,46560,3840,0,0,0,0
2022-06-16,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,3360,62400,176640,305760,418560,356640,374400,424800,471360,427200,324000,111360,101760,48480,2880,0,0,0,0
2022-06-17,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,2400,67200,123840,267360,366720,362400,206400,488640,434400,383040,276480,206880,67200,37920,4320,0,0,0,0
2022-06-18,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,7200,38880,132960,258240,369120,451680,463680,479040,467040,431040,362880,262080,144000,48000,4800,0,0,0,0
2022-06-19,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,31680,146400,261600,347520,400800,420960,477600,468000,432000,364800,267840,152160,42240,4320,0,0,0,0
2022-06-20,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,44640,137760,90240,221760,360960,435840,427200,392640,309120,286560,221280,147840,69120,7680,0,0,0,0
2022-06-21,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,960,37920,128640,267840,389280,422880,464160,453600,450240,420000,349920,230880,32160,8640,1920,0,0,0,0
2022-06-22,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,4320,57120,158400,256320,350880,419040,454560,456000,450240,420000,354720,250080,126240,70560,4800,0,0,0,0
2022-06-23,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,2400,12960,20640,35520,93600,180960,321120,162720,95520,59040,36000,58080,8160,0,0,0,0,0
2022-06-24,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,960,6720,21600,96960,380160,328800,219360,203040,248640,305760,220800,132480,52320,6240,0,0,0,0
2022-06-25,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,4800,30240,69600,89760,227040,289440,183360,357120,359520,154080,144000,89280,65760,46560,5760,0,0,0,0
2022-06-26,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,3840,29760,74880,161760,150240,127680,106080,223200,169920,118080,136800,157440,44640,1920,0,0,0,0
2022-06-27,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,2880,28800,35040,44640,54720,70560,149760,150240,148800,69120,31680,7680,0,0,0,0,0,0
2022-06-28,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,10560,47040,109920,97440,129600,196800,122400,193920,204480,42240,22080,13440,2880,0,0,0,0,0
2022-06-29,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,19680,44640,61440,189120,271680,307200,264000,146880,138720,57120,81120,42240,12000,2400,0,0,0,0
2022-06-30,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,1440,30720,150240,266400,358560,359040,381120,381600,387360,379680,310080,284640,132000,47040,5280,0,0,0,0
2022-07-01,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,1440,36000,148800,297600,349440,452640,494400,497280,485760,450720,375360,277440,159840,48960,3360,0,0,0,0
2022-07-02,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,3360,57600,169440,286080,373440,398400,447360,483840,456000,473280,367200,281280,162240,47520,1920,0,0,0,0
2022-07-03,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,2400,40320,102240,182400,263040,360000,384480,368640,458880,417120,329760,160320,67680,24480,2400,0,0,0,0
2022-07-04,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,30720,84960,181920,141120,105120,279840,366720,341760,354240,353760,267840,128640,51840,4800,0,0,0,0
2022-07-05,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,480,44160,99840,243840,295680,448320,427200,453120,405120,367680,339840,123840,48960,20160,1440,0,0,0,0
2022-07-06,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,18720,84000,232320,276480,348960,365280,480960,427200,432480,279360,220320,91680,34560,2400,0,0,0,0
2022-07-07,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,2400,43680,117120,288960,356160,430560,456480,511200,461280,222240,129600,168960,41760,12480,6240,0,0,0,0
2022-07-08,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,0,0,61440,130080,261600,318240,192000,148320,144960,75840,127680,124320,60000,6720,0,0,0,0
2022-07-09,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,2880,58080,172320,288960,379200,445440,487200,501600,428160,444960,362400,228480,159360,49920,4320,0,0,0,0
2022-07-10,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,2400,47040,144000,208800,353280,366240,282240,429120,460320,358560,332640,242880,132480,41280,3840,0,0,0,0
2022-07-11,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,0,8640,5760,23520,36000,177120,258720,352320,418560,373920,228000,74880,40320,480,0,0,0,0
2022-07-12,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,480,480,4320,23040,92640,141120,146880,319200,164640,227040,130080,118560,55200,19680,480,0,0,0,0
2022-07-13,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,13920,70560,146400,131040,130560,116160,98400,105120,42720,29280,28800,23520,12480,2400,0,0,0,0
2022-07-14,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,0,70560,203520,294720,255840,315360,285600,452160,440160,396960,290880,153120,45600,3360,0,0,0,0
2022-07-15,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,2880,55680,165120,285600,383040,450720,486240,454560,383520,286560,162720,185280,112320,39360,3360,0,0,0,0
2022-07-16,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,3840,44640,155040,253440,366240,354240,430080,442080,363360,293280,283680,182400,85440,33120,1440,0,0,0,0
2022-07-17,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,1440,6720,32160,148800,350400,459360,256800,221280,253920,200640,157920,49920,28320,23040,1440,0,0,0,0
2022-07-18,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,4320,5280,5280,40800,34080,57600,40320,42240,52800,28320,19200,20640,2880,0,0,0,0,0
2022-07-19,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,960,61920,175200,298560,356160,432000,424800,510240,469440,396480,327360,254400,148320,31200,5760,0,0,0,0
2022-07-20,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,1440,53280,165120,232320,339360,386400,387360,415680,390240,417600,324000,263520,113280,21600,0,0,0,0,0
2022-07-21,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,960,38880,173760,359520,493440,494880,224160,203040,349920,176640,144000,116160,41760,4320,0,0,0,0
2022-07-22,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,1440,48960,161760,293280,352320,461760,301440,451680,468480,404640,125760,205920,110400,34080,1920,0,0,0,0
2022-07-23,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,15840,65280,192960,312000,312000,261600,407520,178080,145440,148800,84000,51840,24480,0,0,0,0,0
2022-07-24,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,24000,150720,206880,120960,132960,284160,220320,297120,169920,202080,146400,96480,24960,480,0,0,0,0
2022-07-25,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,35040,128160,161760,265440,353280,441120,339840,388800,406080,356640,256320,139680,32640,2880,0,0,0,0
2022-07-26,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,5280,18240,46560,66720,119040,185280,467040,430080,428160,362880,267840,144960,39840,480,0,0,0,0
2022-07-27,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,23040,67200,94560,178560,333120,488640,493920,471840,394560,324960,247200,117600,36000,2400,0,0,0,0
2022-07-28,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,16320,131520,241920,283680,252480,357120,504000,437280,319680,302400,265920,113760,14880,0,0,0,0,0
2022-07-29,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,36480,136320,165600,311520,336000,420480,514080,452160,397440,364320,265440,146880,38400,960,0,0,0,0
2022-07-30,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,480,20160,34080,78240,152160,118560,59040,74880,144000,134400,96960,66720,65280,21600,2880,0,0,0,0
2022-07-31,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,480,22560,46560,40320,5280,8640,24480,27840,81600,48480,25920,7680,7200,0,0,0,0,0
2022-08-01,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,480,40800,66240,72000,72000,106080,85920,79200,48960,55200,18720,43680,9120,0,0,0,0,0
2022-08-02,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,0,22080,29280,23040,107520,52320,288000,439680,245760,148800,238560,88320,6720,0,0,0,0,0
2022-08-03,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,31680,143520,158880,274560,172320,186720,70080,247200,157920,145920,204960,117120,32640,960,0,0,0,0
2022-08-04,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,25920,186240,261600,329760,407520,240480,421440,247200,394080,240480,202560,67200,37440,960,0,0,0,0
2022-08-05,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,9120,126240,208320,248160,148320,284640,213120,388800,252000,210720,211200,150240,48000,1920,0,0,0,0
2022-08-06,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,24960,110400,244800,292320,275040,430560,435360,383520,367680,293760,245280,123360,33600,2400,0,0,0,0
2022-08-07,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,25440,112320,239040,307200,412800,460800,469440,460320,411360,235200,106080,40320,23520,1920,0,0,0,0
2022-08-08,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,20160,92640,165600,185280,204000,321600,414240,447360,388320,209760,144480,86400,28320,480,0,0,0,0
2022-08-09,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,12000,72000,155520,288960,327360,314400,307680,309600,324000,173280,128160,99840,25920,0,0,0,0,0
2022-08-10,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,12480,59520,100320,143040,180480,246240,432480,236160,156960,150720,98880,55680,10080,0,0,0,0,0
2022-08-11,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,9120,48480,88320,58080,52320,58560,80640,116160,84000,61440,44160,23520,9120,0,0,0,0,0
2022-08-12,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,13440,57600,118560,251520,234240,297600,128640,164160,358560,247680,140160,89760,40320,480,0,0,0,0
2022-08-13,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,31680,132480,193440,335040,328800,413760,420480,339360,249120,191520,116640,57600,13440,0,0,0,0,0
2022-08-14,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,20640,109440,179520,357600,400800,426720,431040,434880,389760,337440,226080,89280,27360,0,0,0,0,0
2022-08-15,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,28320,96480,125760,259200,386400,263040,239520,448320,347520,290400,220800,97440,28320,480,0,0,0,0
2022-08-16,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,960,19200,12000,39840,24000,97920,36960,123360,66720,58080,78240,11040,2880,0,0,0,0,0
2022-08-17,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,1440,29280,125760,181920,57600,51360,67200,126240,142080,226560,201600,115680,27840,0,0,0,0,0
2022-08-18,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,34560,132000,240480,348000,430560,468480,485280,467520,421440,354720,212640,145920,28320,0,0,0,0,0
2022-08-19,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,10080,85440,121920,207840,275040,243360,473280,358080,352320,169920,147840,67680,16800,0,0,0,0,0
2022-08-20,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,9120,20160,36000,40800,62400,26400,65280,201600,155520,116640,87840,41280,16800,0,0,0,0,0
2022-08-21,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,12480,64320,92160,207360,315840,269760,412800,442560,404640,312480,204480,111840,13920,0,0,0,0,0
2022-08-22,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,22560,123840,236160,332160,400800,453120,450720,452640,419520,327840,214080,93600,12000,0,0,0,0,0
2022-08-23,광양항어울림태양광,0.6,전남 광양시 항만2로 137,방전,0,0,0,0,0,0,17760,25440,58080,146880,199200,288480,247200,214560,149280,61920,58080,61920,8160,0,0,0,0,0
