일자,발전기명,설비용량(MW),위치,방식,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2023-04-19,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,3456,60000,239616,449376,604320,701568,742944,743136,700032,606720,461376,246048,48384,0,0,0,0,0
2023-04-20,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,0,192,66720,126336,141792,329472,702240,670944,299808,191712,106656,22656,0,0,0,0,0,0
2023-04-21,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,0,53568,223104,292320,317952,403776,519072,649248,411360,0,0,0,0,0,0,0,0,0
2023-04-22,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-23,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-24,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,0,0,0,12576,273888,474912,448896,524736,628128,492000,254208,201696,64032,0,0,0,0,0
2023-04-25,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,96,13920,99360,101280,170496,281856,237312,214944,319104,213504,89376,36576,13248,0,0,0,0,0
2023-04-26,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,480,68736,185376,311424,309792,214176,208032,252192,592608,429408,416928,289152,73056,0,0,0,0,0
2023-04-27,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,2976,78912,243456,430944,581856,662016,729408,747840,702528,609216,443328,247488,59424,0,0,0,0,0
2023-04-28,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,0,39936,255648,456096,587904,649632,630240,639648,209568,32352,0,0,0,0,0,0,0,0
2023-04-29,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-30,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-01,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-02,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,0,0,0,0,481920,565632,656448,572064,598176,433632,352800,168672,31392,0,0,0,0,0
2023-05-03,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,960,42048,238176,436320,564384,646464,692832,680832,468288,411456,236928,110688,14208,0,0,0,0,0
2023-05-04,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,6816,88416,99360,201984,483072,609696,617760,671520,271776,11424,0,0,0,0,0,0,0,0
2023-05-05,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-06,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-07,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-08,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,0,0,0,0,312288,617664,678912,665664,602208,527424,444480,264192,76992,0,0,0,0,0
2023-05-09,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,9504,73920,250656,439872,580896,666528,691392,652992,632256,528864,350304,264096,74784,0,0,0,0,0
2023-05-10,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,10944,86016,211872,343392,416832,510528,675648,679584,684192,588192,450528,275904,77856,96,0,0,0,0
2023-05-11,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,24000,69600,237408,420288,557184,649728,690432,684768,635808,559104,425472,261120,73152,0,0,0,0,0
2023-05-12,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,19392,100128,213408,276768,392064,454176,596064,630720,499296,166272,0,0,0,0,0,0,0,0
2023-05-13,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-14,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-15,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,0,0,0,0,494208,626592,663936,664800,632832,531744,300768,239904,70848,0,0,0,0,0
2023-05-16,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,10752,72864,231552,412416,551616,635232,688608,689856,643872,555072,422496,253248,76032,0,0,0,0,0
2023-05-17,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,19680,61824,240768,424992,569856,636768,674400,695904,647040,579744,409728,208704,79968,0,0,0,0,0
2023-05-18,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,288,33120,98592,72384,141216,83808,218304,241152,559488,501216,228672,94848,40512,0,0,0,0,0
2023-05-19,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,192,57696,225408,424128,558048,649056,696288,693696,365760,0,0,0,0,0,0,0,0,0
2023-05-20,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-21,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-22,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,0,0,0,0,148224,472320,699168,689952,637920,537984,389184,220128,68352,96,0,0,0,0
2023-05-23,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,8448,66816,217728,420576,546528,641568,692064,701376,661920,583488,459840,286656,93024,192,0,0,0,0
2023-05-24,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,96,40608,120384,205920,290784,360576,446016,450336,481056,472416,261120,246336,243456,88128,0,0,0,0,0
2023-05-25,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,15840,58848,232512,422976,557568,645792,681888,663072,602016,569376,388992,194016,29856,96,0,0,0,0
2023-05-26,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,19488,84384,230304,389568,505056,632448,515712,585792,507744,0,0,0,0,0,0,0,0,0
2023-05-27,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-28,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-29,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-30,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,0,0,0,10272,511296,471168,401856,389376,349344,321696,97344,76896,2112,0,0,0,0,0
2023-05-31,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,1248,83424,144672,126336,263520,604320,622176,486912,596736,560544,441216,254016,75648,192,0,0,0,0
2023-06-01,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,16416,102048,176928,206304,367104,395040,402048,269856,106752,482592,409728,244128,59328,0,0,0,0,0
2023-06-02,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,11808,94944,79776,108000,167136,226944,328608,627552,620448,584832,426912,248544,82080,2688,0,0,0,0
2023-06-03,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,0,30528,225504,417792,561408,650592,698304,706272,683808,596448,451296,267648,77472,96,0,0,0,0
2023-06-04,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,8352,71136,215328,414432,550464,629088,267264,296544,504000,569472,417792,255552,90240,192,0,0,0,0
2023-06-05,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,27360,89184,220512,372960,334848,398016,546912,522528,692544,574272,363936,281568,92640,192,0,0,0,0
2023-06-06,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,1728,38112,97440,238080,487968,496128,536736,660096,653472,580320,439200,266304,94080,1440,0,0,0,0
2023-06-07,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,34944,102432,212928,350976,305088,316608,435744,515904,469920,271392,195840,171648,56640,192,0,0,0,0
2023-06-08,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,384,30624,100224,117888,115104,179424,245568,93120,183744,286464,273792,178560,81408,1824,0,0,0,0
2023-06-09,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,0,72192,248352,423552,549984,650112,438336,438912,628224,528288,361824,258048,58368,192,0,0,0,0
2023-06-10,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,2496,68928,214272,344256,457728,533088,339552,280800,160896,119424,201792,244320,37344,288,0,0,0,0
2023-06-11,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,30816,110400,225888,188160,452352,506112,456480,562080,646368,564576,442848,278784,103776,1728,0,0,0,0
2023-06-12,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,9216,77856,214656,396288,477888,432096,592320,609408,411264,207936,109248,12000,1824,0,0,0,0,0
2023-06-13,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,6144,58752,191136,408672,553440,652992,685536,699552,571008,538848,445920,271296,98976,4224,0,0,0,0
2023-06-14,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,288,40512,92256,256032,501792,638304,678816,696192,667392,594336,465600,296160,108960,1728,0,0,0,0
2023-06-15,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,38112,81216,178752,339648,383520,598752,665472,675072,657120,586176,462432,290112,108096,2592,0,0,0,0
2023-06-16,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,192,53184,198336,386688,532320,624480,675072,682080,649920,575040,449568,285696,109920,3360,0,0,0,0
2023-06-17,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,192,47424,224256,382560,540288,601344,648864,654432,547200,461664,251520,138336,44832,96,0,0,0,0
2023-06-18,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,50112,126528,238272,381216,511872,623136,672192,684960,653664,561792,440256,271968,100224,2304,0,0,0,0
2023-06-19,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,8448,61344,206496,381120,491808,553248,613248,602688,412128,516288,346080,139392,66624,96,0,0,0,0
2023-06-20,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,7872,98976,103104,150432,171840,25632,66336,138432,72672,92256,81696,70368,14880,288,0,0,0,0
2023-06-21,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,0,4512,52320,67968,78144,82464,109536,155520,500448,532512,352992,76416,91296,0,0,0,0,0
2023-06-22,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,9216,58272,202368,405504,541248,638688,692064,701760,672192,587808,449280,264576,109344,6912,0,0,0,0
2023-06-23,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,2976,64032,196704,282912,510144,617664,667104,671712,653280,581184,455808,274752,106080,4224,0,0,0,0
2023-06-24,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,23328,86688,209472,378720,504960,594720,642144,652032,615648,541152,425664,266016,102240,4416,0,0,0,0
2023-06-25,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,24096,71520,201408,318528,477408,480096,475296,578784,380160,529632,225504,198720,56832,3552,0,0,0,0
2023-06-26,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,96,1632,77664,143712,103968,121056,171168,35232,119904,187968,146208,7200,0,0,0,0,0,0
2023-06-27,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,29472,54336,193632,387744,532896,615648,665664,670176,635424,556608,430176,270720,94272,7296,0,0,0,0
2023-06-28,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,27168,82272,147936,58176,123360,251136,444864,318048,230880,76512,29760,576,0,0,0,0,0,0
2023-06-29,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,0,0,0,0,28608,61920,49728,480,9504,19872,50784,20640,96,0,0,0,0,0
2023-06-30,당진태양광,1,충청남도 당진시 석문면 교로리 30,방전,0,0,0,0,0,0,0,0,91296,295392,433536,286080,416544,295776,303840,562560,376224,281088,115104,6720,0,0,0,0
2021-01-01,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,50400,280800,655200,969600,979200,678000,430800,177600,87600,1200,0,0,0,0,0,0
2021-01-02,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,141600,549600,865200,1022400,1063200,1010400,858000,598800,248400,8400,0,0,0,0,0,0
2021-01-03,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,128400,513600,798000,914400,943200,504000,298800,159600,72000,1200,0,0,0,0,0,0
2021-01-04,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,81600,313200,532800,686400,564000,396000,246000,116400,34800,0,0,0,0,0,0,0
2021-01-05,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,115200,519600,825600,997200,1065600,1023600,843600,480000,302400,16800,0,0,0,0,0,0
2021-01-06,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,153600,561600,865200,1046400,1101600,1039200,876000,610800,254400,9600,0,0,0,0,0,0
2021-01-07,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,19200,86400,142800,193200,222000,229200,200400,144000,62400,2400,0,0,0,0,0,0
2021-01-08,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,52800,201600,351600,488400,574800,614400,544800,396000,180000,10800,0,0,0,0,0,0
2021-01-09,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,91200,326400,458400,598800,643200,724800,714000,541200,243600,15600,0,0,0,0,0,0
2021-01-10,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,130800,475200,738000,896400,978000,951600,768000,406800,130800,7200,0,0,0,0,0,0
2021-01-11,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,33600,115200,184800,230400,259200,399600,318000,186000,63600,4800,0,0,0,0,0,0
2021-01-12,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,111600,463200,728400,837600,642000,604800,183600,61200,2400,0,0,0,0,0,0,0
2021-01-13,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,8400,69600,558000,848400,848400,783600,644400,415200,123600,7200,0,0,0,0,0,0
2021-01-14,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,130800,487200,729600,865200,913200,872400,750000,517200,214800,13200,0,0,0,0,0,0
2021-01-15,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,1200,88800,166800,322800,144000,199200,214800,61200,43200,1200,0,0,0,0,0,0
2021-01-16,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,32400,336000,469200,906000,1035600,1045200,942000,692400,332400,27600,0,0,0,0,0,0
2021-01-17,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,181200,628800,916800,1051200,1094400,890400,505200,260400,144000,32400,0,0,0,0,0,0
2021-01-18,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,0,0,10800,1200,74400,325200,262800,495600,358800,42000,0,0,0,0,0,0
2021-01-19,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,174000,609600,897600,1050000,1096800,1060800,895200,644400,312000,33600,0,0,0,0,0,0
2021-01-20,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,145200,532800,816000,998400,1063200,1021200,848400,586800,268800,38400,0,0,0,0,0,0
2021-01-21,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,84000,166800,234000,391200,219600,76800,78000,48000,15600,0,0,0,0,0,0,0
2021-01-22,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,46800,124800,158400,177600,144000,99600,105600,86400,30000,0,0,0,0,0,0,0
2021-01-23,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,127200,307200,643200,519600,475200,523200,488400,156000,45600,1200,0,0,0,0,0,0
2021-01-24,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,183600,604800,891600,1033200,1075200,1018800,897600,650400,162000,46800,0,0,0,0,0,0
2021-01-25,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,80400,474000,574800,774000,858000,985200,885600,668400,351600,24000,0,0,0,0,0,0
2021-01-26,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,3600,33600,54000,124800,182400,98400,106800,36000,18000,1200,0,0,0,0,0,0
2021-01-27,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,156000,384000,918000,986400,1134000,1058400,896400,453600,241200,36000,0,0,0,0,0,0
2021-01-28,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,109200,129600,20400,13200,212400,710400,669600,694800,250800,10800,0,0,0,0,0,0
2021-01-29,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,249600,704400,992400,1168800,1222800,1173600,1042800,788400,438000,79200,0,0,0,0,0,0
2021-01-30,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,22800,87600,220800,423600,824400,1020000,944400,747600,387600,76800,0,0,0,0,0,0
2021-01-31,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,186000,561600,782400,958800,1028400,985200,865200,576000,158400,19200,0,0,0,0,0,0
2021-02-01,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,28800,153600,284400,336000,489600,447600,241200,15600,87600,12000,0,0,0,0,0,0
2021-02-02,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,4800,260400,723600,1003200,1176000,1240800,1201200,429600,781200,406800,81600,0,0,0,0,0,0
2021-02-03,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,102000,452400,967200,1112400,1170000,1119600,850800,500400,181200,61200,0,0,0,0,0,0
2021-02-04,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,0,4800,18000,32400,61200,138000,331200,566400,406800,85200,0,0,0,0,0,0
2021-02-05,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,146400,331200,441600,706800,888000,787200,583200,422400,160800,37200,0,0,0,0,0,0
2021-02-06,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,38400,178800,228000,442800,400800,576000,363600,187200,104400,34800,0,0,0,0,0,0
2021-02-07,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,62400,132000,135600,231600,828000,951600,829200,666000,367200,81600,0,0,0,0,0,0
2021-02-08,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,2400,292800,736800,1015200,1173600,1255200,1218000,1080000,835200,501600,130800,0,0,0,0,0,0
2021-02-09,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,4800,295200,714000,963600,1113600,1176000,1165200,1030800,794400,463200,120000,0,0,0,0,0,0
2021-02-10,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,69600,202800,531600,398400,386400,303600,246000,220800,163200,63600,0,0,0,0,0,0
2021-02-11,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,100800,430800,734400,884400,928800,879600,838800,486000,220800,44400,0,0,0,0,0,0
2021-02-12,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,189600,548400,771600,991200,1044000,1005600,856800,608400,385200,85200,0,0,0,0,0,0
2021-02-13,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,4800,216000,555600,834000,998400,1066800,1012800,871200,666000,363600,76800,0,0,0,0,0,0
2021-02-14,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,73200,247200,638400,548400,424800,241200,224400,200400,106800,24000,0,0,0,0,0,0
2021-02-15,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,1200,13200,266400,1135200,790800,1167600,1122000,849600,535200,147600,1200,0,0,0,0,0
2021-02-16,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,7200,139200,372000,518400,531600,230400,27600,3600,26400,20400,2400,0,0,0,0,0,0
2021-02-17,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,7200,163200,369600,610800,818400,1057200,1132800,1034400,807600,488400,121200,0,0,0,0,0,0
2021-02-18,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,18000,322800,708000,978000,1161600,1245600,1219200,1089600,848400,518400,151200,1200,0,0,0,0,0
2021-02-19,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,21600,346800,732000,976800,1117200,1171200,1116000,991200,744000,428400,111600,1200,0,0,0,0,0
2021-02-20,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,3600,80400,198000,577200,1030800,1075200,1060800,961200,763200,482400,154800,1200,0,0,0,0,0
2021-02-21,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,14400,264000,612000,849600,994800,1065600,1050000,927600,726000,439200,132000,1200,0,0,0,0,0
2021-02-22,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,7200,228000,288000,261600,752400,945600,1021200,871200,748800,446400,176400,3600,0,0,0,0,0
2021-02-23,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,31200,391200,766800,1029600,1126800,1123200,1149600,1052400,812400,477600,141600,2400,0,0,0,0,0
2021-02-24,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,16800,303600,568800,675600,967200,855600,1020000,1027200,733200,300000,103200,1200,0,0,0,0,0
2021-02-25,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,6000,98400,220800,264000,338400,340800,230400,229200,168000,74400,39600,0,0,0,0,0,0
2021-02-26,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,25200,399600,770400,999600,1137600,1180800,1137600,958800,758400,357600,82800,1200,0,0,0,0,0
2021-02-27,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,40800,415200,769200,1006800,1160400,1196400,1134000,1006800,818400,446400,136800,3600,0,0,0,0,0
2021-02-28,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,25200,373200,474000,249600,314400,493200,483600,134400,264000,132000,34800,0,0,0,0,0,0
2021-03-01,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,0,7200,22800,40800,74400,69600,64800,51600,27600,13200,0,0,0,0,0,0,0
2021-03-02,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,2400,110400,386400,624000,786000,577200,624000,550800,393600,519600,218400,7200,0,0,0,0,0
2021-03-03,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,50400,396000,693600,949200,1039200,1024800,795600,710400,692400,424800,130800,4800,0,0,0,0,0
2021-03-04,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,18000,178800,278400,406800,504000,447600,433200,699600,433200,259200,85200,7200,0,0,0,0,0
2021-03-05,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,60000,416400,762000,984000,1102800,1161600,1141200,1021200,811200,510000,164400,9600,0,0,0,0,0
2021-03-06,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,6000,175200,470400,685200,999600,685200,326400,484800,414000,270000,92400,2400,0,0,0,0,0
2021-03-07,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,32400,280800,496800,543600,902400,968400,852000,675600,631200,438000,166800,7200,0,0,0,0,0
2021-03-08,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,20400,120000,279600,841200,1164000,1192800,1136400,1029600,814800,499200,158400,6000,0,0,0,0,0
2021-03-09,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,66000,285600,550800,862800,985200,1033200,990000,835200,666000,369600,128400,7200,0,0,0,0,0
2021-03-10,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,66000,372000,716400,978000,1126800,1171200,1128000,999600,774000,469200,165600,9600,0,0,0,0,0
2021-03-11,수원환경사업소태양광,1.5,경기도 화성시 태안로 263,방전,0,0,0,0,0,0,0,60000,264000,544800,818400,1015200,1111200,1051200,970800,675600,355200,108000,3600,0,0,0,0,0
