날짜,설비용량(MW),경도,위도,발전기명,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시,합계
2023-07-31,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"9,408","38,448","97,680","207,312","285,120","391,056","379,536","403,632","383,808","253,680","154,560","130,560","36,816",48,0,0,0,0,"2,771,664 "
2023-08-01,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"15,360","56,160","167,328","219,744","304,944","404,928","447,648","456,000","411,552","364,176","262,320","171,600","52,368",48,0,0,0,0,"3,334,176 "
2023-08-02,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"11,328","53,760","145,680","263,808","352,992","255,888",,,,,,"30,144","66,288","1,440",0,0,0,0,"1,181,328 "
2023-08-03,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"8,400","44,592","147,792","271,296","362,352","419,856","444,192","383,712","452,688","374,688","324,048","167,904","40,368","2,688",0,0,0,0,"3,444,576 "
2023-08-04,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"5,280","42,816","141,024","267,456","353,904","410,112","459,312","464,160","438,240","381,024","302,160","186,624","56,832",720,0,0,0,0,"3,509,664 "
2023-08-05,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"6,720","45,552","147,072","267,168","361,680","423,696","456,000","465,792","447,648","396,144","312,288","189,936","52,752",48,0,0,0,0,"3,572,496 "
2023-08-06,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"11,232","62,928","145,728","272,784","279,024","348,672","365,136","458,544","443,136","327,360","309,072","171,456","19,920",288,0,0,0,0,"3,215,280 "
2023-08-07,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"9,408","49,296","138,720","252,336","345,120","408,528","429,984","437,616","429,168","373,344","284,448","162,816","47,568",0,0,0,0,0,"3,368,352 "
2023-08-08,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"7,728","40,992","142,512","266,544","363,408","420,336","449,760","452,880","437,088","387,264","293,280","179,376","50,352","1,056",0,0,0,0,"3,492,576 "
2023-08-09,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"1,392","49,248","132,096","287,184","315,456","254,688","301,680","275,616","87,792",0,0,0,0,0,0,0,0,0,"1,705,152 "
2023-08-10,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
2023-08-11,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"94,272","88,128","55,776","24,624","8,112",0,0,0,0,0,"270,912 "
2023-08-12,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"1,152","6,096","18,384","109,248","323,664","428,256","424,080","463,008","390,960","247,776","86,928","19,056",0,0,0,0,0,"2,518,608 "
2023-08-13,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"2,736","31,968","107,520","215,376","301,008","307,824","368,544","446,640","326,832","299,664","294,816","168,432","48,528",912,0,0,0,0,"2,920,800 "
2023-08-14,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"7,536","66,096","133,920","272,112","360,432","424,560","456,624","459,792","393,840","365,616","276,528","155,952","42,912",48,0,0,0,0,"3,415,968 "
2023-08-15,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"15,408","82,128","144,960","268,752","358,224","384,768","365,088","256,128","235,440","368,544","270,864","139,488","37,872","1,152",0,0,0,0,"2,928,816 "
2023-08-16,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"5,952","39,024","117,264","278,640","321,264","328,080","459,696","489,600","381,792","382,656","312,480","180,288","41,088",0,0,0,0,0,"3,337,824 "
2023-08-17,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"11,856","51,984","157,440","268,320","365,424","430,992","415,200","270,960","350,304","368,736","284,880","147,840","36,336",144,0,0,0,0,"3,160,416 "
2023-08-18,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"3,600","45,168","142,416","257,232","351,984","409,632","458,688","462,576","438,384","384,672","293,184","158,880","40,368",480,0,0,0,0,"3,447,264 "
2023-08-19,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"2,688","42,960","144,048","275,904","379,152","442,560","472,896","473,424","452,208","399,168","308,016","170,832","30,192",0,0,0,0,0,"3,594,048 "
2023-08-20,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,816,"10,896","80,064","165,408","343,968","315,744","397,872","474,288","426,528","347,328","294,528","165,312","30,816",48,0,0,0,0,"3,053,616 "
2023-08-21,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"3,648","39,408","100,272","241,728","366,576","381,600","327,216","401,904","240,000","312,480","176,784","73,872","23,376",0,0,0,0,0,"2,688,864 "
2023-08-22,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"22,272","29,088","15,936","81,888","247,872","416,496","359,520","179,904","134,400","200,016","160,944","43,104","5,952",0,0,0,0,0,"1,897,392 "
2023-08-23,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"1,248","2,496","34,560","22,848","14,640","8,160","4,368","8,256","12,960","58,944","47,664","20,448","1,296",96,0,0,0,0,"237,984 "
2023-08-24,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"7,536","42,576","71,040","136,128","129,120","391,104","381,456","222,528","294,816","121,920","91,872","39,648",576,0,0,0,0,"1,930,320 "
2023-08-25,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"1,344","27,600","60,624","295,968","380,880","424,944","472,848","492,000","464,016","404,160","303,360","152,784","22,992",0,0,0,0,0,"3,503,520 "
2023-08-26,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"5,952","53,136","168,624","290,208","315,840","269,328","459,696","411,984","451,248","360,288","183,792","157,680","22,464",48,0,0,0,0,"3,150,288 "
2023-08-27,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"8,208","43,248","103,824","204,576","288,624","243,408","161,616","214,704","222,144","206,736","86,112","23,088","2,016",0,0,0,0,0,"1,808,304 "
2023-08-28,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,48,"3,456","18,096","34,848","53,712","92,352","110,400","116,544","140,736","83,568","24,864","7,680",0,0,0,0,0,0,"686,304 "
2023-08-29,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,48,"10,080","47,232","23,232","13,632","63,264","39,552","123,696","141,360","105,840","21,648","18,240",48,0,0,0,0,0,"607,872 "
2023-08-30,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,144,"18,048","59,136","185,088","161,328","45,312","38,064","91,488","79,488","25,728","35,616","16,224",96,0,0,0,0,0,"755,760 "
2023-08-31,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,192,"23,664","100,272","104,400","379,584","469,632","460,944","437,232","401,664","384,144","286,368","148,032","10,560",0,0,0,0,0,"3,206,688 "
2023-09-01,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"3,696","42,192","148,704","284,304","385,056","453,360","485,760","489,456","460,656","387,456","278,640","124,176","14,784",0,0,0,0,0,"3,558,240 "
2023-09-02,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,528,"40,656","151,776","280,992","382,992","451,920","472,368","479,376","458,496","396,576","249,216","76,080","17,616",0,0,0,0,0,"3,458,592 "
2023-09-03,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,288,"26,832","118,272","250,224","348,432","342,288","274,896","204,096","88,320","93,216","141,936","50,592","4,704",0,0,0,0,0,"1,944,096 "
2023-09-04,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"4,128","21,984","69,840","116,304","213,408","295,728","187,584","235,056","96,528","110,304","116,160","32,064","4,992",0,0,0,0,0,"1,504,080 "
2023-09-05,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,720,"20,592","78,624","151,344","252,432","351,024","440,640","469,440","440,592","378,912","246,288","116,448","8,016",0,0,0,0,0,"2,955,072 "
2023-09-06,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"2,544","30,720","78,432","182,160","361,824","433,488","460,656","450,720","408,528","344,160","231,936","82,848","8,496",0,0,0,0,0,"3,076,512 "
2023-09-07,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"1,248","34,032","147,360","290,736","395,088","457,296","488,016","484,128","451,296","387,216","281,952","107,904","4,416",0,0,0,0,0,"3,530,688 "
2023-09-08,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"1,296","34,128","141,408","283,968","387,936","454,608","483,408","483,744","449,664","385,392","276,144","102,864","4,416",0,0,0,0,0,"3,488,976 "
2023-09-09,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"1,776","40,992","137,904","274,128","376,080","440,016","470,736","480,000","443,424","280,368","234,192","32,256","4,320",0,0,0,0,0,"3,216,192 "
2023-09-10,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"7,728","38,544","92,880","184,032","335,136","407,136","435,552","473,136","415,872","370,704","134,448","55,056","11,232",0,0,0,0,0,"2,961,456 "
2023-09-11,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"1,728","40,944","118,752","137,184","359,088","406,320","449,232","470,448","441,168","337,872","245,808","78,720","2,976",0,0,0,0,0,"3,090,240 "
2023-09-12,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"3,216","59,136","112,272","196,128","253,920","369,024","383,616","386,016","356,304","355,200","224,880","71,664","5,616",0,0,0,0,0,"2,776,992 "
2023-09-13,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"9,984","56,160","89,184","77,232","67,488","64,608","44,304","39,648","13,536","6,096","1,920",0,0,0,0,0,0,"470,160 "
2023-09-14,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"24,720","76,560","153,168","302,400","428,784","327,120","285,744","223,200","142,752","71,568","18,336",0,0,0,0,0,0,"2,054,352 "
2023-09-15,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"8,112","54,096","122,352","76,224","70,368","46,368","103,056","147,792","164,784","85,776","64,560",672,0,0,0,0,0,"944,160 "
2023-09-16,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"12,960","73,056","205,008","299,712","205,728","169,200","87,840","68,736","21,120","3,552","2,496",0,0,0,0,0,0,"1,149,408 "
2023-09-17,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"41,136","139,152","186,192","173,520","232,512","361,296","446,256","398,256","258,288","236,544","67,152","2,160",0,0,0,0,0,"2,542,464 "
2023-09-18,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,48,"21,792","96,288","284,832","126,048","232,896","283,536","485,328","453,312","379,008","268,656","67,968","4,656",0,0,0,0,0,"2,704,368 "
2023-09-19,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,192,"30,576","102,960","231,264","242,544","275,616","302,064","199,104","114,144","131,568","74,208","19,200",144,0,0,0,0,0,"1,723,584 "
2023-09-20,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,624,"11,616","20,256","27,024","31,248","13,584","1,968","1,248","5,472","11,376","5,232",0,0,0,0,0,0,"129,648 "
2023-09-21,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"37,152","107,232","158,208","316,512","197,952","202,896","189,936","148,080","136,560","67,584","24,288",384,0,0,0,0,0,"1,586,784 "
2023-09-22,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,"2,784","29,904","146,208","232,848","353,472","454,368","500,832","496,128","453,120","378,288","263,424","67,392",816,0,0,0,0,0,"3,379,584 "
2023-09-23,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,768,"38,736","136,512","222,768","288,912","279,792","294,576","331,344","262,992","246,720","196,848","60,336",816,0,0,0,0,0,"2,361,120 "
2023-09-24,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,144,"27,744","139,536","283,056","403,248","439,056","455,664","332,112","349,248","202,512","160,848","27,216",0,0,0,0,0,0,"2,820,384 "
2023-09-25,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"19,632","67,920","110,736","178,464","264,432","181,392","181,104","90,912","75,072","35,376","5,040",0,0,0,0,0,0,"1,210,080 "
2023-09-26,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,48,96,"25,824","24,048","43,104","62,112","109,200","63,072","68,448","31,680","7,728",0,0,0,0,0,0,"435,360 "
2023-09-27,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"1,152","5,184","17,424","53,616","186,528","188,784","260,064","286,080","42,384",0,0,0,0,0,0,0,0,"1,041,216 "
2023-09-28,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
2023-09-29,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
2023-09-30,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
2023-10-01,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
2023-10-02,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
2023-10-03,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
2023-10-04,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,0,"27,408","281,184","346,752","446,064","408,720","321,408","255,792","69,888","15,792",0,0,0,0,0,0,"2,173,008 "
2023-10-05,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,48,"25,488","136,224","293,760","419,568","488,400","519,168","511,584","467,184","376,704","235,920","45,792",0,0,0,0,0,0,"3,519,840 "
2023-10-06,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,144,"31,152","108,480","223,968","354,144","383,424","431,376","497,136","381,456","280,608","162,288","18,480",0,0,0,0,0,0,"2,872,656 "
2023-10-07,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"28,128","93,744","221,568","186,816","209,904","181,728","182,496","162,144","145,344","81,216","23,088",0,0,0,0,0,0,"1,516,176 "
2023-10-08,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"3,744","31,584","53,136","93,936","231,216","207,024","139,056","160,560","133,200","77,424","11,328",0,0,0,0,0,0,"1,142,208 "
2023-10-09,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"14,160","74,880","107,088","197,088","246,240","438,000","457,584","376,320","277,968","161,904","17,904",48,0,0,0,0,0,"2,369,184 "
2023-10-10,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"18,000","122,640","269,664","387,072","449,616","471,552","452,064","410,256","295,008","165,024","27,840",0,0,0,0,0,0,"3,068,736 "
2023-10-11,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"24,288","89,424","243,984","314,160","399,408","455,280","425,616","410,832","287,712","159,936","25,584",0,0,0,0,0,0,"2,836,224 "
2023-10-12,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"22,608","110,112","245,568","326,640","379,248","458,688","442,128","377,136","275,568","148,032","20,640",0,0,0,0,0,0,"2,806,368 "
2023-10-13,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"19,632","84,144","140,784","166,608","174,384","186,864","255,024","221,280","156,336","82,032","25,104",0,0,0,0,0,0,"1,512,192 "
2023-10-14,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"4,896","33,744","150,192","245,424","313,536","98,352","128,784","333,312","137,520","41,712","18,576",0,0,0,0,0,0,"1,506,048 "
2023-10-15,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"17,760","73,056","227,616","245,472","390,864","461,328","471,936","421,776","322,032","176,880","24,912",0,0,0,0,0,0,"2,833,632 "
2023-10-16,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"19,488","121,728","278,160","403,728","475,200","508,944","502,944","457,008","369,264","203,376","26,928",0,0,0,0,0,0,"3,366,768 "
2023-10-17,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"18,720","121,056","268,608","389,184","452,304","488,928","478,560","436,656","346,704","187,152","23,808",0,0,0,0,0,0,"3,211,680 "
2023-10-18,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"17,856","112,272","249,264","362,208","385,824","376,368","311,376","339,696","128,592","53,472","13,680",0,0,0,0,0,0,"2,350,608 "
2023-10-19,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"2,640","8,928","7,872","8,880","45,216","35,952","37,248","28,512","14,976","2,352",0,0,0,0,0,0,0,"192,576 "
2023-10-20,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"16,512","113,712","268,176","340,704","454,992","413,472","387,600","376,752","257,856","125,328","13,344",0,0,0,0,0,0,"2,768,448 "
2023-10-21,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"8,496","85,872","193,200","400,368","469,488","481,056","471,216","447,024","353,472","175,296","21,024",0,0,0,0,0,0,"3,106,512 "
2023-10-22,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"15,456","112,608","259,392","368,976","432,096","431,760","142,464","89,040","179,664","87,024","10,416",0,0,0,0,0,0,"2,128,896 "
2023-10-23,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"19,536","98,976","232,224","355,248","249,120","280,224","271,824","314,208","139,296","88,656","8,160",0,0,0,0,0,0,"2,057,472 "
2023-10-24,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,384,"13,632","17,424","13,872","100,608","80,592","289,392","228,336","77,856","122,880","12,528",0,0,0,0,0,0,"957,504 "
2023-10-25,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"15,312","97,920","153,744","254,208","257,664","293,376","286,464","377,376","270,672","113,568","8,784",0,0,0,0,0,0,"2,129,088 "
2023-10-26,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"7,104","72,096","181,968","246,480","333,792","380,256","351,456","240,288","150,912","42,528",0,0,0,0,0,0,0,"2,006,880 "
2023-10-27,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"9,840","81,216","208,224","315,744","396,000","408,144","404,496","363,264","266,496","110,160","10,272",0,0,0,0,0,0,"2,573,856 "
2023-10-28,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"12,720","93,456","220,224","339,600","410,784","440,784","430,656","383,760","281,856","118,896","10,896",0,0,0,0,0,0,"2,743,632 "
2023-10-29,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"12,144","91,296","226,368","354,864","423,024","448,656","427,056","376,368","269,280","104,640","9,072",0,0,0,0,0,0,"2,742,768 "
2023-10-30,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"13,344","81,600","172,032","300,192","370,656","426,816","423,072","380,592","269,760","103,920","7,824",0,0,0,0,0,0,"2,549,808 "
2023-10-31,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"9,984","52,896","104,544","184,320","267,840","371,568","365,616","332,016","222,048","91,200","5,712",0,0,0,0,0,0,"2,007,744 "
2023-11-01,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"4,800","62,016","167,520","237,408","270,480","210,768","223,344","223,968","113,088","62,064","4,224",0,0,0,0,0,0,"1,579,680 "
2023-11-02,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"7,920","75,120","193,920","329,808","410,352","446,016","441,792","396,672","291,696","110,160","6,432",0,0,0,0,0,0,"2,709,888 "
2023-11-03,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"9,408","56,448","45,696","109,008","215,184","240,480","140,016","171,936","74,640","7,152",0,0,0,0,0,0,0,"1,069,968 "
2023-11-04,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"3,504","44,496","109,680","173,568","135,264","170,208","138,528","137,712","87,648","26,832",960,0,0,0,0,0,0,"1,028,400 "
2023-11-05,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,336,240,"8,784","28,704","66,480","58,368","64,128","75,888","29,376","6,000",384,0,0,0,0,0,0,"338,688 "
2023-11-06,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,"6,480","20,160","81,312","166,512","218,832","146,544","302,112","275,472","102,048","1,680",0,0,0,0,0,0,"1,321,152 "
2023-11-07,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"5,760","74,496","186,624","351,456","458,736","493,392","481,872","432,192","302,112","115,920","5,664",0,0,0,0,0,0,"2,908,224 "
2023-11-08,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"7,248","80,976","226,608","288,672","338,880","390,144","400,224","402,240","173,472","65,328","4,560",0,0,0,0,0,0,"2,378,352 "
2023-11-09,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"5,712","74,112","97,104","313,680","329,424","371,808","173,184","186,576","45,840","24,480",0,0,0,0,0,0,0,"1,621,920 "
2023-11-10,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"6,768","82,272","199,968","385,968","471,264","505,392","498,672","449,136","300,240","112,992","4,320",0,0,0,0,0,0,"3,016,992 "
2023-11-11,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"6,336","75,072","89,040","147,408","181,584","213,216","441,168","410,448","269,040","91,440","1,920",0,0,0,0,0,0,"1,926,672 "
2023-11-12,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,"1,776","28,464","68,784","240,720","363,792","284,016","285,696","165,840","62,736",48,0,0,0,0,0,0,"1,501,872 "
2023-11-13,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"4,848","76,128","215,136","358,176","397,728","487,056","449,184","410,352","275,184","101,664","2,976",0,0,0,0,0,0,"2,778,432 "
2023-11-14,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"3,648","48,240","196,320","339,888","415,104","164,352","107,952","53,760","38,544","4,704",0,0,0,0,0,0,0,"1,372,512 "
2023-11-15,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"3,360","58,080","157,056","207,648","102,000","237,936","349,008","137,664","186,960","20,208",0,0,0,0,0,0,0,"1,459,920 "
2023-11-16,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,96,"3,696","25,152","22,272","19,008","9,696","6,000","18,432","2,880",384,0,0,0,0,0,0,"107,616 "
2023-11-17,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"3,504","79,104","87,312","31,056","38,208","130,608","98,352","110,976","48,480","23,952",48,0,0,0,0,0,0,"651,600 "
2023-11-18,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,624,"24,096","64,416","189,024","368,784","375,648","459,360","297,840","167,568","35,328",192,0,0,0,0,0,0,"1,982,880 "
2023-11-19,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"3,024","40,224","105,504","167,184","80,256","73,392","223,440","302,688","163,728","49,104",672,0,0,0,0,0,0,"1,209,216 "
2023-11-20,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"2,160","58,704","195,120","337,440","418,704","455,808","446,592","390,480","242,352","89,568",960,0,0,0,0,0,0,"2,637,888 "
2023-11-21,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"2,160","58,224","189,600","326,688","408,096","430,704","418,512","362,784","216,288","72,960",960,0,0,0,0,0,0,"2,486,976 "
2023-11-22,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,144,"23,664","132,624","202,080","171,168","136,032","335,712","167,376","68,592","9,936",0,0,0,0,0,0,0,"1,247,328 "
2023-11-23,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"1,344","45,936","128,640","226,704","294,528","319,104","330,672","258,576","87,936","29,040",336,0,0,0,0,0,0,"1,722,816 "
2023-11-24,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,480,"20,976","84,624","181,344","318,768","284,400","381,168","220,128","215,328","68,928",0,0,0,0,0,0,0,"1,776,144 "
2023-11-25,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"1,200","52,896","187,296","330,912","421,056","454,752","454,176","388,800","235,008","81,936",768,0,0,0,0,0,0,"2,608,800 "
2023-11-26,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,"8,256","54,096","91,536","138,096","214,080","150,624","138,000","32,112","17,760",0,0,0,0,0,0,0,"844,560 "
2023-11-27,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,0,"3,552","6,000","29,232","67,584","93,984","118,272","151,488","22,512",144,0,0,0,0,0,0,"492,768 "
2023-11-28,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,912,"47,712","178,224","318,048","116,736","201,360","127,296","114,768","47,664","10,992",0,0,0,0,0,0,0,"1,163,712 "
2023-11-29,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,672,"52,608","176,592","304,656","356,976","38,016","61,248","38,208","8,976",432,0,0,0,0,0,0,0,"1,038,384 "
2023-11-30,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"1,296","54,912","147,792","254,976","362,832","450,480","490,992","201,552","110,208","30,192",240,0,0,0,0,0,0,"2,105,472 "
2023-12-01,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,"1,152","47,232","104,880","318,288","415,872","472,176","466,560","390,912","192,912","33,840",0,0,0,0,0,0,0,"2,443,824 "
2023-12-02,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,48,"8,976","47,424","46,656","286,944","314,112","437,616","140,160","50,544","10,368",0,0,0,0,0,0,0,"1,342,848 "
2023-12-03,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,240,"41,088","161,328","221,136","387,504","442,512","443,520","372,480","218,400","77,760",720,0,0,0,0,0,0,"2,366,688 "
2023-12-04,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,384,"42,048","166,512","304,080","395,280","430,608","414,192","320,352","170,304","39,600",0,0,0,0,0,0,0,"2,283,360 "
