날짜,설비용량(MW),경도,위도,발전기명,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시,합계
2022-04-01,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,1728,34464,142800,298128,430944,503760,545088,551904,532560,464832,348864,140784,8112,0,0,0,0,0,4003968
2022-04-02,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,1488,36096,149904,303120,427296,502224,544608,546912,521664,442032,279648,90432,22128,0,0,0,0,0,3867552
2022-04-03,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,1680,38160,146976,297072,417744,491328,532560,541056,507552,435984,321984,133248,12000,0,0,0,0,0,3877344
2022-04-04,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,2160,39216,148464,301200,415824,498192,534240,545760,517872,449328,328368,138624,11184,0,0,0,0,0,3930432
2022-04-05,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,2976,48960,147456,271920,376368,410016,469296,483024,436464,326112,235920,90864,16080,0,0,0,0,0,3315456
2022-04-06,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,14352,100656,187488,422016,490608,525648,525360,492192,424848,311424,135984,12336,0,0,0,0,0,3642912
2022-04-07,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,22992,134784,291360,417312,499872,543360,544512,505632,433824,320208,137520,13680,0,0,0,0,0,3865056
2022-04-08,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,2448,41616,152688,302592,418128,493968,529104,529296,497808,432480,324768,143616,12048,0,0,0,0,0,3880560
2022-04-09,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,3840,26544,82896,262128,388992,340704,493680,503280,470496,392208,264144,112896,17040,0,0,0,0,0,3358848
2022-04-10,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,3120,43488,146064,283824,393696,459216,496368,502272,479760,415152,308352,140208,14400,0,0,0,0,0,3685920
2022-04-11,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,2736,43728,131664,277632,396432,435168,380640,499536,472800,404736,298848,136704,17184,0,0,0,0,0,3497808
2022-04-12,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,144,31824,76512,143280,218640,443904,473712,408960,388608,243408,182208,15888,0,0,0,0,0,0,2627088
2022-04-13,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,480,2736,39264,28272,18144,19392,39408,27216,12960,22128,8352,624,0,0,0,0,0,218976
2022-04-14,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,3648,22320,46080,67968,243840,487872,488640,327264,417600,309696,147504,27984,0,0,0,0,0,2590416
2022-04-15,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,5856,50640,175248,322416,427872,496608,535824,548112,514800,439488,309792,121104,21264,0,0,0,0,0,3969024
2022-04-16,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,8064,59232,174144,318432,415632,502128,517728,511056,515088,451104,341424,170496,27456,0,0,0,0,0,4011984
2022-04-17,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,7584,56832,176496,317808,432336,500928,536736,535344,508128,430608,302448,129696,24288,0,0,0,0,0,3959232
2022-04-18,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,7104,46944,130512,162720,266880,360960,500016,504048,486720,426816,301536,143376,21024,0,0,0,0,0,3358656
2022-04-19,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,9984,62256,169680,304944,412224,483264,516528,526944,486336,416592,307872,151920,29136,0,0,0,0,0,3877680
2022-04-20,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,9216,59856,175872,318576,423072,489648,530736,526848,494016,423600,317520,162432,31296,48,0,0,0,0,3962736
2022-04-21,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,12672,66720,142128,281472,354144,369552,284352,463344,327552,376032,273312,140688,29760,0,0,0,0,0,3121728
2022-04-22,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,5904,50832,67920,161088,188208,157392,158160,99168,96480,108528,65904,29232,4848,0,0,0,0,0,1193664
2022-04-23,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,13680,86544,159408,234480,318816,349344,420288,398640,478464,366672,269424,114048,37296,432,0,0,0,0,3247536
2022-04-24,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,1008,21024,109008,235872,354384,435888,515808,528864,496224,426048,236976,58176,5184,0,0,0,0,0,3424464
2022-04-25,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,1584,41040,87600,115776,200736,285792,338016,249456,168096,102864,42432,12384,192,0,0,0,0,0,1645968
2022-04-26,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,10128,57360,162336,298272,429120,460272,460752,476160,449952,359376,170832,120720,53184,816,0,0,0,0,3509280
2022-04-27,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,14064,69024,180144,314496,420384,490560,524736,526464,496272,415200,304848,160272,38544,240,0,0,0,0,3955248
2022-04-28,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,15024,70656,168000,292320,391200,458736,491904,502416,452784,193680,119856,61968,8400,0,0,0,0,0,3226944
2022-04-29,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,768,14112,36720,309360,438240,442464,401664,287040,197664,212640,147360,79392,31104,288,0,0,0,0,2598816
2022-04-30,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,9792,63504,127152,212448,336096,333216,515712,486720,472224,272928,196464,92784,23952,96,0,0,0,0,3143088
2022-05-01,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,14304,68784,194832,334752,438432,505488,541152,545952,514752,439296,307488,122160,17904,0,0,0,0,0,4045296
2022-05-02,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,15936,72816,195696,319632,429504,502560,538368,543696,511248,441120,328800,184752,48960,720,0,0,0,0,4133808
2022-05-03,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,14448,69408,196944,334128,434160,492672,524064,520656,492432,430128,321456,182544,47808,624,0,0,0,0,4061472
2022-05-04,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,15696,69264,186192,320736,417360,480480,510288,513888,484560,417312,310032,172272,46176,720,0,0,0,0,3944976
2022-05-05,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,14016,66720,195888,334416,432384,498624,530016,530496,500256,436416,331056,195744,54096,816,0,0,0,0,4120944
2022-05-06,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,22656,73968,193104,322224,418656,480192,501360,475152,499584,435264,324720,154128,43008,3840,0,0,0,0,3947856
2022-05-07,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,4944,19104,47760,104928,282912,504096,534912,534528,504432,420432,320976,137280,56832,720,0,0,0,0,3473856
2022-05-08,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,9600,44592,110544,149280,242784,239328,128592,84240,106992,123888,47712,58224,7392,0,0,0,0,0,1353168
2022-05-09,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,384,22224,73968,201360,337872,438240,478080,520944,540624,502128,424368,314544,191232,51840,1056,0,0,0,0,4098864
2022-05-10,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,21120,61824,189456,334224,432528,503952,528576,525024,489456,419280,185856,106320,11952,0,0,0,0,0,3809568
2022-05-11,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,16416,79488,188112,326784,410400,457392,389232,489024,230832,306288,205200,96816,37920,912,0,0,0,0,3234816
2022-05-12,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,48,26112,85776,168336,310848,400368,478128,514560,511728,486048,417792,313152,177744,56544,1680,0,0,0,0,3948864
2022-05-13,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,17088,71184,179616,274416,399456,353376,160944,161664,213168,359568,287712,181680,47952,1680,0,0,0,0,2709504
2022-05-14,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,144,19296,74304,191568,290016,348672,388896,402336,347712,339216,396192,340704,196416,61296,672,0,0,0,0,3397440
2022-05-15,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,288,18096,70848,195312,330144,428448,491232,522624,530928,498144,433824,337200,200448,63744,3840,0,0,0,0,4125120
2022-05-16,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,288,18912,71616,192192,319008,414000,472704,504096,514656,480768,414576,311424,178800,51360,2016,0,0,0,0,3946416
2022-05-17,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,240,22176,74640,184800,308160,402192,461664,484848,487152,454464,387984,284112,162240,48192,1584,0,0,0,0,3764448
2022-05-18,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,384,22080,73296,82416,72720,205584,400560,487920,492624,457296,387984,290640,161328,49056,2640,0,0,0,0,3186528
2022-05-19,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,864,27888,82704,160224,239184,255408,231840,267840,318048,346752,325152,251904,147168,48432,2880,0,0,0,0,2706288
2022-05-20,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,48,18048,79776,176592,283056,377040,445632,475392,483936,459936,368064,156240,124464,63744,6576,0,0,0,0,3518544
2022-05-21,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,3024,73920,70032,147504,247248,417504,492624,496608,465600,406080,312432,181104,50352,2688,0,0,0,0,3366720
2022-05-22,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,1344,26976,79200,173376,294240,396432,467232,501552,494208,456624,391008,291168,164016,51600,3696,0,0,0,0,3792672
2022-05-23,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,624,20352,76992,155328,288096,382128,449712,473520,454944,426672,375936,267984,162336,40992,96,0,0,0,0,3575712
2022-05-24,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,144,21072,71568,176784,299568,392160,451536,483552,483888,456336,398352,304416,176352,44976,144,0,0,0,0,3760848
2022-05-25,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,528,21312,75312,174528,283680,354480,396720,344112,288672,438000,278496,80640,21216,3936,0,0,0,0,0,2761632
2022-05-26,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,432,15888,73008,194064,330288,421680,481584,514896,513840,485040,426240,331776,197520,55920,1584,0,0,0,0,4043760
2022-05-27,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,480,31824,75600,207648,320928,413184,477120,510480,509472,485760,421056,324000,193440,53808,1536,0,0,0,0,4026336
2022-05-28,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,1056,25872,82320,185568,306480,384384,452688,454608,461856,447504,395136,303600,177216,50304,1920,0,0,0,0,3730512
2022-05-29,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,13584,50400,84576,117264,286944,369792,348720,442416,365472,407232,312384,183840,53616,2448,0,0,0,0,3038688
2022-05-30,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,18240,40416,99792,91152,103632,184224,218352,159216,134160,107184,85056,25488,2304,1056,0,0,0,0,1270272
2022-05-31,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,576,18288,72768,191088,279216,319104,459984,493008,501168,424656,406800,314304,185616,60240,5904,0,0,0,0,3732720
2022-06-01,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,480,16416,69312,191472,317328,380976,467616,506448,506832,480624,422352,328752,196368,53520,1920,0,0,0,0,3940416
2022-06-02,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,624,28560,90096,194544,307680,338928,416544,496416,494592,462384,401040,303600,174864,53376,2688,0,0,0,0,3765936
2022-06-03,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,9312,56160,151344,271200,370032,429840,456960,456768,422544,370464,253392,156912,53808,1776,0,0,0,0,3460512
2022-06-04,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,240,23040,84000,140112,229776,276624,281808,403104,276576,298656,128448,135696,139920,37440,2016,0,0,0,0,2457456
2022-06-05,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,5808,41568,76512,128064,128832,140640,164784,131568,50160,48288,42912,26592,13536,1584,0,0,0,0,1000848
2022-06-06,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,432,9024,20352,36192,236496,154080,388032,442608,458784,387600,216336,121248,42000,4464,0,0,0,0,2517648
2022-06-07,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,624,25776,41712,100224,111984,180528,76512,222288,267456,402192,296400,239904,190080,59424,3168,0,0,0,0,2218272
2022-06-08,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,24144,88080,171936,298272,386928,438432,435216,432816,425136,387984,292896,166752,58944,4128,0,0,0,0,3611664
2022-06-09,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,11616,32400,122448,237312,378240,314160,354672,382080,399408,321456,195360,127824,53952,1584,0,0,0,0,2932512
2022-06-10,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,336,17136,76176,173568,282288,350352,312192,334320,350928,224928,53376,52560,34464,6624,5904,0,0,0,0,2275152
2022-06-11,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,288,29280,65424,177792,292128,378240,440736,475488,483312,454944,392688,298896,175248,52848,2784,0,0,0,0,3720096
2022-06-12,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,336,19248,70080,163584,287232,379728,376128,360480,336768,387552,291312,147696,81168,29424,1920,0,0,0,0,2932656
2022-06-13,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,144,22512,84432,171072,274224,330288,389952,428544,445344,419616,339840,258624,110784,34944,1776,0,0,0,0,3312096
2022-06-14,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,432,18288,62016,164064,255264,356112,468288,430416,295632,177984,52464,24768,7344,10080,0,0,0,0,0,2323152
2022-06-15,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,1440,23760,34560,57792,96432,147408,214800,202512,202368,161616,101040,71376,14784,528,0,0,0,0,1330416
2022-06-16,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,1680,18240,129264,316416,405120,462576,500160,503232,473088,415488,321264,190704,61008,4032,0,0,0,0,3802272
2022-06-17,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,15120,23328,45264,83472,91536,111600,158688,137712,130992,119424,47376,107520,31920,1728,0,0,0,0,1105680
2022-06-18,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,576,33936,79776,114432,114864,87696,66528,99840,212064,339216,395328,152016,69600,10512,2208,0,0,0,0,1778592
2022-06-19,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,7536,35520,59088,79728,105216,83952,116496,168384,134400,129168,62112,45552,45744,1296,0,0,0,0,1074192
2022-06-20,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,10752,67296,176448,306240,396336,446640,460992,486384,458064,388128,290016,167856,58128,4464,0,0,0,0,3717744
2022-06-21,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,768,23856,76944,160080,285024,374784,434928,463968,434064,424224,363168,277632,163104,54288,3408,0,0,0,0,3540240
2022-06-22,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,8496,45456,121440,191568,305760,379872,238608,210864,346800,326352,156432,117840,46032,3792,0,0,0,0,2499312
2022-06-23,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,13248,15600,64464,60816,106656,49104,22992,10368,14256,30768,6096,4128,48,0,0,0,0,0,398544
2022-06-24,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,2688,27024,140208,131040,111552,88656,272016,278928,158256,225744,214560,196800,68688,1968,0,0,0,0,1918128
2022-06-25,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,1536,31248,61440,147360,132768,106560,190656,355776,450096,346800,376224,279024,152880,41136,2160,0,0,0,0,2675664
2022-06-26,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,1200,20736,19824,48960,108000,65856,278448,302496,346224,216528,163776,56928,32496,2160,0,0,0,0,1663632
2022-06-27,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,4800,38832,63456,64224,50448,60240,100368,43248,81888,45024,37200,8688,576,768,0,0,0,0,599760
2022-06-28,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,5808,70560,91440,125808,152064,116880,51456,43200,54720,36624,18480,6576,3264,288,0,0,0,0,777168
2022-06-29,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,1008,4800,13536,9504,17040,32448,174048,344784,72720,21792,46032,15024,5808,144,0,0,0,0,758688
2022-06-30,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,96,5232,9888,54048,112896,193200,190032,65424,93360,16464,4176,6912,0,0,0,0,0,751728
2022-07-01,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,10848,57120,145488,294768,307776,224448,459264,488208,435456,373152,321264,200928,61392,768,0,0,0,0,3380880
2022-07-02,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,6672,66816,124272,265728,371952,427488,443376,488784,424848,401904,311808,194112,61872,1920,0,0,0,0,3591552
2022-07-03,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,96,16080,56736,151584,217200,351648,429840,461136,462480,442944,393408,277728,182400,49200,288,0,0,0,0,3492768
2022-07-04,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,672,38208,74496,134880,254592,330576,275904,375840,394176,431376,348336,141504,87840,61008,6240,0,0,0,0,2955648
2022-07-05,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,5664,23376,58368,180000,305376,416064,427488,462144,429600,383232,306384,141552,60432,2400,0,0,0,0,3202080
2022-07-06,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,144,21168,50208,182880,250512,279216,178320,248736,269808,297456,209472,213024,66048,22176,528,0,0,0,0,2289696
2022-07-07,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,3648,21120,118032,159504,155328,173376,221568,97680,240576,305856,111888,61200,0,0,0,0,0,0,1669776
2022-07-08,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,17904,67200,68496,87456,159408,287376,387504,406416,457680,362160,317616,197568,60384,1680,0,0,0,0,2878848
2022-07-09,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,18240,80448,176352,274032,361488,422736,451200,450960,426528,366384,264288,165312,52800,2784,0,0,0,0,3513552
2022-07-10,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,624,13200,53232,126288,205584,342864,410928,448992,449232,373296,322176,270144,72000,8880,0,0,0,0,0,3097440
2022-07-11,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,2352,46512,130944,115296,151728,236688,361248,279936,314064,384432,291312,176544,59712,2112,0,0,0,0,2552880
2022-07-12,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,1152,30576,66912,62352,88896,95376,206448,162480,200928,133104,130272,76656,34512,5568,1536,0,0,0,0,1296768
2022-07-13,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,1344,7200,2544,38256,40992,10608,432,7728,1200,48,8784,48,0,0,0,0,0,119184
2022-07-14,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,7104,75840,107760,84432,93360,136080,184896,312576,470448,412416,332688,164976,55296,3888,0,0,0,0,2441760
2022-07-15,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,9744,25440,72864,241632,351024,411840,466320,453360,456288,409872,322656,201936,62592,912,0,0,0,0,3486480
2022-07-16,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,4272,79728,170256,281424,376800,440016,479616,487872,466656,412272,319392,188256,55248,2928,0,0,0,0,3764736
2022-07-17,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,1584,45408,127344,230736,296832,351888,454608,343824,270240,289680,259008,147168,27648,672,0,0,0,0,2846640
2022-07-18,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,96,22896,46032,65760,110496,149232,246000,223344,156912,70608,128208,183840,58800,960,0,0,0,0,1463184
2022-07-19,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,14832,62160,172320,260880,370416,432288,460080,476112,453504,344160,175392,88800,30960,96,0,0,0,0,3342000
2022-07-20,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,12960,72912,147936,133248,246672,416928,398496,409584,439728,390624,127152,57072,8736,0,0,0,0,0,2862048
2022-07-21,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,2640,33360,56448,54480,167424,250848,420624,363168,194160,249216,136800,10368,480,0,0,0,0,1940016
2022-07-22,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,20160,80064,166704,100176,276240,429696,483696,479424,458544,401088,317280,189312,55056,1200,0,0,0,0,3458640
2022-07-23,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,21504,38160,69696,132912,198192,191376,244128,121440,100944,28848,14256,14544,2208,0,0,0,0,0,1178208
2022-07-24,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,14544,41952,51408,42048,54288,60912,246960,234720,324240,155040,239136,154560,39408,384,0,0,0,0,1659600
2022-07-25,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,16320,51456,174288,295392,405792,448368,485472,474000,452496,393600,306480,192720,57888,768,0,0,0,0,3755040
2022-07-26,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,17424,54000,153744,266160,361872,422640,464064,431712,356160,311760,254256,139008,34656,624,0,0,0,0,3268080
2022-07-27,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,5088,22080,67392,120288,235296,343728,346368,386400,375552,364224,260784,178032,65040,192,0,0,0,0,2770464
2022-07-28,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,12288,53664,150672,267696,359184,423312,460656,475440,444048,380160,290928,162000,49632,1536,0,0,0,0,3531216
2022-07-29,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,11136,50016,147744,271968,341664,261456,443040,465888,338352,221376,168000,109536,32592,2592,0,0,0,0,2865360
2022-07-30,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,4944,37056,147360,271104,363120,426672,448464,437136,335952,314784,145008,156336,23808,672,0,0,0,0,3112416
2022-07-31,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,1728,11232,19584,50592,100848,128544,95856,102384,12096,24768,11808,13200,2016,48,0,0,0,0,574704
2022-08-01,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,1008,47280,145824,94656,186384,304992,306384,233136,171168,153408,130032,15600,9504,144,0,0,0,0,1799520
2022-08-02,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,672,6720,41616,75792,146448,283968,179568,75600,80496,57888,8976,65232,17184,3552,0,0,0,0,1043712
2022-08-03,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,48,8880,84672,106032,85920,157248,326592,457776,435072,362832,283056,145728,20880,0,0,0,0,0,2474736
2022-08-04,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,4128,44400,81120,166464,279600,376752,430704,455856,444432,384432,298368,180048,44208,1968,0,0,0,0,3192480
2022-08-05,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,528,16368,91344,222816,268320,440880,413232,450432,447696,389136,274752,149856,45024,288,0,0,0,0,3210672
2022-08-06,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,8160,42624,93456,176592,272640,298656,439824,422112,248496,314304,285312,103632,22656,1248,0,0,0,0,2729712
2022-08-07,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,17808,30144,87312,121920,92688,186288,395856,384528,242928,129312,182064,83952,15120,0,0,0,0,0,1969920
2022-08-08,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,16896,47184,55632,44928,2976,2880,864,14208,20928,18960,0,4368,0,0,0,0,0,229824
2022-08-09,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,48,5856,5328,45840,59664,30960,43248,107664,86640,24288,192,0,0,0,0,0,0,409728
2022-08-10,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,6240,48384,24576,22416,65808,220416,62832,27312,21024,16464,624,0,0,0,0,0,0,516096
2022-08-11,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,9072,65760,29712,66192,56496,28032,36960,57696,54672,52944,2592,1296,0,0,0,0,0,461424
2022-08-12,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,4848,44784,156384,285216,294384,411936,484656,487536,463584,375696,256464,123120,39552,1200,0,0,0,0,3429360
2022-08-13,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,4368,23280,30384,46224,14592,4848,25920,4656,19968,65952,134976,48960,24864,288,0,0,0,0,449280
2022-08-14,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,3216,30000,98208,103248,246528,334752,348624,210336,91344,37200,14208,7440,2976,0,0,0,0,0,1528080
2022-08-15,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,3360,36144,105168,167376,270288,320160,390768,259968,122688,82416,25200,27504,0,0,0,0,0,0,1811040
2022-08-16,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,1728,41712,158784,293856,391392,445824,491808,492384,466320,411168,322656,187968,32832,0,0,0,0,0,3738432
2022-08-17,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,9072,47088,117024,166416,271296,363312,486672,484944,464592,408192,319200,178224,31296,0,0,0,0,0,3347328
2022-08-18,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,8304,61488,146160,240768,383760,455856,484560,460224,237120,373440,245856,105600,48864,912,0,0,0,0,3252912
2022-08-19,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,8400,38736,110640,199872,171648,152736,82704,80976,73008,71376,54816,24288,6720,0,0,0,0,0,1075920
2022-08-20,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,4608,40080,152304,287856,187824,73440,137760,324432,475632,411792,317184,173040,22320,0,0,0,0,0,2608272
2022-08-21,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,4752,56496,139152,283776,361056,424512,483264,464544,443472,391008,292368,141840,25056,0,0,0,0,0,3511296
2022-08-22,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,4608,47712,139056,219120,285216,400512,449616,331056,228960,227616,169056,52752,3984,0,0,0,0,0,2559264
