년월일,호기,설비용량(kW),총량(kWh),평균(kWh),0-1시 발전량(kWh),1-2시 발전량(kWh),2-3시 발전량(kWh),3-4시 발전량(kWh),4-5시 발전량(kWh),5-6시 발전량(kWh),6-7시 발전량(kWh),7-8시 발전량(kWh),8-9시 발전량(kWh),9-10시 발전량(kWh),10-11시 발전량(kWh),11-12시 발전량(kWh),12-13시 발전량(kWh),13-14시 발전량(kWh),14-15시 발전량(kWh),15-16시 발전량(kWh),16-17시 발전량(kWh),17-18시 발전량(kWh),18-19시 발전량(kWh),19-20시 발전량(kWh),20-21시 발전량(kWh),21-22시 발전량(kWh),22-23시 발전량(kWh),23-24시 발전량(kWh)
2024-03-24,(신재생) (하동) 익산 다송리 태양광,893 ,2258 ,94 ,0 ,0 ,0 ,0 ,0 ,0 ,3616 ,43389 ,178620 ,232134 ,331206 ,138846 ,343500 ,342054 ,300834 ,177897 ,115705 ,47728 ,2893 ,0 ,0 ,0 ,0 ,0 
2024-03-25,(신재생) (하동) 익산 다송리 태양광,893 ,991 ,41 ,0 ,0 ,0 ,0 ,0 ,0 ,1446 ,26757 ,54237 ,208269 ,213332 ,96180 ,39051 ,168496 ,78101 ,54960 ,34712 ,15186 ,0 ,0 ,0 ,0 ,0 ,0 
2024-03-26,(신재생) (하동) 익산 다송리 태양광,893 ,4347 ,181 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,20248 ,81717 ,234303 ,274077 ,517058 ,801982 ,740514 ,669644 ,557555 ,326144 ,114982 ,8678 ,0 ,0 ,0 ,0 ,0 
2024-03-27,(신재생) (하동) 익산 다송리 태양광,893 ,3912 ,163 ,0 ,0 ,0 ,0 ,0 ,0 ,1446 ,28203 ,86779 ,329037 ,606006 ,676153 ,630594 ,608899 ,414369 ,292156 ,179343 ,54237 ,5062 ,0 ,0 ,0 ,0 ,0 
2024-03-28,(신재생) (하동) 익산 다송리 태양광,893 ,483 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,723 ,10124 ,23141 ,39051 ,73039 ,50621 ,56406 ,60745 ,45559 ,47005 ,30373 ,36158 ,10124 ,0 ,0 ,0 ,0 ,0 
2024-03-29,(신재생) (하동) 익산 다송리 태양광,893 ,1688 ,70 ,0 ,0 ,0 ,0 ,0 ,0 ,5785 ,68700 ,262506 ,357963 ,549600 ,74485 ,27480 ,64361 ,54960 ,49175 ,83163 ,70869 ,18802 ,0 ,0 ,0 ,0 ,0 
2024-03-30,(신재생) (하동) 익산 다송리 태양광,893 ,2768 ,115 ,0 ,0 ,0 ,0 ,0 ,0 ,5062 ,67254 ,305173 ,425217 ,78101 ,298664 ,415093 ,357240 ,434618 ,304449 ,55683 ,15909 ,5062 ,0 ,0 ,0 ,0 ,0 
2024-03-31,(신재생) (하동) 익산 다송리 태양광,893 ,5210 ,217 ,0 ,0 ,0 ,0 ,0 ,0 ,13017 ,123660 ,360133 ,533691 ,663859 ,710141 ,747022 ,671091 ,443296 ,375319 ,369534 ,177897 ,20972 ,0 ,0 ,0 ,0 ,0 
2024-04-01,(신재생) (하동) 익산 다송리 태양광,893 ,5548 ,231 ,0 ,0 ,0 ,0 ,0 ,0 ,10124 ,118598 ,341331 ,526459 ,651565 ,738344 ,756423 ,719542 ,640718 ,521397 ,347116 ,154033 ,22418 ,0 ,0 ,0 ,0 ,0 
2024-04-02,(신재생) (하동) 익산 다송리 태양광,893 ,4104 ,171 ,0 ,0 ,0 ,0 ,0 ,0 ,10847 ,86056 ,221286 ,379658 ,464991 ,600944 ,540922 ,577080 ,520674 ,369534 ,247320 ,77378 ,7232 ,0 ,0 ,0 ,0 ,0 
2024-04-03,(신재생) (하동) 익산 다송리 태양광,893 ,801 ,33 ,0 ,0 ,0 ,0 ,0 ,0 ,3616 ,30373 ,66531 ,65084 ,85333 ,119321 ,80271 ,83886 ,97626 ,68700 ,50621 ,28926 ,20248 ,0 ,0 ,0 ,0 ,0 
2024-04-04,(신재생) (하동) 익산 다송리 태양광,893 ,907 ,38 ,0 ,0 ,0 ,0 ,0 ,0 ,723 ,23141 ,78101 ,128722 ,167773 ,98349 ,114982 ,120767 ,84609 ,33988 ,33265 ,18079 ,4339 ,0 ,0 ,0 ,0 ,0 
2024-04-05,(신재생) (하동) 익산 다송리 태양광,893 ,3164 ,132 ,0 ,0 ,0 ,0 ,0 ,0 ,2169 ,23141 ,57129 ,141739 ,225625 ,305173 ,527182 ,380381 ,440403 ,517058 ,359409 ,159818 ,24587 ,0 ,0 ,0 ,0 ,0 
2024-04-06,(신재생) (하동) 익산 다송리 태양광,893 ,3444 ,143 ,0 ,0 ,0 ,0 ,0 ,0 ,10124 ,63638 ,206100 ,308788 ,244427 ,468606 ,398460 ,353624 ,524289 ,399183 ,285647 ,156925 ,23864 ,0 ,0 ,0 ,0 ,0 
2024-04-07,(신재생) (하동) 익산 다송리 태양광,893 ,5528 ,230 ,0 ,0 ,0 ,0 ,0 ,0 ,12294 ,130892 ,343500 ,528628 ,664582 ,739067 ,726051 ,708695 ,639272 ,516335 ,347116 ,145355 ,26034 ,0 ,0 ,0 ,0 ,0 
2024-04-08,(신재생) (하동) 익산 다송리 태양광,893 ,3291 ,137 ,0 ,0 ,0 ,0 ,0 ,0 ,19525 ,129445 ,334099 ,510549 ,436787 ,566956 ,373149 ,265399 ,278416 ,164157 ,133061 ,68700 ,10847 ,0 ,0 ,0 ,0 ,0 
2024-04-09,(신재생) (하동) 익산 다송리 태양광,893 ,5371 ,224 ,0 ,0 ,0 ,0 ,0 ,0 ,15909 ,117875 ,316020 ,498256 ,629147 ,708695 ,718096 ,723881 ,624808 ,501872 ,340607 ,147524 ,28203 ,0 ,0 ,0 ,0 ,0 
2024-04-10,(신재생) (하동) 익산 다송리 태양광,893 ,4611 ,192 ,0 ,0 ,0 ,0 ,0 ,0 ,16633 ,113536 ,323252 ,450527 ,533691 ,390505 ,623362 ,632040 ,564063 ,483793 ,318913 ,132338 ,28203 ,0 ,0 ,0 ,0 ,0 
2024-04-11,(신재생) (하동) 익산 다송리 태양광,893 ,4435 ,185 ,0 ,0 ,0 ,0 ,0 ,0 ,13740 ,84609 ,193083 ,313851 ,544538 ,613961 ,399183 ,689893 ,641441 ,452697 ,310235 ,151863 ,26034 ,0 ,0 ,0 ,0 ,0 
2024-04-12,(신재생) (하동) 익산 다송리 태양광,893 ,4936 ,206 ,0 ,0 ,0 ,0 ,0 ,0 ,23141 ,118598 ,338438 ,496809 ,611792 ,694955 ,616854 ,614684 ,539476 ,402076 ,303003 ,141739 ,33988 ,0 ,0 ,0 ,0 ,0 
2024-04-13,(신재생) (하동) 익산 다송리 태양광,893 ,5550 ,231 ,0 ,0 ,0 ,0 ,0 ,0 ,18079 ,126553 ,323975 ,540922 ,673983 ,731836 ,737621 ,703633 ,633486 ,517781 ,351455 ,161264 ,28926 ,0 ,0 ,0 ,0 ,0 
2024-04-14,(신재생) (하동) 익산 다송리 태양광,893 ,5117 ,213 ,0 ,0 ,0 ,0 ,0 ,0 ,22418 ,149694 ,357963 ,528628 ,611068 ,681215 ,634933 ,655181 ,594436 ,436064 ,257444 ,159818 ,28203 ,0 ,0 ,0 ,0 ,0 
2024-04-15,(신재생) (하동) 익산 다송리 태양광,893 ,685 ,29 ,0 ,0 ,0 ,0 ,0 ,0 ,2169 ,16633 ,15909 ,22418 ,76655 ,119321 ,111366 ,99796 ,69423 ,54960 ,59299 ,31819 ,5062 ,0 ,0 ,0 ,0 ,0 
2024-04-16,(신재생) (하동) 익산 다송리 태양광,893 ,3352 ,140 ,0 ,0 ,0 ,0 ,0 ,0 ,2169 ,18802 ,32542 ,89672 ,216947 ,315297 ,468606 ,552493 ,596605 ,496809 ,356517 ,170665 ,34712 ,0 ,0 ,0 ,0 ,0 
2024-04-17,(신재생) (하동) 익산 다송리 태양광,893 ,5313 ,221 ,0 ,0 ,0 ,0 ,0 ,0 ,14463 ,80994 ,310958 ,478007 ,658797 ,743406 ,730389 ,679045 ,577080 ,491024 ,360133 ,160541 ,28203 ,0 ,0 ,0 ,0 ,0 
2024-04-18,(신재생) (하동) 익산 다송리 태양광,893 ,5462 ,228 ,0 ,0 ,0 ,0 ,0 ,0 ,28203 ,152586 ,352178 ,518504 ,634933 ,705079 ,728220 ,696401 ,616854 ,498979 ,338438 ,157648 ,33988 ,0 ,0 ,0 ,0 ,0 
2024-04-19,(신재생) (하동) 익산 다송리 태양광,893 ,5411 ,225 ,0 ,0 ,0 ,0 ,0 ,0 ,31819 ,177174 ,365918 ,519227 ,638548 ,717373 ,722435 ,701463 ,598775 ,462098 ,289263 ,156202 ,30373 ,0 ,0 ,0 ,0 ,0 
2024-04-20,(신재생) (하동) 익산 다송리 태양광,893 ,603 ,25 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8678 ,41220 ,67254 ,80994 ,79547 ,99796 ,81717 ,52791 ,36158 ,35435 ,17356 ,2169 ,0 ,0 ,0 ,0 ,0 
2024-04-21,(신재생) (하동) 익산 다송리 태양광,893 ,1647 ,69 ,0 ,0 ,0 ,0 ,0 ,0 ,4339 ,36158 ,88948 ,131615 ,228518 ,316743 ,304449 ,163434 ,144632 ,104858 ,75208 ,28203 ,20248 ,0 ,0 ,0 ,0 ,0 
2024-04-22,(신재생) (하동) 익산 다송리 태양광,893 ,2537 ,106 ,0 ,0 ,0 ,0 ,0 ,0 ,13017 ,57853 ,146078 ,222733 ,335545 ,381104 ,449804 ,389059 ,277693 ,94734 ,84609 ,64361 ,20248 ,0 ,0 ,0 ,0 ,0 
2024-04-23,(신재생) (하동) 익산 다송리 태양광,893 ,3747 ,156 ,0 ,0 ,0 ,0 ,0 ,723 ,25311 ,171388 ,381104 ,537306 ,648673 ,720265 ,629147 ,318913 ,206100 ,58576 ,37604 ,11571 ,723 ,0 ,0 ,0 ,0 ,0 
2024-04-24,(신재생) (하동) 익산 다송리 태양광,893 ,3129 ,130 ,0 ,0 ,0 ,0 ,0 ,0 ,2893 ,141016 ,206100 ,236473 ,401353 ,582865 ,472222 ,261783 ,153309 ,269015 ,232857 ,125829 ,42666 ,723 ,0 ,0 ,0 ,0 
2024-04-25,(신재생) (하동) 익산 다송리 태양광,893 ,5636 ,235 ,0 ,0 ,0 ,0 ,0 ,0 ,20972 ,117152 ,259614 ,532967 ,690616 ,759316 ,770163 ,731836 ,647949 ,527905 ,368811 ,165603 ,41943 ,723 ,0 ,0 ,0 ,0 
2024-04-26,(신재생) (하동) 익산 다송리 태양광,893 ,4917 ,205 ,0 ,0 ,0 ,0 ,0 ,0 ,33265 ,138123 ,248043 ,445465 ,501148 ,660243 ,727497 ,598052 ,626978 ,509103 ,303726 ,76655 ,47005 ,2169 ,0 ,0 ,0 ,0 
2024-04-27,(신재생) (하동) 익산 다송리 태양광,893 ,5791 ,241 ,0 ,0 ,0 ,0 ,0 ,723 ,38327 ,116428 ,380381 ,569848 ,691339 ,739791 ,746299 ,719542 ,648673 ,532967 ,376042 ,187298 ,42666 ,723 ,0 ,0 ,0 ,0 
2024-04-28,(신재생) (하동) 익산 다송리 태양광,893 ,4947 ,206 ,0 ,0 ,0 ,0 ,0 ,1446 ,44113 ,160541 ,288540 ,463544 ,579249 ,683384 ,689169 ,644334 ,544538 ,463544 ,224902 ,122937 ,36881 ,0 ,0 ,0 ,0 ,0 
2024-04-29,(신재생) (하동) 익산 다송리 태양광,893 ,1451 ,60 ,0 ,0 ,0 ,0 ,0 ,0 ,6508 ,26034 ,74485 ,177174 ,209716 ,167049 ,166326 ,195253 ,154033 ,123660 ,75932 ,57129 ,18079 ,0 ,0 ,0 ,0 ,0 
2024-04-30,(신재생) (하동) 익산 다송리 태양광,893 ,3883 ,162 ,0 ,0 ,0 ,0 ,0 ,723 ,31819 ,130168 ,271907 ,462098 ,523566 ,618300 ,563340 ,475838 ,333376 ,207546 ,153309 ,85333 ,24587 ,723 ,0 ,0 ,0 ,0 
2024-05-01,(신재생) (하동) 익산 다송리 태양광,893 ,3468 ,144 ,0 ,0 ,0 ,0 ,0 ,0 ,47005 ,97626 ,81717 ,167049 ,352901 ,556108 ,507657 ,501148 ,449081 ,331206 ,203207 ,120767 ,49898 ,2169 ,0 ,0 ,0 ,0 
2024-05-02,(신재생) (하동) 익산 다송리 태양광,893 ,4329 ,180 ,0 ,0 ,0 ,0 ,0 ,723 ,33988 ,94734 ,122937 ,193083 ,339884 ,538029 ,668921 ,617577 ,604560 ,530798 ,356517 ,180066 ,44836 ,2169 ,0 ,0 ,0 ,0 
2024-05-03,(신재생) (하동) 익산 다송리 태양광,893 ,5890 ,245 ,0 ,0 ,0 ,0 ,0 ,723 ,41943 ,198145 ,404245 ,569125 ,680492 ,737621 ,741237 ,715926 ,650119 ,538029 ,376042 ,189467 ,45559 ,1446 ,0 ,0 ,0 ,0 
2024-05-04,(신재생) (하동) 익산 다송리 태양광,893 ,5474 ,228 ,0 ,0 ,0 ,0 ,0 ,2169 ,42666 ,189467 ,386166 ,553939 ,672537 ,718819 ,720988 ,707248 ,637825 ,517058 ,222009 ,88948 ,14463 ,0 ,0 ,0 ,0 ,0 
2024-05-05,(신재생) (하동) 익산 다송리 태양광,893 ,664 ,28 ,0 ,0 ,0 ,0 ,0 ,0 ,4339 ,9401 ,39774 ,68700 ,93287 ,110643 ,84609 ,73039 ,51344 ,57853 ,47728 ,21695 ,1446 ,0 ,0 ,0 ,0 ,0 
2024-05-06,(신재생) (하동) 익산 다송리 태양광,893 ,1065 ,44 ,0 ,0 ,0 ,0 ,0 ,0 ,2169 ,18079 ,46282 ,75932 ,122937 ,93287 ,104858 ,254552 ,214055 ,75932 ,36158 ,18802 ,2169 ,0 ,0 ,0 ,0 ,0 
2024-05-07,(신재생) (하동) 익산 다송리 태양광,893 ,759 ,32 ,0 ,0 ,0 ,0 ,0 ,0 ,2893 ,19525 ,31819 ,62915 ,94734 ,152586 ,88225 ,71593 ,88948 ,67977 ,40497 ,29649 ,7232 ,0 ,0 ,0 ,0 ,0 
2024-05-08,(신재생) (하동) 익산 다송리 태양광,893 ,6030 ,251 ,0 ,0 ,0 ,0 ,0 ,1446 ,54960 ,190914 ,428833 ,590097 ,702909 ,753531 ,762932 ,736175 ,656627 ,564063 ,340607 ,203931 ,40497 ,2169 ,0 ,0 ,0 ,0 
2024-05-09,(신재생) (하동) 익산 다송리 태양광,893 ,5812 ,242 ,0 ,0 ,0 ,0 ,0 ,2169 ,45559 ,206823 ,407861 ,551046 ,654458 ,720988 ,739067 ,714480 ,643611 ,528628 ,363025 ,184405 ,47728 ,2169 ,0 ,0 ,0 ,0 
2024-05-10,(신재생) (하동) 익산 다송리 태양광,893 ,5825 ,243 ,0 ,0 ,0 ,0 ,0 ,3616 ,49175 ,197422 ,391952 ,551046 ,666752 ,726051 ,743406 ,707972 ,643611 ,538753 ,370980 ,172835 ,54960 ,6508 ,0 ,0 ,0 ,0 
2024-05-11,(신재생) (하동) 익산 다송리 태양광,893 ,2980 ,124 ,0 ,0 ,0 ,0 ,0 ,2893 ,46282 ,222009 ,299387 ,373873 ,557555 ,645057 ,403522 ,122937 ,149694 ,100519 ,49898 ,6508 ,0 ,0 ,0 ,0 ,0 ,0 
2024-05-12,(신재생) (하동) 익산 다송리 태양광,893 ,5535 ,231 ,0 ,0 ,0 ,0 ,0 ,2169 ,62192 ,165603 ,375319 ,550323 ,665305 ,708695 ,690616 ,610345 ,652288 ,487408 ,312404 ,191637 ,57129 ,3616 ,0 ,0 ,0 ,0 
2024-05-13,(신재생) (하동) 익산 다송리 태양광,893 ,5960 ,248 ,0 ,0 ,0 ,0 ,0 ,2893 ,47005 ,212608 ,415093 ,567679 ,675429 ,737621 ,741960 ,715926 ,651565 ,550323 ,388336 ,201761 ,49175 ,2893 ,0 ,0 ,0 ,0 
2024-05-14,(신재생) (하동) 익산 다송리 태양광,893 ,5927 ,247 ,0 ,0 ,0 ,0 ,0 ,2893 ,53514 ,208993 ,402799 ,561171 ,669644 ,729666 ,736898 ,705802 ,650842 ,548877 ,391952 ,208269 ,52067 ,3616 ,0 ,0 ,0 ,0 
2024-05-15,(신재생) (하동) 익산 다송리 태양광,893 ,3889 ,162 ,0 ,0 ,0 ,0 ,0 ,2893 ,50621 ,212608 ,399183 ,553939 ,659520 ,720988 ,723881 ,373149 ,133061 ,7955 ,9401 ,13017 ,27480 ,1446 ,0 ,0 ,0 ,0 
2024-05-16,(신재생) (하동) 익산 다송리 태양광,893 ,5268 ,220 ,0 ,0 ,0 ,0 ,0 ,2893 ,44113 ,198145 ,336992 ,457759 ,556108 ,665305 ,661689 ,647949 ,603114 ,499702 ,353624 ,185852 ,50621 ,4339 ,0 ,0 ,0 ,0 
2024-05-17,(신재생) (하동) 익산 다송리 태양광,893 ,5098 ,212 ,0 ,0 ,0 ,0 ,0 ,5785 ,59299 ,141739 ,303003 ,553216 ,600944 ,506211 ,509103 ,651565 ,611068 ,524289 ,378935 ,195976 ,52791 ,3616 ,0 ,0 ,0 ,0 
2024-05-18,(신재생) (하동) 익산 다송리 태양광,893 ,5694 ,237 ,0 ,0 ,0 ,0 ,0 ,3616 ,48452 ,179343 ,347116 ,520674 ,654458 ,720265 ,734728 ,693508 ,632763 ,530075 ,377488 ,196699 ,51344 ,3616 ,0 ,0 ,0 ,0 
2024-05-19,(신재생) (하동) 익산 다송리 태양광,893 ,5830 ,243 ,0 ,0 ,0 ,0 ,0 ,4339 ,49898 ,199592 ,407138 ,562617 ,658797 ,712311 ,715926 ,689169 ,636379 ,538029 ,391228 ,210439 ,47728 ,6508 ,0 ,0 ,0 ,0 
2024-05-20,(신재생) (하동) 익산 다송리 태양광,893 ,4613 ,192 ,0 ,0 ,0 ,0 ,0 ,6508 ,47005 ,172112 ,294325 ,451251 ,612515 ,302280 ,512719 ,656627 ,459928 ,486685 ,357963 ,194529 ,54237 ,4339 ,0 ,0 ,0 ,0 
2024-05-21,(신재생) (하동) 익산 다송리 태양광,893 ,5019 ,209 ,0 ,0 ,0 ,0 ,0 ,723 ,24587 ,65807 ,90395 ,263953 ,616854 ,720265 ,725327 ,696401 ,638548 ,532244 ,373149 ,203931 ,60745 ,5785 ,0 ,0 ,0 ,0 
2024-05-22,(신재생) (하동) 익산 다송리 태양광,893 ,5348 ,223 ,0 ,0 ,0 ,0 ,0 ,1446 ,35435 ,108474 ,244427 ,536583 ,654458 ,715203 ,715926 ,681215 ,646503 ,459205 ,347116 ,148247 ,51344 ,2893 ,0 ,0 ,0 ,0 
2024-05-23,(신재생) (하동) 익산 다송리 태양광,893 ,5704 ,238 ,0 ,0 ,0 ,0 ,0 ,3616 ,67977 ,153309 ,329037 ,530798 ,660243 ,719542 ,726774 ,687723 ,633486 ,537306 ,384720 ,206823 ,57853 ,4339 ,0 ,0 ,0 ,0 
2024-05-24,(신재생) (하동) 익산 다송리 태양광,893 ,5069 ,211 ,0 ,0 ,0 ,0 ,0 ,723 ,20972 ,73039 ,192360 ,505487 ,619746 ,668921 ,679045 ,655181 ,585758 ,478007 ,341331 ,182959 ,60745 ,5062 ,0 ,0 ,0 ,0 
2024-05-25,(신재생) (하동) 익산 다송리 태양광,893 ,3550 ,148 ,0 ,0 ,0 ,0 ,0 ,4339 ,39774 ,91118 ,267568 ,409307 ,450527 ,535137 ,410031 ,333376 ,287094 ,284924 ,224902 ,146801 ,59299 ,5785 ,0 ,0 ,0 ,0 
2024-05-26,(신재생) (하동) 익산 다송리 태양광,893 ,2866 ,119 ,0 ,0 ,0 ,0 ,0 ,6508 ,63638 ,208993 ,339161 ,453420 ,543092 ,548154 ,279862 ,161264 ,130168 ,72316 ,41220 ,12294 ,5785 ,0 ,0 ,0 ,0 ,0 
2024-05-27,(신재생) (하동) 익산 다송리 태양광,893 ,4782 ,199 ,0 ,0 ,0 ,0 ,0 ,7955 ,57129 ,218394 ,394844 ,519951 ,558278 ,518504 ,564063 ,531521 ,494640 ,459205 ,248766 ,150417 ,53514 ,4339 ,0 ,0 ,0 ,0 
2024-05-28,(신재생) (하동) 익산 다송리 태양광,893 ,5945 ,248 ,0 ,0 ,0 ,0 ,0 ,8678 ,57853 ,201761 ,417262 ,570572 ,677599 ,671814 ,697847 ,722435 ,652288 ,537306 ,446188 ,217671 ,60022 ,5785 ,0 ,0 ,0 ,0 
2024-05-29,(신재생) (하동) 익산 다송리 태양광,893 ,5725 ,239 ,0 ,0 ,0 ,0 ,0 ,4339 ,47005 ,195976 ,399183 ,550323 ,654458 ,684831 ,658074 ,695678 ,642887 ,526459 ,373873 ,220563 ,63638 ,7232 ,0 ,0 ,0 ,0 
2024-05-30,(신재생) (하동) 익산 다송리 태양광,893 ,2772 ,115 ,0 ,0 ,0 ,0 ,0 ,723 ,26034 ,75932 ,272631 ,357963 ,190914 ,407138 ,275523 ,271184 ,393398 ,142462 ,201761 ,117875 ,37604 ,723 ,0 ,0 ,0 ,0 
2024-05-31,(신재생) (하동) 익산 다송리 태양광,893 ,5824 ,243 ,0 ,0 ,0 ,0 ,0 ,9401 ,82440 ,195976 ,354347 ,483793 ,658797 ,722435 ,728220 ,707972 ,650842 ,548877 ,394844 ,217671 ,61468 ,7232 ,0 ,0 ,0 ,0 
2024-06-01,(신재생) (하동) 익산 다송리 태양광,893 ,4691 ,195 ,0 ,0 ,0 ,0 ,0 ,1446 ,20248 ,158372 ,222009 ,180066 ,302280 ,634933 ,656627 ,715203 ,597328 ,508380 ,404245 ,222733 ,60745 ,6508 ,0 ,0 ,0 ,0 
2024-06-02,(신재생) (하동) 익산 다송리 태양광,893 ,5749 ,240 ,0 ,0 ,0 ,0 ,0 ,9401 ,83163 ,190191 ,344946 ,541645 ,663859 ,715926 ,729666 ,700017 ,640718 ,478731 ,360133 ,198145 ,79547 ,13017 ,0 ,0 ,0 ,0 
2024-06-03,(신재생) (하동) 익산 다송리 태양광,893 ,5855 ,244 ,0 ,0 ,0 ,0 ,0 ,7232 ,60022 ,217671 ,400629 ,547431 ,660243 ,706525 ,713034 ,689169 ,634933 ,514888 ,410031 ,212608 ,70146 ,10847 ,0 ,0 ,0 ,0 
2024-06-04,(신재생) (하동) 익산 다송리 태양광,893 ,5594 ,233 ,0 ,0 ,0 ,0 ,0 ,7232 ,62915 ,207546 ,420155 ,438957 ,451251 ,716649 ,715926 ,700017 ,645780 ,541645 ,394121 ,218394 ,65807 ,7955 ,0 ,0 ,0 ,0 
2024-06-05,(신재생) (하동) 익산 다송리 태양광,893 ,4704 ,196 ,0 ,0 ,0 ,0 ,0 ,723 ,39774 ,120767 ,325421 ,503318 ,619746 ,559001 ,514888 ,664582 ,541645 ,434618 ,223456 ,111366 ,41220 ,3616 ,0 ,0 ,0 ,0 
2024-06-06,(신재생) (하동) 익산 다송리 태양광,893 ,5198 ,217 ,0 ,0 ,0 ,0 ,0 ,6508 ,44836 ,75932 ,275523 ,384720 ,530798 ,702909 ,720988 ,683384 ,535137 ,528628 ,377488 ,226348 ,96903 ,7955 ,0 ,0 ,0 ,0 
2024-06-07,(신재생) (하동) 익산 다송리 태양광,893 ,3748 ,156 ,0 ,0 ,0 ,0 ,0 ,10124 ,58576 ,150417 ,281308 ,428109 ,564063 ,464991 ,498979 ,466437 ,229964 ,302280 ,172835 ,85333 ,29649 ,5062 ,0 ,0 ,0 ,0 
2024-06-08,(신재생) (하동) 익산 다송리 태양광,893 ,2264 ,94 ,0 ,0 ,0 ,0 ,0 ,0 ,9401 ,21695 ,49898 ,114982 ,114982 ,229241 ,336268 ,461375 ,303003 ,190914 ,214055 ,135954 ,74485 ,7955 ,0 ,0 ,0 ,0 
2024-06-09,(신재생) (하동) 익산 다송리 태양광,893 ,4798 ,200 ,0 ,0 ,0 ,0 ,0 ,7232 ,62915 ,141739 ,267568 ,332653 ,464991 ,694955 ,743406 ,459205 ,429556 ,530798 ,373873 ,220563 ,57853 ,10847 ,0 ,0 ,0 ,0 
2024-06-10,(신재생) (하동) 익산 다송리 태양광,893 ,5414 ,226 ,0 ,0 ,0 ,0 ,0 ,9401 ,70146 ,187298 ,360133 ,484516 ,610345 ,681938 ,679768 ,652288 ,585758 ,488132 ,336992 ,188021 ,68700 ,10124 ,0 ,0 ,0 ,0 
2024-06-11,(신재생) (하동) 익산 다송리 태양광,893 ,5398 ,225 ,0 ,0 ,0 ,0 ,0 ,6508 ,53514 ,175727 ,331929 ,514165 ,612515 ,678322 ,682661 ,645780 ,572018 ,478007 ,367364 ,166326 ,97626 ,15186 ,0 ,0 ,0 ,0 
2024-06-12,(신재생) (하동) 익산 다송리 태양광,893 ,5734 ,239 ,0 ,0 ,0 ,0 ,0 ,5785 ,60022 ,203931 ,392675 ,544538 ,649396 ,685554 ,692785 ,670367 ,611792 ,525736 ,389782 ,201761 ,88948 ,10847 ,0 ,0 ,0 ,0 
2024-06-13,(신재생) (하동) 익산 다송리 태양광,893 ,5576 ,232 ,0 ,0 ,0 ,0 ,0 ,6508 ,58576 ,198868 ,347839 ,511273 ,630594 ,673983 ,684107 ,658074 ,621193 ,518504 ,373873 ,213332 ,68700 ,10847 ,0 ,0 ,0 ,0 
2024-06-14,(신재생) (하동) 익산 다송리 태양광,893 ,5145 ,214 ,0 ,0 ,0 ,0 ,0 ,7955 ,58576 ,206823 ,369534 ,487408 ,614684 ,611792 ,527905 ,551769 ,587927 ,495363 ,344223 ,198145 ,79547 ,3616 ,0 ,0 ,0 ,0 
2024-06-15,(신재생) (하동) 익산 다송리 태양광,893 ,4915 ,205 ,0 ,0 ,0 ,0 ,0 ,5062 ,49898 ,190914 ,366641 ,504041 ,527182 ,606006 ,607453 ,347116 ,498979 ,514888 ,383274 ,212608 ,88225 ,12294 ,0 ,0 ,0 ,0 
2024-06-16,(신재생) (하동) 익산 다송리 태양광,893 ,5798 ,242 ,0 ,0 ,0 ,0 ,0 ,7232 ,57853 ,169942 ,384720 ,559001 ,633486 ,706525 ,713757 ,699294 ,647949 ,553216 ,373873 ,216947 ,67977 ,5785 ,0 ,0 ,0 ,0 
2024-06-17,(신재생) (하동) 익산 다송리 태양광,893 ,3617 ,151 ,0 ,0 ,0 ,0 ,0 ,10124 ,73762 ,165603 ,245874 ,400629 ,444742 ,497533 ,411477 ,288540 ,246597 ,284201 ,297218 ,146801 ,86056 ,17356 ,0 ,0 ,0 ,0 
2024-06-18,(신재생) (하동) 익산 다송리 태양광,893 ,5693 ,237 ,0 ,0 ,0 ,0 ,0 ,7232 ,62915 ,206100 ,381827 ,527905 ,639995 ,686277 ,679768 ,666752 ,613238 ,530075 ,390505 ,219840 ,70869 ,10124 ,0 ,0 ,0 ,0 
2024-06-19,(신재생) (하동) 익산 다송리 태양광,893 ,5276 ,220 ,0 ,0 ,0 ,0 ,0 ,10124 ,61468 ,198868 ,360133 ,479454 ,557555 ,676153 ,639272 ,611792 ,613961 ,507657 ,333376 ,147524 ,65807 ,13017 ,0 ,0 ,0 ,0 
2024-06-20,(신재생) (하동) 익산 다송리 태양광,893 ,3418 ,142 ,0 ,0 ,0 ,0 ,0 ,13017 ,65807 ,219117 ,256721 ,433895 ,374596 ,402076 ,392675 ,336992 ,309512 ,270461 ,184405 ,87502 ,56406 ,15186 ,0 ,0 ,0 ,0 
2024-06-21,(신재생) (하동) 익산 다송리 태양광,893 ,5030 ,210 ,0 ,0 ,0 ,0 ,0 ,8678 ,70146 ,174281 ,384720 ,452697 ,561171 ,666752 ,560447 ,577803 ,556108 ,404245 ,339161 ,173558 ,93287 ,7232 ,0 ,0 ,0 ,0 
2024-06-22,(신재생) (하동) 익산 다송리 태양광,893 ,746 ,31 ,0 ,0 ,0 ,0 ,0 ,723 ,7955 ,36158 ,56406 ,90395 ,76655 ,83886 ,113536 ,135231 ,60745 ,34712 ,33988 ,14463 ,1446 ,0 ,0 ,0 ,0 ,0 
