날짜,발전기명,충전_방전,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시,합계
2023-07-01,광양항광양냉장태양광,방전,0,0,0,0,0,0,2411,4821,23623,38086,87743,82440,131615,336027,392434,269979,117152,34712,34229,3857,0,0,0,0,1559129
2023-07-02,광양항광양냉장태양광,방전,0,0,0,0,0,0,23141,40497,52549,111366,282514,443537,392434,478731,297941,315297,275764,112813,105099,8678,0,0,0,0,2940361
2023-07-03,광양항광양냉장태양광,방전,0,0,0,0,0,0,1928,62192,202002,195735,309994,281549,337474,445947,320118,286371,244909,192842,51585,4339,0,0,0,0,2936985
2023-07-04,광양항광양냉장태양광,방전,0,0,0,0,0,1446,24105,10606,31819,45318,44354,18802,62674,67013,47728,37604,34712,17356,964,0,0,0,0,0,444501
2023-07-05,광양항광양냉장태양광,방전,0,0,0,0,0,0,32783,69905,66531,115223,419432,401594,497051,521638,456072,427627,326385,203931,82922,10124,0,0,0,0,3631218
2023-07-06,광양항광양냉장태양광,방전,0,0,0,0,0,3857,40979,133061,206341,263229,249731,459928,410754,477766,337474,400629,313368,182236,65566,4821,0,0,0,0,3549740
2023-07-07,광양항광양냉장태양광,방전,0,0,0,0,0,0,5303,19766,62192,49657,36158,51585,24587,18320,3857,7232,34712,26998,8678,0,0,0,0,0,349045
2023-07-08,광양항광양냉장태양광,방전,0,0,0,0,0,0,13017,34229,45800,57853,118598,152827,33265,41943,90636,194771,150899,114741,69423,9642,0,0,0,0,1127644
2023-07-09,광양항광양냉장태양광,방전,0,0,0,0,0,0,8678,60263,102206,63156,111848,103653,86297,96903,61709,38568,38568,28926,36640,3375,0,0,0,0,840790
2023-07-10,광양항광양냉장태양광,방전,0,0,0,0,0,0,42425,10124,117634,360615,234303,202484,175486,253105,358686,351455,218876,188503,75208,4821,0,0,0,0,2593725
2023-07-11,광양항광양냉장태양광,방전,0,0,0,0,0,0,4339,47728,89672,67977,129686,52549,45318,36640,26034,26034,16874,20731,6749,0,0,0,0,0,570331
2023-07-12,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,6749,40497,60263,80512,143185,86297,167773,80994,34229,58335,50139,28444,3857,0,0,0,0,841274
2023-07-13,광양항광양냉장태양광,방전,0,0,0,0,0,0,13017,65566,65566,74244,86779,120526,129204,141739,116187,55442,19284,15909,4821,0,0,0,0,0,908284
2023-07-14,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,5785,12053,24587,48211,95939,96421,114259,38086,16874,12535,9160,3375,0,0,0,0,0,477285
2023-07-15,광양항광양냉장태양광,방전,0,0,0,0,0,0,18802,55442,134507,147042,142221,228036,220322,134507,150899,192842,110884,23141,10606,482,0,0,0,0,1569733
2023-07-16,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,22659,90636,98349,195253,92082,235749,50139,41943,37122,20731,86297,1928,482,0,0,0,0,973370
2023-07-17,광양항광양냉장태양광,방전,0,0,0,0,0,0,32783,47246,116187,155238,239606,246356,293602,272389,285406,98832,56888,46282,34712,3857,0,0,0,0,1929384
2023-07-18,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,6267,23141,47246,47728,74244,95457,107992,40497,22177,1446,30373,40015,0,0,0,0,0,536583
2023-07-19,광양항광양냉장태양광,방전,0,0,0,0,0,0,40015,86779,107027,198145,226107,161023,274800,148488,346152,284442,163434,93046,17356,0,0,0,0,0,2146814
2023-07-20,광양항광양냉장태양광,방전,0,0,0,0,0,482,36158,106545,218394,334581,424735,388577,254069,327349,420396,275282,153792,82440,52067,10124,0,0,0,0,3084991
2023-07-21,광양항광양냉장태양광,방전,0,0,0,0,0,0,14945,31819,67495,308065,418467,467160,486926,462821,442573,377488,295531,165362,62192,7232,0,0,0,0,3608076
2023-07-22,광양항광양냉장태양광,방전,0,0,0,0,0,0,36158,24105,23141,50621,105099,106063,111366,146560,127276,67013,73280,61709,16874,964,0,0,0,0,950229
2023-07-23,광양항광양냉장태양광,방전,0,0,0,0,0,482,21213,90636,113777,137882,242499,296495,256962,141739,78101,16874,45318,119080,49657,482,0,0,0,0,1611197
2023-07-24,광양항광양냉장태양광,방전,0,0,0,0,0,0,17356,84368,219840,193806,78101,256962,126794,72798,48211,92564,71834,60745,13017,964,0,0,0,0,1337360
2023-07-25,광양항광양냉장태양광,방전,0,0,0,0,0,1446,28926,94493,178379,40497,280585,389059,253587,322046,478248,343259,202002,74726,17356,2411,0,0,0,0,2707020
2023-07-26,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,1928,123901,123419,235749,221768,453661,395326,367364,399183,142221,44354,6267,0,0,0,0,0,2515141
2023-07-27,광양항광양냉장태양광,방전,0,0,0,0,0,1928,60745,101242,164398,202484,390987,470535,486926,482587,466196,396291,266122,110402,63156,5785,0,0,0,0,3669784
2023-07-28,광양항광양냉장태양광,방전,0,0,0,0,0,0,20248,66531,151863,219840,274318,272872,258891,276728,260819,216465,153309,102688,37122,1446,0,0,0,0,2313140
2023-07-29,광양항광양냉장태양광,방전,0,0,0,0,0,0,28444,112331,229482,326385,401112,443055,463303,462339,425217,365918,284442,164880,51585,0,0,0,0,0,3758493
2023-07-30,광양항광양냉장태양광,방전,0,0,0,0,0,0,26516,107992,195253,285406,318189,286853,255998,163916,188021,341813,312886,188503,70387,964,0,0,0,0,2742697
2023-07-31,광양항광양냉장태양광,방전,0,0,0,0,0,482,28926,110884,233339,330724,402076,465232,484034,472463,424735,269497,87743,141739,57853,3375,0,0,0,0,3513102
2023-08-01,광양항광양냉장태양광,방전,0,0,0,0,0,0,24587,114259,218876,331206,416057,468124,491747,474874,434859,313368,262747,162952,67495,3857,0,0,0,0,3785008
2023-08-02,광양항광양냉장태양광,방전,0,0,0,0,0,0,22177,112331,235267,286853,405451,453179,461857,464267,436305,378935,289263,176933,61227,4821,0,0,0,0,3788866
2023-08-03,광양항광양냉장태양광,방전,0,0,0,0,0,482,21213,107509,225625,328796,377971,445465,446912,482587,413164,318672,292638,172594,56888,964,0,0,0,0,3691480
2023-08-04,광양항광양냉장태양광,방전,0,0,0,0,0,0,25552,108474,234785,302762,198627,186575,339884,247802,131615,235749,278657,175004,61709,3375,0,0,0,0,2530570
2023-08-05,광양항광양냉장태양광,방전,0,0,0,0,0,0,20248,101724,223215,325421,406415,451733,469088,463303,427145,363025,271907,155720,34712,1446,0,0,0,0,3715102
2023-08-06,광양항광양냉장태양광,방전,0,0,0,0,0,0,18802,104135,237678,319636,193806,315779,440644,416057,444983,373632,278175,168255,27480,0,0,0,0,0,3339062
2023-08-07,광양항광양냉장태양광,방전,0,0,0,0,0,0,20248,100278,225143,330724,406897,461375,483069,477766,451733,358204,135954,3857,11571,4339,0,0,0,0,3471158
2023-08-08,광양항광양냉장태양광,방전,0,0,0,0,0,0,17838,99796,209716,334581,415575,453661,436305,339884,393880,352419,254552,97385,19766,0,0,0,0,0,3425358
2023-08-09,광양항광양냉장태양광,방전,0,0,0,0,0,0,17356,57371,49657,49175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173559
2023-08-10,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-11,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,0,0,0,71834,513924,479213,433413,355312,295048,149935,17356,0,0,0,0,0,2316035
2023-08-12,광양항광양냉장태양광,방전,0,0,0,0,0,0,16392,105581,245392,358204,434859,453661,331206,291674,422324,347598,280103,152827,26034,1928,0,0,0,0,3467783
2023-08-13,광양항광양냉장태양광,방전,0,0,0,0,0,0,20248,95939,205859,328314,350008,417503,421360,391469,315297,269979,199109,72798,34229,1446,0,0,0,0,3123558
2023-08-14,광양항광양냉장태양광,방전,0,0,0,0,0,0,20731,95939,213091,349044,416539,463785,492229,481141,441608,371703,260337,151863,45318,482,0,0,0,0,3803810
2023-08-15,광양항광양냉장태양광,방전,0,0,0,0,0,0,17356,91600,221286,314815,357240,487891,482587,415575,421360,192842,14945,6749,6749,2411,0,0,0,0,3033406
2023-08-16,광양항광양냉장태양광,방전,0,0,0,0,0,0,29408,83886,116187,206341,316261,356758,335545,336027,386648,354347,188503,65566,26998,0,0,0,0,0,2802475
2023-08-17,광양항광양냉장태양광,방전,0,0,0,0,0,0,10124,65566,103653,186575,217429,284924,330724,461375,412200,342295,248766,134025,26516,0,0,0,0,0,2824172
2023-08-18,광양항광양냉장태양광,방전,0,0,0,0,0,0,14463,54960,136436,148488,160059,186575,200556,253587,183682,232375,86297,101724,28444,0,0,0,0,0,1787646
2023-08-19,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,8678,46282,133061,237678,283478,413164,490783,175004,218394,272872,63156,35676,0,0,0,0,0,2378226
2023-08-20,광양항광양냉장태양광,방전,0,0,0,0,0,0,14945,92564,215983,324457,400629,461375,362061,471981,448840,379899,277211,111366,28926,0,0,0,0,0,3590237
2023-08-21,광양항광양냉장태양광,방전,0,0,0,0,0,0,20731,93046,221768,292638,398219,369293,466678,475356,432931,377488,280103,155720,24105,0,0,0,0,0,3608076
2023-08-22,광양항광양냉장태양광,방전,0,0,0,0,0,0,9642,63156,149935,230928,284442,474392,335545,170183,201520,191878,101242,71834,26998,0,0,0,0,0,2311695
2023-08-23,광양항광양냉장태양광,방전,0,0,0,0,0,0,21213,72316,102688,357722,424253,410272,413646,328796,332171,127758,61227,5785,0,0,0,0,0,0,2657847
2023-08-24,광양항광양냉장태양광,방전,0,0,0,0,0,0,2411,33265,51585,161987,143667,123419,82440,84368,68459,9642,2411,5785,2411,0,0,0,0,0,771850
2023-08-25,광양항광양냉장태양광,방전,0,0,0,0,0,0,6267,44354,218394,241053,432448,464267,499943,451733,460893,385684,269015,130168,25069,0,0,0,0,0,3629288
2023-08-26,광양항광양냉장태양광,방전,0,0,0,0,0,0,14463,93528,221768,339402,425217,464749,494158,473909,378935,382792,270943,133543,25069,0,0,0,0,0,3718476
2023-08-27,광양항광양냉장태양광,방전,0,0,0,0,0,0,14463,92564,216465,313851,376524,431484,399665,264676,323493,272872,126794,118598,6749,0,0,0,0,0,2958198
2023-08-28,광양항광양냉장태양광,방전,0,0,0,0,0,0,13017,79065,114741,28444,85815,150899,209716,159577,190914,135954,91600,34229,12053,0,0,0,0,0,1306024
2023-08-29,광양항광양냉장태양광,방전,0,0,0,0,0,0,482,13017,26034,92082,285888,182236,278657,284442,280103,181272,155720,18320,964,0,0,0,0,0,1799217
2023-08-30,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,13499,90636,167291,75208,86779,134507,121973,208269,124383,36158,3857,0,0,0,0,0,1062560
2023-08-31,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,38086,76655,245392,306137,312404,429556,459928,407379,302762,129204,40015,9160,0,0,0,0,0,2756678
2023-09-01,광양항광양냉장태양광,방전,0,0,0,0,0,0,4821,40015,97385,177897,369293,471981,484998,444019,373149,285406,170665,120044,25552,0,0,0,0,0,3065225
2023-09-02,광양항광양냉장태양광,방전,0,0,0,0,0,0,6749,45800,59299,71352,96421,106545,132579,249248,127758,248284,241053,106063,12535,0,0,0,0,0,1503686
2023-09-03,광양항광양냉장태양광,방전,0,0,0,0,0,0,5303,74726,101242,179825,201520,326385,436305,242499,325421,237678,228036,111366,13017,0,0,0,0,0,2483323
2023-09-04,광양항광양냉장태양광,방전,0,0,0,0,0,0,16874,88707,206341,331206,410754,426663,444019,475356,393880,259855,94011,44354,964,0,0,0,0,0,3192984
2023-09-05,광양항광양냉장태양광,방전,0,0,0,0,0,0,10606,85333,219840,342777,420396,471017,461375,231893,296013,290227,250213,101242,1446,0,0,0,0,0,3182378
2023-09-06,광양항광양냉장태양광,방전,0,0,0,0,0,0,10606,85815,215019,328314,415575,469088,484516,417985,312886,167291,62674,34229,5303,0,0,0,0,0,3009301
2023-09-07,광양항광양냉장태양광,방전,0,0,0,0,0,0,11571,89672,228518,348080,433895,489337,502836,484516,438234,360615,236232,90154,17356,0,0,0,0,0,3731016
2023-09-08,광양항광양냉장태양광,방전,0,0,0,0,0,0,11088,86297,190914,330724,427145,488373,455589,487408,429556,352901,241053,117152,18320,0,0,0,0,0,3636520
2023-09-09,광양항광양냉장태양광,방전,0,0,0,0,0,0,10124,82922,210198,321564,407379,460893,486444,471981,417985,248766,129204,91600,7714,0,0,0,0,0,3346774
2023-09-10,광양항광양냉장태양광,방전,0,0,0,0,0,0,14945,80029,157648,334099,426181,487891,502354,476802,424253,352901,216465,81476,1928,0,0,0,0,0,3556972
2023-09-11,광양항광양냉장태양광,방전,0,0,0,0,0,0,3857,60745,112813,119080,316261,284442,335545,447876,410272,334581,225625,77137,5303,0,0,0,0,0,2733537
2023-09-12,광양항광양냉장태양광,방전,0,0,0,0,0,0,3375,45800,147042,234303,357722,328314,252623,320600,242499,235267,215501,79065,3857,0,0,0,0,0,2465968
2023-09-13,광양항광양냉장태양광,방전,0,0,0,0,0,0,8196,49175,161505,128240,117152,119080,116669,91600,84368,36158,43389,13499,482,0,0,0,0,0,969513
2023-09-14,광양항광양냉장태양광,방전,0,0,0,0,0,0,6267,33265,64120,92082,117152,79547,83886,62192,78583,30855,24587,6749,0,0,0,0,0,0,679285
2023-09-15,광양항광양냉장태양광,방전,0,0,0,0,0,0,2893,23623,55442,127276,208752,272872,194771,271907,208269,95939,58335,38568,1446,0,0,0,0,0,1560093
2023-09-16,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,23141,16874,35676,79547,93528,46282,12053,0,34229,65566,8678,0,0,0,0,0,415574
2023-09-17,광양항광양냉장태양광,방전,0,0,0,0,0,0,2893,43389,147042,220322,239124,201038,220322,233821,218394,152827,112331,81476,10124,0,0,0,0,0,1883103
2023-09-18,광양항광양냉장태양광,방전,0,0,0,0,0,0,8196,82922,191878,320118,406897,458482,473909,458964,418949,341813,224661,94493,5785,0,0,0,0,0,3487067
2023-09-19,광양항광양냉장태양광,방전,0,0,0,0,0,0,7714,78101,197181,260337,293120,258891,298905,287817,353383,303726,187057,64602,7232,0,0,0,0,0,2598066
2023-09-20,광양항광양냉장태양광,방전,0,0,0,0,0,0,3375,23623,37604,67977,40979,42425,22659,29408,37604,37604,18802,8678,0,0,0,0,0,0,370738
2023-09-21,광양항광양냉장태양광,방전,0,0,0,0,0,0,482,12535,21213,59299,77619,134025,135954,116187,75691,64120,20731,964,0,0,0,0,0,0,718820
2023-09-22,광양항광양냉장태양광,방전,0,0,0,0,0,0,482,49175,84368,118598,270943,381345,448840,461375,357240,340366,193806,26998,1446,0,0,0,0,0,2734982
2023-09-23,광양항광양냉장태양광,방전,0,0,0,0,0,0,7232,87743,116187,326385,322528,354347,294084,287335,238160,192842,101724,34229,0,0,0,0,0,0,2362796
2023-09-24,광양항광양냉장태양광,방전,0,0,0,0,0,0,3375,72798,202002,322046,417985,441126,480659,484998,340848,354829,204413,66531,2893,0,0,0,0,0,3394503
2023-09-25,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,20731,71834,102206,191396,209234,176451,190914,214537,190914,137882,36640,1446,0,0,0,0,0,1544185
2023-09-26,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,2893,54960,174522,256962,186575,171147,259373,93528,78583,94975,22177,482,0,0,0,0,0,1396177
2023-09-27,광양항광양냉장태양광,방전,0,0,0,0,0,0,1928,60745,120526,144149,311440,257926,272389,112813,162952,37122,0,0,0,0,0,0,0,0,1481990
2023-09-28,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-29,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-30,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-01,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-02,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-03,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-04,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,52549,242499,375078,451251,408825,402076,386648,299387,177897,41461,482,0,0,0,0,0,2838153
2023-10-05,광양항광양냉장태양광,방전,0,0,0,0,0,0,482,59299,148971,239606,426663,471017,488373,472945,416057,270943,137882,51585,0,0,0,0,0,0,3183823
2023-10-06,광양항광양냉장태양광,방전,0,0,0,0,0,0,482,38086,70869,151381,178379,256480,311922,207787,210198,175486,73762,14945,0,0,0,0,0,0,1689777
2023-10-07,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,13499,83404,149453,218394,164880,143667,137400,97867,53514,19766,964,0,0,0,0,0,0,1082808
2023-10-08,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,5785,23623,28444,132097,205377,418467,230928,257926,204413,80029,26516,0,0,0,0,0,0,1613605
2023-10-09,광양항광양냉장태양광,방전,0,0,0,0,0,0,2411,71834,166326,193324,335545,378935,242017,44836,94975,109920,56888,19284,0,0,0,0,0,0,1716295
2023-10-10,광양항광양냉장태양광,방전,0,0,0,0,0,0,2411,58817,181272,304208,382309,440644,452697,420396,320600,200074,92082,22659,0,0,0,0,0,0,2878169
2023-10-11,광양항광양냉장태양광,방전,0,0,0,0,0,0,1928,55924,173076,295531,386648,438716,456072,430038,348080,266604,109438,20248,0,0,0,0,0,0,2982303
2023-10-12,광양항광양냉장태양광,방전,0,0,0,0,0,0,2411,57853,172594,290709,384720,437752,456072,434859,350973,224179,143667,26516,0,0,0,0,0,0,2982305
2023-10-13,광양항광양냉장태양광,방전,0,0,0,0,0,0,964,48211,125347,246838,286853,316261,317225,282996,211644,148006,81476,9642,0,0,0,0,0,0,2075463
2023-10-14,광양항광양냉장태양광,방전,0,0,0,0,0,0,482,42907,178861,282996,348562,368328,428592,370739,224179,177897,97385,26516,0,0,0,0,0,0,2547444
2023-10-15,광양항광양냉장태양광,방전,0,0,0,0,0,0,964,53514,161987,274318,315297,344705,330724,307583,281549,210198,112331,25552,0,0,0,0,0,0,2418722
2023-10-16,광양항광양냉장태양광,방전,0,0,0,0,0,0,964,50621,159577,277211,365918,436305,447394,426663,365436,268533,139328,26998,0,0,0,0,0,0,2964948
2023-10-17,광양항광양냉장태양광,방전,0,0,0,0,0,0,1446,54960,172112,288781,378935,424735,446912,428109,369293,274318,147042,29408,0,0,0,0,0,0,3016051
2023-10-18,광양항광양냉장태양광,방전,0,0,0,0,0,0,1446,50139,164398,278175,358204,408343,431966,420396,346634,251659,141257,25552,0,0,0,0,0,0,2878169
2023-10-19,광양항광양냉장태양광,방전,0,0,0,0,0,0,482,19284,58335,156202,270461,336027,370739,340366,270943,211644,72798,8678,0,0,0,0,0,0,2115959
2023-10-20,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,3375,43389,157648,355312,446912,386166,410754,387131,282514,148488,26998,0,0,0,0,0,0,2648687
2023-10-21,광양항광양냉장태양광,방전,0,0,0,0,0,0,964,49657,164398,290709,385202,398701,289745,74726,67013,256480,141257,21213,0,0,0,0,0,0,2140065
2023-10-22,광양항광양냉장태양광,방전,0,0,0,0,0,0,964,56888,159577,246838,270461,301316,303726,369293,188021,165362,99314,11088,0,0,0,0,0,0,2172848
2023-10-23,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,45318,153309,267086,346634,391952,419432,399665,341813,248766,122455,17838,0,0,0,0,0,0,2754268
2023-10-24,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,41943,146078,260337,359651,314333,329760,333135,247320,190432,91600,14945,0,0,0,0,0,0,2329534
2023-10-25,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,39533,140775,244427,325421,368811,383274,366882,309994,218876,102688,12535,0,0,0,0,0,0,2513216
2023-10-26,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,40015,99314,263712,250695,349044,371703,360615,303244,211644,95939,11088,0,0,0,0,0,0,2357013
2023-10-27,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,34229,130168,246356,343741,393880,397737,372185,304691,213091,96421,11571,0,0,0,0,0,0,2544070
2023-10-28,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,34712,129686,228518,309994,360133,377488,356758,312404,219358,98832,9642,0,0,0,0,0,0,2437525
2023-10-29,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,31819,124383,225625,309512,355312,367364,348080,295531,205377,79065,9642,0,0,0,0,0,0,2351710
2023-10-30,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,30855,121008,216947,303244,356276,371703,355794,298905,210680,92564,9160,0,0,0,0,0,0,2367136
2023-10-31,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,31819,125347,227072,310476,363025,376042,362061,303244,210198,86779,7714,0,0,0,0,0,0,2403777
2023-11-01,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,26034,115705,212608,294084,343259,355794,336509,274318,184164,78583,6267,0,0,0,0,0,0,2227325
2023-11-02,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,30855,125829,231893,313368,360615,374114,352419,292156,199592,86297,7714,0,0,0,0,0,0,2374852
2023-11-03,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,29408,119080,217429,303244,362061,374114,345669,281549,187057,77619,6267,0,0,0,0,0,0,2303497
2023-11-04,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,27480,57853,87743,183200,208269,271425,252141,193324,58335,20248,0,0,0,0,0,0,0,1360018
2023-11-05,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,13981,83404,234785,227072,253587,186575,80029,28444,27480,3857,0,0,0,0,0,0,0,1139214
2023-11-06,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,482,8196,55442,40979,58335,95457,256962,231893,165844,56406,4821,0,0,0,0,0,0,974817
2023-11-07,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,22177,96903,109438,246838,431484,434859,408825,345187,242499,104617,8196,0,0,0,0,0,0,2451023
2023-11-08,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,30855,132097,259855,356758,405933,419432,391952,322046,217429,80029,4339,0,0,0,0,0,0,2620725
2023-11-09,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,16874,104617,223215,315297,333617,221768,199109,89672,59299,41461,1928,0,0,0,0,0,0,1606857
2023-11-10,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,6267,60263,169219,257926,318189,351455,337956,281549,93046,37604,1928,0,0,0,0,0,0,1915402
2023-11-11,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,11088,114741,232857,349044,372667,273836,242499,289745,204895,63638,4821,0,0,0,0,0,0,2159831
2023-11-12,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,3857,42907,209716,356276,416057,448358,416057,349526,237678,89672,3857,0,0,0,0,0,0,2573961
2023-11-13,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,22177,130168,263712,370257,428109,444983,417021,353865,243945,99796,5303,0,0,0,0,0,0,2779336
2023-11-14,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,23141,124865,244427,337474,390987,424253,392916,325903,219840,76173,964,0,0,0,0,0,0,2560943
2023-11-15,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,20731,111848,228036,321082,372667,389059,373149,307583,203931,76655,1928,0,0,0,0,0,0,2406669
2023-11-16,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,3857,40497,63638,137882,61227,55442,26998,12535,10124,0,0,0,0,0,0,0,0,412200
2023-11-17,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,20731,112331,240571,341813,368328,362061,158613,126312,77137,28444,482,0,0,0,0,0,0,1836823
2023-11-18,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,13017,115705,246838,346634,401594,394844,340366,269979,175004,44836,1446,0,0,0,0,0,0,2350263
2023-11-19,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,22177,54960,218394,329278,297941,419914,380381,317707,215983,49175,1446,0,0,0,0,0,0,2307356
2023-11-20,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,13499,104135,227554,324939,384238,397255,369293,304691,205859,82440,4339,0,0,0,0,0,0,2418242
2023-11-21,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,14945,108474,226107,322046,375560,400629,380863,311440,209716,79547,3375,0,0,0,0,0,0,2432702
2023-11-22,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,12535,107992,225625,322046,365436,388577,365918,302280,199592,72316,2411,0,0,0,0,0,0,2364728
2023-11-23,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,3857,69905,151863,219358,289263,300352,297941,225625,116669,40015,964,0,0,0,0,0,0,1715812
2023-11-24,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,14945,79547,206341,330242,390023,393398,282032,134507,100760,55442,964,0,0,0,0,0,0,1988201
2023-11-25,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,11088,99796,222733,320118,377971,399183,378935,315297,212608,80994,3375,0,0,0,0,0,0,2422098
2023-11-26,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,12053,73280,150899,153309,182718,166808,210198,129686,81476,39051,1446,0,0,0,0,0,0,1200924
2023-11-27,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,482,7714,76173,73762,150417,242981,217429,76173,80994,27962,964,0,0,0,0,0,0,955051
2023-11-28,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,4339,54960,157166,274318,362061,396773,364954,285888,202484,69905,1928,0,0,0,0,0,0,2174776
2023-11-29,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,4339,57853,119080,169701,160059,133061,178379,230446,82922,13017,0,0,0,0,0,0,0,1148857
2023-11-30,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,5785,91118,215501,325903,391952,415575,390023,276728,119562,45318,964,0,0,0,0,0,0,2278429
2023-12-01,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,6749,82922,205377,270943,326867,384720,369775,304691,193324,59299,1446,0,0,0,0,0,0,2206113
2023-12-02,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,6749,91600,135472,161023,202002,276246,309512,130168,59299,13017,0,0,0,0,0,0,0,1385088
2023-12-03,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,7232,74726,192842,294566,356276,381345,363507,297459,188985,63156,1928,0,0,0,0,0,0,2222022
2023-12-04,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,4339,80029,194288,288781,352901,333135,327832,282514,161505,53996,0,0,0,0,0,0,0,2079320
2023-12-05,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,4821,61227,191878,270943,336992,301798,277693,274800,173076,60263,1446,0,0,0,0,0,0,1954937
2023-12-06,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,1928,45800,168737,245392,285888,175486,100760,90636,85333,19284,0,0,0,0,0,0,0,1219244
2023-12-07,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,2893,68941,174040,271425,325903,346152,322528,260819,168255,55924,1446,0,0,0,0,0,0,1998326
2023-12-08,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,1928,57853,152345,231893,282032,304691,291674,217912,144149,46282,964,0,0,0,0,0,0,1731723
2023-12-09,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,2893,43872,126312,158131,189467,265158,229000,215501,123901,42425,964,0,0,0,0,0,0,1397624
2023-12-10,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,2893,54960,151863,232375,273836,269979,202484,206341,65084,18802,2411,0,0,0,0,0,0,1481028
