날짜,발전기명,충전_방전,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시,합계
2023-12-11,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,7714,19766,15909,13017,33265,41943,12053,17356,10124,0,0,0,0,0,0,0,171147
2023-12-12,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,482,12053,33265,44836,68941,65084,63638,36640,37122,21213,482,0,0,0,0,0,0,383756
2023-12-13,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,964,70387,184164,286371,344705,352901,306137,292156,85815,39051,964,0,0,0,0,0,0,1963615
2023-12-14,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,482,13499,29891,39533,23141,29891,35676,31337,4821,0,0,0,0,0,0,0,0,208271
2023-12-15,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,3375,6267,25552,19284,27480,27480,24105,56406,27480,482,0,0,0,0,0,0,217911
2023-12-16,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,13981,95457,152827,286853,269979,188021,154274,76655,40979,0,0,0,0,0,0,0,1279026
2023-12-17,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,482,69905,192842,312404,386166,417503,398701,330724,216947,75691,2411,0,0,0,0,0,0,2403776
2023-12-18,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,482,68459,163916,238160,305173,265158,268533,168737,84368,17838,0,0,0,0,0,0,0,1580824
2023-12-19,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,1446,58817,173076,250695,236714,279139,232857,164880,102206,16874,0,0,0,0,0,0,0,1516704
2023-12-20,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,16874,130168,106063,145596,286853,230928,122937,105581,20248,0,0,0,0,0,0,0,1165248
2023-12-21,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,482,62674,180789,296495,371221,404004,389541,327349,222733,84851,3375,0,0,0,0,0,0,2343514
2023-12-22,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,482,63638,182718,299869,373149,403040,383274,323011,220804,83886,3857,0,0,0,0,0,0,2337728
2023-12-23,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,2893,62192,172112,207787,339402,332171,327832,271425,150417,48693,1446,0,0,0,0,0,0,1916370
2023-12-24,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,9160,117152,234303,338438,370739,269015,253587,123419,45318,964,0,0,0,0,0,0,1762095
2023-12-25,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,1446,48211,153792,253105,185611,209716,161987,197181,148006,65084,2411,0,0,0,0,0,0,1426550
2023-12-26,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,482,49175,162469,268051,326867,371703,353865,249248,161023,50139,482,0,0,0,0,0,0,1993504
2023-12-27,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,964,49657,154756,259373,323011,348080,331688,276728,177415,54478,1928,0,0,0,0,0,0,1978078
2023-12-28,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,46764,151863,248284,316743,351937,147524,189949,176451,60745,2411,0,0,0,0,0,0,1692671
2023-12-29,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,482,48693,154756,251177,318672,350491,332171,272872,172594,61709,5785,0,0,0,0,0,0,1969402
2023-12-30,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,39051,113295,215019,283960,259855,268051,193324,53032,5303,482,0,0,0,0,0,0,1431372
2023-12-31,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,14945,55442,144632,195735,54478,52549,64120,26516,19766,1446,0,0,0,0,0,0,629629
2024-01-01,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,482,48693,119562,231893,275282,192360,134507,278657,176933,56888,3857,0,0,0,0,0,0,1519114
2024-01-02,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,964,49175,124865,229000,306619,300834,282032,279139,135472,55924,4821,0,0,0,0,0,0,1768845
2024-01-03,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,20248,100278,194288,340848,372667,263712,249731,170665,50621,2411,0,0,0,0,0,0,1765469
2024-01-04,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,482,54478,168255,278657,350973,377488,363989,308547,213091,91118,6267,0,0,0,0,0,0,2213345
2024-01-05,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,34229,103171,213573,322528,327832,220804,134989,134025,44354,1928,0,0,0,0,0,0,1537433
2024-01-06,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,482,49657,160059,270943,344223,374596,356758,217429,172112,59781,2411,0,0,0,0,0,0,2008451
2024-01-07,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,42425,138364,182236,212608,377488,366882,323011,229000,98349,7232,0,0,0,0,0,0,1977595
2024-01-08,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,55924,164398,275764,343259,375078,372185,320600,228518,96421,5303,0,0,0,0,0,0,2237450
2024-01-09,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,13981,66531,85815,62674,53996,65566,51585,31337,27480,964,0,0,0,0,0,0,459929
2024-01-10,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,7232,30373,239124,331206,208269,186575,62192,77137,47246,5303,0,0,0,0,0,0,1194657
2024-01-11,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,482,49657,168255,286853,362543,393398,385684,329760,233339,106545,9642,0,0,0,0,0,0,2326158
2024-01-12,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,482,39051,142703,251659,324939,370257,362543,297941,212126,100278,10124,0,0,0,0,0,0,2112103
2024-01-13,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,964,55442,166326,279621,344705,386166,381345,323493,234303,108956,13017,0,0,0,0,0,0,2294338
2024-01-14,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,482,47728,158131,265640,327349,228518,323975,297941,160059,48211,964,0,0,0,0,0,0,1858998
2024-01-15,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,482,57853,175004,294566,369293,407861,399183,349044,260337,127758,18802,0,0,0,0,0,0,2460183
2024-01-16,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,482,61709,175004,283478,357722,391469,392434,251659,185128,86779,11088,0,0,0,0,0,0,2196952
2024-01-17,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,19766,51585,113295,86297,90636,34712,39051,23141,18320,2893,0,0,0,0,0,0,479696
2024-01-18,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,14463,26516,56406,97385,55442,45800,28444,27480,964,0,0,0,0,0,0,0,352900
2024-01-19,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,13499,39051,42425,70869,72316,63638,59299,65566,17356,964,0,0,0,0,0,0,444983
2024-01-20,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,4821,13017,26998,38568,52549,40015,44836,24105,7232,482,0,0,0,0,0,0,252623
2024-01-21,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,17838,59781,120526,206341,255034,121973,68941,40497,15427,0,0,0,0,0,0,0,906358
2024-01-22,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,1446,54478,171629,272389,297941,396291,277211,262265,166326,63638,15427,0,0,0,0,0,0,1979041
2024-01-23,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,1446,63156,189467,304208,316261,405451,420878,351455,223215,128240,18320,0,0,0,0,0,0,2422097
2024-01-24,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,1928,60263,161505,301316,311922,428109,404004,378935,289263,154756,27480,0,0,0,0,0,0,2519481
2024-01-25,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,2411,64120,188021,313851,396773,442573,400629,376524,288299,156202,31819,0,0,0,0,0,0,2661222
2024-01-26,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,964,62192,179343,297941,377006,418949,414128,362061,265640,136436,25552,0,0,0,0,0,0,2540212
2024-01-27,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,2411,67495,174522,292156,372667,411718,407861,356276,271907,142703,26516,0,0,0,0,0,0,2526232
2024-01-28,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,2893,61709,180307,306619,390023,420878,416539,367364,278175,147524,26998,0,0,0,0,0,0,2599029
2024-01-29,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,2893,69905,186575,307583,388095,427145,423288,371221,278175,152345,27480,0,0,0,0,0,0,2634705
2024-01-30,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,482,57371,160059,302280,372667,403522,339884,290227,122455,41461,5303,0,0,0,0,0,0,2095711
2024-01-31,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,19284,92082,140293,294084,354347,384720,335545,228036,113295,20248,0,0,0,0,0,0,1981934
2024-02-01,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,8196,24105,58335,59299,88225,98832,81958,59299,18320,1928,0,0,0,0,0,0,498497
2024-02-02,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,13981,49657,97867,204895,275282,304691,205859,105099,47728,10606,0,0,0,0,0,0,1315665
2024-02-03,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,964,23623,52549,118116,103653,90636,88225,100278,80029,24587,2893,0,0,0,0,0,0,685553
2024-02-04,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,1928,37604,109920,228518,323011,377006,208269,145596,40497,21695,964,0,0,0,0,0,0,1495008
2024-02-05,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,17356,40497,45318,65566,92564,89672,68941,47246,23623,4339,0,0,0,0,0,0,495122
2024-02-06,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,2411,25552,73280,162952,119562,99314,68941,124383,35676,18802,0,0,0,0,0,0,730873
2024-02-07,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,5303,75691,195735,325903,395808,432448,425699,377488,290709,170665,41943,0,0,0,0,0,0,2737392
2024-02-08,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,5785,80994,188985,284924,364954,362061,390023,339884,246838,157648,28444,0,0,0,0,0,0,2450540
2024-02-09,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,6749,88225,182236,310958,396291,453179,455589,407379,319636,186575,48693,0,0,0,0,0,0,2855510
2024-02-10,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,7232,82440,198627,307583,385684,422806,417503,356758,136918,86779,27962,0,0,0,0,0,0,2430292
2024-02-11,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,5303,70869,181754,274800,347116,400147,300352,360133,267568,156202,41943,0,0,0,0,0,0,2406187
2024-02-12,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,7714,87261,211162,325903,403522,444501,443537,399665,312886,186575,49657,482,0,0,0,0,0,2872865
2024-02-13,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,4339,53996,165844,277211,314333,400629,402076,389059,305173,180789,48693,0,0,0,0,0,0,2542142
2024-02-14,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,3857,26998,52549,97385,122937,152345,233339,142221,47728,8196,0,0,0,0,0,0,887555
2024-02-15,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,4339,51103,168737,294084,272389,214055,295048,240088,80994,63156,43872,0,0,0,0,0,0,1727865
2024-02-16,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,11088,93046,230928,353383,428109,461375,456554,411718,326867,203931,63638,482,0,0,0,0,0,3041119
2024-02-17,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,7714,88707,222251,340848,415575,455107,459446,415575,335545,215983,73762,482,0,0,0,0,0,3030995
2024-02-18,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,6267,62192,67977,76655,34229,37122,23141,26516,5303,10124,0,0,0,0,0,0,0,349526
2024-02-19,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,482,3375,36158,132579,246356,129686,310958,182236,126312,70869,5785,0,0,0,0,0,0,1244796
2024-02-20,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,964,3857,12053,25552,32301,28444,25069,22177,10124,482,0,0,0,0,0,0,161023
2024-02-21,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,3375,76173,80029,79065,53032,63156,79547,15427,8196,482,0,0,0,0,0,0,458482
2024-02-22,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,482,7714,39051,36158,50139,94493,135472,76173,49657,27480,2893,0,0,0,0,0,0,519712
2024-02-23,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,482,25069,105099,192842,221286,146078,141257,108474,64602,59781,25552,482,0,0,0,0,0,1091004
2024-02-24,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,7232,67977,97385,201038,334099,299387,218394,131615,50139,21695,9642,0,0,0,0,0,0,1438603
2024-02-25,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,19284,56888,94975,124383,153309,180789,127276,112813,68941,25069,964,0,0,0,0,0,964691
2024-02-26,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,23623,121008,242981,312404,435823,489819,485962,280103,346152,133543,62192,482,0,0,0,0,0,2934092
2024-02-27,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,19284,88225,185611,389059,363507,487891,437752,440162,354347,229964,86297,2893,0,0,0,0,0,3084992
2024-02-28,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,20731,116187,250695,361097,431966,464749,456072,402076,325903,215983,77619,3375,0,0,0,0,0,3126453
2024-02-29,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,1446,18320,28444,25552,42907,60745,85815,93046,68941,43389,24105,964,0,0,0,0,0,493674
2024-03-01,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,22177,119080,260337,388577,481623,515853,515371,474874,387131,255516,95939,4821,0,0,0,0,0,3521299
2024-03-02,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,27480,137882,288299,408825,485480,512960,511996,467160,378935,245392,91118,6267,0,0,0,0,0,3561794
2024-03-03,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,24587,109920,236714,341813,421360,321082,444501,276728,197181,189467,62192,2411,0,0,0,0,0,2627956
2024-03-04,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,18320,89672,208269,294566,395326,375560,224661,164398,96903,44354,16392,0,0,0,0,0,0,1928421
2024-03-05,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,0,9160,31819,55442,63638,34712,26998,49657,30855,28926,9160,0,0,0,0,0,0,340367
2024-03-06,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,9642,114259,257444,368328,440162,482587,319636,283960,112813,76173,9642,0,0,0,0,0,0,2474646
2024-03-07,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,13017,44354,166808,286371,374596,407379,429074,363989,233339,128722,57853,8196,0,0,0,0,0,2513698
2024-03-08,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,26516,137400,286853,404968,477766,519227,483552,423771,360133,236714,95457,5785,0,0,0,0,0,3458142
2024-03-09,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,35676,150899,294566,412200,481623,515853,508139,461857,380381,255998,107992,8196,0,0,0,0,0,3613380
2024-03-10,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,40497,154274,291674,396773,463785,503800,496568,456072,367846,248284,104135,8196,0,0,0,0,0,3531904
2024-03-11,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,39051,127758,249731,269497,243945,220322,107992,165362,94975,39533,9642,0,0,0,0,0,0,1567808
2024-03-12,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,37604,139328,218876,196217,130168,218876,325421,364472,383274,241053,111848,7232,0,0,0,0,0,2374369
2024-03-13,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,38568,155238,289745,406897,480659,514406,507657,457036,363025,241053,99314,4821,0,0,0,0,0,3558419
2024-03-14,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,38568,120526,239606,365918,420878,491265,472463,423288,351455,228518,85815,7232,0,0,0,0,0,3245532
2024-03-15,광양항광양냉장태양광,방전,0,0,0,0,0,0,964,48211,159577,293602,393398,456072,484998,483552,442091,360133,242981,99796,10124,0,0,0,0,0,3475499
2024-03-16,광양항광양냉장태양광,방전,0,0,0,0,0,0,964,44354,151381,229482,337474,448840,474392,464267,432448,312886,134507,34229,3857,0,0,0,0,0,3069081
2024-03-17,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,42425,144149,290227,263712,421842,425217,449804,390505,247320,92564,60263,9642,0,0,0,0,0,2837670
2024-03-18,광양항광양냉장태양광,방전,0,0,0,0,0,0,1446,48211,157648,286853,388577,452215,474874,443537,362543,336509,223697,75691,5785,0,0,0,0,0,3257586
2024-03-19,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,21213,95939,219840,348562,331206,426181,232857,54478,102206,201520,87261,7232,0,0,0,0,0,2128495
2024-03-20,광양항광양냉장태양광,방전,0,0,0,0,0,0,1446,53032,180307,312886,398219,407861,499943,521638,481141,394362,267086,121008,15909,0,0,0,0,0,3654838
2024-03-21,광양항광양냉장태양광,방전,0,0,0,0,0,0,1928,54960,179343,317225,424253,486926,515371,508139,461857,378453,260337,118116,13499,0,0,0,0,0,3720407
2024-03-22,광양항광양냉장태양광,방전,0,0,0,0,0,0,964,42907,148971,258408,213091,207787,192842,316261,373149,223215,26998,2411,0,0,0,0,0,0,2007004
2024-03-23,광양항광양냉장태양광,방전,0,0,0,0,0,0,1446,50139,154756,275764,369775,427145,453661,432448,377971,223215,163916,52549,4821,0,0,0,0,0,2987606
2024-03-24,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,3375,13981,29408,45318,42907,54478,43389,51585,57853,37604,25069,1928,0,0,0,0,0,406895
2024-03-25,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,12535,46282,121491,105581,69905,31337,55924,126794,36640,15427,8196,0,0,0,0,0,0,630112
2024-03-26,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,9160,81958,162952,159095,313851,305173,296495,463785,254069,27480,1928,482,0,0,0,0,0,2076428
2024-03-27,광양항광양냉장태양광,방전,0,0,0,0,0,0,3375,61709,175968,304208,405451,454143,470053,431484,255516,143185,82922,42425,5303,0,0,0,0,0,2835742
2024-03-28,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,482,8678,15909,36640,53032,37122,26516,21695,21695,17838,4339,0,0,0,0,0,0,243946
2024-03-29,광양항광양냉장태양광,방전,0,0,0,0,0,0,4821,65084,176451,305173,368328,287817,471017,471499,130651,51585,48211,62192,11088,0,0,0,0,0,2453917
2024-03-30,광양항광양냉장태양광,방전,0,0,0,0,0,0,6749,70387,169219,243463,269979,277211,185128,152827,246838,319154,198145,90636,13981,0,0,0,0,0,2243717
2024-03-31,광양항광양냉장태양광,방전,0,0,0,0,0,0,5785,74244,204413,294084,405933,441126,412682,218394,205377,141739,110402,86297,17356,0,0,0,0,0,2617832
2024-04-01,광양항광양냉장태양광,방전,0,0,0,0,0,0,7232,73280,203448,318672,410754,471981,497051,495604,458482,378935,259373,121491,20248,0,0,0,0,0,3716551
2024-04-02,광양항광양냉장태양광,방전,0,0,0,0,0,0,4339,52549,129204,209716,250695,245874,403522,341813,200074,108956,37604,13017,482,0,0,0,0,0,1997845
2024-04-03,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,7714,18320,33747,49175,56406,63156,40979,26516,39051,31819,17356,7232,0,0,0,0,0,391471
2024-04-04,광양항광양냉장태양광,방전,0,0,0,0,0,0,482,33747,52549,115223,123419,,17838,27480,43872,27962,7714,1928,0,0,0,0,0,0,452214
2024-04-05,광양항광양냉장태양광,방전,0,0,0,0,0,0,2411,32301,163434,254552,414128,394844,439198,458000,442091,357240,242017,121491,14463,0,0,0,0,0,3336170
2024-04-06,광양항광양냉장태양광,방전,0,0,0,0,0,0,12053,85333,198145,279621,275764,271425,139811,102206,142703,214537,219358,133061,23141,0,0,0,0,0,2097158
2024-04-07,광양항광양냉장태양광,방전,0,0,0,0,0,0,10606,82440,205377,327832,413164,113295,,,,55924,228036,121008,19284,0,0,0,0,0,1576966
2024-04-08,광양항광양냉장태양광,방전,0,0,0,0,0,0,6267,50139,100278,162952,186575,208752,200074,188503,109920,48693,43389,28926,1928,0,0,0,0,0,1336396
2024-04-09,광양항광양냉장태양광,방전,0,0,0,0,0,0,10606,72316,149453,167773,182718,283960,474392,371221,363025,101242,77137,40497,6749,0,0,0,0,0,2301089
2024-04-10,광양항광양냉장태양광,방전,0,0,0,0,0,0,3857,72316,186093,323011,414128,469088,494640,482105,443537,336509,246838,110884,17356,0,0,0,0,0,3600362
2024-04-11,광양항광양냉장태양광,방전,0,0,0,0,0,0,10124,38568,89672,123419,172594,167773,175004,181272,71834,173076,146560,74726,15427,0,0,0,0,0,1440049
2024-04-12,광양항광양냉장태양광,방전,0,0,0,0,0,0,17838,76655,209234,326385,403522,370257,500425,478248,396773,256962,156202,72798,13499,0,0,0,0,0,3278798
2024-04-13,광양항광양냉장태양광,방전,0,0,0,0,0,0,11571,87743,203931,322528,405451,456554,489337,486926,439198,367364,257926,130168,26998,0,0,0,0,0,3685695
2024-04-14,광양항광양냉장태양광,방전,0,0,0,0,0,0,15909,93046,217429,325903,399183,422806,432448,407379,282514,193324,144632,133543,23623,0,0,0,0,0,3091739
2024-04-15,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,482,4821,10606,54960,51103,68459,61709,47728,26516,20731,13499,2411,0,0,0,0,0,363025
2024-04-16,광양항광양냉장태양광,방전,0,0,0,0,0,0,14945,96903,113295,328314,360615,468606,483552,394844,455107,400629,281549,136436,31819,0,0,0,0,0,3566614
2024-04-17,광양항광양냉장태양광,방전,0,0,0,0,0,0,25069,94493,205377,320600,401112,426663,411718,304208,290709,268533,163916,112331,13499,0,0,0,0,0,3038228
2024-04-18,광양항광양냉장태양광,방전,0,0,0,0,0,0,19766,100760,224661,338920,418949,464267,484998,471017,427145,344705,237678,117634,26998,0,0,0,0,0,3677498
2024-04-19,광양항광양냉장태양광,방전,0,0,0,0,0,0,26034,110884,205859,326867,427145,471017,489819,482105,444501,261783,280103,135472,26034,0,0,0,0,0,3687623
2024-04-20,광양항광양냉장태양광,방전,0,0,0,0,0,0,1446,4339,14463,28926,64602,72316,53514,44836,45318,40497,22177,2411,0,0,0,0,0,0,394845
2024-04-21,광양항광양냉장태양광,방전,0,0,0,0,0,0,482,12535,31337,42425,81476,92564,75208,40497,30373,28926,28444,25069,2893,0,0,0,0,0,492229
2024-04-22,광양항광양냉장태양광,방전,0,0,0,0,0,0,3375,45318,69423,125347,190914,172112,236232,236232,168255,130651,99796,57853,18320,0,0,0,0,0,1553828
2024-04-23,광양항광양냉장태양광,방전,0,0,0,0,0,0,15909,113777,240088,362543,331206,320118,371221,226107,159577,92564,31337,4821,964,0,0,0,0,0,2270232
2024-04-24,광양항광양냉장태양광,방전,0,0,0,0,0,0,11088,13499,71834,152345,391952,231893,316261,473427,367364,416539,313368,161987,43389,0,0,0,0,0,2964946
2024-04-25,광양항광양냉장태양광,방전,0,0,0,0,0,0,26034,122455,263229,381345,462821,506693,514406,507657,464749,399183,290709,157166,38568,0,0,0,0,0,4135015
2024-04-26,광양항광양냉장태양광,방전,0,0,0,0,0,0,12053,53996,155238,147524,157648,188503,392916,318672,249248,282514,172594,95457,25069,0,0,0,0,0,2251432
2024-04-27,광양항광양냉장태양광,방전,0,0,0,0,0,0,26034,114259,249248,356276,429556,477284,490301,490783,444501,365436,268051,144149,39051,0,0,0,0,0,3894929
2024-04-28,광양항광양냉장태양광,방전,0,0,0,0,0,0,34712,105581,200556,257926,375560,461375,410272,432931,435341,347116,233821,96903,43389,0,0,0,0,0,3435483
2024-04-29,광양항광양냉장태양광,방전,0,0,0,0,0,0,482,10606,24105,35194,59299,111366,106063,69423,63638,61709,32301,16392,14945,0,0,0,0,0,605523
2024-04-30,광양항광양냉장태양광,방전,0,0,0,0,0,0,1928,41943,73280,141257,197663,236714,225625,439198,435341,235749,147524,50621,10124,0,0,0,0,0,2236967
2024-05-01,광양항광양냉장태양광,방전,0,0,0,0,0,0,2893,15909,46764,78101,83886,168737,131133,147524,160059,136436,254552,108956,24587,0,0,0,0,0,1359537
2024-05-02,광양항광양냉장태양광,방전,0,0,0,0,0,482,31819,121973,244909,337956,432448,507175,496568,498015,462339,350491,213091,83886,33265,482,0,0,0,0,3814899
2024-05-03,광양항광양냉장태양광,방전,0,0,0,0,0,482,33265,130168,262265,366400,448358,491747,513924,507175,463785,396773,286853,156684,45318,482,0,0,0,0,4103679
2024-05-04,광양항광양냉장태양광,방전,0,0,0,0,0,964,34229,128722,255516,365436,438234,477766,495122,453661,404968,310476,126794,77619,18802,0,0,0,0,0,3588309
2024-05-05,광양항광양냉장태양광,방전,0,0,0,0,0,0,0,964,10124,10124,17838,20731,23623,16392,5303,12053,4821,0,0,0,0,0,0,0,121973
2024-05-06,광양항광양냉장태양광,방전,0,0,0,0,0,482,33747,127276,204413,259855,253587,175004,252141,298423,289745,146560,67495,12053,0,0,0,0,0,0,2120781
2024-05-07,광양항광양냉장태양광,방전,0,0,0,0,0,0,7714,67013,54478,71352,53032,226589,232375,147524,239124,159577,148971,47246,50139,0,0,0,0,0,1505134
2024-05-08,광양항광양냉장태양광,방전,0,0,0,0,0,0,13499,77137,137882,221768,440162,531762,513924,536583,443537,226107,108956,46764,28926,964,0,0,0,0,3327971
2024-05-09,광양항광양냉장태양광,방전,0,0,0,0,0,964,37122,139811,272872,374596,456072,503318,518745,505246,468124,391952,284442,159577,51585,1446,0,0,0,0,4165872
2024-05-10,광양항광양냉장태양광,방전,0,0,0,0,0,964,35194,130651,259373,366882,450286,502836,529352,515371,472945,398219,294084,167291,47728,964,0,0,0,0,4172140
2024-05-11,광양항광양냉장태양광,방전,0,0,0,0,0,0,22177,140293,228518,167773,190432,259855,378935,466196,364472,227554,24105,1928,0,0,0,0,0,0,2472238
2024-05-12,광양항광양냉장태양광,방전,0,0,0,0,0,0,22177,88225,222733,266604,366400,352901,339884,335063,370739,291674,177415,135954,37122,964,0,0,0,0,3007855
2024-05-13,광양항광양냉장태양광,방전,0,0,0,0,0,1928,39051,142703,272872,375078,453661,504282,519709,503800,446912,340366,288781,172594,57371,2411,0,0,0,0,4121519
2024-05-14,광양항광양냉장태양광,방전,0,0,0,0,0,2411,42425,142221,268533,369293,453179,499943,522120,512960,471981,397737,291192,164398,53514,1928,0,0,0,0,4193835
2024-05-15,광양항광양냉장태양광,방전,0,0,0,0,0,1928,39533,148488,287335,395808,474874,525013,542368,524531,471499,395808,214055,26034,0,964,0,0,0,0,4048238
2024-05-16,광양항광양냉장태양광,방전,0,0,0,0,0,1446,16392,143667,287817,399665,481141,537547,552975,543815,495604,414128,306619,175486,57371,2893,0,0,0,0,4416566
2024-05-17,광양항광양냉장태양광,방전,0,0,0,0,0,1446,29891,120044,207305,376524,458482,523084,476802,455589,424253,331206,210198,165844,59781,2893,0,0,0,0,3843342
2024-05-18,광양항광양냉장태양광,방전,0,0,0,0,0,2411,42907,139328,261301,365436,441608,489819,508139,495604,462339,395326,295048,172112,61227,3857,0,0,0,0,4136462
2024-05-19,광양항광양냉장태양광,방전,0,0,0,0,0,2411,43389,144149,269497,370257,252141,0,0,0,0,199109,292638,169219,58335,2411,0,0,0,0,1803556
2024-05-20,광양항광양냉장태양광,방전,0,0,0,0,0,2411,45318,147042,272389,374596,454143,499461,461857,483069,426181,342295,282032,168737,56888,2411,0,0,0,0,4018830
2024-05-21,광양항광양냉장태양광,방전,0,0,0,0,0,2411,42907,131615,255034,361579,438234,483069,495604,480659,432448,356276,256480,88225,54960,3375,0,0,0,0,3882876
