날짜,발전기코드,발전기명,충전_방전,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시,합계
2019-06-02,9389,농촌공진도태양광,방전,0,0,0,0,0,0,54576,174456,352440,571680,657720,705816,619128,552528,561600,575712,441288,221904,79200,11448,0,0,0,0,5579496
2019-06-03,9389,농촌공진도태양광,방전,0,0,0,0,0,0,61776,199152,388440,557352,679680,749808,764496,735192,689112,551520,414432,238824,110664,20304,0,0,0,0,6160752
2019-06-04,9389,농촌공진도태양광,방전,0,0,0,0,0,0,59472,201096,348768,550440,670680,739800,772056,764352,695448,571464,404424,210096,92376,14976,0,0,0,0,6095448
2019-06-05,9389,농촌공진도태양광,방전,0,0,0,0,0,0,58536,185616,354600,564120,688968,761976,777096,756864,685440,559224,394488,213264,84744,9072,0,0,0,0,6094008
2019-06-06,9389,농촌공진도태양광,방전,0,0,0,0,0,0,70848,184824,228528,236160,361512,410184,446544,225576,89424,56520,30456,8928,0,0,0,0,0,0,2349504
2019-06-07,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,8280,22824,49104,57312,112176,284472,229032,225576,92736,48960,43056,10296,0,0,0,0,0,1183824
2019-06-08,9389,농촌공진도태양광,방전,0,0,0,0,0,0,25920,122832,247608,320832,312912,397872,179280,0,0,0,0,0,0,0,0,0,0,0,1607256
2019-06-09,9389,농촌공진도태양광,방전,0,0,0,0,0,0,25200,106488,253080,484488,38088,0,0,0,0,0,0,0,0,0,0,0,0,0,907344
2019-06-10,9389,농촌공진도태양광,방전,0,0,0,0,0,0,81288,236808,399528,489528,429768,331560,137520,0,0,0,0,0,0,0,0,0,0,0,2106000
2019-06-11,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,94536,197424,338328,414360,25416,0,0,0,0,0,0,0,0,0,0,0,0,1070064
2019-06-12,9389,농촌공진도태양광,방전,0,0,0,0,0,0,23832,97560,188856,390384,493344,493560,493560,492552,493344,491616,379152,229896,105336,17640,0,0,0,0,4390632
2019-06-13,9389,농촌공진도태양광,방전,0,0,0,0,0,0,55296,202464,390960,485208,73080,0,0,0,0,0,0,0,0,0,0,0,0,0,1207008
2019-06-14,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,36792,54216,51696,109656,167472,87048,147888,51624,121536,156672,116424,45288,7272,0,0,0,0,1153584
2019-06-15,9389,농촌공진도태양광,방전,0,0,0,0,0,0,26208,97560,185616,450792,151488,0,0,0,0,0,0,0,0,0,0,0,0,0,911664
2019-06-16,9389,농촌공진도태양광,방전,0,0,0,0,0,0,45864,209448,419760,492912,489528,464688,483984,466488,459144,472536,386496,209016,91944,12096,0,0,0,0,4703904
2019-06-17,9389,농촌공진도태양광,방전,0,0,0,0,0,0,54936,150984,151416,249768,317520,464760,493200,491112,492840,485496,396432,233064,97992,14544,0,0,0,0,4094064
2019-06-18,9389,농촌공진도태양광,방전,0,0,0,0,0,0,12672,50184,90576,87840,119736,200808,433656,449568,471456,490320,388296,228384,83880,22176,0,0,0,0,3129552
2019-06-19,9389,농촌공진도태양광,방전,0,0,0,0,0,0,25992,97056,187056,407376,491760,493416,484632,492840,492552,481392,351576,224568,95112,16560,0,0,0,0,4341888
2019-06-20,9389,농촌공진도태양광,방전,0,0,0,0,0,0,54864,195624,365256,448344,493056,491112,491904,460512,398592,323856,368352,201456,102456,23256,0,0,0,0,4418640
2019-06-21,9389,농촌공진도태양광,방전,0,0,0,0,0,0,48744,180144,382248,491400,492768,492840,492912,492552,492624,492840,429984,245808,88560,21096,0,0,0,0,4844520
2019-06-22,9389,농촌공진도태양광,방전,0,0,0,0,0,0,50544,135864,217584,254232,160632,0,0,0,0,0,0,0,0,0,0,0,0,0,818856
2019-06-23,9389,농촌공진도태양광,방전,0,0,0,0,0,0,27792,61200,138816,266544,482400,461520,493200,492984,493056,492696,434736,295416,80568,0,0,0,0,0,4220928
2019-06-24,9389,농촌공진도태양광,방전,0,0,0,0,0,0,60264,191808,406152,480456,492336,492264,492840,491976,492696,492552,425664,245592,106416,19152,0,0,0,0,4890168
2019-06-25,9389,농촌공진도태양광,방전,0,0,0,0,0,0,23256,93456,191880,429552,424584,468648,493128,492696,488304,458784,391536,237816,91296,16416,0,0,0,0,4301352
2019-06-26,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,19224,44208,143280,121680,248832,199728,276984,364248,380664,142704,85176,25848,7488,0,0,0,0,2060064
2019-06-27,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,13536,57888,98280,372024,417600,493416,435672,0,0,0,0,0,0,0,0,0,0,1888416
2019-06-28,9389,농촌공진도태양광,방전,0,0,0,0,0,0,37152,179208,403992,492768,480600,490824,454176,492840,492840,488736,430488,238320,91080,18720,0,0,0,0,4791744
2019-06-29,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,0,6984,16200,18792,46872,67248,29016,8928,0,9504,8424,0,0,0,0,0,0,211968
2019-06-30,9389,농촌공진도태양광,방전,0,0,0,0,0,0,24120,94536,148176,331416,359064,436248,446256,385272,246600,331848,247464,167832,65880,22896,0,0,0,0,3307608
2019-07-01,9389,농촌공진도태양광,방전,0,0,0,0,0,0,25920,48960,89640,142632,125568,150840,167832,146736,73944,80712,79416,52776,29376,0,0,0,0,0,1214352
2019-07-02,9389,농촌공진도태양광,방전,0,0,0,0,0,0,22104,104256,244440,407736,473544,489384,489600,482760,489096,402120,427752,273816,146016,27000,0,0,0,0,4479624
2019-07-03,9389,농촌공진도태양광,방전,0,0,0,0,0,0,27576,92088,130464,344808,429912,454320,469944,385920,315864,348192,327888,255600,112536,20016,0,0,0,0,3715128
2019-07-04,9389,농촌공진도태양광,방전,0,0,0,0,0,0,22968,124920,359568,441288,462168,491688,492120,492264,492408,491256,417528,213192,96912,13608,0,0,0,0,4611888
2019-07-05,9389,농촌공진도태양광,방전,0,0,0,0,0,0,55296,151056,254016,333648,389376,441072,490464,432792,485064,78408,0,0,0,0,0,0,0,0,3111192
2019-07-06,9389,농촌공진도태양광,방전,0,0,0,0,0,0,47520,180792,378648,490824,491616,491976,492552,492480,492264,492048,433080,248400,88776,13032,0,0,0,0,4834008
2019-07-07,9389,농촌공진도태양광,방전,0,0,0,0,0,0,29592,184752,371160,490320,456696,126648,0,0,0,0,0,0,0,0,0,0,0,0,1659168
2019-07-08,9389,농촌공진도태양광,방전,0,0,0,0,0,0,17712,91728,325440,491328,491904,140832,0,0,0,0,0,0,0,0,0,0,0,0,1558944
2019-07-09,9389,농촌공진도태양광,방전,0,0,0,0,0,0,23976,114552,183744,380880,411480,404568,367344,49536,290304,403992,127584,178992,66528,12672,0,0,0,0,3016152
2019-07-10,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,25560,50256,168192,178416,188064,124056,124488,112752,92736,76248,48456,17784,0,0,0,0,0,1207008
2019-07-11,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,65664,198432,240192,280800,484920,141120,0,0,0,0,0,0,0,0,0,0,0,1411128
2019-07-12,9389,농촌공진도태양광,방전,0,0,0,0,0,0,34056,121104,222120,490104,485928,479088,474264,464832,475632,365112,277344,90432,31320,0,0,0,0,0,4011336
2019-07-13,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,76536,78264,195120,273240,372312,418104,421848,427752,428832,342072,143640,89136,15192,0,0,0,0,3282048
2019-07-14,9389,농촌공진도태양광,방전,0,0,0,0,0,0,32616,131616,286056,477432,490608,492120,492264,491976,491544,490824,406080,235584,101592,17280,0,0,0,0,4637592
2019-07-15,9389,농촌공진도태양광,방전,0,0,0,0,0,0,14184,50112,129960,302400,486504,491256,487872,490176,465552,387504,253944,223560,89424,12600,0,0,0,0,3885048
2019-07-16,9389,농촌공진도태양광,방전,0,0,0,0,0,0,40392,154080,308160,459576,490536,491544,487584,491112,491904,491040,384120,216864,101304,10584,0,0,0,0,4618800
2019-07-17,9389,농촌공진도태양광,방전,0,0,0,0,0,0,47232,173808,350856,353016,486576,492552,488232,290520,0,0,0,0,0,0,0,0,0,0,2682792
2019-07-18,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,23112,105552,138816,174024,274320,222192,96408,80712,47592,33984,33912,40176,9288,0,0,0,0,1280088
2019-07-19,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,0,0,0,26784,26352,118656,195840,72576,39312,44352,41616,20736,8856,0,0,0,0,595080
2019-07-20,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,25632,74808,164376,96120,136584,208296,123552,88128,72000,49104,24696,17208,0,0,0,0,0,1080504
2019-07-21,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,24120,92016,183312,438552,393552,127656,366192,338472,499824,406944,207144,100728,13464,0,0,0,0,3191976
2019-07-22,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,51120,169632,208152,179424,257112,241632,145296,200160,173016,257904,126360,82368,14688,0,0,0,0,2106864
2019-07-23,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,40104,77832,214416,225936,483480,400104,494064,328032,248184,136296,114048,46584,8136,0,0,0,0,2817216
2019-07-24,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,24840,70560,173808,183096,223992,271872,321912,147240,162144,92520,72216,23040,0,0,0,0,0,1767240
2019-07-25,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,25488,65592,201744,292680,347184,427392,273672,280800,140832,93528,48312,21168,0,0,0,0,0,2218392
2019-07-26,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,31608,170352,195840,334440,316512,0,0,0,0,0,0,0,0,0,0,0,0,1048752
2019-07-27,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,33192,31680,40896,54432,60552,125712,148752,73368,57096,72504,23544,7560,0,0,0,0,0,729288
2019-07-28,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,35424,51696,99720,137736,270000,288720,278784,297576,0,0,0,0,0,0,0,0,0,1459656
2019-07-29,9389,농촌공진도태양광,방전,0,0,0,0,0,0,22320,135216,320904,218448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696888
2019-07-30,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,73008,98712,198504,23904,0,0,0,0,0,0,0,0,0,0,0,0,0,394128
2019-07-31,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,54288,149616,169920,52200,0,0,0,0,0,0,0,0,0,0,0,0,0,426024
2019-08-01,9389,농촌공진도태양광,방전,0,0,0,0,0,0,14976,93816,172872,240768,322704,489456,479952,53424,0,0,0,0,0,0,0,0,0,0,1867968
2019-08-02,9389,농촌공진도태양광,방전,0,0,0,0,0,0,18288,142920,351144,482040,486864,183888,0,0,0,0,0,0,0,0,0,0,0,0,1665144
2019-08-03,9389,농촌공진도태양광,방전,0,0,0,0,0,0,19728,190224,303768,408312,464256,486360,41760,0,0,0,0,0,0,0,0,0,0,0,1914408
2019-08-04,9389,농촌공진도태양광,방전,0,0,0,0,0,0,7488,74232,172008,302544,488592,489312,472536,0,0,0,0,0,0,0,0,0,0,0,2006712
2019-08-05,9389,농촌공진도태양광,방전,0,0,0,0,0,0,21600,145296,341928,368280,448776,486936,487368,216000,345096,266472,250704,88560,63216,0,0,0,0,0,3530232
2019-08-06,9389,농촌공진도태양광,방전,0,0,0,0,0,0,15336,50544,81072,204120,384696,483624,486288,474192,233856,303912,219096,154440,72504,0,0,0,0,0,3163680
2019-08-07,9389,농촌공진도태양광,방전,0,0,0,0,0,0,20232,139464,284544,387288,480600,303480,0,0,0,0,0,0,0,0,0,0,0,0,1615608
2019-08-08,9389,농촌공진도태양광,방전,0,0,0,0,0,0,7488,165312,332712,286992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792504
2019-08-09,9389,농촌공진도태양광,방전,0,0,0,0,0,0,19656,125856,282384,461952,482688,476928,402408,228600,232128,173808,242784,152424,59616,0,0,0,0,0,3341232
2019-08-10,9389,농촌공진도태양광,방전,0,0,0,0,0,0,11880,64944,138096,180288,242352,0,0,0,0,0,0,0,0,0,0,0,0,0,637560
2019-08-11,9389,농촌공진도태양광,방전,0,0,0,0,0,0,17136,74016,233496,294768,202176,93888,142488,74448,52848,21456,12456,0,0,0,0,0,0,0,1219176
2019-08-12,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,0,70056,32040,207720,164304,125712,86256,0,0,0,0,0,0,0,0,0,0,686088
2019-08-13,9389,농촌공진도태양광,방전,0,0,0,0,0,0,7992,132120,325656,343512,45432,0,0,0,0,0,0,0,0,0,0,0,0,0,854712
2019-08-14,9389,농촌공진도태양광,방전,0,0,0,0,0,0,23040,162792,281088,440424,461880,289872,0,0,0,0,0,0,0,0,0,0,0,0,1659096
2019-08-15,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,128016,112464,122904,313056,0,0,0,0,0,0,0,0,0,0,0,0,0,676440
2019-08-16,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,82368,187272,172584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442224
2019-08-17,9389,농촌공진도태양광,방전,0,0,0,0,0,0,7704,60840,142560,143208,297432,360936,379368,213624,0,0,0,0,0,0,0,0,0,0,1605672
2019-08-18,9389,농촌공진도태양광,방전,0,0,0,0,0,0,7848,140688,364896,445248,485928,488232,488016,489528,490320,489816,414000,231336,52488,0,0,0,0,0,4588344
2019-08-19,9389,농촌공진도태양광,방전,0,0,0,0,0,0,14616,73152,167040,239616,467712,486648,482688,486792,475992,488736,325368,187632,49968,0,0,0,0,0,3945960
2019-08-20,9389,농촌공진도태양광,방전,0,0,0,0,0,0,16416,127080,304200,464112,284616,0,0,0,0,0,0,0,0,0,0,0,0,0,1196424
2019-08-21,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,116424,209160,272160,379224,189360,101736,0,0,0,0,0,0,0,0,0,0,0,1268064
2019-08-22,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,0,80640,238680,460656,394416,470592,481392,214848,0,0,0,0,0,0,0,0,0,2341224
2019-08-23,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,51768,119736,191808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363312
2019-08-24,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,74448,166680,309672,423000,451728,470592,472680,473256,51192,0,0,0,0,0,0,0,0,2893248
2019-08-25,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,16776,34056,69552,196056,190584,244152,245304,330696,307296,287496,126504,37656,0,0,0,0,0,2086128
2019-08-26,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,63504,148824,120672,261216,337104,269856,422496,472248,196200,0,0,0,0,0,0,0,0,2292120
2019-08-27,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,23472,140976,8928,0,12312,190656,73080,52560,118296,132984,56520,12240,0,0,0,0,0,822024
2019-08-28,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,7632,96480,129960,196128,290592,243216,284760,170208,62784,127152,158832,51984,0,0,0,0,0,1819728
2019-08-29,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,17856,37152,42696,95904,89424,139680,153360,153072,189936,118512,40896,0,0,0,0,0,0,1078488
2019-08-30,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,123192,306720,541656,666864,743976,787608,776016,716256,577656,351360,128952,24264,0,0,0,0,0,5744520
2019-08-31,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,95688,226152,375624,581904,680472,686880,587808,415296,477648,269424,116712,45576,0,0,0,0,0,4559184
2019-09-01,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,74664,115056,119232,142632,171936,88128,90648,102528,107352,96192,28152,0,0,0,0,0,0,1136520
2019-09-02,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,0,22032,87264,156672,154080,191520,255024,153504,122688,40752,21312,0,0,0,0,0,0,1204848
2019-09-03,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,0,10440,135504,221616,188496,273096,226872,119664,158688,205560,89712,20304,0,0,0,0,0,1649952
2019-09-04,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,8424,59832,136728,184248,155448,51624,86112,128664,206856,128088,74592,16632,0,0,0,0,0,1237248
2019-09-05,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,60912,159696,313272,401472,505728,460440,628848,264456,31752,14040,0,0,0,0,0,0,0,2840616
2019-09-06,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,34272,78480,162864,196560,167472,180072,214416,158688,142776,93960,30456,0,0,0,0,0,0,1460016
2019-09-07,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,0,24264,75888,101304,166464,341928,177192,425232,503352,241920,38736,12816,0,0,0,0,0,2109096
2019-09-08,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,59544,101664,128088,169488,248976,251640,137376,113472,106560,78624,31968,0,0,0,0,0,0,1427400
2019-09-09,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,0,49464,111600,145440,222336,183024,300384,238608,127440,46008,19512,0,0,0,0,0,0,1443816
2019-09-10,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,29952,87264,199584,257328,235368,323136,361728,383832,416016,243792,95256,19368,0,0,0,0,0,2652624
2019-09-11,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,66096,174528,313488,651456,706896,640224,731736,675504,439200,344016,134784,20592,0,0,0,0,0,4898520
2019-09-12,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,34848,87552,198792,203112,304128,175968,111168,108000,93384,61488,49824,9360,0,0,0,0,0,1437624
2019-09-13,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,106272,284256,526464,652824,743112,770544,596088,434016,401760,348912,132264,19152,0,0,0,0,0,5015664
2019-09-14,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,109152,285840,514368,639144,507672,585504,732888,671976,506520,314784,126648,13752,0,0,0,0,0,5008248
2019-09-15,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,14832,148824,264384,525456,633960,450432,576144,570672,462240,323784,123264,15408,0,0,0,0,0,4109400
2019-09-16,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,25272,109800,390816,514512,746136,769536,735552,658512,517032,324000,113400,14616,0,0,0,0,0,4919184
2019-09-17,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,37800,184680,535464,670464,750168,767664,755640,682632,540288,335736,118800,12312,0,0,0,0,0,5391648
2019-09-18,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,73872,168696,368424,523440,667152,815832,790848,701856,545760,343512,129312,12672,0,0,0,0,0,5141376
2019-09-19,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,106128,293328,537120,688896,771552,783360,752472,680112,542376,333360,118224,11664,0,0,0,0,0,5618592
2019-09-20,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,65232,186696,548352,678816,540576,677664,771552,705168,562896,277776,88416,0,0,0,0,0,0,5103144
2019-09-21,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,0,32328,35856,50544,49392,41400,47736,33624,25920,17280,7200,0,0,0,0,0,0,341280
2019-09-22,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,0,0,19656,30456,53640,85176,114048,101304,77688,96984,43704,15264,0,0,0,0,0,637920
2019-09-23,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,90504,280656,573264,723600,805680,835632,815400,725184,580248,358128,120168,8208,0,0,0,0,0,5916672
2019-09-24,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,87048,356760,568800,715968,801864,811656,703152,468144,518400,287424,109512,10728,0,0,0,0,0,5439456
2019-09-25,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,69336,196128,509256,561312,603504,540576,553896,608472,307080,137880,80352,0,0,0,0,0,0,4167792
2019-09-26,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,87624,244296,368496,339840,537768,552456,636480,569376,363096,187344,95112,0,0,0,0,0,0,3981888
2019-09-27,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,69120,275400,405576,394344,635832,400032,370080,142488,138960,130392,76176,0,0,0,0,0,0,3038400
2019-09-28,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,19944,117936,286416,280872,719568,397080,691776,657360,498312,215568,95472,0,0,0,0,0,0,3980304
2019-09-29,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,33984,168192,371016,531576,619560,769248,752688,650088,511272,302112,90000,0,0,0,0,0,0,4799736
2019-09-30,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,54288,140112,484848,651096,625032,415440,618696,640728,469728,281736,70560,0,0,0,0,0,0,4452264
2019-10-01,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,0,17352,31680,52344,301824,226656,90000,71784,42408,26928,12240,0,0,0,0,0,0,873216
2019-10-02,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,0,0,77544,125928,137376,97488,30024,62352,73152,21888,0,0,0,0,0,0,0,625752
2019-10-03,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,8352,262152,500328,483696,660312,667440,286344,413712,309312,226440,67464,0,0,0,0,0,0,3885552
2019-10-04,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,52704,209016,431856,655776,743544,770040,731160,638136,477072,185112,76464,0,0,0,0,0,0,4970880
2019-10-05,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,0,33984,47160,67464,230616,217584,181008,169632,180648,94536,42840,0,0,0,0,0,0,1265472
2019-10-06,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,28728,188280,374472,478656,370800,638352,397368,454968,301032,95472,56952,0,0,0,0,0,0,3385080
2019-10-07,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,0,61128,76392,76752,50832,20232,41616,78336,111600,71352,16776,0,0,0,0,0,0,605016
2019-10-08,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,31392,97344,163008,653472,508176,621864,782856,675792,474192,285480,74808,0,0,0,0,0,0,4368384
2019-10-09,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,108072,351936,623952,779256,853488,871056,828288,517824,541080,320040,77904,0,0,0,0,0,0,5872896
2019-10-10,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,59256,240480,544320,704952,789336,797832,771480,686016,510408,287280,65520,0,0,0,0,0,0,5456880
2019-10-11,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,120960,203400,543600,705816,780768,797112,756432,671904,470952,243864,61272,0,0,0,0,0,0,5356080
2019-10-12,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,54792,295416,521856,662400,747288,781920,760608,668808,499536,277200,53352,0,0,0,0,0,0,5323176
2019-10-13,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,85968,299592,544824,685008,756720,792432,760680,687816,507744,284616,56952,0,0,0,0,0,0,5462352
2019-10-14,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,73440,286416,429336,477216,620208,303264,175392,121320,165312,176760,61920,0,0,0,0,0,0,2890584
2019-10-15,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,67032,159696,211680,317376,223416,170352,240408,172944,284112,125568,32400,0,0,0,0,0,0,2004984
2019-10-16,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,49824,304056,541440,685296,772992,795600,682704,629280,483840,199368,39744,0,0,0,0,0,0,5184144
2019-10-17,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,16056,134064,175176,207864,313920,168552,174672,353952,231192,119088,28584,0,0,0,0,0,0,1923120
2019-10-18,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,33912,85392,162072,200520,173736,253872,487728,375336,339120,65376,0,0,0,0,0,0,0,2177064
2019-10-19,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,48744,251856,482472,617472,660456,453096,471024,594432,594864,188352,36864,0,0,0,0,0,0,4399632
2019-10-20,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,59256,265320,508680,648864,740160,785880,759312,662184,471888,216576,42984,0,0,0,0,0,0,5161104
2019-10-21,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,40176,247536,523656,696096,771624,782064,754920,654624,451800,125424,28152,0,0,0,0,0,0,5076072
2019-10-22,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,29592,225072,540504,682128,767016,795528,765504,673920,474408,221400,27288,0,0,0,0,0,0,5202360
2019-10-23,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,30168,92016,105192,203832,190656,376848,174816,187992,131400,47520,21312,0,0,0,0,0,0,1561752
2019-10-24,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,15912,67536,100224,199584,342288,766368,744048,642744,463392,214200,32904,0,0,0,0,0,0,3589200
2019-10-25,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,35136,245952,531504,637056,639864,467280,525384,602928,289656,170568,18792,0,0,0,0,0,0,4164120
2019-10-26,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,34200,137592,184248,524232,515448,531360,224640,237672,158472,48240,13896,0,0,0,0,0,0,2610000
2019-10-27,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,30168,264744,503424,634896,668592,630864,564048,594360,416088,183960,18864,0,0,0,0,0,0,4510008
2019-10-28,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,46296,180432,495720,680328,705456,682992,715824,576792,344088,118368,9504,0,0,0,0,0,0,4555800
2019-10-29,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,25848,177912,347616,557640,655992,681480,706968,661968,481680,199512,22464,0,0,0,0,0,0,4519080
2019-10-30,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,46872,292536,562752,714312,807624,833616,806832,707400,506520,234000,23256,0,0,0,0,0,0,5535720
2019-10-31,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,24624,255024,538776,660168,774720,797544,752904,656424,449352,180432,20088,0,0,0,0,0,0,5110056
2019-11-01,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,15984,87624,230544,498888,681120,695448,570240,558432,341424,68400,26280,0,0,0,0,0,0,3774384
2019-11-02,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,40032,198216,352080,438264,563616,366912,690912,411264,206352,116784,20232,0,0,0,0,0,0,3404664
2019-11-03,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,0,83808,206352,368352,695520,492264,699696,600192,404712,182952,15264,0,0,0,0,0,0,3749112
2019-11-04,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,10008,182664,415944,581112,396936,177768,497376,143064,233064,170424,18504,0,0,0,0,0,0,2826864
2019-11-05,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,12600,120096,382464,621360,743328,781776,756072,563760,219312,186336,17856,0,0,0,0,0,0,4404960
2019-11-06,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,21240,249984,524880,683352,760896,803304,781704,671040,369864,72072,9072,0,0,0,0,0,0,4947408
2019-11-07,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,10584,138456,382104,536832,228528,538272,696528,607752,210888,72504,11088,0,0,0,0,0,0,3433536
2019-11-08,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,21456,248760,579888,742536,830016,851760,816912,721728,508176,157032,9360,0,0,0,0,0,0,5487624
2019-11-09,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,18216,221688,544824,705168,799920,826344,791784,684648,470160,130320,8856,0,0,0,0,0,0,5201928
2019-11-10,9389,농촌공진도태양광,방전,0,0,0,0,0,0,0,0,97920,156384,202320,186264,237312,135792,320760,75240,45144,0,0,0,0,0,0,0,1457136
