날짜,발전기명,설비용량(MW),시간,해당 시간 발전량(kWh),해당날짜 총 발전량(kMh),주소지
2023-08-16,장흥풍력,18.0,12시,0.0,8523.14,전남 장흥군 유치면 용문리 산4번지 외 230필지
2023-08-17,장흥풍력,18.0,12시,0.0,11710.819,전남 장흥군 유치면 용문리 산4번지 외 231필지
2023-08-18,장흥풍력,18.0,12시,0.0,915.518,전남 장흥군 유치면 용문리 산4번지 외 232필지
2023-08-19,장흥풍력,18.0,12시,0.0,1009.529,전남 장흥군 유치면 용문리 산4번지 외 233필지
2023-08-20,장흥풍력,18.0,12시,8.678,1699.421,전남 장흥군 유치면 용문리 산4번지 외 234필지
2023-08-21,장흥풍력,18.0,12시,4279.648,53869.478,전남 장흥군 유치면 용문리 산4번지 외 235필지
2023-08-22,장흥풍력,18.0,12시,4159.604,115055.867,전남 장흥군 유치면 용문리 산4번지 외 236필지
2023-08-23,장흥풍력,18.0,12시,3054.619,60466.125,전남 장흥군 유치면 용문리 산4번지 외 237필지
2023-08-24,장흥풍력,18.0,12시,830.185,20945.545,전남 장흥군 유치면 용문리 산4번지 외 238필지
2023-08-25,장흥풍력,18.0,12시,234.303,28969.705,전남 장흥군 유치면 용문리 산4번지 외 239필지
2023-08-26,장흥풍력,18.0,12시,1.446,17264.669,전남 장흥군 유치면 용문리 산4번지 외 240필지
2023-08-27,장흥풍력,18.0,12시,0.0,9194.23,전남 장흥군 유치면 용문리 산4번지 외 241필지
2023-08-28,장흥풍력,18.0,12시,2348.817,83505.935,전남 장흥군 유치면 용문리 산4번지 외 242필지
2023-08-29,장흥풍력,18.0,12시,1559.128,28544.489,전남 장흥군 유치면 용문리 산4번지 외 243필지
2023-08-30,장흥풍력,18.0,12시,1227.922,23292.915,전남 장흥군 유치면 용문리 산4번지 외 244필지
2023-08-31,장흥풍력,18.0,12시,1330.611,43613.654,전남 장흥군 유치면 용문리 산4번지 외 245필지
2023-09-01,장흥풍력,18.0,12시,10.124,18741.36,전남 장흥군 유치면 용문리 산4번지 외 246필지
2023-09-02,장흥풍력,18.0,12시,415.093,17626.25,전남 장흥군 유치면 용문리 산4번지 외 247필지
2023-09-03,장흥풍력,18.0,12시,140.293,27996.335,전남 장흥군 유치면 용문리 산4번지 외 248필지
2023-09-04,장흥풍력,18.0,12시,0.0,5626.168,전남 장흥군 유치면 용문리 산4번지 외 249필지
2023-09-05,장흥풍력,18.0,12시,0.0,2345.923,전남 장흥군 유치면 용문리 산4번지 외 250필지
2023-09-06,장흥풍력,18.0,12시,76.655,606.007,전남 장흥군 유치면 용문리 산4번지 외 251필지
2023-09-07,장흥풍력,18.0,12시,0.0,13183.167,전남 장흥군 유치면 용문리 산4번지 외 252필지
2023-09-08,장흥풍력,18.0,12시,0.0,3557.938,전남 장흥군 유치면 용문리 산4번지 외 253필지
2023-09-09,장흥풍력,18.0,12시,0.0,4979.664,전남 장흥군 유치면 용문리 산4번지 외 254필지
2023-09-10,장흥풍력,18.0,12시,0.0,3235.408,전남 장흥군 유치면 용문리 산4번지 외 255필지
2023-09-11,장흥풍력,18.0,12시,1.446,1119.447,전남 장흥군 유치면 용문리 산4번지 외 256필지
2023-09-12,장흥풍력,18.0,12시,0.0,2105.835,전남 장흥군 유치면 용문리 산4번지 외 257필지
2023-09-13,장흥풍력,18.0,12시,28.926,6551.812,전남 장흥군 유치면 용문리 산4번지 외 258필지
2023-09-14,장흥풍력,18.0,12시,788.242,31724.935,전남 장흥군 유치면 용문리 산4번지 외 259필지
2023-09-15,장흥풍력,18.0,12시,986.387,34627.693,전남 장흥군 유치면 용문리 산4번지 외 260필지
2023-09-16,장흥풍력,18.0,12시,0.0,13640.203,전남 장흥군 유치면 용문리 산4번지 외 261필지
2023-09-17,장흥풍력,18.0,12시,0.0,12104.215,전남 장흥군 유치면 용문리 산4번지 외 262필지
2023-09-18,장흥풍력,18.0,12시,0.0,4270.972,전남 장흥군 유치면 용문리 산4번지 외 263필지
2023-09-19,장흥풍력,18.0,12시,0.0,1540.326,전남 장흥군 유치면 용문리 산4번지 외 264필지
2023-09-20,장흥풍력,18.0,12시,3670.749,53272.151,전남 장흥군 유치면 용문리 산4번지 외 265필지
2023-09-21,장흥풍력,18.0,12시,2632.295,58721.866,전남 장흥군 유치면 용문리 산4번지 외 266필지
2023-09-22,장흥풍력,18.0,12시,0.0,6655.946,전남 장흥군 유치면 용문리 산4번지 외 267필지
2023-09-23,장흥풍력,18.0,12시,0.0,25735.745,전남 장흥군 유치면 용문리 산4번지 외 268필지
2023-09-24,장흥풍력,18.0,12시,394.844,6311.722,전남 장흥군 유치면 용문리 산4번지 외 269필지
2023-09-25,장흥풍력,18.0,12시,564.063,22102.595,전남 장흥군 유치면 용문리 산4번지 외 270필지
2023-09-26,장흥풍력,18.0,12시,33.265,12316.823,전남 장흥군 유치면 용문리 산4번지 외 271필지
2023-09-27,장흥풍력,18.0,12시,86.779,22137.311,전남 장흥군 유치면 용문리 산4번지 외 272필지
2023-09-28,장흥풍력,18.0,12시,527.905,47481.102,전남 장흥군 유치면 용문리 산4번지 외 273필지
2023-09-29,장흥풍력,18.0,12시,0.0,18618.424,전남 장흥군 유치면 용문리 산4번지 외 274필지
2023-09-30,장흥풍력,18.0,12시,2.893,68650.826,전남 장흥군 유치면 용문리 산4번지 외 275필지
2023-10-01,장흥풍력,18.0,12시,5368.724,124960.238,전남 장흥군 유치면 용문리 산4번지 외 276필지
2023-10-02,장흥풍력,18.0,12시,2571.549,35496.926,전남 장흥군 유치면 용문리 산4번지 외 277필지
2023-10-03,장흥풍력,18.0,12시,649.396,57096.207,전남 장흥군 유치면 용문리 산4번지 외 278필지
2023-10-04,장흥풍력,18.0,12시,1413.051,47290.189,전남 장흥군 유치면 용문리 산4번지 외 279필지
2023-10-05,장흥풍력,18.0,12시,7729.112,178593.968,전남 장흥군 유치면 용문리 산4번지 외 280필지
2023-10-06,장흥풍력,18.0,12시,276.246,78455.398,전남 장흥군 유치면 용문리 산4번지 외 281필지
2023-10-07,장흥풍력,18.0,12시,18.802,49484.247,전남 장흥군 유치면 용문리 산4번지 외 282필지
2023-10-08,장흥풍력,18.0,12시,2299.642,34214.048,전남 장흥군 유치면 용문리 산4번지 외 283필지
2023-10-09,장흥풍력,18.0,12시,331.206,39873.481,전남 장흥군 유치면 용문리 산4번지 외 284필지
2023-10-10,장흥풍력,18.0,12시,4077.164,92261.932,전남 장흥군 유치면 용문리 산4번지 외 285필지
2023-10-11,장흥풍력,18.0,12시,112.813,11932.105,전남 장흥군 유치면 용문리 산4번지 외 286필지
2023-10-12,장흥풍력,18.0,12시,7.232,856.218,전남 장흥군 유치면 용문리 산4번지 외 287필지
2023-10-13,장흥풍력,18.0,12시,0.0,85.332,전남 장흥군 유치면 용문리 산4번지 외 288필지
2023-10-14,장흥풍력,18.0,12시,0.0,32884.883,전남 장흥군 유치면 용문리 산4번지 외 289필지
2023-10-15,장흥풍력,18.0,12시,4837.926,103710.965,전남 장흥군 유치면 용문리 산4번지 외 290필지
2023-10-16,장흥풍력,18.0,12시,4178.406,107397.626,전남 장흥군 유치면 용문리 산4번지 외 291필지
2023-10-17,장흥풍력,18.0,12시,2659.775,83708.419,전남 장흥군 유치면 용문리 산4번지 외 292필지
2023-10-18,장흥풍력,18.0,12시,1.446,4717.881,전남 장흥군 유치면 용문리 산4번지 외 293필지
2023-10-19,장흥풍력,18.0,12시,98.349,18524.411,전남 장흥군 유치면 용문리 산4번지 외 294필지
2023-10-20,장흥풍력,18.0,12시,4713.543,195145.606,전남 장흥군 유치면 용문리 산4번지 외 295필지
2023-10-21,장흥풍력,18.0,12시,2457.291,115048.635,전남 장흥군 유치면 용문리 산4번지 외 296필지
2023-10-22,장흥풍력,18.0,12시,1576.484,67496.665,전남 장흥군 유치면 용문리 산4번지 외 297필지
2023-10-23,장흥풍력,18.0,12시,1.446,2614.938,전남 장흥군 유치면 용문리 산4번지 외 298필지
2023-10-24,장흥풍력,18.0,12시,0.0,700.017,전남 장흥군 유치면 용문리 산4번지 외 299필지
2023-10-25,장흥풍력,18.0,12시,445.465,11457.714,전남 장흥군 유치면 용문리 산4번지 외 300필지
2023-10-26,장흥풍력,18.0,12시,940.105,17870.676,전남 장흥군 유치면 용문리 산4번지 외 301필지
2023-10-27,장흥풍력,18.0,12시,6593.754,111321.479,전남 장흥군 유치면 용문리 산4번지 외 302필지
2023-10-28,장흥풍력,18.0,12시,1987.238,41295.211,전남 장흥군 유치면 용문리 산4번지 외 303필지
2023-10-29,장흥풍력,18.0,12시,397.737,13768.926,전남 장흥군 유치면 용문리 산4번지 외 304필지
2023-10-30,장흥풍력,18.0,12시,0.0,5950.144,전남 장흥군 유치면 용문리 산4번지 외 305필지
2023-10-31,장흥풍력,18.0,12시,0.0,3249.873,전남 장흥군 유치면 용문리 산4번지 외 306필지
2023-11-01,장흥풍력,18.0,12시,205.377,19397.987,전남 장흥군 유치면 용문리 산4번지 외 307필지
2023-11-02,장흥풍력,18.0,12시,2.893,17724.603,전남 장흥군 유치면 용문리 산4번지 외 308필지
2023-11-03,장흥풍력,18.0,12시,218.394,12096.985,전남 장흥군 유치면 용문리 산4번지 외 309필지
2023-11-04,장흥풍력,18.0,12시,0.0,18375.443,전남 장흥군 유치면 용문리 산4번지 외 310필지
2023-11-05,장흥풍력,18.0,12시,5425.131,104036.388,전남 장흥군 유치면 용문리 산4번지 외 311필지
2023-11-06,장흥풍력,18.0,12시,3155.861,55606.501,전남 장흥군 유치면 용문리 산4번지 외 312필지
2023-11-07,장흥풍력,18.0,12시,5276.16,155980.822,전남 장흥군 유치면 용문리 산4번지 외 313필지
2023-11-08,장흥풍력,18.0,12시,0.0,20352.558,전남 장흥군 유치면 용문리 산4번지 외 314필지
2023-11-09,장흥풍력,18.0,12시,685.554,20776.326,전남 장흥군 유치면 용문리 산4번지 외 315필지
2023-11-10,장흥풍력,18.0,12시,10106.855,228747.858,전남 장흥군 유치면 용문리 산4번지 외 316필지
2023-11-11,장흥풍력,18.0,12시,5104.048,181317.374,전남 장흥군 유치면 용문리 산4번지 외 317필지
2023-11-12,장흥풍력,18.0,12시,8638.844,231244.2,전남 장흥군 유치면 용문리 산4번지 외 318필지
2023-11-13,장흥풍력,18.0,12시,7878.082,184548.449,전남 장흥군 유치면 용문리 산4번지 외 319필지
2023-11-14,장흥풍력,18.0,12시,5882.166,119789.659,전남 장흥군 유치면 용문리 산4번지 외 320필지
2023-11-15,장흥풍력,18.0,12시,0.0,27254.373,전남 장흥군 유치면 용문리 산4번지 외 321필지
2023-11-16,장흥풍력,18.0,12시,2616.385,62375.261,전남 장흥군 유치면 용문리 산4번지 외 322필지
2023-11-17,장흥풍력,18.0,12시,2298.196,110277.239,전남 장흥군 유치면 용문리 산4번지 외 323필지
2023-11-18,장흥풍력,18.0,12시,5663.773,160300.964,전남 장흥군 유치면 용문리 산4번지 외 324필지
2023-11-19,장흥풍력,18.0,12시,633.486,83307.79,전남 장흥군 유치면 용문리 산4번지 외 325필지
2023-11-20,장흥풍력,18.0,12시,1232.261,60934.732,전남 장흥군 유치면 용문리 산4번지 외 326필지
2023-11-21,장흥풍력,18.0,12시,0.0,2299.643,전남 장흥군 유치면 용문리 산4번지 외 327필지
2023-11-22,장흥풍력,18.0,12시,79.547,16684.698,전남 장흥군 유치면 용문리 산4번지 외 328필지
2023-11-23,장흥풍력,18.0,12시,0.0,72029.419,전남 장흥군 유치면 용문리 산4번지 외 329필지
2023-11-24,장흥풍력,18.0,12시,5213.968,151503.025,전남 장흥군 유치면 용문리 산4번지 외 330필지
2023-11-25,장흥풍력,18.0,12시,134.507,68938.641,전남 장흥군 유치면 용문리 산4번지 외 331필지
2023-11-26,장흥풍력,18.0,12시,190.914,15633.227,전남 장흥군 유치면 용문리 산4번지 외 332필지
2023-11-27,장흥풍력,18.0,12시,1352.305,61231.227,전남 장흥군 유치면 용문리 산4번지 외 333필지
2023-11-28,장흥풍력,18.0,12시,3119.703,67200.171,전남 장흥군 유치면 용문리 산4번지 외 334필지
2023-11-29,장흥풍력,18.0,12시,0.0,56008.58,전남 장흥군 유치면 용문리 산4번지 외 335필지
2023-11-30,장흥풍력,18.0,12시,4120.554,142712.318,전남 장흥군 유치면 용문리 산4번지 외 336필지
2023-12-01,장흥풍력,18.0,12시,286.371,74841.056,전남 장흥군 유치면 용문리 산4번지 외 337필지
2023-12-02,장흥풍력,18.0,12시,229.964,33013.604,전남 장흥군 유치면 용문리 산4번지 외 338필지
2023-12-03,장흥풍력,18.0,12시,2081.248,56770.787,전남 장흥군 유치면 용문리 산4번지 외 339필지
2023-12-04,장흥풍력,18.0,12시,0.0,9871.106,전남 장흥군 유치면 용문리 산4번지 외 340필지
2023-12-05,장흥풍력,18.0,12시,208.269,20818.269,전남 장흥군 유치면 용문리 산4번지 외 341필지
2023-12-06,장흥풍력,18.0,12시,982.048,42212.17,전남 장흥군 유치면 용문리 산4번지 외 342필지
2023-12-07,장흥풍력,18.0,12시,934.32,68413.63,전남 장흥군 유치면 용문리 산4번지 외 343필지
2023-12-08,장흥풍력,18.0,12시,4826.356,86548.985,전남 장흥군 유치면 용문리 산4번지 외 344필지
2023-12-09,장흥풍력,18.0,12시,468.606,18883.099,전남 장흥군 유치면 용문리 산4번지 외 345필지
2023-12-10,장흥풍력,18.0,12시,8.678,30149.898,전남 장흥군 유치면 용문리 산4번지 외 346필지
2023-12-11,장흥풍력,18.0,12시,3727.156,70817.406,전남 장흥군 유치면 용문리 산4번지 외 347필지
2023-12-12,장흥풍력,18.0,12시,844.648,44031.639,전남 장흥군 유치면 용문리 산4번지 외 348필지
2023-12-13,장흥풍력,18.0,12시,0.0,34841.748,전남 장흥군 유치면 용문리 산4번지 외 349필지
2023-12-14,장흥풍력,18.0,12시,3005.444,84101.817,전남 장흥군 유치면 용문리 산4번지 외 350필지
2023-12-15,장흥풍력,18.0,12시,3012.676,127634.478,전남 장흥군 유치면 용문리 산4번지 외 351필지
2023-12-16,장흥풍력,18.0,12시,4457.545,149288.714,전남 장흥군 유치면 용문리 산4번지 외 352필지
2023-12-17,장흥풍력,18.0,12시,5066.444,92052.216,전남 장흥군 유치면 용문리 산4번지 외 353필지
2023-12-18,장흥풍력,18.0,12시,2238.897,38949.284,전남 장흥군 유치면 용문리 산4번지 외 354필지
2023-12-19,장흥풍력,18.0,12시,513.442,39413.551,전남 장흥군 유치면 용문리 산4번지 외 355필지
2023-12-20,장흥풍력,18.0,12시,5880.72,130537.232,전남 장흥군 유치면 용문리 산4번지 외 356필지
2023-12-21,장흥풍력,18.0,12시,1219.244,54589.741,전남 장흥군 유치면 용문리 산4번지 외 357필지
2023-12-22,장흥풍력,18.0,12시,3462.48,77447.317,전남 장흥군 유치면 용문리 산4번지 외 358필지
2023-12-23,장흥풍력,18.0,12시,24.587,20821.162,전남 장흥군 유치면 용문리 산4번지 외 359필지
2023-12-24,장흥풍력,18.0,12시,1427.514,30216.43,전남 장흥군 유치면 용문리 산4번지 외 360필지
2023-12-25,장흥풍력,18.0,12시,1998.808,33759.906,전남 장흥군 유치면 용문리 산4번지 외 361필지
2023-12-26,장흥풍력,18.0,12시,2225.88,33851.022,전남 장흥군 유치면 용문리 산4번지 외 362필지
2023-12-27,장흥풍력,18.0,12시,0.0,12824.48,전남 장흥군 유치면 용문리 산4번지 외 363필지
2023-12-28,장흥풍력,18.0,12시,3174.663,92043.538,전남 장흥군 유치면 용문리 산4번지 외 364필지
2023-12-29,장흥풍력,18.0,12시,2269.269,56341.231,전남 장흥군 유치면 용문리 산4번지 외 365필지
2023-12-30,장흥풍력,18.0,12시,428.109,25226.64,전남 장흥군 유치면 용문리 산4번지 외 366필지
2023-12-31,장흥풍력,18.0,12시,3540.581,95620.276,전남 장흥군 유치면 용문리 산4번지 외 367필지
2023-01-01,화순풍력발전,16.0,12시,2560.776,71156.508,전남 화순군 동면 청궁리 산1번지
2023-01-02,화순풍력발전,16.0,12시,3677.724,143312.292,전남 화순군 동면 청궁리 산2번지
2023-01-03,화순풍력발전,16.0,12시,3568.656,154367.088,전남 화순군 동면 청궁리 산3번지
2023-01-04,화순풍력발전,16.0,12시,1230.12,66364.968,전남 화순군 동면 청궁리 산4번지
2023-01-05,화순풍력발전,16.0,12시,7.452,8335.164,전남 화순군 동면 청궁리 산5번지
2023-01-06,화순풍력발전,16.0,12시,22.08,46024.548,전남 화순군 동면 청궁리 산6번지
2023-01-07,화순풍력발전,16.0,12시,5339.016,104458.272,전남 화순군 동면 청궁리 산7번지
2023-01-08,화순풍력발전,16.0,12시,0.0,13283.148,전남 화순군 동면 청궁리 산8번지
2023-01-09,화순풍력발전,16.0,12시,1891.584,72780.372,전남 화순군 동면 청궁리 산9번지
2023-01-10,화순풍력발전,16.0,12시,479.976,56321.364,전남 화순군 동면 청궁리 산10번지
2023-01-11,화순풍력발전,16.0,12시,1702.74,22810.884,전남 화순군 동면 청궁리 산11번지
2023-01-12,화순풍력발전,16.0,12시,2332.86,73985.664,전남 화순군 동면 청궁리 산12번지
2023-01-13,화순풍력발전,16.0,12시,4059.168,115732.92,전남 화순군 동면 청궁리 산13번지
2023-01-14,화순풍력발전,16.0,12시,1449.528,9148.728,전남 화순군 동면 청궁리 산14번지
2023-01-15,화순풍력발전,16.0,12시,42.444,8128.644,전남 화순군 동면 청궁리 산15번지
2023-01-16,화순풍력발전,16.0,12시,5951.34,129373.356,전남 화순군 동면 청궁리 산16번지
2023-01-17,화순풍력발전,16.0,12시,4260.516,178294.956,전남 화순군 동면 청궁리 산17번지
2023-01-18,화순풍력발전,16.0,12시,145.608,50084.952,전남 화순군 동면 청궁리 산18번지
2023-01-19,화순풍력발전,16.0,12시,715.068,34434.672,전남 화순군 동면 청궁리 산19번지
2023-01-20,화순풍력발전,16.0,12시,9815.988,189324.54,전남 화순군 동면 청궁리 산20번지
2023-01-21,화순풍력발전,16.0,12시,1142.208,110553.456,전남 화순군 동면 청궁리 산21번지
2023-01-22,화순풍력발전,16.0,12시,69.756,35037.66,전남 화순군 동면 청궁리 산22번지
2023-01-23,화순풍력발전,16.0,12시,2457.288,109443.252,전남 화순군 동면 청궁리 산23번지
2023-01-24,화순풍력발전,16.0,12시,10651.272,237374.556,전남 화순군 동면 청궁리 산24번지
2023-01-25,화순풍력발전,16.0,12시,347.196,59984.544,전남 화순군 동면 청궁리 산25번지
2023-01-26,화순풍력발전,16.0,12시,3086.364,34379.136,전남 화순군 동면 청궁리 산26번지
2023-01-27,화순풍력발전,16.0,12시,11735.304,210758.472,전남 화순군 동면 청궁리 산27번지
2023-01-28,화순풍력발전,16.0,12시,982.176,126365.004,전남 화순군 동면 청궁리 산28번지
2023-01-29,화순풍력발전,16.0,12시,3181.596,92507.28,전남 화순군 동면 청궁리 산29번지
2023-01-30,화순풍력발전,16.0,12시,2961.084,80029.404,전남 화순군 동면 청궁리 산30번지
2023-01-31,화순풍력발전,16.0,12시,1061.808,60357.768,전남 화순군 동면 청궁리 산31번지
2023-02-01,화순풍력발전,16.0,12시,5237.448,142741.368,전남 화순군 동면 청궁리 산32번지
2023-02-02,화순풍력발전,16.0,12시,430.476,104582.46,전남 화순군 동면 청궁리 산33번지
2023-02-03,화순풍력발전,16.0,12시,47.376,104882.496,전남 화순군 동면 청궁리 산34번지
2023-02-04,화순풍력발전,16.0,12시,2881.356,108228.912,전남 화순군 동면 청궁리 산35번지
2023-02-05,화순풍력발전,16.0,12시,31.284,28457.196,전남 화순군 동면 청궁리 산36번지
2023-02-06,화순풍력발전,16.0,12시,0.0,2130.204,전남 화순군 동면 청궁리 산37번지
2023-02-07,화순풍력발전,16.0,12시,34.116,32177.316,전남 화순군 동면 청궁리 산38번지
2023-02-08,화순풍력발전,16.0,12시,906.516,82137.924,전남 화순군 동면 청궁리 산39번지
2023-02-09,화순풍력발전,16.0,12시,1938.576,62083.98,전남 화순군 동면 청궁리 산40번지
2023-02-10,화순풍력발전,16.0,12시,3275.868,100268.112,전남 화순군 동면 청궁리 산41번지
2023-02-11,화순풍력발전,16.0,12시,267.096,51125.22,전남 화순군 동면 청궁리 산42번지
2023-02-12,화순풍력발전,16.0,12시,1.572,12898.836,전남 화순군 동면 청궁리 산43번지
2023-02-13,화순풍력발전,16.0,12시,0.0,40365.708,전남 화순군 동면 청궁리 산44번지
2023-02-14,화순풍력발전,16.0,12시,2805.072,46914.252,전남 화순군 동면 청궁리 산45번지
2023-02-15,화순풍력발전,16.0,12시,146.34,7967.748,전남 화순군 동면 청궁리 산46번지
2023-02-16,화순풍력발전,16.0,12시,210.552,2766.912,전남 화순군 동면 청궁리 산47번지
2023-02-17,화순풍력발전,16.0,12시,1053.72,4996.02,전남 화순군 동면 청궁리 산48번지
2023-02-18,화순풍력발전,16.0,12시,2287.296,70133.652,전남 화순군 동면 청궁리 산49번지
2023-02-19,화순풍력발전,16.0,12시,4131.492,150665.064,전남 화순군 동면 청궁리 산50번지
2023-02-20,화순풍력발전,16.0,12시,9150.348,182888.088,전남 화순군 동면 청궁리 산51번지
2023-02-21,화순풍력발전,16.0,12시,2260.14,55793.46,전남 화순군 동면 청궁리 산52번지
2023-02-22,화순풍력발전,16.0,12시,877.92,24440.256,전남 화순군 동면 청궁리 산53번지
2023-02-23,화순풍력발전,16.0,12시,779.448,41967.0,전남 화순군 동면 청궁리 산54번지
2023-02-24,화순풍력발전,16.0,12시,1229.076,146262.84,전남 화순군 동면 청궁리 산55번지
2023-02-25,화순풍력발전,16.0,12시,4653.492,161781.456,전남 화순군 동면 청궁리 산56번지
2023-02-26,화순풍력발전,16.0,12시,1383.732,94398.984,전남 화순군 동면 청궁리 산57번지
2023-02-27,화순풍력발전,16.0,12시,262.932,10578.204,전남 화순군 동면 청궁리 산58번지
2023-02-28,화순풍력발전,16.0,12시,3065.652,71888.568,전남 화순군 동면 청궁리 산59번지
2023-03-01,화순풍력발전,16.0,12시,1972.704,119321.94,전남 화순군 동면 청궁리 산60번지
2023-03-02,화순풍력발전,16.0,12시,0.0,114536.796,전남 화순군 동면 청궁리 산61번지
2023-03-03,화순풍력발전,16.0,12시,349.344,72217.584,전남 화순군 동면 청궁리 산62번지
2023-03-04,화순풍력발전,16.0,12시,230.172,96485.976,전남 화순군 동면 청궁리 산63번지
2023-03-05,화순풍력발전,16.0,12시,8.4,7939.704,전남 화순군 동면 청궁리 산64번지
2023-03-06,화순풍력발전,16.0,12시,676.224,20130.036,전남 화순군 동면 청궁리 산65번지
2023-03-07,화순풍력발전,16.0,12시,3639.528,199746.792,전남 화순군 동면 청궁리 산66번지
2023-03-08,화순풍력발전,16.0,12시,1248.372,121469.544,전남 화순군 동면 청궁리 산67번지
2023-03-09,화순풍력발전,16.0,12시,251.52,97972.068,전남 화순군 동면 청궁리 산68번지
2023-03-10,화순풍력발전,16.0,12시,116.136,28784.208,전남 화순군 동면 청궁리 산69번지
2023-03-11,화순풍력발전,16.0,12시,428.604,64303.092,전남 화순군 동면 청궁리 산70번지
2023-03-12,화순풍력발전,16.0,12시,2156.748,172172.328,전남 화순군 동면 청궁리 산71번지
2023-03-13,화순풍력발전,16.0,12시,2638.956,63125.7,전남 화순군 동면 청궁리 산72번지
2023-03-14,화순풍력발전,16.0,12시,1653.54,102551.664,전남 화순군 동면 청궁리 산73번지
2023-03-15,화순풍력발전,16.0,12시,13454.388,173561.796,전남 화순군 동면 청궁리 산74번지
2023-03-16,화순풍력발전,16.0,12시,10506.204,181373.976,전남 화순군 동면 청궁리 산75번지
2023-03-17,화순풍력발전,16.0,12시,17.592,12848.148,전남 화순군 동면 청궁리 산76번지
2023-03-18,화순풍력발전,16.0,12시,1433.424,105987.288,전남 화순군 동면 청궁리 산77번지
2023-03-19,화순풍력발전,16.0,12시,1117.608,66749.508,전남 화순군 동면 청궁리 산78번지
2023-03-20,화순풍력발전,16.0,12시,475.488,9724.704,전남 화순군 동면 청궁리 산79번지
2023-03-21,화순풍력발전,16.0,12시,8.076,12209.088,전남 화순군 동면 청궁리 산80번지
2023-03-22,화순풍력발전,16.0,12시,1518.3,40040.94,전남 화순군 동면 청궁리 산81번지
2023-03-23,화순풍력발전,16.0,12시,2708.784,56480.58,전남 화순군 동면 청궁리 산82번지
2023-03-24,화순풍력발전,16.0,12시,26.268,7415.148,전남 화순군 동면 청궁리 산83번지
2023-03-25,화순풍력발전,16.0,12시,125.424,298.836,전남 화순군 동면 청궁리 산84번지
2023-03-26,화순풍력발전,16.0,12시,1535.52,83281.368,전남 화순군 동면 청궁리 산85번지
2023-03-27,화순풍력발전,16.0,12시,3304.632,127394.664,전남 화순군 동면 청궁리 산86번지
2023-03-28,화순풍력발전,16.0,12시,271.92,19475.796,전남 화순군 동면 청궁리 산87번지
2023-03-29,화순풍력발전,16.0,12시,109.5,14940.504,전남 화순군 동면 청궁리 산88번지
2023-03-30,화순풍력발전,16.0,12시,8.952,16595.628,전남 화순군 동면 청궁리 산89번지
2023-03-31,화순풍력발전,16.0,12시,1512.66,22532.664,전남 화순군 동면 청궁리 산90번지
2023-04-01,화순풍력발전,16.0,12시,557.16,14645.388,전남 화순군 동면 청궁리 산91번지
2023-04-02,화순풍력발전,16.0,12시,68.82,22099.092,전남 화순군 동면 청궁리 산92번지
2023-04-03,화순풍력발전,16.0,12시,5283.144,72453.324,전남 화순군 동면 청궁리 산93번지
2023-04-04,화순풍력발전,16.0,12시,4423.908,178114.452,전남 화순군 동면 청궁리 산94번지
2023-04-05,화순풍력발전,16.0,12시,10586.064,209348.184,전남 화순군 동면 청궁리 산95번지
2023-04-06,화순풍력발전,16.0,12시,1554.576,44051.268,전남 화순군 동면 청궁리 산96번지
2023-04-07,화순풍력발전,16.0,12시,2889.144,88966.572,전남 화순군 동면 청궁리 산97번지
2023-04-08,화순풍력발전,16.0,12시,4238.808,114739.452,전남 화순군 동면 청궁리 산98번지
2023-04-09,화순풍력발전,16.0,12시,99.396,47671.464,전남 화순군 동면 청궁리 산99번지
2023-04-10,화순풍력발전,16.0,12시,1203.432,93785.664,전남 화순군 동면 청궁리 산100번지
2023-04-11,화순풍력발전,16.0,12시,11777.868,211388.22,전남 화순군 동면 청궁리 산101번지
2023-04-12,화순풍력발전,16.0,12시,6551.052,131015.616,전남 화순군 동면 청궁리 산102번지
2023-04-13,화순풍력발전,16.0,12시,107.364,49164.42,전남 화순군 동면 청궁리 산103번지
2023-04-14,화순풍력발전,16.0,12시,1028.664,109457.676,전남 화순군 동면 청궁리 산104번지
2023-04-15,화순풍력발전,16.0,12시,1091.652,53670.504,전남 화순군 동면 청궁리 산105번지
2023-04-16,화순풍력발전,16.0,12시,37.98,19714.812,전남 화순군 동면 청궁리 산106번지
2023-04-17,화순풍력발전,16.0,12시,0.0,50744.796,전남 화순군 동면 청궁리 산107번지
2023-04-18,화순풍력발전,16.0,12시,9530.748,143243.172,전남 화순군 동면 청궁리 산108번지
2023-04-19,화순풍력발전,16.0,12시,1143.156,9500.388,전남 화순군 동면 청궁리 산109번지
2023-04-20,화순풍력발전,16.0,12시,0.0,21210.024,전남 화순군 동면 청궁리 산110번지
2023-04-21,화순풍력발전,16.0,12시,0.0,30653.352,전남 화순군 동면 청궁리 산111번지
2023-04-22,화순풍력발전,16.0,12시,539.124,16976.868,전남 화순군 동면 청궁리 산112번지
2023-04-23,화순풍력발전,16.0,12시,0.0,13815.156,전남 화순군 동면 청궁리 산113번지
2023-04-24,화순풍력발전,16.0,12시,561.48,24963.024,전남 화순군 동면 청궁리 산114번지
2023-04-25,화순풍력발전,16.0,12시,1326.108,30657.96,전남 화순군 동면 청궁리 산115번지
2023-04-26,화순풍력발전,16.0,12시,4416.864,88124.952,전남 화순군 동면 청궁리 산116번지
