날짜,발전기명,설비용량(MW),시간,해당 시간 발전량(kWh),해당날짜 총 발전량(kMh),주소지
2023-03-27,장흥풍력,18.0,08시,4194.316,144090.659,전남 장흥군 유치면 용문리 산4번지 외 88필지
2023-03-28,장흥풍력,18.0,08시,88.225,25414.66,전남 장흥군 유치면 용문리 산4번지 외 89필지
2023-03-29,장흥풍력,18.0,08시,1073.166,11279.816,전남 장흥군 유치면 용문리 산4번지 외 90필지
2023-03-30,장흥풍력,18.0,08시,2.893,3232.517,전남 장흥군 유치면 용문리 산4번지 외 91필지
2023-03-31,장흥풍력,18.0,08시,235.749,4347.624,전남 장흥군 유치면 용문리 산4번지 외 92필지
2023-04-01,장흥풍력,18.0,08시,2763.909,23732.595,전남 장흥군 유치면 용문리 산4번지 외 93필지
2023-04-02,장흥풍력,18.0,08시,63.638,11936.444,전남 장흥군 유치면 용문리 산4번지 외 94필지
2023-04-03,장흥풍력,18.0,08시,1580.823,54377.138,전남 장흥군 유치면 용문리 산4번지 외 95필지
2023-04-04,장흥풍력,18.0,08시,2708.949,48979.483,전남 장흥군 유치면 용문리 산4번지 외 96필지
2023-04-05,장흥풍력,18.0,08시,0.0,8633.059,전남 장흥군 유치면 용문리 산4번지 외 97필지
2023-04-06,장흥풍력,18.0,08시,192.36,32455.328,전남 장흥군 유치면 용문리 산4번지 외 98필지
2023-04-07,장흥풍력,18.0,08시,7752.253,158592.864,전남 장흥군 유치면 용문리 산4번지 외 99필지
2023-04-08,장흥풍력,18.0,08시,1298.792,120721.085,전남 장흥군 유치면 용문리 산4번지 외 100필지
2023-04-09,장흥풍력,18.0,08시,854.773,46173.633,전남 장흥군 유치면 용문리 산4번지 외 101필지
2023-04-10,장흥풍력,18.0,08시,1687.851,34345.662,전남 장흥군 유치면 용문리 산4번지 외 102필지
2023-04-11,장흥풍력,18.0,08시,1803.556,52962.637,전남 장흥군 유치면 용문리 산4번지 외 103필지
2023-04-12,장흥풍력,18.0,08시,7066.699,171504.125,전남 장흥군 유치면 용문리 산4번지 외 104필지
2023-04-13,장흥풍력,18.0,08시,504.764,44025.853,전남 장흥군 유치면 용문리 산4번지 외 105필지
2023-04-14,장흥풍력,18.0,08시,2305.427,63895.339,전남 장흥군 유치면 용문리 산4번지 외 106필지
2023-04-15,장흥풍력,18.0,08시,1844.053,64491.221,전남 장흥군 유치면 용문리 산4번지 외 107필지
2023-04-16,장흥풍력,18.0,08시,8.678,25598.342,전남 장흥군 유치면 용문리 산4번지 외 108필지
2023-04-17,장흥풍력,18.0,08시,0.0,34056.398,전남 장흥군 유치면 용문리 산4번지 외 109필지
2023-04-18,장흥풍력,18.0,08시,2149.225,34279.128,전남 장흥군 유치면 용문리 산4번지 외 110필지
2023-04-19,장흥풍력,18.0,08시,0.0,2758.124,전남 장흥군 유치면 용문리 산4번지 외 111필지
2023-04-20,장흥풍력,18.0,08시,0.0,35622.759,전남 장흥군 유치면 용문리 산4번지 외 112필지
2023-04-21,장흥풍력,18.0,08시,300.834,53584.552,전남 장흥군 유치면 용문리 산4번지 외 113필지
2023-04-22,장흥풍력,18.0,08시,4239.152,33608.043,전남 장흥군 유치면 용문리 산4번지 외 114필지
2023-04-23,장흥풍력,18.0,08시,880.806,15643.35,전남 장흥군 유치면 용문리 산4번지 외 115필지
2023-04-24,장흥풍력,18.0,08시,3570.954,31360.466,전남 장흥군 유치면 용문리 산4번지 외 116필지
2023-04-25,장흥풍력,18.0,08시,971.924,22290.618,전남 장흥군 유치면 용문리 산4번지 외 117필지
2023-04-26,장흥풍력,18.0,08시,2072.571,95375.849,전남 장흥군 유치면 용문리 산4번지 외 118필지
2023-04-27,장흥풍력,18.0,08시,540.922,30336.471,전남 장흥군 유치면 용문리 산4번지 외 119필지
2023-04-28,장흥풍력,18.0,08시,2707.503,59821.069,전남 장흥군 유치면 용문리 산4번지 외 120필지
2023-04-29,장흥풍력,18.0,08시,266.122,97639.335,전남 장흥군 유치면 용문리 산4번지 외 121필지
2023-04-30,장흥풍력,18.0,08시,1022.545,68964.676,전남 장흥군 유치면 용문리 산4번지 외 122필지
2023-05-01,장흥풍력,18.0,08시,3575.293,37008.329,전남 장흥군 유치면 용문리 산4번지 외 123필지
2023-05-02,장흥풍력,18.0,08시,574.187,46065.16,전남 장흥군 유치면 용문리 산4번지 외 124필지
2023-05-03,장흥풍력,18.0,08시,1197.549,47404.447,전남 장흥군 유치면 용문리 산4번지 외 125필지
2023-05-04,장흥풍력,18.0,08시,5983.408,108613.976,전남 장흥군 유치면 용문리 산4번지 외 126필지
2023-05-05,장흥풍력,18.0,08시,2269.269,83550.771,전남 장흥군 유치면 용문리 산4번지 외 127필지
2023-05-06,장흥풍력,18.0,08시,339.884,52190.305,전남 장흥군 유치면 용문리 산4번지 외 128필지
2023-05-07,장흥풍력,18.0,08시,995.065,36364.716,전남 장흥군 유치면 용문리 산4번지 외 129필지
2023-05-08,장흥풍력,18.0,08시,7047.897,50341.913,전남 장흥군 유치면 용문리 산4번지 외 130필지
2023-05-09,장흥풍력,18.0,08시,770.886,65210.04,전남 장흥군 유치면 용문리 산4번지 외 131필지
2023-05-10,장흥풍력,18.0,08시,3939.764,67310.091,전남 장흥군 유치면 용문리 산4번지 외 132필지
2023-05-11,장흥풍력,18.0,08시,266.122,9670.068,전남 장흥군 유치면 용문리 산4번지 외 133필지
2023-05-12,장흥풍력,18.0,08시,578.526,14306.955,전남 장흥군 유치면 용문리 산4번지 외 134필지
2023-05-13,장흥풍력,18.0,08시,218.394,5893.736,전남 장흥군 유치면 용문리 산4번지 외 135필지
2023-05-14,장흥풍력,18.0,08시,0.0,4618.085,전남 장흥군 유치면 용문리 산4번지 외 136필지
2023-05-15,장흥풍력,18.0,08시,232.857,16204.522,전남 장흥군 유치면 용문리 산4번지 외 137필지
2023-05-16,장흥풍력,18.0,08시,452.697,12943.08,전남 장흥군 유치면 용문리 산4번지 외 138필지
2023-05-17,장흥풍력,18.0,08시,3209.375,40524.322,전남 장흥군 유치면 용문리 산4번지 외 139필지
2023-05-18,장흥풍력,18.0,08시,6197.463,51125.816,전남 장흥군 유치면 용문리 산4번지 외 140필지
2023-05-19,장흥풍력,18.0,08시,0.0,4733.791,전남 장흥군 유치면 용문리 산4번지 외 141필지
2023-05-20,장흥풍력,18.0,08시,8.678,10176.28,전남 장흥군 유치면 용문리 산4번지 외 142필지
2023-05-21,장흥풍력,18.0,08시,2828.994,26317.163,전남 장흥군 유치면 용문리 산4번지 외 143필지
2023-05-22,장흥풍력,18.0,08시,2133.316,52314.686,전남 장흥군 유치면 용문리 산4번지 외 144필지
2023-05-23,장흥풍력,18.0,08시,1854.177,34306.61,전남 장흥군 유치면 용문리 산4번지 외 145필지
2023-05-24,장흥풍력,18.0,08시,216.947,4723.667,전남 장흥군 유치면 용문리 산4번지 외 146필지
2023-05-25,장흥풍력,18.0,08시,107.027,25646.071,전남 장흥군 유치면 용문리 산4번지 외 147필지
2023-05-26,장흥풍력,18.0,08시,121.491,17960.351,전남 장흥군 유치면 용문리 산4번지 외 148필지
2023-05-27,장흥풍력,18.0,08시,2503.573,56383.176,전남 장흥군 유치면 용문리 산4번지 외 149필지
2023-05-28,장흥풍력,18.0,08시,2559.979,60218.804,전남 장흥군 유치면 용문리 산4번지 외 150필지
2023-05-29,장흥풍력,18.0,08시,112.813,15306.361,전남 장흥군 유치면 용문리 산4번지 외 151필지
2023-05-30,장흥풍력,18.0,08시,161.987,45464.936,전남 장흥군 유치면 용문리 산4번지 외 152필지
2023-05-31,장흥풍력,18.0,08시,1938.063,36902.746,전남 장흥군 유치면 용문리 산4번지 외 153필지
2023-06-01,장흥풍력,18.0,08시,1479.581,32887.774,전남 장흥군 유치면 용문리 산4번지 외 154필지
2023-06-02,장흥풍력,18.0,08시,5522.034,98230.873,전남 장흥군 유치면 용문리 산4번지 외 155필지
2023-06-03,장흥풍력,18.0,08시,1803.556,87387.845,전남 장흥군 유치면 용문리 산4번지 외 156필지
2023-06-04,장흥풍력,18.0,08시,4150.926,69187.408,전남 장흥군 유치면 용문리 산4번지 외 157필지
2023-06-05,장흥풍력,18.0,08시,1920.707,30479.658,전남 장흥군 유치면 용문리 산4번지 외 158필지
2023-06-06,장흥풍력,18.0,08시,43.389,14837.753,전남 장흥군 유치면 용문리 산4번지 외 159필지
2023-06-07,장흥풍력,18.0,08시,292.156,14007.569,전남 장흥군 유치면 용문리 산4번지 외 160필지
2023-06-08,장흥풍력,18.0,08시,0.0,27510.372,전남 장흥군 유치면 용문리 산4번지 외 161필지
2023-06-09,장흥풍력,18.0,08시,390.505,25732.85,전남 장흥군 유치면 용문리 산4번지 외 162필지
2023-06-10,장흥풍력,18.0,08시,1820.912,30455.073,전남 장흥군 유치면 용문리 산4번지 외 163필지
2023-06-11,장흥풍력,18.0,08시,26.034,18158.495,전남 장흥군 유치면 용문리 산4번지 외 164필지
2023-06-12,장흥풍력,18.0,08시,0.0,2888.293,전남 장흥군 유치면 용문리 산4번지 외 165필지
2023-06-13,장흥풍력,18.0,08시,0.0,2800.07,전남 장흥군 유치면 용문리 산4번지 외 166필지
2023-06-14,장흥풍력,18.0,08시,3523.225,22420.787,전남 장흥군 유치면 용문리 산4번지 외 167필지
2023-06-15,장흥풍력,18.0,08시,0.0,18777.518,전남 장흥군 유치면 용문리 산4번지 외 168필지
2023-06-16,장흥풍력,18.0,08시,0.0,4178.406,전남 장흥군 유치면 용문리 산4번지 외 169필지
2023-06-17,장흥풍력,18.0,08시,335.545,6917.729,전남 장흥군 유치면 용문리 산4번지 외 170필지
2023-06-18,장흥풍력,18.0,08시,1240.939,8187.594,전남 장흥군 유치면 용문리 산4번지 외 171필지
2023-06-19,장흥풍력,18.0,08시,918.411,23350.77,전남 장흥군 유치면 용문리 산4번지 외 172필지
2023-06-20,장흥풍력,18.0,08시,1044.24,75681.367,전남 장흥군 유치면 용문리 산4번지 외 173필지
2023-06-21,장흥풍력,18.0,08시,0.0,37404.62,전남 장흥군 유치면 용문리 산4번지 외 174필지
2023-06-22,장흥풍력,18.0,08시,1590.947,50376.626,전남 장흥군 유치면 용문리 산4번지 외 175필지
2023-06-23,장흥풍력,18.0,08시,493.194,30831.114,전남 장흥군 유치면 용문리 산4번지 외 176필지
2023-06-24,장흥풍력,18.0,08시,912.625,32675.164,전남 장흥군 유치면 용문리 산4번지 외 177필지
2023-06-25,장흥풍력,18.0,08시,5284.838,105722.791,전남 장흥군 유치면 용문리 산4번지 외 178필지
2023-06-26,장흥풍력,18.0,08시,1949.634,81175.92,전남 장흥군 유치면 용문리 산4번지 외 179필지
2023-06-27,장흥풍력,18.0,08시,211.162,36724.85,전남 장흥군 유치면 용문리 산4번지 외 180필지
2023-06-28,장흥풍력,18.0,08시,801.259,15912.366,전남 장흥군 유치면 용문리 산4번지 외 181필지
2023-06-29,장흥풍력,18.0,08시,2348.817,65030.698,전남 장흥군 유치면 용문리 산4번지 외 182필지
2023-06-30,장흥풍력,18.0,08시,1485.366,21404.026,전남 장흥군 유치면 용문리 산4번지 외 183필지
2023-07-01,장흥풍력,18.0,08시,0.0,3783.561,전남 장흥군 유치면 용문리 산4번지 외 184필지
2023-07-02,장흥풍력,18.0,08시,0.0,5150.33,전남 장흥군 유치면 용문리 산4번지 외 185필지
2023-07-03,장흥풍력,18.0,08시,267.568,3957.118,전남 장흥군 유치면 용문리 산4번지 외 186필지
2023-07-04,장흥풍력,18.0,08시,107.027,23331.966,전남 장흥군 유치면 용문리 산4번지 외 187필지
2023-07-05,장흥풍력,18.0,08시,2863.705,50469.188,전남 장흥군 유치면 용문리 산4번지 외 188필지
2023-07-06,장흥풍력,18.0,08시,737.621,16304.319,전남 장흥군 유치면 용문리 산4번지 외 189필지
2023-07-07,장흥풍력,18.0,08시,1355.198,43907.254,전남 장흥군 유치면 용문리 산4번지 외 190필지
2023-07-08,장흥풍력,18.0,08시,0.0,5487.324,전남 장흥군 유치면 용문리 산4번지 외 191필지
2023-07-09,장흥풍력,18.0,08시,172.112,17989.277,전남 장흥군 유치면 용문리 산4번지 외 192필지
2023-07-10,장흥풍력,18.0,08시,2347.371,27653.558,전남 장흥군 유치면 용문리 산4번지 외 193필지
2023-07-11,장흥풍력,18.0,08시,1193.211,48918.739,전남 장흥군 유치면 용문리 산4번지 외 194필지
2023-07-12,장흥풍력,18.0,08시,1252.509,17225.619,전남 장흥군 유치면 용문리 산4번지 외 195필지
2023-07-13,장흥풍력,18.0,08시,3144.291,63662.483,전남 장흥군 유치면 용문리 산4번지 외 196필지
2023-07-14,장흥풍력,18.0,08시,3866.002,87879.594,전남 장흥군 유치면 용문리 산4번지 외 197필지
2023-07-15,장흥풍력,18.0,08시,2509.358,39955.92,전남 장흥군 유치면 용문리 산4번지 외 198필지
2023-07-16,장흥풍력,18.0,08시,0.0,2820.317,전남 장흥군 유치면 용문리 산4번지 외 199필지
2023-07-17,장흥풍력,18.0,08시,240.088,18483.916,전남 장흥군 유치면 용문리 산4번지 외 200필지
2023-07-18,장흥풍력,18.0,08시,2259.145,31503.65,전남 장흥군 유치면 용문리 산4번지 외 201필지
2023-07-19,장흥풍력,18.0,08시,109.92,3740.173,전남 장흥군 유치면 용문리 산4번지 외 202필지
2023-07-20,장흥풍력,18.0,08시,4.339,945.89,전남 장흥군 유치면 용문리 산4번지 외 203필지
2023-07-21,장흥풍력,18.0,08시,979.156,40582.175,전남 장흥군 유치면 용문리 산4번지 외 204필지
2023-07-22,장흥풍력,18.0,08시,4717.882,107239.976,전남 장흥군 유치면 용문리 산4번지 외 205필지
2023-07-23,장흥풍력,18.0,08시,2127.531,83772.057,전남 장흥군 유치면 용문리 산4번지 외 206필지
2023-07-24,장흥풍력,18.0,08시,235.749,32960.088,전남 장흥군 유치면 용문리 산4번지 외 207필지
2023-07-25,장흥풍력,18.0,08시,1572.145,25609.913,전남 장흥군 유치면 용문리 산4번지 외 208필지
2023-07-26,장흥풍력,18.0,08시,1366.768,35744.248,전남 장흥군 유치면 용문리 산4번지 외 209필지
2023-07-27,장흥풍력,18.0,08시,282.032,34428.103,전남 장흥군 유치면 용문리 산4번지 외 210필지
2023-07-28,장흥풍력,18.0,08시,4363.535,35776.066,전남 장흥군 유치면 용문리 산4번지 외 211필지
2023-07-29,장흥풍력,18.0,08시,66.531,15769.18,전남 장흥군 유치면 용문리 산4번지 외 212필지
2023-07-30,장흥풍력,18.0,08시,59.299,22640.626,전남 장흥군 유치면 용문리 산4번지 외 213필지
2023-07-31,장흥풍력,18.0,08시,0.0,818.614,전남 장흥군 유치면 용문리 산4번지 외 214필지
2023-08-01,장흥풍력,18.0,08시,766.547,3291.813,전남 장흥군 유치면 용문리 산4번지 외 215필지
2023-08-02,장흥풍력,18.0,08시,130.168,3181.894,전남 장흥군 유치면 용문리 산4번지 외 216필지
2023-08-03,장흥풍력,18.0,08시,15.909,12944.527,전남 장흥군 유치면 용문리 산4번지 외 217필지
2023-08-04,장흥풍력,18.0,08시,1553.343,13115.19,전남 장흥군 유치면 용문리 산4번지 외 218필지
2023-08-05,장흥풍력,18.0,08시,198.145,2105.836,전남 장흥군 유치면 용문리 산4번지 외 219필지
2023-08-06,장흥풍력,18.0,08시,266.122,3771.991,전남 장흥군 유치면 용문리 산4번지 외 220필지
2023-08-07,장흥풍력,18.0,08시,238.642,5702.822,전남 장흥군 유치면 용문리 산4번지 외 221필지
2023-08-08,장흥풍력,18.0,08시,1411.604,12166.409,전남 장흥군 유치면 용문리 산4번지 외 222필지
2023-08-09,장흥풍력,18.0,08시,4341.84,69642.998,전남 장흥군 유치면 용문리 산4번지 외 223필지
2023-08-10,장흥풍력,18.0,08시,0.0,0.0,전남 장흥군 유치면 용문리 산4번지 외 224필지
2023-08-11,장흥풍력,18.0,08시,0.0,7591.711,전남 장흥군 유치면 용문리 산4번지 외 225필지
2023-08-12,장흥풍력,18.0,08시,2.893,2030.626,전남 장흥군 유치면 용문리 산4번지 외 226필지
2023-08-13,장흥풍력,18.0,08시,0.0,4875.53,전남 장흥군 유치면 용문리 산4번지 외 227필지
2023-08-14,장흥풍력,18.0,08시,4.339,1013.868,전남 장흥군 유치면 용문리 산4번지 외 228필지
2023-08-15,장흥풍력,18.0,08시,4.339,17082.436,전남 장흥군 유치면 용문리 산4번지 외 229필지
2023-08-16,장흥풍력,18.0,08시,76.655,8523.14,전남 장흥군 유치면 용문리 산4번지 외 230필지
2023-08-17,장흥풍력,18.0,08시,0.0,11710.819,전남 장흥군 유치면 용문리 산4번지 외 231필지
2023-08-18,장흥풍력,18.0,08시,125.829,915.518,전남 장흥군 유치면 용문리 산4번지 외 232필지
2023-08-19,장흥풍력,18.0,08시,76.655,1009.529,전남 장흥군 유치면 용문리 산4번지 외 233필지
2023-08-20,장흥풍력,18.0,08시,0.0,1699.421,전남 장흥군 유치면 용문리 산4번지 외 234필지
2023-08-21,장흥풍력,18.0,08시,1330.611,53869.478,전남 장흥군 유치면 용문리 산4번지 외 235필지
2023-08-22,장흥풍력,18.0,08시,4012.08,115055.867,전남 장흥군 유치면 용문리 산4번지 외 236필지
2023-08-23,장흥풍력,18.0,08시,6180.107,60466.125,전남 장흥군 유치면 용문리 산4번지 외 237필지
2023-08-24,장흥풍력,18.0,08시,633.486,20945.545,전남 장흥군 유치면 용문리 산4번지 외 238필지
2023-08-25,장흥풍력,18.0,08시,961.8,28969.705,전남 장흥군 유치면 용문리 산4번지 외 239필지
2023-08-26,장흥풍력,18.0,08시,2614.939,17264.669,전남 장흥군 유치면 용문리 산4번지 외 240필지
2023-08-27,장흥풍력,18.0,08시,18.802,9194.23,전남 장흥군 유치면 용문리 산4번지 외 241필지
2023-08-28,장흥풍력,18.0,08시,5472.859,83505.935,전남 장흥군 유치면 용문리 산4번지 외 242필지
2023-08-29,장흥풍력,18.0,08시,3112.472,28544.489,전남 장흥군 유치면 용문리 산4번지 외 243필지
2023-08-30,장흥풍력,18.0,08시,543.815,23292.915,전남 장흥군 유치면 용문리 산4번지 외 244필지
2023-08-31,장흥풍력,18.0,08시,2593.244,43613.654,전남 장흥군 유치면 용문리 산4번지 외 245필지
2023-09-01,장흥풍력,18.0,08시,3079.206,18741.36,전남 장흥군 유치면 용문리 산4번지 외 246필지
2023-09-02,장흥풍력,18.0,08시,811.383,17626.25,전남 장흥군 유치면 용문리 산4번지 외 247필지
2023-09-03,장흥풍력,18.0,08시,3793.686,27996.335,전남 장흥군 유치면 용문리 산4번지 외 248필지
2023-09-04,장흥풍력,18.0,08시,847.541,5626.168,전남 장흥군 유치면 용문리 산4번지 외 249필지
2023-09-05,장흥풍력,18.0,08시,13.017,2345.923,전남 장흥군 유치면 용문리 산4번지 외 250필지
2023-09-06,장흥풍력,18.0,08시,0.0,606.007,전남 장흥군 유치면 용문리 산4번지 외 251필지
2023-09-07,장흥풍력,18.0,08시,1.446,13183.167,전남 장흥군 유치면 용문리 산4번지 외 252필지
2023-09-08,장흥풍력,18.0,08시,4.339,3557.938,전남 장흥군 유치면 용문리 산4번지 외 253필지
2023-09-09,장흥풍력,18.0,08시,0.0,4979.664,전남 장흥군 유치면 용문리 산4번지 외 254필지
2023-09-10,장흥풍력,18.0,08시,0.0,3235.408,전남 장흥군 유치면 용문리 산4번지 외 255필지
2023-09-11,장흥풍력,18.0,08시,2.893,1119.447,전남 장흥군 유치면 용문리 산4번지 외 256필지
2023-09-12,장흥풍력,18.0,08시,11.571,2105.835,전남 장흥군 유치면 용문리 산4번지 외 257필지
2023-09-13,장흥풍력,18.0,08시,1216.352,6551.812,전남 장흥군 유치면 용문리 산4번지 외 258필지
2023-09-14,장흥풍력,18.0,08시,984.941,31724.935,전남 장흥군 유치면 용문리 산4번지 외 259필지
2023-09-15,장흥풍력,18.0,08시,1728.347,34627.693,전남 장흥군 유치면 용문리 산4번지 외 260필지
2023-09-16,장흥풍력,18.0,08시,75.208,13640.203,전남 장흥군 유치면 용문리 산4번지 외 261필지
2023-09-17,장흥풍력,18.0,08시,0.0,12104.215,전남 장흥군 유치면 용문리 산4번지 외 262필지
2023-09-18,장흥풍력,18.0,08시,98.349,4270.972,전남 장흥군 유치면 용문리 산4번지 외 263필지
2023-09-19,장흥풍력,18.0,08시,487.408,1540.326,전남 장흥군 유치면 용문리 산4번지 외 264필지
2023-09-20,장흥풍력,18.0,08시,2876.722,53272.151,전남 장흥군 유치면 용문리 산4번지 외 265필지
2023-09-21,장흥풍력,18.0,08시,4470.562,58721.866,전남 장흥군 유치면 용문리 산4번지 외 266필지
2023-09-22,장흥풍력,18.0,08시,0.0,6655.946,전남 장흥군 유치면 용문리 산4번지 외 267필지
2023-09-23,장흥풍력,18.0,08시,1913.476,25735.745,전남 장흥군 유치면 용문리 산4번지 외 268필지
2023-09-24,장흥풍력,18.0,08시,11.571,6311.722,전남 장흥군 유치면 용문리 산4번지 외 269필지
2023-09-25,장흥풍력,18.0,08시,1851.284,22102.595,전남 장흥군 유치면 용문리 산4번지 외 270필지
2023-09-26,장흥풍력,18.0,08시,769.44,12316.823,전남 장흥군 유치면 용문리 산4번지 외 271필지
2023-09-27,장흥풍력,18.0,08시,957.461,22137.311,전남 장흥군 유치면 용문리 산4번지 외 272필지
2023-09-28,장흥풍력,18.0,08시,613.238,47481.102,전남 장흥군 유치면 용문리 산4번지 외 273필지
2023-09-29,장흥풍력,18.0,08시,1314.701,18618.424,전남 장흥군 유치면 용문리 산4번지 외 274필지
2023-09-30,장흥풍력,18.0,08시,1381.232,68650.826,전남 장흥군 유치면 용문리 산4번지 외 275필지
2023-10-01,장흥풍력,18.0,08시,5070.783,124960.238,전남 장흥군 유치면 용문리 산4번지 외 276필지
2023-10-02,장흥풍력,18.0,08시,1774.629,35496.926,전남 장흥군 유치면 용문리 산4번지 외 277필지
2023-10-03,장흥풍력,18.0,08시,5371.617,57096.207,전남 장흥군 유치면 용문리 산4번지 외 278필지
2023-10-04,장흥풍력,18.0,08시,2541.177,47290.189,전남 장흥군 유치면 용문리 산4번지 외 279필지
2023-10-05,장흥풍력,18.0,08시,8878.933,178593.968,전남 장흥군 유치면 용문리 산4번지 외 280필지
2023-10-06,장흥풍력,18.0,08시,1650.246,78455.398,전남 장흥군 유치면 용문리 산4번지 외 281필지
2023-10-07,장흥풍력,18.0,08시,433.895,49484.247,전남 장흥군 유치면 용문리 산4번지 외 282필지
2023-10-08,장흥풍력,18.0,08시,1699.421,34214.048,전남 장흥군 유치면 용문리 산4번지 외 283필지
2023-10-09,장흥풍력,18.0,08시,1725.455,39873.481,전남 장흥군 유치면 용문리 산4번지 외 284필지
2023-10-10,장흥풍력,18.0,08시,7792.749,92261.932,전남 장흥군 유치면 용문리 산4번지 외 285필지
2023-10-11,장흥풍력,18.0,08시,1034.116,11932.105,전남 장흥군 유치면 용문리 산4번지 외 286필지
2023-10-12,장흥풍력,18.0,08시,0.0,856.218,전남 장흥군 유치면 용문리 산4번지 외 287필지
2023-10-13,장흥풍력,18.0,08시,0.0,85.332,전남 장흥군 유치면 용문리 산4번지 외 288필지
2023-10-14,장흥풍력,18.0,08시,1.446,32884.883,전남 장흥군 유치면 용문리 산4번지 외 289필지
2023-10-15,장흥풍력,18.0,08시,3494.299,103710.965,전남 장흥군 유치면 용문리 산4번지 외 290필지
2023-10-16,장흥풍력,18.0,08시,906.84,107397.626,전남 장흥군 유치면 용문리 산4번지 외 291필지
2023-10-17,장흥풍력,18.0,08시,6705.12,83708.419,전남 장흥군 유치면 용문리 산4번지 외 292필지
2023-10-18,장흥풍력,18.0,08시,0.0,4717.881,전남 장흥군 유치면 용문리 산4번지 외 293필지
2023-10-19,장흥풍력,18.0,08시,273.354,18524.411,전남 장흥군 유치면 용문리 산4번지 외 294필지
2023-10-20,장흥풍력,18.0,08시,8471.072,195145.606,전남 장흥군 유치면 용문리 산4번지 외 295필지
2023-10-21,장흥풍력,18.0,08시,559.724,115048.635,전남 장흥군 유치면 용문리 산4번지 외 296필지
2023-10-22,장흥풍력,18.0,08시,3601.326,67496.665,전남 장흥군 유치면 용문리 산4번지 외 297필지
2023-10-23,장흥풍력,18.0,08시,2.893,2614.938,전남 장흥군 유치면 용문리 산4번지 외 298필지
2023-10-24,장흥풍력,18.0,08시,0.0,700.017,전남 장흥군 유치면 용문리 산4번지 외 299필지
2023-10-25,장흥풍력,18.0,08시,59.299,11457.714,전남 장흥군 유치면 용문리 산4번지 외 300필지
2023-10-26,장흥풍력,18.0,08시,403.522,17870.676,전남 장흥군 유치면 용문리 산4번지 외 301필지
2023-10-27,장흥풍력,18.0,08시,9746.722,111321.479,전남 장흥군 유치면 용문리 산4번지 외 302필지
2023-10-28,장흥풍력,18.0,08시,1300.238,41295.211,전남 장흥군 유치면 용문리 산4번지 외 303필지
2023-10-29,장흥풍력,18.0,08시,1266.973,13768.926,전남 장흥군 유치면 용문리 산4번지 외 304필지
2023-10-30,장흥풍력,18.0,08시,0.0,5950.144,전남 장흥군 유치면 용문리 산4번지 외 305필지
2023-10-31,장흥풍력,18.0,08시,17.356,3249.873,전남 장흥군 유치면 용문리 산4번지 외 306필지
2023-11-01,장흥풍력,18.0,08시,2308.32,19397.987,전남 장흥군 유치면 용문리 산4번지 외 307필지
2023-11-02,장흥풍력,18.0,08시,442.573,17724.603,전남 장흥군 유치면 용문리 산4번지 외 308필지
2023-11-03,장흥풍력,18.0,08시,166.326,12096.985,전남 장흥군 유치면 용문리 산4번지 외 309필지
2023-11-04,장흥풍력,18.0,08시,2.893,18375.443,전남 장흥군 유치면 용문리 산4번지 외 310필지
2023-11-05,장흥풍력,18.0,08시,6317.507,104036.388,전남 장흥군 유치면 용문리 산4번지 외 311필지
2023-11-06,장흥풍력,18.0,08시,1343.627,55606.501,전남 장흥군 유치면 용문리 산4번지 외 312필지
2023-11-07,장흥풍력,18.0,08시,7623.531,155980.822,전남 장흥군 유치면 용문리 산4번지 외 313필지
2023-11-08,장흥풍력,18.0,08시,4.339,20352.558,전남 장흥군 유치면 용문리 산4번지 외 314필지
2023-11-09,장흥풍력,18.0,08시,1395.695,20776.326,전남 장흥군 유치면 용문리 산4번지 외 315필지
2023-11-10,장흥풍력,18.0,08시,9672.96,228747.858,전남 장흥군 유치면 용문리 산4번지 외 316필지
2023-11-11,장흥풍력,18.0,08시,4049.684,181317.374,전남 장흥군 유치면 용문리 산4번지 외 317필지
2023-11-12,장흥풍력,18.0,08시,9992.596,231244.2,전남 장흥군 유치면 용문리 산4번지 외 318필지
2023-11-13,장흥풍력,18.0,08시,6397.055,184548.449,전남 장흥군 유치면 용문리 산4번지 외 319필지
2023-11-14,장흥풍력,18.0,08시,6093.328,119789.659,전남 장흥군 유치면 용문리 산4번지 외 320필지
2023-11-15,장흥풍력,18.0,08시,1232.261,27254.373,전남 장흥군 유치면 용문리 산4번지 외 321필지
2023-11-16,장흥풍력,18.0,08시,0.0,62375.261,전남 장흥군 유치면 용문리 산4번지 외 322필지
2023-11-17,장흥풍력,18.0,08시,5874.935,110277.239,전남 장흥군 유치면 용문리 산4번지 외 323필지
2023-11-18,장흥풍력,18.0,08시,12264.758,160300.964,전남 장흥군 유치면 용문리 산4번지 외 324필지
2023-11-19,장흥풍력,18.0,08시,3083.545,83307.79,전남 장흥군 유치면 용문리 산4번지 외 325필지
2023-11-20,장흥풍력,18.0,08시,4566.019,60934.732,전남 장흥군 유치면 용문리 산4번지 외 326필지
2023-11-21,장흥풍력,18.0,08시,224.179,2299.643,전남 장흥군 유치면 용문리 산4번지 외 327필지
2023-11-22,장흥풍력,18.0,08시,27.48,16684.698,전남 장흥군 유치면 용문리 산4번지 외 328필지
2023-11-23,장흥풍력,18.0,08시,60.745,72029.419,전남 장흥군 유치면 용문리 산4번지 외 329필지
