瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),浅氢(16规困),嚼档(%),泅瘤扁拘(hPa),老炼(hr),老荤(MJ/m2),利汲(cm),傈款樊(10盒困)
192,柳林,2018-01-01 01:00,-2.1,,.5,340,51,1021.3,,,,
192,柳林,2018-01-01 02:00,-3.6,,.1,0,62,1021.5,,,,
192,柳林,2018-01-01 03:00,-3.9,,.4,0,65,1022.1,,,,
192,柳林,2018-01-01 04:00,-4.9,,.2,0,71,1022.2,,,,
192,柳林,2018-01-01 05:00,-5,,.5,270,75,1022.3,,,,
192,柳林,2018-01-01 06:00,-4.1,,.7,340,77,1022.2,,,,
192,柳林,2018-01-01 07:00,-3.9,,.9,270,75,1022.2,,,,
192,柳林,2018-01-01 08:00,-4.1,,.5,290,73,1023.1,0,.01,,
192,柳林,2018-01-01 09:00,-1.4,,.6,290,66,1023.9,.7,.28,,
192,柳林,2018-01-01 10:00,1.4,,.9,250,51,1024.5,1,.66,,
192,柳林,2018-01-01 11:00,3.7,,1.5,250,33,1024.5,1,.94,,
192,柳林,2018-01-01 12:00,5.6,,2.3,320,24,1023.6,1,1.14,,
192,柳林,2018-01-01 13:00,6.4,,3.5,360,20,1022.8,1,1.2,,
192,柳林,2018-01-01 14:00,6.7,,4.3,360,21,1021.9,1,1.15,,
192,柳林,2018-01-01 15:00,7.2,,3.3,340,22,1022.1,1,.93,,
192,柳林,2018-01-01 16:00,6.9,,2.8,340,23,1022.3,1,.6,,
192,柳林,2018-01-01 17:00,5.9,,2.6,340,26,1022.7,.7,.21,,
192,柳林,2018-01-01 18:00,4.9,,2.7,340,29,1023.3,0,.01,,
192,柳林,2018-01-01 19:00,4,,2.9,340,31,1023.7,,,,
192,柳林,2018-01-01 20:00,3.2,,2.6,340,34,1024.1,,,,
192,柳林,2018-01-01 21:00,1.5,,1.5,20,40,1024.1,,,,
192,柳林,2018-01-01 22:00,-1.3,,.4,0,51,1024.7,,,,
192,柳林,2018-01-01 23:00,-2.8,,.2,0,58,1025.2,,,,
192,柳林,2018-01-02 00:00,-3,,1,50,60,1025.2,,,,
192,柳林,2018-01-02 01:00,-4,,.1,0,65,1025.3,,,,
192,柳林,2018-01-02 02:00,-4.6,,.2,0,71,1025.4,,,,
192,柳林,2018-01-02 03:00,-5.4,,.3,0,75,1025.7,,,,
192,柳林,2018-01-02 04:00,-6.1,,.4,0,77,1025.2,,,,
192,柳林,2018-01-02 05:00,-6.4,,.2,0,79,1025.4,,,,
192,柳林,2018-01-02 06:00,-6.9,,.2,0,79,1025.5,,,,
192,柳林,2018-01-02 07:00,-7.2,,0,0,82,1025.8,,,,
192,柳林,2018-01-02 08:00,-7,,.2,0,82,1026.2,0,.01,,
192,柳林,2018-01-02 09:00,-3.7,,.6,140,72,1026.4,.6,.28,,
192,柳林,2018-01-02 10:00,.3,,.3,0,54,1026.1,1,.72,,
192,柳林,2018-01-02 11:00,3.6,,.4,0,39,1025.2,1,.98,,
192,柳林,2018-01-02 12:00,5.7,,1.1,270,28,1024.8,1,1.07,,
192,柳林,2018-01-02 13:00,7.1,,1.4,320,25,1023.6,1,1.08,,
192,柳林,2018-01-02 14:00,8.1,,1.3,180,19,1022.7,1,1.01,,
192,柳林,2018-01-02 15:00,8.6,,1.4,200,20,1022.4,1,.8,,
192,柳林,2018-01-02 16:00,8.6,,1,180,25,1022.4,1,.53,,
192,柳林,2018-01-02 17:00,7.2,,.9,340,31,1022.2,.5,.21,,
192,柳林,2018-01-02 18:00,4.4,,.9,50,49,1023,0,.01,,
192,柳林,2018-01-02 19:00,4.7,,1.6,70,56,1023.2,,,,
192,柳林,2018-01-02 20:00,5.2,,1.9,70,53,1022.9,,,,
192,柳林,2018-01-02 21:00,3.6,,1.4,50,56,1022.7,,,,
192,柳林,2018-01-02 22:00,.6,,.8,360,71,1022.4,,,,
192,柳林,2018-01-02 23:00,-.3,,.1,0,74,1023.1,,,,
192,柳林,2018-01-03 00:00,-.7,,.1,0,76,1023.1,,,,
192,柳林,2018-01-03 01:00,3.5,,3.3,360,27,1022.9,,,,
192,柳林,2018-01-03 02:00,.8,,1.1,320,48,1024.1,,,,
192,柳林,2018-01-03 03:00,2.7,,2.6,20,22,1024,,,,
192,柳林,2018-01-03 04:00,1.4,,1.7,20,21,1024.1,,,,
192,柳林,2018-01-03 05:00,.9,,2,20,21,1024.1,,,,
192,柳林,2018-01-03 06:00,-.2,,1.2,90,27,1025,,,,
192,柳林,2018-01-03 07:00,-1.3,,.6,90,30,1025.6,,,,
192,柳林,2018-01-03 08:00,-2.7,,.2,0,37,1025.6,0,.01,,
192,柳林,2018-01-03 09:00,.2,,.3,0,43,1026.2,.8,.25,,
192,柳林,2018-01-03 10:00,2.3,,1,230,24,1026.5,1,.65,,
192,柳林,2018-01-03 11:00,4.2,,1,110,20,1026.1,1,.98,,
192,柳林,2018-01-03 12:00,4.8,,2.2,250,17,1024.8,1,1.15,,
192,柳林,2018-01-03 13:00,6.2,,1.6,250,17,1023.4,1,1.3,,
192,柳林,2018-01-03 14:00,6.1,,3.1,360,14,1023,1,1.3,,
192,柳林,2018-01-03 15:00,6.2,,3.1,360,14,1023,1,.88,,
192,柳林,2018-01-03 16:00,5.8,,3.3,340,15,1023,1,.58,,
192,柳林,2018-01-03 17:00,4.6,,2.1,340,17,1023.3,.8,.24,,
