瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),浅氢(16规困),嚼档(%),泅瘤扁拘(hPa),老炼(hr),老荤(MJ/m2),利汲(cm),傈款樊(10盒困)
192,柳林,2019-01-05 17:00,8.4,,1.4,340,19,1019,.8,.37,,4
192,柳林,2019-01-05 18:00,3.9,,.5,360,33,1019.6,0,.02,,
192,柳林,2019-01-05 19:00,1.3,,.2,0,41,1020.2,,,,0
192,柳林,2019-01-05 20:00,-.8,,.1,0,49,1020.9,,,,0
192,柳林,2019-01-05 21:00,-1.9,,.2,0,54,1021.2,,,,1
192,柳林,2019-01-05 22:00,-2.9,,.2,0,57,1021.3,,,,0
192,柳林,2019-01-05 23:00,-3.5,,.1,0,59,1021.4,,,,0
192,柳林,2019-01-06 00:00,-4.3,,.4,0,59,1021.5,,,,0
192,柳林,2019-01-06 01:00,-4.8,,.2,0,59,1021.7,,,,0
192,柳林,2019-01-06 02:00,-3.9,,.1,0,54,1022.4,,,,9
192,柳林,2019-01-06 03:00,-3.4,,.3,0,48,1023,,,,9
192,柳林,2019-01-06 04:00,-3.3,,.6,320,50,1023.2,,,,9
192,柳林,2019-01-06 05:00,-3.9,,0,0,49,1022.6,,,,10
192,柳林,2019-01-06 06:00,-4.8,,.3,0,54,1022.9,,,,6
192,柳林,2019-01-06 07:00,-4.8,,.1,0,52,1023.2,,,,8
192,柳林,2019-01-06 08:00,-4.6,,.1,0,53,1023.4,0,.01,,9
192,柳林,2019-01-06 09:00,-3.3,,.1,0,49,1024,.1,.2,,9
192,柳林,2019-01-06 10:00,.3,,.4,0,38,1024.2,.9,.86,,0
192,柳林,2019-01-06 11:00,2.9,,.9,270,26,1024.3,1,1.46,,0
192,柳林,2019-01-06 12:00,5.2,,1.5,200,18,1022.7,1,1.93,,0
192,柳林,2019-01-06 13:00,7,,1.3,250,14,1021.9,1,2.05,,0
192,柳林,2019-01-06 14:00,8.4,,1.3,270,13,1021.2,1,1.94,,0
192,柳林,2019-01-06 15:00,8.9,,.8,340,11,1021.3,1,1.59,,0
192,柳林,2019-01-06 16:00,8.6,,1.4,230,13,1021.3,1,1.08,,0
192,柳林,2019-01-06 17:00,6.3,,1.3,200,23,1021.3,.8,.4,,0
192,柳林,2019-01-06 18:00,3.9,,1.2,320,32,1022,0,.01,,0
192,柳林,2019-01-06 19:00,.2,,.4,0,37,1022.9,,,,5
192,柳林,2019-01-06 20:00,-1.1,,.3,0,39,1023.4,,,,6
192,柳林,2019-01-06 21:00,-2.6,,.1,0,42,1023.6,,,,4
192,柳林,2019-01-06 22:00,-3.2,,.5,70,47,1023.8,,,,5
192,柳林,2019-01-06 23:00,-2.9,,.5,360,49,1023.8,,,,10
192,柳林,2019-01-07 00:00,-3.9,,.5,70,52,1024,,,,8
192,柳林,2019-01-07 01:00,-4.1,,0,0,53,1023.9,,,,1
192,柳林,2019-01-07 02:00,-5.3,,.1,0,58,1024,,,,0
192,柳林,2019-01-07 03:00,-5.8,,0,0,61,1024,,,,0
192,柳林,2019-01-07 04:00,-6.4,,.1,0,64,1023.7,,,,0
192,柳林,2019-01-07 05:00,-6.6,,.3,0,62,1023.6,,,,0
192,柳林,2019-01-07 06:00,-6.8,,.1,0,65,1024.1,,,,0
192,柳林,2019-01-07 07:00,-7.3,,.3,0,67,1024.3,,,,9
192,柳林,2019-01-07 08:00,-7,,.1,0,68,1024.5,0,.02,,9
192,柳林,2019-01-07 09:00,-3.6,,.1,0,55,1024.9,.7,.36,,1
192,柳林,2019-01-07 10:00,.1,,.1,0,50,1025.1,1,.85,,1
192,柳林,2019-01-07 11:00,2.5,,.7,270,28,1024.7,1,1.42,,0
192,柳林,2019-01-07 12:00,5.1,,.5,200,21,1023.3,1,1.75,,0
192,柳林,2019-01-07 13:00,6.5,,1.5,270,19,1022.1,1,1.86,,0
192,柳林,2019-01-07 14:00,8.3,,1.1,250,15,1021.6,1,1.74,,0
192,柳林,2019-01-07 15:00,8.7,,2,250,14,1021.3,1,1.39,,0
192,柳林,2019-01-07 16:00,8.6,,1.6,250,17,1021.7,1,.9,,6
192,柳林,2019-01-07 17:00,7,,2.4,360,23,1021.5,.8,.43,,6
192,柳林,2019-01-07 18:00,4.4,,.4,0,31,1021.7,0,.03,,6
192,柳林,2019-01-07 19:00,1,,0,0,47,1022.2,,,,6
192,柳林,2019-01-07 20:00,.7,,.6,110,45,1022.3,,,,7
192,柳林,2019-01-07 21:00,.1,,.1,0,47,1022.2,,,,8
192,柳林,2019-01-07 22:00,-1.2,,.3,0,54,1022.3,,,,8
192,柳林,2019-01-07 23:00,-1.3,,.2,0,60,1022.8,,,,10
192,柳林,2019-01-08 00:00,-1.3,,.1,0,58,1022.5,,,,9
192,柳林,2019-01-08 01:00,-2.4,,.1,0,63,1022.2,,,,8
192,柳林,2019-01-08 02:00,-3.1,,.4,0,66,1022.3,,,,6
192,柳林,2019-01-08 03:00,-4,,.3,0,71,1022.3,,,,7
192,柳林,2019-01-08 04:00,-4.5,,0,0,73,1022.3,,,,6
192,柳林,2019-01-08 05:00,-4.9,,.2,0,75,1022.1,,,,8
192,柳林,2019-01-08 06:00,-4.5,,0,0,77,1022.3,,,,10
192,柳林,2019-01-08 07:00,-4,,.2,0,77,1022.5,,,,9
192,柳林,2019-01-08 08:00,-4.5,,0,0,81,1022.6,0,.01,,9
192,柳林,2019-01-08 09:00,-1.5,,0,0,70,1022.9,.7,.38,,1
192,柳林,2019-01-08 10:00,2.7,,.2,0,53,1023.1,1,.99,,0
192,柳林,2019-01-08 11:00,4.6,,1.4,270,36,1022.8,1,1.46,,0
192,柳林,2019-01-08 12:00,6.1,,2.1,250,27,1021.6,1,1.8,,0
192,柳林,2019-01-08 13:00,7.4,,1.2,230,23,1020.2,1,1.93,,0
192,柳林,2019-01-08 14:00,7.9,,1.5,230,24,1019.7,1,1.78,,1
192,柳林,2019-01-08 15:00,7.6,,3.3,360,22,1019.7,1,1.36,,5
192,柳林,2019-01-08 16:00,6.7,,2.8,360,22,1020.1,1,.97,,4
192,柳林,2019-01-08 17:00,4.7,,3.6,360,26,1020.8,.8,.41,,4
192,柳林,2019-01-08 18:00,3.1,,2.9,360,31,1021.7,0,.03,,8
192,柳林,2019-01-08 19:00,2,,2.5,20,33,1023,,,,3
192,柳林,2019-01-08 20:00,1.2,,1.8,50,26,1023.9,,,,0
192,柳林,2019-01-08 21:00,.6,,2,70,24,1024.5,,,,0
192,柳林,2019-01-08 22:00,.1,,2.3,340,29,1024.8,,,,0
192,柳林,2019-01-08 23:00,-.2,,2,340,30,1024.7,,,,5
192,柳林,2019-01-09 00:00,-.8,,1.4,50,30,1025.5,,,,10
192,柳林,2019-01-09 01:00,-1.1,,1.5,50,32,1026.5,,,,10
192,柳林,2019-01-09 02:00,-1.5,,1.6,20,32,1027.5,,,,7
192,柳林,2019-01-09 03:00,-1.5,,2.1,360,30,1028,,,,10
192,柳林,2019-01-09 04:00,-2.2,,1.5,360,33,1029,,,,10
192,柳林,2019-01-09 05:00,-2.7,,1.5,50,37,1029.5,,,,9
192,柳林,2019-01-09 06:00,-2.9,,1.7,50,37,1030.1,,,,9
192,柳林,2019-01-09 07:00,-3.6,,1.1,70,35,1030.7,,,,10
192,柳林,2019-01-09 08:00,-3.7,,1.4,70,30,1030.3,0,.01,,10
192,柳林,2019-01-09 09:00,-2.7,,1.4,50,28,1030.7,.3,.38,,10
192,柳林,2019-01-09 10:00,-1.8,,2,70,24,1030.7,.7,.78,,0
192,柳林,2019-01-09 11:00,1.2,,.8,160,20,1030.4,1,1.5,,2
192,柳林,2019-01-09 12:00,2.5,,1.7,250,23,1029.8,1,1.75,,1
192,柳林,2019-01-09 13:00,3.1,,.9,270,24,1028.5,.8,1.68,,9
192,柳林,2019-01-09 14:00,4.3,,.9,200,27,1027.7,0,1.06,,10
192,柳林,2019-01-09 15:00,4.8,,.8,140,29,1027.3,.1,.75,,9
192,柳林,2019-01-09 16:00,4.6,,.5,290,30,1027.2,0,.51,,10
192,柳林,2019-01-09 17:00,2.9,,.2,0,42,1026.8,.9,.37,,4
192,柳林,2019-01-09 18:00,.6,,.2,0,46,1026.5,0,.02,,5
192,柳林,2019-01-09 19:00,0,,.1,0,47,1027,,,,9
192,柳林,2019-01-09 20:00,-.8,,.1,0,52,1026.3,,,,10
192,柳林,2019-01-09 21:00,-1.9,,0,0,57,1026.1,,,,10
192,柳林,2019-01-09 22:00,-2.6,,.1,0,60,1025.7,,,,9
192,柳林,2019-01-09 23:00,-2.8,,.3,0,61,1025.9,,,,8
192,柳林,2019-01-10 00:00,-2.3,,.5,70,60,1024.4,,,,9
192,柳林,2019-01-10 01:00,-2.1,,.2,0,58,1023.3,,,,9
192,柳林,2019-01-10 02:00,-1.9,,0,0,58,1023.4,,,,8
192,柳林,2019-01-10 03:00,-1.4,,.2,0,58,1023.2,,,,8
192,柳林,2019-01-10 04:00,-1,,.2,0,56,1022.5,,,,9
192,柳林,2019-01-10 05:00,-.8,,.5,20,51,1021.9,,,,9
192,柳林,2019-01-10 06:00,-.9,,.4,0,51,1021.8,,,,6
192,柳林,2019-01-10 07:00,-.6,,0,0,53,1021.3,,,,0
192,柳林,2019-01-10 08:00,-.5,,.3,0,52,1021.4,0,0,,1
192,柳林,2019-01-10 09:00,.6,,.3,0,52,1021.5,0,.21,,8
192,柳林,2019-01-10 10:00,2.7,,.7,110,41,1021.9,.1,.61,,10
192,柳林,2019-01-10 11:00,4.8,,.8,200,32,1021.4,.8,1.29,,8
192,柳林,2019-01-10 12:00,6.8,,1.2,270,22,1020.2,1,1.61,,6
192,柳林,2019-01-10 13:00,8,,1.1,270,20,1018.9,1,1.99,,1
192,柳林,2019-01-10 14:00,8.6,,3.2,340,27,1018.7,1,1.89,,0
192,柳林,2019-01-10 15:00,7.7,,4.4,340,31,1018.8,1,1.57,,0
192,柳林,2019-01-10 16:00,6.9,,4.8,340,36,1019.4,1,1.08,,3
192,柳林,2019-01-10 17:00,5.4,,2.8,340,42,1019.6,.9,.45,,2
192,柳林,2019-01-10 18:00,4.6,,2.4,340,47,1021,0,.02,,0
192,柳林,2019-01-10 19:00,4.3,,3,340,48,1021.3,,,,0
192,柳林,2019-01-10 20:00,3.9,,2.5,360,49,1021,,,,0
192,柳林,2019-01-10 21:00,4.2,,4,340,46,1020.6,,,,0
192,柳林,2019-01-10 22:00,1.4,,.8,90,59,1020.9,,,,0
192,柳林,2019-01-10 23:00,-.5,,.3,0,68,1021,,,,0
192,柳林,2019-01-11 00:00,-1.4,,.2,0,72,1021.7,,,,9
192,柳林,2019-01-11 01:00,-2.4,,.1,0,76,1022.1,,,,6
192,柳林,2019-01-11 02:00,-2.5,,.1,0,78,1022.1,,,,10
192,柳林,2019-01-11 03:00,-3.1,,.2,0,78,1022.2,,,,10
192,柳林,2019-01-11 04:00,-1,,.8,320,63,1021.3,,,,7
192,柳林,2019-01-11 05:00,-2.9,,.2,0,70,1020.9,,,,0
192,柳林,2019-01-11 06:00,-3.2,,.2,0,72,1022,,,,0
192,柳林,2019-01-11 07:00,-3.3,,.4,0,74,1022.7,,,,10
192,柳林,2019-01-11 08:00,-3.8,,.6,20,78,1023.3,0,.02,,8
192,柳林,2019-01-11 09:00,-1.9,,.4,0,72,1023.6,0,.2,,9
192,柳林,2019-01-11 10:00,1.6,,.3,0,55,1023.5,.6,.64,,9
192,柳林,2019-01-11 11:00,3.9,,1.9,50,46,1023.1,1,1.42,,4
192,柳林,2019-01-11 12:00,5.6,,1.4,180,42,1022.5,1,1.64,,5
192,柳林,2019-01-11 13:00,7.7,,1.3,90,36,1021.3,1,1.87,,4
192,柳林,2019-01-11 14:00,8.2,,1.4,50,38,1020.4,1,1.75,,0
192,柳林,2019-01-11 15:00,8.9,,1.3,50,37,1019.5,1,1.43,,3
192,柳林,2019-01-11 16:00,9.2,,.6,290,37,1019.7,1,.92,,3
192,柳林,2019-01-11 17:00,6.9,,.2,0,50,1019.4,.5,.29,,5
192,柳林,2019-01-11 18:00,5.9,,.8,320,58,1020,0,.02,,9
192,柳林,2019-01-11 19:00,4.5,,.1,0,65,1020.1,,,,10
192,柳林,2019-01-11 20:00,4.9,,.6,320,64,1020,,,,10
192,柳林,2019-01-11 21:00,4,,0,0,69,1018.9,,,,10
192,柳林,2019-01-11 22:00,4.3,,.1,0,68,1019.1,,,,10
192,柳林,2019-01-11 23:00,4.5,,.7,270,64,1018.9,,,,10
192,柳林,2019-01-12 00:00,3,0,.2,0,85,1018.2,,,,10
192,柳林,2019-01-12 01:00,3.1,,.3,0,86,1018.2,,,,10
192,柳林,2019-01-12 02:00,2.9,,.2,0,89,1018.2,,,,10
192,柳林,2019-01-12 03:00,2.9,2.5,.6,90,90,1018.2,,,,10
192,柳林,2019-01-12 04:00,3.3,,.3,0,90,1017.8,,,,10
192,柳林,2019-01-12 05:00,3.3,,.4,0,89,1017.4,,,,9
192,柳林,2019-01-12 06:00,3.2,1.5,.2,0,89,1017.6,,,,9
192,柳林,2019-01-12 07:00,3.1,,.6,320,88,1018,,,,9
192,柳林,2019-01-12 08:00,3,,.2,0,89,1018.1,0,0,,8
192,柳林,2019-01-12 09:00,3.2,0,.7,320,88,1018.4,0,.07,,10
192,柳林,2019-01-12 10:00,3.9,,.5,290,89,1018.6,0,.38,,10
192,柳林,2019-01-12 11:00,5.1,,1.1,20,83,1018.2,0,.57,,10
192,柳林,2019-01-12 12:00,6.4,0,.5,320,80,1017.3,0,.66,,9
192,柳林,2019-01-12 13:00,7.2,,.8,340,72,1016.6,.2,1.03,,9
192,柳林,2019-01-12 14:00,8.4,,1.5,290,62,1016.2,.9,1.57,,6
192,柳林,2019-01-12 15:00,9.5,,.7,290,63,1016.4,.7,1.06,,7
192,柳林,2019-01-12 16:00,8.8,,1.6,50,59,1016.3,.8,.69,,5
192,柳林,2019-01-12 17:00,7.8,,1.2,50,63,1017.1,.6,.3,,2
192,柳林,2019-01-12 18:00,5.3,,.4,0,77,1017.9,0,.03,,0
192,柳林,2019-01-12 19:00,4.7,,.6,360,79,1018.4,,,,0
192,柳林,2019-01-12 20:00,2.3,,0,0,88,1018.7,,,,0
192,柳林,2019-01-12 21:00,.9,,.4,0,90,1019,,,,3
192,柳林,2019-01-12 22:00,0,,.2,0,92,1019.1,,,,0
192,柳林,2019-01-12 23:00,-.8,,.1,0,92,1019.3,,,,0
192,柳林,2019-01-13 00:00,-1.6,,.4,0,92,1019.6,,,,0
192,柳林,2019-01-13 01:00,-1.6,,.4,0,93,1019.6,,,,0
192,柳林,2019-01-13 02:00,-2.1,,.1,0,92,1019.9,,,,0
192,柳林,2019-01-13 03:00,-2.5,,.1,0,92,1020.1,,,,0
192,柳林,2019-01-13 04:00,-3.1,,.2,0,92,1019.8,,,,0
192,柳林,2019-01-13 05:00,-3.1,,0,0,92,1019.8,,,,0
192,柳林,2019-01-13 06:00,-2.8,,.3,0,92,1020.2,,,,0
192,柳林,2019-01-13 07:00,-2.4,,.5,340,93,1020.7,,,,0
192,柳林,2019-01-13 08:00,-2.8,,.5,340,93,1021.3,0,0,,0
192,柳林,2019-01-13 09:00,-1.9,,.1,0,93,1021.4,0,.14,,0
192,柳林,2019-01-13 10:00,.5,,.4,0,93,1021.7,.2,.54,,0
192,柳林,2019-01-13 11:00,4.1,,.5,200,67,1021.2,1,1.49,,0
192,柳林,2019-01-13 12:00,6.4,,.8,270,56,1020.1,1,1.81,,0
192,柳林,2019-01-13 13:00,8.3,,1.2,270,47,1019.2,1,1.95,,0
192,柳林,2019-01-13 14:00,10.4,,1,270,40,1018.9,1,1.88,,0
192,柳林,2019-01-13 15:00,11.1,,1,230,34,1018.7,1,1.58,,0
192,柳林,2019-01-13 16:00,11.4,,1.1,290,35,1018.8,1,1.08,,0
192,柳林,2019-01-13 17:00,8,,.3,0,52,1019.1,.9,.45,,0
192,柳林,2019-01-13 18:00,4.7,,.5,230,72,1019.6,0,.03,,0
192,柳林,2019-01-13 19:00,2.7,,.3,0,79,1020.4,,,,0
192,柳林,2019-01-13 20:00,.8,,.1,0,83,1020.8,,,,0
192,柳林,2019-01-13 21:00,.1,,.1,0,84,1020.9,,,,0
192,柳林,2019-01-13 22:00,-.9,,.1,0,90,1021.3,,,,0
192,柳林,2019-01-13 23:00,-1.8,,.1,0,89,1021.5,,,,0
192,柳林,2019-01-14 00:00,-2.1,,.1,0,90,1021.9,,,,0
192,柳林,2019-01-14 01:00,-2.6,,0,0,91,1021.4,,,,0
192,柳林,2019-01-14 02:00,-3,,0,0,90,1021.6,,,,0
192,柳林,2019-01-14 03:00,-3.5,,.1,0,91,1021.8,,,,0
192,柳林,2019-01-14 04:00,-4,,.1,0,90,1021.7,,,,0
192,柳林,2019-01-14 05:00,-4.7,,0,0,90,1021.5,,,,0
192,柳林,2019-01-14 06:00,-4.9,,.1,0,90,1021.8,,,,0
192,柳林,2019-01-14 07:00,-5.3,,.1,0,90,1022.5,,,,0
192,柳林,2019-01-14 08:00,-5.3,,0,0,90,1022.7,0,.01,,0
192,柳林,2019-01-14 09:00,-2.6,,.1,0,87,1023.3,.8,.37,,0
192,柳林,2019-01-14 10:00,1.3,,.5,270,73,1023.3,1,.97,,0
192,柳林,2019-01-14 11:00,3.8,,.9,160,62,1022.8,1,1.62,,0
192,柳林,2019-01-14 12:00,6.2,,1.1,200,46,1022.2,1,1.89,,0
192,柳林,2019-01-14 13:00,8.9,,1.4,200,36,1020.2,1,1.95,,5
192,柳林,2019-01-14 14:00,10.2,,1.1,230,28,1020.3,1,1.61,,4
192,柳林,2019-01-14 15:00,11.3,,1.3,290,22,1019.5,1,1.61,,7
192,柳林,2019-01-14 16:00,9.7,,.5,290,26,1019.4,.9,.91,,6
192,柳林,2019-01-14 17:00,7.9,,.5,140,40,1019.4,.2,.26,,10
192,柳林,2019-01-14 18:00,5.6,,.3,0,46,1019.9,0,.07,,7
192,柳林,2019-01-14 19:00,2.1,,0,0,62,1020.3,,,,5
192,柳林,2019-01-14 20:00,.3,,.1,0,68,1019.9,,,,2
192,柳林,2019-01-14 21:00,-.6,,.2,0,69,1019.8,,,,7
192,柳林,2019-01-14 22:00,-1.5,,.1,0,72,1019.6,,,,9
192,柳林,2019-01-14 23:00,-2,,.1,0,75,1019.6,,,,9
192,柳林,2019-01-15 00:00,-1.8,,0,0,76,1019.5,,,,8
192,柳林,2019-01-15 01:00,-1.6,,0,0,76,1018.7,,,,10
