지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위)
106,동해,2025-01-01 01:00,-.1,,2,200,31,1014.8,,,,0
106,동해,2025-01-01 02:00,-.1,,1.1,160,28,1014.7,,,,0
106,동해,2025-01-01 03:00,.5,,4.3,360,30,1015.5,,,,0
106,동해,2025-01-01 04:00,-.2,,1.9,340,27,1015.7,,,,0
106,동해,2025-01-01 05:00,.5,,2.9,340,32,1015.9,,,,0
106,동해,2025-01-01 06:00,-1.5,,2,250,36,1015.9,,,,0
106,동해,2025-01-01 07:00,-1.2,,2.1,200,43,1016.1,,,,3
106,동해,2025-01-01 08:00,-.5,,1.5,200,50,1016.4,0,.01,,0
106,동해,2025-01-01 09:00,2.7,,1.7,180,47,1016.4,.9,.33,,0
106,동해,2025-01-01 10:00,5.7,,3.2,250,42,1016.1,1,.9,,0
106,동해,2025-01-01 11:00,7.1,,3.4,270,37,1015.9,1,1.38,,2
106,동해,2025-01-01 12:00,8.1,,5.4,270,36,1015,1,1.72,,2
106,동해,2025-01-01 13:00,9.4,,3.6,250,33,1014.4,1,1.8,,2
106,동해,2025-01-01 14:00,9.5,,4,230,32,1013.8,1,1.65,,0
106,동해,2025-01-01 15:00,9.1,,5.1,250,33,1013.8,1,1.3,,0
106,동해,2025-01-01 16:00,8.7,,4,250,31,1014,1,.83,,0
106,동해,2025-01-01 17:00,7.2,,4,270,32,1014.5,.2,.22,,0
106,동해,2025-01-01 18:00,6.2,,2.9,270,36,1014.8,0,.01,,0
106,동해,2025-01-01 19:00,6,,2.6,320,39,1015.2,,,,0
106,동해,2025-01-01 20:00,4.1,,.7,200,46,1015.5,,,,0
106,동해,2025-01-01 21:00,3.9,,.7,200,47,1015.6,,,,0
106,동해,2025-01-01 22:00,3.4,,.8,340,49,1015.7,,,,0
106,동해,2025-01-01 23:00,2.6,,1.2,200,52,1016,,,,0
106,동해,2025-01-02 00:00,3.6,,2.7,230,43,1016.3,,,,0
106,동해,2025-01-02 01:00,4.8,,4.2,270,36,1016.3,,,,0
106,동해,2025-01-02 02:00,4.6,,2.9,270,33,1016.7,,,,0
106,동해,2025-01-02 03:00,3.4,,1.9,250,36,1017.5,,,,0
106,동해,2025-01-02 04:00,2.3,,1.7,250,38,1017.8,,,,0
106,동해,2025-01-02 05:00,.8,,1.9,230,49,1018,,,,0
106,동해,2025-01-02 06:00,.1,,1.8,230,52,1018.3,,,,0
106,동해,2025-01-02 07:00,-.4,,2.6,200,54,1018.4,,,,0
106,동해,2025-01-02 08:00,-.4,,2.7,200,54,1018.8,0,.01,,0
106,동해,2025-01-02 09:00,2.2,,2,200,47,1019.1,1,.34,,2
106,동해,2025-01-02 10:00,5.5,,1.7,180,37,1019.3,1,.88,,4
106,동해,2025-01-02 11:00,6.9,,3.5,360,27,1018.9,1,1.35,,2
106,동해,2025-01-02 12:00,7.1,,4.3,20,33,1017.8,1,1.7,,0
106,동해,2025-01-02 13:00,7.4,,3.7,20,29,1016.9,1,1.83,,0
106,동해,2025-01-02 14:00,7.2,,3.4,20,34,1016.4,1,1.7,,0
106,동해,2025-01-02 15:00,6.9,,3.2,360,38,1016.4,1,1.36,,0
106,동해,2025-01-02 16:00,6.3,,3.1,360,43,1016.8,1,.86,,0
106,동해,2025-01-02 17:00,4.6,,1.4,340,48,1017.1,.3,.23,,0
106,동해,2025-01-02 18:00,2.6,,1.9,290,54,1017.5,0,.01,,0
106,동해,2025-01-02 19:00,4.2,,3.1,290,23,1018,,,,0
106,동해,2025-01-02 20:00,4.1,,3.6,290,21,1017.9,,,,0
106,동해,2025-01-02 21:00,2.9,,2.8,320,23,1018.1,,,,0
106,동해,2025-01-02 22:00,2.7,,3.8,290,22,1017.8,,,,0
106,동해,2025-01-02 23:00,2,,2.6,320,23,1017.9,,,,0
106,동해,2025-01-03 00:00,1.5,,2.5,290,23,1018,,,,3
106,동해,2025-01-03 01:00,1.6,,4.7,290,22,1017.9,,,,0
106,동해,2025-01-03 02:00,.8,,4.3,270,22,1017.8,,,,4
106,동해,2025-01-03 03:00,.5,,4.4,270,19,1017.6,,,,0
106,동해,2025-01-03 04:00,.5,,5.3,290,19,1017.5,,,,0
106,동해,2025-01-03 05:00,-.5,,2.9,270,19,1017.6,,,,0
106,동해,2025-01-03 06:00,-.9,,4.2,270,21,1017.8,,,,0
106,동해,2025-01-03 07:00,-1.5,,3.5,270,23,1018.4,,,,0
106,동해,2025-01-03 08:00,-1.6,,4.4,270,22,1018.7,.1,.01,,0
106,동해,2025-01-03 09:00,-.2,,3.7,290,17,1019.6,1,.41,,0
106,동해,2025-01-03 10:00,1.5,,3.8,290,14,1020.2,1,1.02,,0
106,동해,2025-01-03 11:00,1.5,,6.1,340,16,1020.3,1,1.54,,0
106,동해,2025-01-03 12:00,2.6,,4.9,340,15,1019.2,1,1.84,,0
106,동해,2025-01-03 13:00,3.3,,4.5,360,16,1018.4,1,1.94,,0
106,동해,2025-01-03 14:00,4,,4.6,340,16,1017.7,1,1.82,,0
106,동해,2025-01-03 15:00,4.2,,5,320,18,1017.9,1,1.45,,0
106,동해,2025-01-03 16:00,4.6,,2.1,290,20,1018.1,1,.91,,0
106,동해,2025-01-03 17:00,2.4,,6,290,26,1018.2,.4,.24,,0
106,동해,2025-01-03 18:00,1.5,,3.5,270,28,1018.5,0,.01,,0
