瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),浅氢(16规困),嚼档(%),泅瘤扁拘(hPa),老炼(hr),老荤(MJ/m2),利汲(cm),傈款樊(10盒困)
221,力玫,2022-08-01 00:00,24.1,0,1,50,98,977,,,,10
221,力玫,2022-08-01 01:00,23.9,1.3,.6,50,99,976.8,,,,10
221,力玫,2022-08-01 02:00,23.8,.2,1,20,100,976.7,,,,10
221,力玫,2022-08-01 03:00,23.8,.2,.5,50,100,976.4,,,,10
221,力玫,2022-08-01 04:00,24,.3,.5,340,100,976.4,,,,10
221,力玫,2022-08-01 05:00,23.9,4.7,1.5,360,100,976.9,,,,10
221,力玫,2022-08-01 06:00,23.8,.4,.4,0,100,977.2,0,,,10
221,力玫,2022-08-01 07:00,24,0,.9,20,100,977.5,0,,,10
221,力玫,2022-08-01 08:00,24,2,1.2,20,100,977.8,0,,,10
221,力玫,2022-08-01 09:00,24.7,1.4,.9,20,98,977.9,0,,,10
221,力玫,2022-08-01 10:00,24.8,2.2,1.3,20,98,978.1,0,,,10
221,力玫,2022-08-01 11:00,25.4,.4,.8,20,96,978.2,0,,,10
221,力玫,2022-08-01 12:00,26.6,,1.1,50,89,978.1,0,,,10
221,力玫,2022-08-01 13:00,26.8,,1.4,50,91,977.6,0,,,10
221,力玫,2022-08-01 14:00,27.3,,2,20,88,977.2,0,,,9
221,力玫,2022-08-01 15:00,28.6,,1.6,50,81,977,.1,,,9
221,力玫,2022-08-01 16:00,27.4,,1.5,70,87,976.9,0,,,9
221,力玫,2022-08-01 17:00,28,,1.6,50,84,976.8,0,,,8
221,力玫,2022-08-01 18:00,27.2,,.6,70,92,976.9,0,,,9
221,力玫,2022-08-01 19:00,26.7,,1.8,50,92,976.7,.1,,,8
221,力玫,2022-08-01 20:00,26.1,,1.7,50,90,976.6,0,,,5
221,力玫,2022-08-01 21:00,25.8,,1.3,50,92,977.1,,,,5
221,力玫,2022-08-01 22:00,25.7,,1.8,50,90,977.1,,,,6
221,力玫,2022-08-01 23:00,26.1,,1.2,50,87,977.3,,,,7
221,力玫,2022-08-02 00:00,25.9,,1,110,88,977.5,,,,10
221,力玫,2022-08-02 01:00,25.3,,.5,20,93,977.5,,,,10
221,力玫,2022-08-02 02:00,24.2,.7,.5,70,100,978,,,,10
221,力玫,2022-08-02 03:00,24.1,,.2,0,100,978.3,,,,10
221,力玫,2022-08-02 04:00,24.1,.1,0,0,100,978.7,,,,10
221,力玫,2022-08-02 05:00,24,,.2,0,100,978.4,,,,10
221,力玫,2022-08-02 06:00,24.1,.3,.4,0,100,978.8,0,,,10
221,力玫,2022-08-02 07:00,24.2,.8,1.1,270,100,979.4,0,,,10
221,力玫,2022-08-02 08:00,24.8,1.8,.6,160,100,979.4,0,,,10
221,力玫,2022-08-02 09:00,25.2,.1,.2,0,99,979.8,0,,,10
221,力玫,2022-08-02 10:00,25.6,0,0,0,96,980.2,0,,,10
221,力玫,2022-08-02 11:00,25.2,.8,1.2,320,97,980.2,0,,,10
221,力玫,2022-08-02 12:00,27.3,1.1,.7,250,92,979.7,0,,,9
221,力玫,2022-08-02 13:00,28.5,,1,200,89,979.1,.1,,,8
221,力玫,2022-08-02 14:00,28.2,,1.2,230,83,978.7,.3,,,8
221,力玫,2022-08-02 15:00,28.3,2.7,1.9,250,88,978.6,.3,,,5
221,力玫,2022-08-02 16:00,28.7,,2.4,270,79,978.9,.6,,,8
221,力玫,2022-08-02 17:00,28.4,,2.6,250,81,978.8,.1,,,6
221,力玫,2022-08-02 18:00,27.5,,1.1,200,86,979.1,0,,,7
221,力玫,2022-08-02 19:00,27.1,0,.5,250,90,979.5,0,,,7
221,力玫,2022-08-02 20:00,26.3,,.6,230,90,979.6,0,,,5
221,力玫,2022-08-02 21:00,26.4,,1.5,250,88,980.1,,,,7
221,力玫,2022-08-02 22:00,25.5,0,1.8,250,94,980.4,,,,10
221,力玫,2022-08-02 23:00,25.7,,2.5,250,91,980.4,,,,10
221,力玫,2022-08-03 00:00,25.4,,1.4,200,93,980.7,,,,9
221,力玫,2022-08-03 01:00,25.3,,1.4,200,94,980.7,,,,10
221,力玫,2022-08-03 02:00,25,0,2.1,230,96,980.5,,,,10
221,力玫,2022-08-03 03:00,24.7,0,.8,200,97,980.5,,,,9
221,力玫,2022-08-03 04:00,24.5,.2,.1,0,99,980.6,,,,10
221,力玫,2022-08-03 05:00,24.3,,.1,0,100,980.9,,,,10
221,力玫,2022-08-03 06:00,24.5,0,.5,270,100,980.9,0,,,10
221,力玫,2022-08-03 07:00,24.1,2,.9,230,100,981.6,0,,,10
221,力玫,2022-08-03 08:00,,,,,,,,,,10
221,力玫,2022-08-03 09:00,,,,,,,,,,10
221,力玫,2022-08-03 10:00,,,,,,,,,,10
221,力玫,2022-08-03 11:00,,,,,,,,,,9
221,力玫,2022-08-03 12:00,,,,,,,,,,8
221,力玫,2022-08-03 13:00,,,,,,,,,,9
221,力玫,2022-08-03 14:00,25.8,0,.6,250,96,980.1,0,,,9
221,力玫,2022-08-03 15:00,27.3,,1.2,230,87,979.9,.1,,,9
221,力玫,2022-08-03 16:00,27.7,,1.4,180,89,979.7,.1,,,9
221,力玫,2022-08-03 17:00,27.5,,1.2,200,89,979.5,0,,,9
221,力玫,2022-08-03 18:00,26.9,,1,230,91,979.2,0,,,6
221,力玫,2022-08-03 19:00,26.4,,.6,140,95,979.3,0,,,6
221,力玫,2022-08-03 20:00,25.9,,.1,0,100,979.7,0,,,6
221,力玫,2022-08-03 21:00,24.7,,.1,0,100,979.8,,,,2
221,力玫,2022-08-03 22:00,24.7,,.7,270,100,980.1,,,,4
221,力玫,2022-08-03 23:00,24.5,,.1,0,100,980.1,,,,4
221,力玫,2022-08-04 00:00,24.1,,.4,0,100,980.2,,,,6
221,力玫,2022-08-04 01:00,24.2,,.6,250,100,980.1,,,,5
221,力玫,2022-08-04 02:00,24.1,,.9,270,100,980,,,,9
