,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위)
0,수원,2021-01-01 01:00,-8.6,,0.9,320.0,85.0,1022.5,,,,0.0
1,수원,2021-01-01 02:00,-9.8,,1.4,230.0,87.0,1022.6,,,,0.0
2,수원,2021-01-01 03:00,-9.8,,1.0,250.0,83.0,1023.1,,,,0.0
3,수원,2021-01-01 04:00,-9.8,,1.5,110.0,84.0,1022.7,,,,0.0
4,수원,2021-01-01 05:00,-9.2,,1.6,160.0,83.0,1022.3,,,,0.0
5,수원,2021-01-01 06:00,-8.9,,1.1,160.0,89.0,1021.9,,,,8.0
6,수원,2021-01-01 07:00,-8.3,,1.5,140.0,89.0,1022.0,,,,8.0
7,수원,2021-01-01 08:00,-8.1,,1.1,160.0,90.0,1022.1,0.0,0.0,,6.0
8,수원,2021-01-01 09:00,-7.4,,1.2,110.0,86.0,1022.4,0.0,0.18,,8.0
9,수원,2021-01-01 10:00,-5.8,,1.1,140.0,79.0,1022.7,0.5,0.6,,8.0
10,수원,2021-01-01 11:00,-3.8,,1.8,160.0,68.0,1022.2,0.7,1.22,,0.0
11,수원,2021-01-01 12:00,-2.1,,1.8,160.0,67.0,1021.1,1.0,1.69,,0.0
12,수원,2021-01-01 13:00,-0.7,,2.5,200.0,67.0,1020.3,1.0,1.78,,1.0
13,수원,2021-01-01 14:00,-0.6,,2.4,200.0,70.0,1019.8,1.0,1.58,,2.0
14,수원,2021-01-01 15:00,-0.5,,2.2,180.0,71.0,1019.7,0.4,0.79,,7.0
15,수원,2021-01-01 16:00,-0.3,,2.1,230.0,71.0,1019.8,0.2,0.61,,7.0
16,수원,2021-01-01 17:00,-1.0,,2.4,200.0,81.0,1019.9,0.0,0.17,,9.0
17,수원,2021-01-01 18:00,-1.7,0.0,1.6,230.0,88.0,1019.9,0.0,0.0,,7.0
18,수원,2021-01-01 19:00,-2.4,,0.4,0.0,90.0,1020.1,,,,0.0
19,수원,2021-01-01 20:00,-3.0,,0.0,0.0,94.0,1020.2,,,,0.0
20,수원,2021-01-01 21:00,-2.7,,0.0,0.0,95.0,1020.6,,,,8.0
21,수원,2021-01-01 22:00,-3.1,,0.5,340.0,95.0,1020.9,,,,8.0
22,수원,2021-01-01 23:00,-3.4,,0.6,250.0,95.0,1021.0,,,,0.0
23,수원,2021-01-02 00:00,-4.1,,0.8,290.0,87.0,1020.7,,,,0.0
24,수원,2021-01-02 01:00,-4.0,,1.5,320.0,64.0,1021.1,,,,2.0
25,수원,2021-01-02 02:00,-3.6,,2.6,340.0,46.0,1021.5,,,,0.0
26,수원,2021-01-02 03:00,-4.7,,2.6,320.0,39.0,1021.7,,,,0.0
27,수원,2021-01-02 04:00,-5.6,,1.8,320.0,44.0,1021.8,,,,0.0
28,수원,2021-01-02 05:00,-6.0,,1.6,320.0,45.0,1021.9,,,,0.0
29,수원,2021-01-02 06:00,-7.2,,0.9,320.0,51.0,1022.3,,,,0.0
30,수원,2021-01-02 07:00,-7.9,,1.2,320.0,54.0,1022.8,,,,0.0
31,수원,2021-01-02 08:00,-8.1,,1.0,320.0,57.0,1023.5,0.0,0.0,,0.0
32,수원,2021-01-02 09:00,-6.7,,0.7,290.0,59.0,1024.3,0.9,0.26,,0.0
33,수원,2021-01-02 10:00,-4.8,,2.5,290.0,42.0,1024.9,1.0,0.84,,0.0
34,수원,2021-01-02 11:00,-4.0,,3.4,320.0,38.0,1025.3,1.0,1.35,,0.0
35,수원,2021-01-02 12:00,-2.5,,3.4,320.0,32.0,1025.1,1.0,1.72,,0.0
36,수원,2021-01-02 13:00,-1.6,,3.9,290.0,32.0,1024.6,1.0,1.85,,0.0
37,수원,2021-01-02 14:00,-1.7,,4.8,290.0,37.0,1024.4,1.0,1.75,,0.0
38,수원,2021-01-02 15:00,-1.0,,4.5,290.0,38.0,1024.1,1.0,1.45,,0.0
39,수원,2021-01-02 16:00,-1.8,,4.4,320.0,36.0,1024.5,1.0,0.96,,0.0
40,수원,2021-01-02 17:00,-2.4,,3.1,290.0,44.0,1025.5,1.0,0.41,,0.0
41,수원,2021-01-02 18:00,-3.1,,2.9,290.0,47.0,1025.9,0.0,0.0,,0.0
42,수원,2021-01-02 19:00,-3.7,,1.7,270.0,57.0,1026.3,,,,0.0
43,수원,2021-01-02 20:00,-4.7,,0.6,270.0,60.0,1026.6,,,,0.0
44,수원,2021-01-02 21:00,-5.0,,0.8,340.0,60.0,1026.6,,,,0.0
45,수원,2021-01-02 22:00,-4.4,,2.4,320.0,55.0,1026.5,,,,0.0
46,수원,2021-01-02 23:00,-5.3,,2.9,320.0,57.0,1026.7,,,,0.0
47,수원,2021-01-03 00:00,-6.0,,2.9,290.0,56.0,1027.7,,,,0.0
48,수원,2021-01-03 01:00,-6.7,,2.8,320.0,56.0,1027.9,,,,0.0
49,수원,2021-01-03 02:00,-7.3,,2.6,320.0,55.0,1028.8,,,,0.0
50,수원,2021-01-03 03:00,-7.7,,2.4,320.0,54.0,1029.2,,,,0.0
51,수원,2021-01-03 04:00,-8.1,,1.2,320.0,55.0,1029.2,,,,0.0
52,수원,2021-01-03 05:00,-8.6,,0.6,180.0,57.0,1029.2,,,,0.0
53,수원,2021-01-03 06:00,-9.8,,0.7,250.0,65.0,1029.9,,,,0.0
54,수원,2021-01-03 07:00,-10.0,,0.0,0.0,69.0,1030.1,,,,0.0
55,수원,2021-01-03 08:00,-9.8,,0.8,110.0,70.0,1030.3,0.0,0.0,,0.0
56,수원,2021-01-03 09:00,-7.4,,1.1,110.0,61.0,1030.6,0.8,0.25,,0.0
57,수원,2021-01-03 10:00,-4.5,,0.8,140.0,56.0,1030.3,1.0,0.8,,0.0
58,수원,2021-01-03 11:00,-3.5,,2.4,320.0,40.0,1030.2,1.0,1.33,,0.0
59,수원,2021-01-03 12:00,-2.2,,2.8,320.0,36.0,1029.6,1.0,1.61,,3.0
60,수원,2021-01-03 13:00,-0.9,,2.6,320.0,35.0,1028.8,1.0,1.77,,4.0
61,수원,2021-01-03 14:00,-0.8,,4.2,320.0,38.0,1028.7,0.6,1.13,,8.0
62,수원,2021-01-03 15:00,-0.8,,2.7,290.0,42.0,1028.5,0.0,0.73,,9.0
63,수원,2021-01-03 16:00,-1.2,,2.9,290.0,44.0,1028.3,0.0,0.43,,10.0
64,수원,2021-01-03 17:00,-2.3,,1.9,270.0,49.0,1028.3,0.0,0.2,,6.0
65,수원,2021-01-03 18:00,-3.3,,1.8,250.0,56.0,1028.6,0.0,0.0,,6.0
66,수원,2021-01-03 19:00,-3.8,,1.0,250.0,58.0,1028.7,,,,4.0
67,수원,2021-01-03 20:00,-4.3,,0.2,0.0,62.0,1029.2,,,,3.0
68,수원,2021-01-03 21:00,-4.7,,0.6,250.0,64.0,1029.4,,,,4.0
69,수원,2021-01-03 22:00,-5.8,,0.4,0.0,68.0,1029.2,,,,0.0
70,수원,2021-01-03 23:00,-6.5,,1.0,270.0,74.0,1029.2,,,,0.0
71,수원,2021-01-04 00:00,-7.9,,1.2,290.0,79.0,1029.1,,,,0.0
72,수원,2021-01-04 01:00,-8.6,,0.7,290.0,81.0,1029.5,,,,0.0
73,수원,2021-01-04 02:00,-8.6,,0.9,270.0,81.0,1029.5,,,,0.0
74,수원,2021-01-04 03:00,-8.5,,0.8,290.0,79.0,1029.3,,,,0.0
75,수원,2021-01-04 04:00,-9.6,,1.2,290.0,80.0,1029.4,,,,0.0
76,수원,2021-01-04 05:00,-9.7,,0.6,320.0,79.0,1029.2,,,,0.0
77,수원,2021-01-04 06:00,-9.7,,1.1,320.0,81.0,1028.6,,,,0.0
78,수원,2021-01-04 07:00,-9.4,,0.6,160.0,81.0,1028.1,,,,0.0
79,수원,2021-01-04 08:00,-9.1,,0.2,0.0,78.0,1028.8,0.0,0.0,,2.0
80,수원,2021-01-04 09:00,-6.3,,0.9,140.0,72.0,1028.8,0.4,0.2,,1.0
81,수원,2021-01-04 10:00,-3.5,,0.9,70.0,44.0,1029.2,0.7,0.63,,6.0
82,수원,2021-01-04 11:00,-2.8,,1.9,110.0,45.0,1028.6,0.6,0.92,,8.0
83,수원,2021-01-04 12:00,-1.4,,1.9,110.0,48.0,1027.5,0.8,1.21,,4.0
84,수원,2021-01-04 13:00,-0.7,,1.9,110.0,47.0,1026.0,0.5,1.14,,6.0
85,수원,2021-01-04 14:00,0.1,,1.7,110.0,46.0,1025.6,0.0,0.82,,8.0
86,수원,2021-01-04 15:00,0.4,,1.6,180.0,46.0,1025.3,0.0,0.66,,9.0
87,수원,2021-01-04 16:00,0.0,,1.3,90.0,55.0,1025.1,0.0,0.34,,9.0
88,수원,2021-01-04 17:00,-0.3,,1.0,20.0,62.0,1024.7,0.0,0.11,,9.0
89,수원,2021-01-04 18:00,-1.5,0.0,1.6,160.0,79.0,1024.8,0.0,0.0,,10.0
90,수원,2021-01-04 19:00,-1.4,,2.0,90.0,78.0,1024.0,,,,7.0
91,수원,2021-01-04 20:00,-1.2,,1.6,90.0,72.0,1023.6,,,,10.0
92,수원,2021-01-04 21:00,-0.7,0.0,1.3,90.0,63.0,1023.5,,,,9.0
93,수원,2021-01-04 22:00,-0.7,,0.9,110.0,63.0,1023.4,,,,10.0
94,수원,2021-01-04 23:00,-0.9,,1.7,340.0,72.0,1023.7,,,0.1,9.0
95,수원,2021-01-05 00:00,-0.9,0.0,0.5,360.0,76.0,1023.6,,,0.1,9.0
96,수원,2021-01-05 01:00,-0.9,,1.1,290.0,76.0,1023.8,,,0.0,10.0
97,수원,2021-01-05 02:00,-1.7,,2.6,360.0,76.0,1024.1,,,,0.0
98,수원,2021-01-05 03:00,-2.5,,1.6,290.0,80.0,1023.9,,,,6.0
99,수원,2021-01-05 04:00,-3.0,,1.9,320.0,80.0,1023.9,,,,8.0
100,수원,2021-01-05 05:00,-2.7,,2.0,320.0,74.0,1023.7,,,,2.0
101,수원,2021-01-05 06:00,-3.3,0.0,2.6,320.0,83.0,1024.4,,,,6.0
102,수원,2021-01-05 07:00,-3.8,,3.6,290.0,80.0,1025.6,,,,7.0
103,수원,2021-01-05 08:00,-4.6,,3.3,320.0,77.0,1026.8,0.0,0.0,,1.0
104,수원,2021-01-05 09:00,-4.7,,2.9,320.0,69.0,1027.6,0.7,0.24,,0.0
105,수원,2021-01-05 10:00,-4.0,,4.3,340.0,39.0,1027.5,1.0,0.8,,0.0
106,수원,2021-01-05 11:00,-3.8,,5.9,320.0,33.0,1028.0,1.0,1.34,,0.0
107,수원,2021-01-05 12:00,-3.6,,5.2,320.0,31.0,1027.0,1.0,1.68,,1.0
108,수원,2021-01-05 13:00,-3.0,,4.1,320.0,31.0,1026.0,1.0,1.87,,1.0
109,수원,2021-01-05 14:00,-2.8,,4.7,270.0,35.0,1025.2,1.0,1.79,,2.0
110,수원,2021-01-05 15:00,-3.4,,3.9,270.0,42.0,1025.0,1.0,1.46,,6.0
111,수원,2021-01-05 16:00,-3.5,,3.2,270.0,40.0,1024.8,1.0,0.87,,1.0
112,수원,2021-01-05 17:00,-4.2,,2.7,320.0,42.0,1024.4,1.0,0.45,,0.0
113,수원,2021-01-05 18:00,-5.4,,1.9,270.0,50.0,1024.8,0.3,0.02,,0.0
114,수원,2021-01-05 19:00,-5.4,,2.3,290.0,52.0,1025.4,,,,0.0
115,수원,2021-01-05 20:00,-6.3,,1.9,340.0,46.0,1025.3,,,,0.0
116,수원,2021-01-05 21:00,-7.0,,1.9,320.0,47.0,1025.3,,,,0.0
117,수원,2021-01-05 22:00,-7.7,,1.8,320.0,51.0,1025.1,,,,0.0
118,수원,2021-01-05 23:00,-8.5,,3.0,290.0,53.0,1024.9,,,,0.0
119,수원,2021-01-06 00:00,-9.2,,2.2,290.0,53.0,1025.1,,,,0.0
120,수원,2021-01-06 01:00,-10.0,,1.3,320.0,59.0,1025.0,,,,0.0
121,수원,2021-01-06 02:00,-10.3,,1.4,320.0,62.0,1024.8,,,,0.0
122,수원,2021-01-06 03:00,-10.2,,1.5,340.0,62.0,1024.8,,,,0.0
123,수원,2021-01-06 04:00,-10.7,,0.9,340.0,63.0,1024.1,,,,0.0
124,수원,2021-01-06 05:00,-11.8,,1.2,320.0,67.0,1023.2,,,,0.0
125,수원,2021-01-06 06:00,-12.3,,0.6,50.0,72.0,1023.3,,,,0.0
126,수원,2021-01-06 07:00,-12.2,,0.9,270.0,73.0,1023.1,,,,0.0
127,수원,2021-01-06 08:00,-12.2,,1.1,250.0,72.0,1023.0,0.0,0.0,,0.0
128,수원,2021-01-06 09:00,-9.6,,0.2,0.0,62.0,1023.3,1.0,0.28,,0.0
129,수원,2021-01-06 10:00,-7.7,,2.0,290.0,54.0,1023.8,1.0,0.85,,0.0
130,수원,2021-01-06 11:00,-6.3,,2.9,290.0,54.0,1022.7,1.0,1.35,,0.0
131,수원,2021-01-06 12:00,-5.5,,3.1,320.0,46.0,1021.4,1.0,1.75,,0.0
132,수원,2021-01-06 13:00,-4.4,,3.1,320.0,32.0,1019.6,1.0,1.93,,0.0
133,수원,2021-01-06 14:00,-3.7,,1.5,270.0,29.0,1017.8,1.0,1.82,,0.0
134,수원,2021-01-06 15:00,-3.2,,1.5,360.0,26.0,1017.4,1.0,1.52,,0.0
135,수원,2021-01-06 16:00,-2.6,,2.2,230.0,24.0,1017.0,1.0,1.0,,0.0
136,수원,2021-01-06 17:00,-3.2,,2.8,230.0,28.0,1016.3,1.0,0.42,,0.0
137,수원,2021-01-06 18:00,-3.8,,2.2,180.0,34.0,1015.3,0.1,0.01,,3.0
138,수원,2021-01-06 19:00,-3.9,,4.9,180.0,38.0,1014.5,,,,10.0
139,수원,2021-01-06 20:00,-5.0,,1.1,200.0,89.0,1014.2,,,0.7,10.0
140,수원,2021-01-06 21:00,-4.9,2.5,3.3,250.0,100.0,1013.2,,,5.0,10.0
141,수원,2021-01-06 22:00,-4.1,,5.4,270.0,100.0,1012.4,,,8.0,10.0
142,수원,2021-01-06 23:00,-4.8,,3.7,290.0,100.0,1012.1,,,9.0,10.0
143,수원,2021-01-07 00:00,-8.3,3.2,8.2,290.0,92.0,1014.7,,,8.5,7.0
144,수원,2021-01-07 01:00,-9.7,,5.4,320.0,68.0,1016.0,,,7.5,6.0
145,수원,2021-01-07 02:00,-10.6,,4.7,320.0,64.0,1017.6,,,7.2,10.0
146,수원,2021-01-07 03:00,-12.0,,5.7,290.0,62.0,1018.5,,,7.0,2.0
147,수원,2021-01-07 04:00,-13.2,,4.4,320.0,64.0,1019.1,,,6.8,0.0
148,수원,2021-01-07 05:00,-13.9,,5.3,320.0,65.0,1019.8,,,6.6,0.0
149,수원,2021-01-07 06:00,-14.7,,4.5,320.0,62.0,1020.6,,,6.3,0.0
150,수원,2021-01-07 07:00,-15.3,,3.6,320.0,60.0,1021.5,,,6.0,0.0
151,수원,2021-01-07 08:00,-15.5,,3.6,320.0,64.0,1022.1,0.0,0.0,6.0,0.0
152,수원,2021-01-07 09:00,-15.4,,4.1,320.0,64.0,1023.2,1.0,0.3,5.7,0.0
153,수원,2021-01-07 10:00,-14.7,,4.4,320.0,61.0,1023.8,1.0,0.94,5.5,0.0
154,수원,2021-01-07 11:00,-14.1,,6.2,320.0,49.0,1023.5,1.0,1.51,5.5,0.0
155,수원,2021-01-07 12:00,-13.0,,4.1,320.0,50.0,1022.8,1.0,1.9,5.5,0.0
156,수원,2021-01-07 13:00,-12.8,,5.1,320.0,44.0,1022.2,1.0,2.02,4.8,0.0
157,수원,2021-01-07 14:00,-12.3,,4.1,320.0,42.0,1022.0,1.0,1.97,4.5,0.0
158,수원,2021-01-07 15:00,-12.2,,5.1,320.0,42.0,1022.1,1.0,1.64,4.5,0.0
159,수원,2021-01-07 16:00,-12.1,,4.9,320.0,42.0,1022.3,1.0,1.14,4.4,0.0
160,수원,2021-01-07 17:00,-12.5,,3.1,320.0,45.0,1022.5,1.0,0.5,4.4,0.0
161,수원,2021-01-07 18:00,-13.7,,2.5,290.0,46.0,1022.5,0.4,0.03,4.2,0.0
162,수원,2021-01-07 19:00,-13.8,,2.3,320.0,44.0,1022.5,,,4.2,0.0
163,수원,2021-01-07 20:00,-14.0,,2.8,320.0,47.0,1022.2,,,4.2,4.0
164,수원,2021-01-07 21:00,-14.0,,3.6,320.0,51.0,1022.3,,,4.0,0.0
165,수원,2021-01-07 22:00,-14.7,,2.9,320.0,57.0,1022.0,,,3.9,1.0
166,수원,2021-01-07 23:00,-15.3,,1.7,320.0,61.0,1021.6,,,3.8,0.0
167,수원,2021-01-08 00:00,-15.2,,3.9,320.0,57.0,1021.4,,,3.6,0.0
168,수원,2021-01-08 01:00,-15.9,,2.3,320.0,59.0,1021.4,,,3.5,0.0
169,수원,2021-01-08 02:00,-15.8,,4.4,340.0,56.0,1021.7,,,3.4,0.0
170,수원,2021-01-08 03:00,-16.6,,3.2,320.0,55.0,1022.0,,,3.3,0.0
171,수원,2021-01-08 04:00,-17.2,,3.0,320.0,54.0,1022.0,,,3.2,0.0
172,수원,2021-01-08 05:00,-17.2,,3.2,320.0,52.0,1022.1,,,3.2,0.0
173,수원,2021-01-08 06:00,-17.7,,1.4,340.0,56.0,1022.0,,,3.0,0.0
174,수원,2021-01-08 07:00,-18.2,,0.4,0.0,57.0,1022.1,,,2.9,0.0
175,수원,2021-01-08 08:00,-17.2,,2.3,320.0,49.0,1021.9,0.0,0.0,2.9,0.0
176,수원,2021-01-08 09:00,-16.3,,1.0,290.0,49.0,1022.1,1.0,0.29,2.9,0.0
177,수원,2021-01-08 10:00,-15.2,,2.5,290.0,46.0,1022.3,1.0,0.91,2.9,0.0
178,수원,2021-01-08 11:00,-14.5,,2.4,290.0,46.0,1021.7,1.0,1.47,2.9,0.0
179,수원,2021-01-08 12:00,-13.5,,2.7,340.0,44.0,1020.6,1.0,1.84,2.9,0.0
180,수원,2021-01-08 13:00,-12.7,,3.8,290.0,46.0,1019.5,1.0,2.0,2.9,0.0
181,수원,2021-01-08 14:00,-12.1,,3.8,290.0,46.0,1019.0,1.0,1.88,2.8,0.0
182,수원,2021-01-08 15:00,-10.9,,3.6,320.0,45.0,1018.4,1.0,1.61,2.8,0.0
183,수원,2021-01-08 16:00,-11.0,,4.6,290.0,45.0,1018.3,1.0,1.12,2.8,0.0
184,수원,2021-01-08 17:00,-11.2,,3.1,290.0,47.0,1018.3,1.0,0.5,2.8,0.0
185,수원,2021-01-08 18:00,-11.7,,2.5,290.0,50.0,1018.6,0.3,0.02,2.8,0.0
186,수원,2021-01-08 19:00,-12.6,,1.8,320.0,54.0,1019.1,,,2.8,0.0
187,수원,2021-01-08 20:00,-13.0,,2.3,320.0,52.0,1019.4,,,2.7,0.0
188,수원,2021-01-08 21:00,-13.6,,2.0,340.0,57.0,1019.9,,,2.6,0.0
189,수원,2021-01-08 22:00,-14.3,,2.2,320.0,63.0,1020.6,,,2.5,0.0
190,수원,2021-01-08 23:00,-14.3,,3.6,320.0,58.0,1020.5,,,2.5,2.0
191,수원,2021-01-09 00:00,-15.2,,1.2,320.0,56.0,1020.6,,,2.5,0.0
192,수원,2021-01-09 01:00,-14.9,,1.3,20.0,56.0,1020.2,,,2.5,0.0
193,수원,2021-01-09 02:00,-16.1,,1.3,320.0,59.0,1020.3,,,2.4,2.0
194,수원,2021-01-09 03:00,-16.9,,1.1,230.0,68.0,1020.6,,,2.4,0.0
195,수원,2021-01-09 04:00,-17.3,,0.3,0.0,68.0,1019.8,,,2.4,0.0
196,수원,2021-01-09 05:00,-18.3,,1.0,270.0,76.0,1020.0,,,2.4,0.0
197,수원,2021-01-09 06:00,-17.1,,1.0,160.0,69.0,1020.0,,,2.4,0.0
198,수원,2021-01-09 07:00,-17.9,,0.4,0.0,73.0,1019.9,,,2.4,0.0
199,수원,2021-01-09 08:00,-17.9,,0.6,180.0,76.0,1020.0,0.0,0.0,2.4,0.0
200,수원,2021-01-09 09:00,-15.8,,1.7,140.0,69.0,1020.8,0.9,0.31,2.4,0.0
201,수원,2021-01-09 10:00,-14.0,,1.5,160.0,62.0,1020.9,1.0,0.9,2.4,0.0
202,수원,2021-01-09 11:00,-12.7,,2.4,200.0,52.0,1021.1,1.0,1.28,2.4,3.0
203,수원,2021-01-09 12:00,-10.7,,0.8,200.0,44.0,1020.4,1.0,1.59,2.4,7.0
204,수원,2021-01-09 13:00,-9.7,,2.1,320.0,43.0,1019.5,1.0,1.76,2.4,6.0
205,수원,2021-01-09 14:00,-8.9,,3.1,320.0,44.0,1018.9,1.0,1.69,2.4,0.0
206,수원,2021-01-09 15:00,-8.1,,2.7,270.0,48.0,1018.6,1.0,1.51,2.3,0.0
207,수원,2021-01-09 16:00,-8.1,,3.5,320.0,47.0,1018.8,1.0,1.09,2.3,0.0
208,수원,2021-01-09 17:00,-8.4,,3.0,290.0,52.0,1019.1,1.0,0.48,2.3,0.0
209,수원,2021-01-09 18:00,-9.3,,2.9,290.0,56.0,1019.6,0.4,0.03,2.3,0.0
210,수원,2021-01-09 19:00,-9.7,,2.5,320.0,58.0,1020.3,,,2.3,0.0
211,수원,2021-01-09 20:00,-10.4,,2.8,320.0,58.0,1021.2,,,2.3,0.0
212,수원,2021-01-09 21:00,-11.4,,0.9,340.0,61.0,1021.6,,,2.3,0.0
213,수원,2021-01-09 22:00,-11.4,,1.6,320.0,61.0,1022.1,,,2.3,0.0
214,수원,2021-01-09 23:00,-11.9,,0.9,320.0,64.0,1022.1,,,2.3,0.0
215,수원,2021-01-10 00:00,-12.5,,1.0,250.0,66.0,1022.3,,,2.3,0.0
216,수원,2021-01-10 01:00,-13.8,,1.5,250.0,73.0,1022.5,,,2.3,1.0
217,수원,2021-01-10 02:00,-13.6,,1.1,270.0,74.0,1022.8,,,2.3,0.0
218,수원,2021-01-10 03:00,-14.1,,0.8,160.0,76.0,1023.2,,,2.3,0.0
219,수원,2021-01-10 04:00,-15.6,,0.8,270.0,81.0,1022.8,,,2.3,0.0
220,수원,2021-01-10 05:00,-15.8,,0.2,0.0,85.0,1022.9,,,2.3,0.0
221,수원,2021-01-10 06:00,-16.4,,1.0,270.0,88.0,1023.0,,,2.3,0.0
222,수원,2021-01-10 07:00,-15.8,,1.0,90.0,89.0,1023.3,,,2.3,0.0
223,수원,2021-01-10 08:00,-15.3,,1.0,110.0,85.0,1023.5,0.0,0.0,2.3,0.0
224,수원,2021-01-10 09:00,-12.2,,0.6,90.0,75.0,1024.2,0.9,0.46,2.3,0.0
225,수원,2021-01-10 10:00,-10.1,,1.6,140.0,65.0,1024.2,1.0,1.21,2.3,0.0
226,수원,2021-01-10 11:00,-7.8,,1.8,160.0,54.0,1024.0,1.0,1.53,2.3,0.0
227,수원,2021-01-10 12:00,-6.2,,1.1,230.0,52.0,1023.3,1.0,1.72,2.3,0.0
228,수원,2021-01-10 13:00,-5.0,,1.3,160.0,48.0,1022.5,1.0,1.92,2.2,0.0
229,수원,2021-01-10 14:00,-4.1,,1.2,110.0,47.0,1021.6,1.0,1.8,2.2,6.0
230,수원,2021-01-10 15:00,-3.5,,1.3,160.0,46.0,1021.3,1.0,1.46,2.2,3.0
231,수원,2021-01-10 16:00,-3.5,,1.1,140.0,46.0,1021.5,0.7,0.77,2.1,6.0
232,수원,2021-01-10 17:00,-3.6,,0.5,90.0,48.0,1022.1,0.2,0.27,2.1,7.0
233,수원,2021-01-10 18:00,-4.1,,1.3,360.0,53.0,1022.5,0.0,0.0,2.1,8.0
234,수원,2021-01-10 19:00,-4.2,,1.1,50.0,56.0,1023.3,,,2.1,0.0
235,수원,2021-01-10 20:00,-4.4,,1.0,70.0,62.0,1023.9,,,2.1,8.0
236,수원,2021-01-10 21:00,-4.7,0.0,1.0,50.0,65.0,1024.3,,,2.1,8.0
237,수원,2021-01-10 22:00,-6.2,,1.0,110.0,72.0,1024.2,,,2.1,2.0
238,수원,2021-01-10 23:00,-7.5,,1.1,290.0,79.0,1024.9,,,2.1,0.0
239,수원,2021-01-11 00:00,-9.7,0.0,0.7,20.0,89.0,1025.0,,,2.1,0.0
240,수원,2021-01-11 01:00,-10.1,,1.2,270.0,88.0,1025.4,,,2.1,0.0
241,수원,2021-01-11 02:00,-11.2,,1.0,290.0,93.0,1025.5,,,2.1,9.0
242,수원,2021-01-11 03:00,-11.6,,1.5,320.0,90.0,1024.6,,,2.1,0.0
243,수원,2021-01-11 04:00,-11.3,,1.0,290.0,87.0,1024.6,,,2.1,0.0
244,수원,2021-01-11 05:00,-11.5,,0.6,270.0,91.0,1024.3,,,2.1,2.0
245,수원,2021-01-11 06:00,-11.4,,0.5,360.0,89.0,1024.8,,,2.1,6.0
246,수원,2021-01-11 07:00,-11.2,,1.3,320.0,91.0,1025.0,,,2.1,8.0
247,수원,2021-01-11 08:00,-10.3,,0.6,340.0,88.0,1024.4,0.0,0.0,2.1,8.0
248,수원,2021-01-11 09:00,-9.6,,0.4,0.0,87.0,1024.3,0.0,0.06,2.1,10.0
249,수원,2021-01-11 10:00,-7.9,,0.1,0.0,80.0,1024.8,0.0,0.26,2.1,10.0
250,수원,2021-01-11 11:00,-6.7,,1.9,90.0,81.0,1024.2,0.0,0.4,2.1,10.0
251,수원,2021-01-11 12:00,-5.7,,1.7,160.0,72.0,1023.2,0.0,0.52,2.1,10.0
252,수원,2021-01-11 13:00,-5.0,,1.1,160.0,67.0,1022.2,0.0,0.65,2.1,10.0
253,수원,2021-01-11 14:00,-4.6,,1.5,140.0,65.0,1020.7,0.1,0.99,2.1,10.0
254,수원,2021-01-11 15:00,-3.9,,1.6,110.0,62.0,1019.6,0.0,0.83,2.0,9.0
255,수원,2021-01-11 16:00,-3.9,,0.7,230.0,62.0,1019.6,0.0,0.48,2.0,10.0
256,수원,2021-01-11 17:00,-3.8,,1.0,180.0,60.0,1019.3,0.0,0.19,2.0,10.0
257,수원,2021-01-11 18:00,-4.4,,1.2,160.0,63.0,1019.3,0.0,0.0,2.0,10.0
258,수원,2021-01-11 19:00,-5.8,,1.4,270.0,70.0,1019.5,,,2.0,7.0
259,수원,2021-01-11 20:00,-6.4,,0.5,90.0,75.0,1019.6,,,2.0,8.0
260,수원,2021-01-11 21:00,-7.4,,0.5,360.0,78.0,1019.3,,,2.0,7.0
261,수원,2021-01-11 22:00,-7.1,,0.7,270.0,79.0,1019.1,,,2.0,8.0
262,수원,2021-01-11 23:00,-6.6,,0.6,270.0,76.0,1018.7,,,2.0,9.0
263,수원,2021-01-12 00:00,-6.7,,0.0,0.0,79.0,1018.1,,,2.0,7.0
264,수원,2021-01-12 01:00,-7.1,,0.3,0.0,82.0,1017.5,,,2.0,4.0
265,수원,2021-01-12 02:00,-7.3,,1.4,140.0,82.0,1017.0,,,2.0,0.0
266,수원,2021-01-12 03:00,-7.9,,1.1,140.0,85.0,1016.8,,,2.0,0.0
267,수원,2021-01-12 04:00,-9.6,,0.3,0.0,89.0,1016.1,,,2.0,0.0
268,수원,2021-01-12 05:00,-11.0,,0.8,320.0,93.0,1015.5,,,2.0,0.0
269,수원,2021-01-12 06:00,-10.1,,0.1,0.0,94.0,1015.2,,,2.0,0.0
270,수원,2021-01-12 07:00,-10.2,,0.2,0.0,92.0,1015.3,,,2.0,7.0
271,수원,2021-01-12 08:00,-9.3,,1.4,140.0,91.0,1015.2,0.0,0.0,2.0,4.0
272,수원,2021-01-12 09:00,-7.1,,0.7,140.0,80.0,1015.3,0.6,0.3,2.0,2.0
273,수원,2021-01-12 10:00,-4.8,,1.4,140.0,73.0,1015.1,1.0,0.93,2.0,0.0
274,수원,2021-01-12 11:00,-3.1,,2.0,140.0,74.0,1014.8,1.0,1.39,1.9,0.0
275,수원,2021-01-12 12:00,-1.8,,2.8,160.0,73.0,1013.7,1.0,1.61,1.9,3.0
