,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위)
2190,수원,2021-04-02 07:00,13.6,,4.1,90.0,39.0,1016.7,0.1,0.06,,7.0
2191,수원,2021-04-02 08:00,14.5,,4.5,110.0,37.0,1016.8,0.2,0.36,,8.0
2192,수원,2021-04-02 09:00,15.3,,5.3,110.0,36.0,1016.6,0.5,1.08,,5.0
2193,수원,2021-04-02 10:00,17.3,,5.5,110.0,33.0,1016.4,1.0,1.94,,5.0
2194,수원,2021-04-02 11:00,18.1,,5.1,90.0,33.0,1015.6,0.7,2.17,,7.0
2195,수원,2021-04-02 12:00,19.1,,3.2,90.0,33.0,1015.2,0.4,1.88,,10.0
2196,수원,2021-04-02 13:00,20.1,,3.5,90.0,33.0,1014.0,0.0,1.35,,10.0
2197,수원,2021-04-02 14:00,20.9,,2.6,160.0,32.0,1013.4,0.0,1.15,,10.0
2198,수원,2021-04-02 15:00,21.5,,1.9,140.0,32.0,1013.0,0.0,1.04,,10.0
2199,수원,2021-04-02 16:00,21.9,,1.2,180.0,33.0,1012.8,0.0,0.82,,10.0
2200,수원,2021-04-02 17:00,21.6,,1.2,230.0,34.0,1012.5,0.0,0.6,,10.0
2201,수원,2021-04-02 18:00,21.1,,1.0,320.0,38.0,1012.7,0.0,0.14,,10.0
2202,수원,2021-04-02 19:00,19.9,,0.6,230.0,41.0,1012.9,0.0,0.0,,7.0
2203,수원,2021-04-02 20:00,19.1,,0.7,250.0,43.0,1013.1,,,,8.0
2204,수원,2021-04-02 21:00,18.1,,0.0,0.0,49.0,1013.4,,,,9.0
2205,수원,2021-04-02 22:00,17.6,,1.0,110.0,51.0,1013.3,,,,9.0
2206,수원,2021-04-02 23:00,18.0,,0.5,110.0,51.0,1013.0,,,,2.0
2207,수원,2021-04-03 00:00,17.9,,1.5,90.0,57.0,1012.4,,,,8.0
2208,수원,2021-04-03 01:00,18.5,,2.8,90.0,58.0,1012.0,,,,3.0
2209,수원,2021-04-03 02:00,18.1,,2.5,110.0,60.0,1011.5,,,,8.0
2210,수원,2021-04-03 03:00,17.8,,1.6,110.0,62.0,1011.1,,,,9.0
2211,수원,2021-04-03 04:00,17.8,,2.4,90.0,62.0,1010.6,,,,9.0
2212,수원,2021-04-03 05:00,17.7,,2.1,90.0,62.0,1010.0,,,,10.0
2213,수원,2021-04-03 06:00,17.5,,2.6,90.0,63.0,1009.8,,,,10.0
2214,수원,2021-04-03 07:00,17.6,,2.3,90.0,63.0,1009.9,0.0,0.0,,10.0
2215,수원,2021-04-03 08:00,17.7,,2.3,90.0,63.0,1009.7,0.0,0.02,,10.0
2216,수원,2021-04-03 09:00,17.7,0.0,2.0,70.0,64.0,1009.6,0.0,0.07,,10.0
2217,수원,2021-04-03 10:00,14.8,1.4,2.0,110.0,91.0,1009.5,0.0,0.23,,10.0
2218,수원,2021-04-03 11:00,14.8,0.7,2.1,70.0,95.0,1009.0,0.0,0.28,,10.0
2219,수원,2021-04-03 12:00,14.6,3.2,2.6,90.0,99.0,1008.0,0.0,0.24,,10.0
2220,수원,2021-04-03 13:00,14.6,1.8,1.8,50.0,100.0,1007.4,0.0,0.18,,10.0
2221,수원,2021-04-03 14:00,14.4,8.7,0.7,20.0,100.0,1006.7,0.0,0.13,,10.0
2222,수원,2021-04-03 15:00,14.7,5.7,1.2,90.0,100.0,1005.8,0.0,0.16,,10.0
2223,수원,2021-04-03 16:00,14.7,1.4,2.0,110.0,100.0,1005.0,0.0,0.21,,10.0
2224,수원,2021-04-03 17:00,14.6,2.4,1.1,110.0,100.0,1004.4,0.0,0.06,,10.0
2225,수원,2021-04-03 18:00,14.5,6.4,0.7,20.0,100.0,1004.7,0.0,0.01,,10.0
2226,수원,2021-04-03 19:00,14.6,3.7,1.0,50.0,100.0,1004.5,0.0,0.0,,10.0
2227,수원,2021-04-03 20:00,14.6,2.4,1.1,90.0,100.0,1004.5,,,,10.0
2228,수원,2021-04-03 21:00,14.2,0.8,0.9,70.0,100.0,1004.5,,,,10.0
2229,수원,2021-04-03 22:00,12.8,6.6,3.3,90.0,100.0,1004.3,,,,10.0
2230,수원,2021-04-03 23:00,12.4,1.5,2.8,70.0,97.0,1005.5,,,,10.0
2231,수원,2021-04-04 00:00,11.8,0.0,1.8,50.0,95.0,1005.7,,,,10.0
2232,수원,2021-04-04 01:00,10.8,0.1,2.8,50.0,97.0,1005.8,,,,10.0
2233,수원,2021-04-04 02:00,10.8,0.0,2.3,70.0,95.0,1005.9,,,,10.0
2234,수원,2021-04-04 03:00,10.5,,2.3,70.0,96.0,1006.0,,,,10.0
2235,수원,2021-04-04 04:00,10.3,0.0,2.1,50.0,96.0,1006.5,,,,10.0
2236,수원,2021-04-04 05:00,10.0,0.3,2.0,50.0,97.0,1006.8,,,,10.0
2237,수원,2021-04-04 06:00,10.0,0.1,2.7,50.0,92.0,1007.5,,,,10.0
2238,수원,2021-04-04 07:00,10.3,0.0,2.7,50.0,87.0,1008.7,0.0,0.0,,10.0
2239,수원,2021-04-04 08:00,10.4,,1.9,20.0,84.0,1009.5,0.0,0.17,,10.0
2240,수원,2021-04-04 09:00,10.7,,2.3,50.0,77.0,1010.4,0.0,0.38,,9.0
2241,수원,2021-04-04 10:00,11.7,,1.3,20.0,72.0,1011.2,0.0,0.72,,10.0
2242,수원,2021-04-04 11:00,12.2,,2.5,50.0,67.0,1011.3,0.0,1.08,,10.0
2243,수원,2021-04-04 12:00,13.2,,3.0,50.0,60.0,1011.4,0.1,1.96,,9.0
2244,수원,2021-04-04 13:00,14.1,,2.3,50.0,57.0,1010.9,1.0,2.88,,4.0
2245,수원,2021-04-04 14:00,15.4,,2.6,90.0,56.0,1010.3,1.0,2.99,,6.0
2246,수원,2021-04-04 15:00,15.1,,2.0,20.0,52.0,1010.3,0.5,1.64,,8.0
2247,수원,2021-04-04 16:00,15.2,,1.9,360.0,53.0,1010.5,0.0,0.74,,9.0
2248,수원,2021-04-04 17:00,14.9,,1.8,360.0,55.0,1010.9,0.0,0.39,,9.0
2249,수원,2021-04-04 18:00,14.7,,1.9,50.0,54.0,1011.1,0.0,0.15,,9.0
2250,수원,2021-04-04 19:00,14.1,,1.3,70.0,55.0,1011.9,0.0,0.03,,9.0
2251,수원,2021-04-04 20:00,13.4,,1.9,90.0,54.0,1013.1,,,,4.0
2252,수원,2021-04-04 21:00,13.0,,2.0,90.0,55.0,1014.2,,,,7.0
2253,수원,2021-04-04 22:00,11.9,,1.1,50.0,57.0,1015.3,,,,3.0
2254,수원,2021-04-04 23:00,10.9,,1.5,20.0,59.0,1015.9,,,,0.0
2255,수원,2021-04-05 00:00,10.2,,1.7,70.0,60.0,1016.1,,,,0.0
2256,수원,2021-04-05 01:00,8.8,,0.8,360.0,64.0,1016.6,,,,0.0
2257,수원,2021-04-05 02:00,8.7,,1.7,70.0,63.0,1017.0,,,,0.0
2258,수원,2021-04-05 03:00,7.7,,1.0,110.0,69.0,1017.4,,,,0.0
2259,수원,2021-04-05 04:00,7.5,,1.8,110.0,69.0,1017.4,,,,0.0
2260,수원,2021-04-05 05:00,6.3,,0.7,20.0,73.0,1017.7,,,,0.0
2261,수원,2021-04-05 06:00,6.4,,0.8,110.0,74.0,1018.5,,,,0.0
2262,수원,2021-04-05 07:00,6.7,,0.0,0.0,75.0,1019.4,0.5,0.09,,0.0
2263,수원,2021-04-05 08:00,9.3,,2.2,90.0,61.0,1019.5,1.0,0.71,,0.0
2264,수원,2021-04-05 09:00,11.1,,2.5,110.0,45.0,1019.7,1.0,1.49,,0.0
2265,수원,2021-04-05 10:00,12.4,,2.1,140.0,35.0,1019.8,1.0,2.19,,0.0
2266,수원,2021-04-05 11:00,14.2,,2.4,160.0,29.0,1019.6,1.0,2.8,,0.0
2267,수원,2021-04-05 12:00,14.8,,1.8,200.0,26.0,1019.2,1.0,3.17,,0.0
2268,수원,2021-04-05 13:00,17.0,,2.4,110.0,26.0,1017.7,1.0,3.31,,0.0
2269,수원,2021-04-05 14:00,17.0,,3.1,110.0,25.0,1016.8,1.0,3.14,,0.0
2270,수원,2021-04-05 15:00,17.4,,2.1,290.0,25.0,1015.9,1.0,2.83,,0.0
2271,수원,2021-04-05 16:00,16.3,,4.7,270.0,38.0,1016.0,1.0,2.27,,0.0
2272,수원,2021-04-05 17:00,14.9,,4.5,270.0,40.0,1016.0,1.0,1.55,,0.0
2273,수원,2021-04-05 18:00,14.2,,3.5,270.0,38.0,1016.1,1.0,0.78,,0.0
2274,수원,2021-04-05 19:00,12.8,,3.0,270.0,47.0,1016.1,0.5,0.13,,0.0
2275,수원,2021-04-05 20:00,10.7,,0.8,270.0,56.0,1016.8,,,,3.0
2276,수원,2021-04-05 21:00,9.9,,1.1,250.0,60.0,1017.2,,,,0.0
2277,수원,2021-04-05 22:00,9.6,,1.0,270.0,60.0,1016.9,,,,0.0
2278,수원,2021-04-05 23:00,8.7,,0.8,250.0,70.0,1017.0,,,,5.0
2279,수원,2021-04-06 00:00,8.5,,0.1,0.0,74.0,1016.9,,,,8.0
2280,수원,2021-04-06 01:00,9.0,,1.6,140.0,73.0,1016.6,,,,10.0
2281,수원,2021-04-06 02:00,8.1,,0.9,270.0,71.0,1016.7,,,,8.0
2282,수원,2021-04-06 03:00,6.6,,0.4,0.0,77.0,1016.4,,,,0.0
2283,수원,2021-04-06 04:00,6.7,,0.5,160.0,84.0,1016.0,,,,7.0
2284,수원,2021-04-06 05:00,6.6,,0.0,0.0,86.0,1016.4,,,,7.0
2285,수원,2021-04-06 06:00,7.3,,0.4,0.0,84.0,1016.8,,,,9.0
2286,수원,2021-04-06 07:00,7.7,,0.0,0.0,84.0,1017.0,0.0,0.03,,9.0
2287,수원,2021-04-06 08:00,9.5,,1.5,140.0,84.0,1016.8,0.4,0.49,,9.0
2288,수원,2021-04-06 09:00,11.3,,1.1,230.0,72.0,1017.4,0.9,1.2,,1.0
2289,수원,2021-04-06 10:00,14.1,,0.7,70.0,59.0,1017.2,1.0,1.96,,0.0
2290,수원,2021-04-06 11:00,15.7,,2.5,270.0,46.0,1016.7,1.0,2.61,,0.0
2291,수원,2021-04-06 12:00,16.7,,2.9,270.0,41.0,1016.0,1.0,3.0,,0.0
2292,수원,2021-04-06 13:00,18.2,,3.4,290.0,37.0,1015.1,1.0,3.15,,0.0
2293,수원,2021-04-06 14:00,18.4,,4.5,270.0,36.0,1014.8,1.0,3.05,,0.0
2294,수원,2021-04-06 15:00,17.3,,4.0,270.0,35.0,1014.6,1.0,2.7,,0.0
2295,수원,2021-04-06 16:00,16.4,,5.4,270.0,39.0,1014.3,1.0,2.17,,0.0
2296,수원,2021-04-06 17:00,16.4,,3.4,270.0,42.0,1014.0,1.0,1.48,,0.0
2297,수원,2021-04-06 18:00,15.1,,3.1,270.0,49.0,1014.0,1.0,0.74,,0.0
2298,수원,2021-04-06 19:00,13.2,,2.9,270.0,56.0,1014.1,0.5,0.14,,0.0
2299,수원,2021-04-06 20:00,12.3,,2.9,270.0,62.0,1014.5,,,,0.0
2300,수원,2021-04-06 21:00,12.1,,3.2,290.0,60.0,1015.6,,,,0.0
2301,수원,2021-04-06 22:00,10.7,,2.7,250.0,70.0,1016.2,,,,0.0
2302,수원,2021-04-06 23:00,9.8,,1.8,250.0,73.0,1016.1,,,,0.0
2303,수원,2021-04-07 00:00,10.0,,2.0,270.0,70.0,1016.7,,,,0.0
2304,수원,2021-04-07 01:00,8.4,,1.2,200.0,81.0,1016.6,,,,3.0
2305,수원,2021-04-07 02:00,8.0,,0.6,200.0,83.0,1016.4,,,,4.0
2306,수원,2021-04-07 03:00,6.8,,0.8,140.0,89.0,1016.4,,,,0.0
2307,수원,2021-04-07 04:00,6.7,,1.3,110.0,92.0,1016.1,,,,0.0
2308,수원,2021-04-07 05:00,5.4,,0.3,0.0,95.0,1016.3,,,,0.0
2309,수원,2021-04-07 06:00,5.1,,0.0,0.0,98.0,1016.4,,,,0.0
2310,수원,2021-04-07 07:00,6.1,,0.0,0.0,96.0,1016.7,0.2,0.08,,0.0
2311,수원,2021-04-07 08:00,9.1,,1.5,160.0,87.0,1017.0,1.0,0.57,,0.0
2312,수원,2021-04-07 09:00,11.1,,1.6,200.0,78.0,1017.1,1.0,1.38,,0.0
2313,수원,2021-04-07 10:00,13.5,,2.0,140.0,64.0,1017.1,1.0,2.06,,0.0
2314,수원,2021-04-07 11:00,15.8,,1.8,160.0,55.0,1016.7,1.0,2.66,,0.0
2315,수원,2021-04-07 12:00,18.1,,0.7,110.0,43.0,1015.7,1.0,2.95,,0.0
2316,수원,2021-04-07 13:00,19.5,,1.3,230.0,38.0,1014.8,1.0,3.12,,0.0
2317,수원,2021-04-07 14:00,19.6,,4.6,290.0,36.0,1014.2,1.0,3.03,,0.0
2318,수원,2021-04-07 15:00,19.5,,4.4,270.0,31.0,1014.0,1.0,2.76,,0.0
2319,수원,2021-04-07 16:00,18.7,,4.6,290.0,30.0,1013.8,1.0,2.22,,0.0
2320,수원,2021-04-07 17:00,17.8,,4.6,290.0,29.0,1013.6,1.0,1.56,,0.0
2321,수원,2021-04-07 18:00,16.7,,3.5,290.0,36.0,1013.4,1.0,0.82,,0.0
2322,수원,2021-04-07 19:00,15.0,,2.7,270.0,43.0,1013.3,0.5,0.15,,0.0
2323,수원,2021-04-07 20:00,13.1,,0.7,320.0,51.0,1013.9,0.0,0.0,,0.0
2324,수원,2021-04-07 21:00,12.0,,1.1,250.0,55.0,1014.1,,,,0.0
2325,수원,2021-04-07 22:00,11.4,,1.0,270.0,56.0,1014.1,,,,2.0
2326,수원,2021-04-07 23:00,10.9,,1.9,290.0,61.0,1014.1,,,,6.0
2327,수원,2021-04-08 00:00,9.6,,1.2,250.0,68.0,1013.8,,,,0.0
2328,수원,2021-04-08 01:00,9.0,,0.8,360.0,74.0,1013.7,,,,1.0
2329,수원,2021-04-08 02:00,8.2,,1.3,230.0,78.0,1013.6,,,,1.0
2330,수원,2021-04-08 03:00,7.8,,0.8,200.0,80.0,1013.4,,,,0.0
2331,수원,2021-04-08 04:00,6.7,,1.3,230.0,83.0,1013.4,,,,0.0
2332,수원,2021-04-08 05:00,6.2,,0.8,270.0,84.0,1013.5,,,,0.0
2333,수원,2021-04-08 06:00,5.5,,0.1,0.0,90.0,1013.9,,,,0.0
2334,수원,2021-04-08 07:00,6.6,,0.3,0.0,86.0,1014.4,0.5,0.11,,0.0
2335,수원,2021-04-08 08:00,9.5,,0.2,0.0,73.0,1014.5,1.0,0.7,,0.0
2336,수원,2021-04-08 09:00,11.4,,1.2,230.0,63.0,1014.9,1.0,1.41,,0.0
2337,수원,2021-04-08 10:00,13.6,,0.9,180.0,49.0,1015.1,1.0,2.11,,0.0
2338,수원,2021-04-08 11:00,14.7,,1.9,230.0,41.0,1014.9,1.0,2.69,,0.0
2339,수원,2021-04-08 12:00,15.5,,1.4,360.0,36.0,1014.2,1.0,3.06,,0.0
2340,수원,2021-04-08 13:00,16.5,,4.3,270.0,35.0,1013.7,1.0,3.07,,0.0
2341,수원,2021-04-08 14:00,17.2,,4.4,290.0,37.0,1013.2,1.0,3.06,,0.0
2342,수원,2021-04-08 15:00,16.4,,5.7,270.0,36.0,1012.7,1.0,2.81,,0.0
2343,수원,2021-04-08 16:00,16.2,,5.3,270.0,42.0,1012.5,1.0,2.28,,0.0
2344,수원,2021-04-08 17:00,15.3,,5.2,270.0,37.0,1012.5,1.0,1.59,,0.0
2345,수원,2021-04-08 18:00,15.0,,4.0,270.0,41.0,1012.8,1.0,0.82,,0.0
2346,수원,2021-04-08 19:00,12.8,,4.1,270.0,51.0,1013.1,0.6,0.18,,0.0
2347,수원,2021-04-08 20:00,13.1,,2.7,290.0,44.0,1013.9,0.0,0.0,,0.0
2348,수원,2021-04-08 21:00,11.4,,1.9,290.0,52.0,1014.9,,,,0.0
2349,수원,2021-04-08 22:00,10.9,,1.7,320.0,51.0,1015.5,,,,6.0
2350,수원,2021-04-08 23:00,10.5,,2.0,290.0,46.0,1015.6,,,,0.0
2351,수원,2021-04-09 00:00,8.7,,1.3,320.0,56.0,1015.7,,,,0.0
2352,수원,2021-04-09 01:00,8.5,,1.9,270.0,55.0,1015.7,,,,0.0
2353,수원,2021-04-09 02:00,7.3,,0.8,320.0,53.0,1015.9,,,,0.0
2354,수원,2021-04-09 03:00,6.6,,0.7,360.0,60.0,1016.3,,,,0.0
2355,수원,2021-04-09 04:00,6.6,,1.2,230.0,61.0,1016.8,,,,0.0
2356,수원,2021-04-09 05:00,4.9,,0.6,320.0,74.0,1017.1,,,,0.0
2357,수원,2021-04-09 06:00,4.8,,0.6,230.0,75.0,1017.8,,,,0.0
2358,수원,2021-04-09 07:00,5.8,,0.4,0.0,76.0,1018.3,0.3,0.1,,0.0
2359,수원,2021-04-09 08:00,11.0,,2.9,90.0,54.0,1019.2,1.0,0.71,,0.0
2360,수원,2021-04-09 09:00,12.9,,3.2,90.0,52.0,1019.8,1.0,1.47,,0.0
2361,수원,2021-04-09 10:00,14.1,,3.8,90.0,48.0,1020.4,1.0,2.14,,0.0
2362,수원,2021-04-09 11:00,15.4,,3.5,140.0,44.0,1020.6,1.0,2.76,,0.0
2363,수원,2021-04-09 12:00,16.0,,2.8,160.0,39.0,1020.4,1.0,3.11,,0.0
2364,수원,2021-04-09 13:00,16.6,,1.7,270.0,33.0,1020.0,1.0,3.23,,2.0
2365,수원,2021-04-09 14:00,17.7,,2.2,250.0,33.0,1019.5,1.0,2.97,,4.0
2366,수원,2021-04-09 15:00,17.9,,2.1,110.0,32.0,1019.2,1.0,2.58,,4.0
2367,수원,2021-04-09 16:00,18.5,,1.5,290.0,31.0,1018.8,1.0,2.15,,5.0
2368,수원,2021-04-09 17:00,17.4,,3.8,290.0,35.0,1019.1,1.0,1.57,,4.0
2369,수원,2021-04-09 18:00,16.4,,2.5,270.0,38.0,1019.4,1.0,0.77,,1.0
2370,수원,2021-04-09 19:00,15.0,,1.1,320.0,44.0,1019.8,0.5,0.15,,1.0
2371,수원,2021-04-09 20:00,14.0,,2.0,320.0,45.0,1020.5,0.0,0.0,,0.0
2372,수원,2021-04-09 21:00,13.6,,2.0,140.0,52.0,1022.1,,,,0.0
2373,수원,2021-04-09 22:00,12.9,,3.2,110.0,55.0,1023.1,,,,0.0
2374,수원,2021-04-09 23:00,11.7,,4.7,90.0,56.0,1023.6,,,,0.0
2375,수원,2021-04-10 00:00,10.7,,4.3,110.0,57.0,1024.1,,,,0.0
2376,수원,2021-04-10 01:00,10.0,,3.0,110.0,58.0,1024.4,,,,0.0
2377,수원,2021-04-10 02:00,8.9,,2.1,140.0,61.0,1024.5,,,,0.0
2378,수원,2021-04-10 03:00,8.8,,2.9,110.0,61.0,1024.3,,,,0.0
2379,수원,2021-04-10 04:00,8.3,,2.5,110.0,62.0,1024.8,,,,0.0
2380,수원,2021-04-10 05:00,8.0,,2.3,90.0,63.0,1025.4,,,,0.0
2381,수원,2021-04-10 06:00,7.7,,2.5,90.0,64.0,1025.8,,,,0.0
2382,수원,2021-04-10 07:00,8.2,,2.7,110.0,63.0,1026.4,0.2,0.09,,0.0
2383,수원,2021-04-10 08:00,9.7,,2.6,110.0,59.0,1026.9,1.0,0.68,,0.0
2384,수원,2021-04-10 09:00,11.1,,2.3,110.0,55.0,1027.3,1.0,1.39,,0.0
2385,수원,2021-04-10 10:00,12.8,,2.4,160.0,53.0,1027.6,1.0,2.05,,0.0
2386,수원,2021-04-10 11:00,14.7,,2.0,200.0,50.0,1027.4,1.0,2.59,,0.0
2387,수원,2021-04-10 12:00,15.2,,1.9,270.0,47.0,1026.6,1.0,2.88,,0.0
2388,수원,2021-04-10 13:00,16.2,,2.5,250.0,45.0,1026.0,1.0,3.04,,0.0
2389,수원,2021-04-10 14:00,17.6,,3.3,200.0,42.0,1025.4,1.0,2.95,,0.0
2390,수원,2021-04-10 15:00,17.1,,4.2,290.0,44.0,1025.2,1.0,2.64,,3.0
2391,수원,2021-04-10 16:00,16.2,,4.4,290.0,37.0,1025.1,1.0,2.11,,1.0
2392,수원,2021-04-10 17:00,15.9,,2.8,270.0,29.0,1024.8,1.0,1.47,,0.0
2393,수원,2021-04-10 18:00,14.5,,2.9,270.0,47.0,1024.9,1.0,0.75,,0.0
2394,수원,2021-04-10 19:00,12.6,,2.8,270.0,60.0,1025.1,0.4,0.15,,0.0
2395,수원,2021-04-10 20:00,11.0,,1.7,270.0,70.0,1025.5,0.0,0.0,,1.0
2396,수원,2021-04-10 21:00,10.6,,0.7,290.0,72.0,1026.1,,,,0.0
2397,수원,2021-04-10 22:00,9.9,,1.1,250.0,76.0,1026.2,,,,0.0
2398,수원,2021-04-10 23:00,8.7,,0.5,270.0,82.0,1026.4,,,,0.0
2399,수원,2021-04-11 00:00,8.3,,0.9,270.0,84.0,1026.5,,,,0.0
2400,수원,2021-04-11 01:00,7.6,,0.6,270.0,89.0,1026.9,,,,0.0
2401,수원,2021-04-11 02:00,6.6,,0.3,0.0,91.0,1026.8,,,,0.0
2402,수원,2021-04-11 03:00,5.9,,0.7,290.0,94.0,1026.7,,,,0.0
2403,수원,2021-04-11 04:00,5.5,,1.1,340.0,96.0,1026.5,,,,0.0
2404,수원,2021-04-11 05:00,4.9,,0.9,270.0,95.0,1026.7,,,,0.0
2405,수원,2021-04-11 06:00,4.8,,0.2,0.0,98.0,1026.9,,,,0.0
2406,수원,2021-04-11 07:00,6.1,,0.0,0.0,94.0,1026.8,0.1,0.1,,0.0
2407,수원,2021-04-11 08:00,9.2,,0.5,250.0,87.0,1027.0,1.0,0.61,,0.0
2408,수원,2021-04-11 09:00,13.1,,0.9,160.0,57.0,1027.5,1.0,1.26,,0.0
2409,수원,2021-04-11 10:00,14.6,,1.6,160.0,46.0,1027.4,1.0,1.99,,0.0
2410,수원,2021-04-11 11:00,16.9,,1.7,140.0,44.0,1027.2,1.0,2.56,,0.0
2411,수원,2021-04-11 12:00,18.4,,2.2,140.0,40.0,1026.2,1.0,2.91,,0.0
2412,수원,2021-04-11 13:00,20.1,,1.3,290.0,35.0,1025.1,1.0,3.01,,0.0
2413,수원,2021-04-11 14:00,20.3,,2.1,110.0,34.0,1024.2,1.0,2.91,,3.0
2414,수원,2021-04-11 15:00,21.0,,0.9,160.0,33.0,1023.4,1.0,2.43,,7.0
2415,수원,2021-04-11 16:00,21.2,,2.1,270.0,36.0,1022.5,1.0,1.96,,7.0
2416,수원,2021-04-11 17:00,20.5,,2.9,270.0,38.0,1022.0,1.0,1.21,,6.0
2417,수원,2021-04-11 18:00,19.3,,3.6,320.0,37.0,1021.9,0.9,0.67,,3.0
2418,수원,2021-04-11 19:00,17.7,,1.5,290.0,44.0,1021.7,0.0,0.11,,6.0
2419,수원,2021-04-11 20:00,15.8,,0.6,270.0,52.0,1021.7,0.0,0.0,,8.0
2420,수원,2021-04-11 21:00,15.0,,1.1,250.0,53.0,1021.8,,,,8.0
2421,수원,2021-04-11 22:00,14.6,,1.3,250.0,56.0,1022.8,,,,10.0
2422,수원,2021-04-11 23:00,14.0,,0.1,0.0,57.0,1022.2,,,,10.0
2423,수원,2021-04-12 00:00,13.5,,0.2,0.0,60.0,1021.6,,,,9.0
2424,수원,2021-04-12 01:00,12.8,,0.6,250.0,64.0,1021.3,,,,10.0
2425,수원,2021-04-12 02:00,13.2,,1.4,110.0,64.0,1020.8,,,,10.0
2426,수원,2021-04-12 03:00,13.1,,1.0,160.0,63.0,1020.5,,,,10.0
2427,수원,2021-04-12 04:00,13.0,,1.6,180.0,62.0,1020.1,,,,10.0
2428,수원,2021-04-12 05:00,12.4,,1.0,110.0,67.0,1019.5,,,,9.0
2429,수원,2021-04-12 06:00,12.6,,0.5,140.0,66.0,1018.7,,,,9.0
2430,수원,2021-04-12 07:00,12.7,,0.4,0.0,66.0,1018.5,0.0,0.03,,10.0
2431,수원,2021-04-12 08:00,14.1,,0.6,140.0,63.0,1018.3,0.0,0.19,,10.0
2432,수원,2021-04-12 09:00,15.3,,1.8,160.0,53.0,1018.6,0.0,0.43,,10.0
2433,수원,2021-04-12 10:00,17.0,0.0,2.0,90.0,41.0,1017.4,0.0,0.61,,10.0
2434,수원,2021-04-12 11:00,17.1,0.0,4.0,140.0,40.0,1017.0,0.0,0.81,,10.0
2435,수원,2021-04-12 12:00,17.3,0.0,3.3,160.0,44.0,1015.8,0.0,0.96,,10.0
2436,수원,2021-04-12 13:00,14.8,0.0,3.2,160.0,60.0,1014.8,0.0,0.68,,10.0
2437,수원,2021-04-12 14:00,12.7,0.9,2.9,110.0,73.0,1013.6,0.0,0.41,,10.0
2438,수원,2021-04-12 15:00,12.2,1.1,4.9,90.0,87.0,1011.6,0.0,0.53,,10.0
2439,수원,2021-04-12 16:00,12.0,1.0,3.9,90.0,93.0,1010.2,0.0,0.29,,10.0
2440,수원,2021-04-12 17:00,11.8,2.2,3.6,90.0,97.0,1009.0,0.0,0.04,,10.0
2441,수원,2021-04-12 18:00,11.9,2.1,3.3,110.0,98.0,1007.8,0.0,0.0,,10.0
2442,수원,2021-04-12 19:00,12.2,2.5,3.4,110.0,99.0,1006.7,0.0,0.0,,10.0
2443,수원,2021-04-12 20:00,12.2,2.6,2.8,140.0,100.0,1006.1,0.0,0.0,,10.0
2444,수원,2021-04-12 21:00,12.4,1.6,2.9,140.0,100.0,1005.9,,,,10.0
2445,수원,2021-04-12 22:00,12.4,1.6,2.3,140.0,100.0,1005.5,,,,10.0
2446,수원,2021-04-12 23:00,12.6,1.9,3.3,160.0,100.0,1004.3,,,,10.0
2447,수원,2021-04-13 00:00,13.0,2.6,2.2,180.0,100.0,1004.0,,,,10.0
2448,수원,2021-04-13 01:00,12.9,2.2,5.0,250.0,100.0,1004.0,,,,10.0
2449,수원,2021-04-13 02:00,11.9,1.5,2.6,270.0,100.0,1004.2,,,,10.0
2450,수원,2021-04-13 03:00,11.3,2.7,2.6,250.0,100.0,1004.1,,,,10.0
2451,수원,2021-04-13 04:00,10.7,0.7,2.2,250.0,100.0,1004.5,,,,10.0
2452,수원,2021-04-13 05:00,10.1,0.7,2.1,270.0,100.0,1005.0,,,,10.0
2453,수원,2021-04-13 06:00,10.0,0.0,2.0,270.0,100.0,1005.1,,,,10.0
2454,수원,2021-04-13 07:00,10.4,,0.7,250.0,100.0,1005.8,0.0,0.0,,10.0
2455,수원,2021-04-13 08:00,11.6,,4.1,290.0,100.0,1007.2,0.0,0.09,,9.0
2456,수원,2021-04-13 09:00,11.6,,2.6,270.0,94.0,1007.5,0.1,0.55,,7.0
2457,수원,2021-04-13 10:00,12.6,,4.6,250.0,86.0,1007.8,0.6,1.58,,2.0
2458,수원,2021-04-13 11:00,11.0,,4.3,290.0,85.0,1008.7,0.8,1.99,,7.0
2459,수원,2021-04-13 12:00,10.4,,3.8,270.0,79.0,1009.2,0.0,1.1,,5.0
2460,수원,2021-04-13 13:00,10.8,,5.4,270.0,75.0,1009.6,0.9,2.83,,3.0
2461,수원,2021-04-13 14:00,11.5,,5.0,270.0,69.0,1009.3,1.0,2.99,,2.0
2462,수원,2021-04-13 15:00,10.9,,6.7,270.0,68.0,1009.3,1.0,2.78,,1.0
2463,수원,2021-04-13 16:00,10.3,,6.0,250.0,69.0,1009.4,1.0,2.26,,1.0
2464,수원,2021-04-13 17:00,9.7,,5.5,270.0,66.0,1009.9,1.0,1.6,,1.0
2465,수원,2021-04-13 18:00,8.5,,5.1,270.0,70.0,1010.4,1.0,0.79,,1.0
2466,수원,2021-04-13 19:00,7.6,,4.1,270.0,75.0,1010.1,0.1,0.14,,6.0
2467,수원,2021-04-13 20:00,6.9,,3.7,270.0,80.0,1010.9,0.0,0.0,,0.0
