"발전구분","호기","일자","1시 발전량(MWh)","2시 발전량(MWh)","3시 발전량(MWh)","4시 발전량(MWh)","5시 발전량(MWh)","6시 발전량(MWh)","7시 발전량(MWh)","8시 발전량(MWh)","9시 발전량(MWh)","10시 발전량(MWh)","11시 발전량(MWh)","12시 발전량(MWh)","13시 발전량(MWh)","14시 발전량(MWh)","15시 발전량(MWh)","16시 발전량(MWh)","17시 발전량(MWh)","18시 발전량(MWh)","19시 발전량(MWh)","20시 발전량(MWh)","21시 발전량(MWh)","22시 발전량(MWh)","23시 발전량(MWh)","24시 발전량(MWh)","총량(KW)","평균(KW)","최대(시간별)","최소(시간별)","최대","최소"
"영흥풍력","2"," 2024-09-16 00:00:00","4047.36","3745.92","3813.12","3955.2","3394.56","4450.56","4590.72","3653.76","3446.4","3298.56","2375.04","1653.12","1132.8","3949.44","3367.68","374.4","0","0","0","3.84","0","0","0","0","51252.48","2136","4590.72","3.84","4590.72","0"
"군위 화산풍력","1"," 2024-09-16 00:00:00","183.2","279.621","318.189","588.168","617.095","424.253","1099.2","1639.158","703.874","241.053","0","0","0","2005.558","3133.684","3104.758","327.832","0","57.853","19.284","231.411","154.274","154.274","106.063","15388.802","641","3133.68","19.284","3133.684","0"
"어음풍력","1"," 2024-09-16 00:00:00","2104.984","1652.952","0.56","0","108.304","665.728","1851.696","2105.096","1312.08","425.936","353.808","499.744","800.016","719.152","256.984","0","948.64","1167.712","0","0","108.36","0","530.88","48.552","15661.184","653","2105.09","0.56","2105.096","0"
"삼천포풍력","1"," 2024-09-15 00:00:00","6.048","0","24.12","9.216","21.024","65.304","17.64","18.288","9.432","0.504","53.784","85.104","43.056","95.688","52.776","15.336","53.712","16.272","47.88","17.424","0.576","3.096","0.072","8.352","664.704","28","95.68","0.072","95.688","0"
"영흥풍력","1"," 2024-09-15 00:00:00","331.874","29.22","0","0","0","0","0","0","0","7.16","5.815","0.165","23.12","0","0","6.571","1218.556","451.309","458.735","493.791","491.724","480.828","663.11","1956.716","6618.694","276","1956.71","0.165","1956.716","0"
"영흥풍력","2"," 2024-09-15 00:00:00","451.2","261.12","0","0","0","0","0","0","0","0","0","51.84","21.12","729.6","40.32","72.96","1069.44","558.72","489.6","485.76","483.84","1050.24","2288.64","2714.88","10769.28","449","2714.88","21.12","2714.88","0"
"군위 화산풍력","1"," 2024-09-15 00:00:00","1176.337","2535.874","2622.653","1986.274","1128.126","655.663","1031.705","404.968","67.495","19.284","0","0","0","2092.337","3162.611","3085.474","549.6","192.842","279.621","241.053","289.263","221.768","183.2","212.126","22138.274","922","3162.61","19.284","3162.611","0"
"어음풍력","1"," 2024-09-15 00:00:00","5331.032","2791.6","3992.24","2647.96","2113.328","2603.328","3492.328","2413.544","2108.568","2067.912","2104.424","4369.792","2130.016","1387.288","249.368","244.496","1235.864","531.384","357.112","881.608","801.36","1449.168","2109.856","2120.048","49533.624","2064","5331.03","244.496","5331.032","244.496"
"삼천포풍력","1"," 2024-09-14 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.584","10.584","1.728","0.648","0","2.016","1.296","0","0","2.376","29.232","1","10.58","0.648","10.584","0"
"영흥풍력","1"," 2024-09-14 00:00:00","42.756","0","0","0","0","0.916","0.804","0","0","0","0","0","45.379","1280.175","0","0","0","0","15.121","50.506","28.639","63.724","0.892","96.755","1625.667","68","1280.17","0.804","1280.175","0"
"영흥풍력","2"," 2024-09-14 00:00:00","174.72","0","0","3.84","0","3.84","0","0","0","0","0","0","0","3037.44","1981.44","1.92","151.68","26.88","42.24","311.04","226.56","218.88","36.48","126.72","6343.68","264","3037.44","1.92","3037.44","0"
"군위 화산풍력","1"," 2024-09-14 00:00:00","0","0","115.705","0","0","0","0","0","0","0","0","0","0","0","0","38.568","366.4","2603.368","2381.6","809.937","462.821","1542.737","1822.358","1282.4","11425.894","476","2603.36","38.568","2603.368","0"
"어음풍력","1"," 2024-09-14 00:00:00","107.352","135.184","912.072","537.712","232.848","316.96","1689.128","1751.96","767.648","571.088","1467.424","2116.52","2106.328","1277.92","1722.168","2104.984","2105.376","2062.592","670.936","1847.384","2853.144","3983.056","5308.912","6118.84","42767.536","1782","6118.84","107.352","6118.84","107.352"
"삼천포풍력","1"," 2024-09-13 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","3.672","15.552","42.552","54.864","50.544","17.712","7.56","1.08","11.16","0","0","0","204.696","9","54.86","1.08","54.864","0"
"영흥풍력","1"," 2024-09-13 00:00:00","268.633","476.498","488.907","544.24","503.241","503.206","521.91","504.362","532.546","472.437","431.102","369.804","612.031","2508.757","1911.076","2130.707","2702.27","2152.703","468.127","357.791","480.557","460.632","449.612","347.311","20198.46","842","2702.27","268.633","2702.27","268.633"
"영흥풍력","2"," 2024-09-13 00:00:00","478.08","489.6","489.6","491.52","487.68","487.68","487.68","495.36","491.52","883.2","812.16","1219.2","1964.16","6351.36","5072.64","2878.08","4750.08","4101.12","451.2","370.56","518.4","1447.68","940.8","723.84","36883.2","1537","6351.36","370.56","6351.36","370.56"
"군위 화산풍력","1"," 2024-09-13 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","125.347","183.2","0","0","308.547","13","183.2","125.347","183.2","0"
"어음풍력","1"," 2024-09-13 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"삼천포풍력","1"," 2024-09-12 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0.072","4.248","24.336","57.816","33.768","23.184","13.248","5.688","1.224","0","0","1.944","165.528","7","57.81","0.07","57.816","0"
"영흥풍력","1"," 2024-09-12 00:00:00","0","42.253","282.168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.95","52.565","133.549","511.485","21","282.16","0.95","282.168","0"
"영흥풍력","2"," 2024-09-12 00:00:00","7.68","305.28","714.24","499.2","295.68","82.56","1.92","0","0","0","0","0","0","188.16","3.84","0","0","0","0","0","0","0","13.44","355.2","2467.2","103","714.24","1.92","714.24","0"
"군위 화산풍력","1"," 2024-09-12 00:00:00","192.842","57.853","115.705","134.989","279.621","250.695","221.768","202.484","231.411","86.779","0","0","0","2005.558","3124.042","1764.505","0","0","0","0","0","0","0","0","8668.252","361","3124.04","57.853","3124.042","0"
"어음풍력","1"," 2024-09-12 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"삼천포풍력","1"," 2024-09-11 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.368","2.664","3.528","0.432","0","0","0","0","0","7.992","0","3.52","0.432","3.528","0"
"영흥풍력","1"," 2024-09-11 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","754.947","904.819","244.26","0","0","0","38.666","161.962","0","0","2104.654","88","904.81","38.666","904.819","0"
"영흥풍력","2"," 2024-09-11 00:00:00","11.52","38.4","0","0","0","0","0","15.36","5.76","0","0","0","0","393.6","1825.92","1130.88","2135.04","322.56","76.8","92.16","105.6","370.56","13.44","0","6537.6","272","2135.04","5.76","2135.04","0"
"군위 화산풍력","1"," 2024-09-11 00:00:00","163.916","163.916","0","0","0","0","0","0","0","0","0","0","0","1995.916","366.4","154.274","800.295","742.442","453.179","298.905","202.484","260.337","154.274","212.126","5968.464","249","1995.91","154.274","1995.916","0"
"어음풍력","1"," 2024-09-11 00:00:00","1804.88","3341.016","2229.08","1072.176","1958.824","49.616","316.288","894.432","1.456","562.632","2110.248","4402.944","4855.032","4715.2","7981.848","3803.688","3871.392","7670.824","5818.008","4420.864","5548.032","4904.816","8579.592","7106.848","88019.736","3667","8579.59","1.456","8579.592","1.456"
"삼천포풍력","1"," 2024-09-10 00:00:00","0.072","0.072","2.016","3.096","12.96","25.128","31.536","14.184","2.16","0","0","0","4.752","11.664","1.44","7.272","6.624","0","0","0","0","0","0","0","122.976","5","31.53","0.072","31.536","0"
"영흥풍력","1"," 2024-09-10 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","2"," 2024-09-10 00:00:00","0","0","0","0","0","0","0","0","0","0","1.92","1.92","0","84.48","289.92","391.68","389.76","625.92","474.24","216.96","218.88","138.24","55.68","155.52","3045.12","127","625.92","1.92","625.92","0"
"군위 화산풍력","1"," 2024-09-10 00:00:00","3500.084","2931.2","2352.674","1455.958","1137.768","511.032","77.137","0","0","0","0","0","0","2005.558","3124.042","3104.758","347.116","0","144.632","163.916","221.768","0","96.421","125.347","21299.411","887","3500.08","77.137","3500.084","0"
"어음풍력","1"," 2024-09-10 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"삼천포풍력","1"," 2024-09-09 00:00:00","11.736","2.592","2.448","0","0","0.648","0","0.432","0","7.344","24.84","18.072","28.584","35.352","37.872","20.016","13.896","9.288","3.96","0.792","3.312","7.488","9.648","6.408","244.728","10","37.87","0.432","37.872","0"
"영흥풍력","1"," 2024-09-09 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","2"," 2024-09-09 00:00:00","0","0","0","0","0","0","0","0","69.12","74.88","0","1.92","0","132.48","0","1.92","15.36","46.08","238.08","0","0","0","0","0","579.84","24","238.08","1.92","238.08","0"
"군위 화산풍력","1"," 2024-09-09 00:00:00","5351.368","4232.884","3017.979","1523.453","1292.042","520.674","916","761.726","57.853","0","0","0","28.926","2304.463","3798.989","3866.484","1407.747","1716.295","973.853","568.884","771.368","2371.958","4184.674","4358.232","44025.852","1834","5351.36","28.926","5351.368","0"
"어음풍력","1"," 2024-09-09 00:00:00","0","0","0","0","0","0","0","0","0","0","224","555.408","1315.776","1782.648","526.68","229.656","142.8","562.296","0.056","24.304","21.672","0","0","0","5385.296","224","1782.64","0.056","1782.648","0"
"삼천포풍력","1"," 2024-09-08 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0.072","1.656","4.176","3.312","3.816","2.232","2.736","3.24","0","0","0.648","26.064","47.952","2","26.06","0.07","26.064","0"
"영흥풍력","1"," 2024-09-08 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","2"," 2024-09-08 00:00:00","82.56","0","0","0","0","0","0","0","0","0","0","0","0","82.56","7.68","145.92","264.96","140.16","245.76","430.08","458.88","57.6","0","0","1916.16","80","458.88","7.68","458.88","0"
"군위 화산풍력","1"," 2024-09-08 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","9.642","9.642","192.842","636.379","1089.558","838.863","404.968","539.958","2140.547","5062.105","5033.179","15957.683","665","5062.1","9.642","5062.105","0"
"어음풍력","1"," 2024-09-08 00:00:00","1271.144","924","0","0","0","0","0","0","0","0","0","0","574.896","395.696","36.344","0","0","0","0.056","16.576","96.824","0","0","0","3315.536","138","1271.14","0.056","1271.144","0"
"삼천포풍력","1"," 2024-09-07 00:00:00","2.232","9","3.456","0","0","0","0","0","0.72","7.92","21.528","2.952","6.048","11.664","23.544","17.856","76.248","28.368","0","0","0","0","0","0","211.536","9","76.24","0.72","76.248","0"
"영흥풍력","1"," 2024-09-07 00:00:00","206.505","164.739","132.016","17.531","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","520.791","22","206.5","17.531","206.505","0"
"영흥풍력","2"," 2024-09-07 00:00:00","228.48","433.92","385.92","301.44","86.4","57.6","1.92","0","0","0","0","0","0","576","0","30.72","124.8","49.92","5.76","249.6","21.12","1.92","107.52","180.48","2843.52","118","576","1.92","576","0"
"군위 화산풍력","1"," 2024-09-07 00:00:00","318.189","241.053","221.768","183.2","173.558","115.705","212.126","597.811","289.263","511.032","260.337","0","0","2015.2","3133.684","3095.116","327.832","0","0","0","0","0","0","0","11695.874","487","3133.68","115.705","3133.684","0"
"어음풍력","1"," 2024-09-07 00:00:00","1182.44","1178.912","1619.352","1585.472","1443.512","1170.68","2114.784","2095.016","1818.04","744.688","149.688","200.536","48.216","0.112","1.344","30.464","1.568","259.392","0","0","0","5.656","33.32","40.32","15723.512","655","2114.78","0.112","2114.784","0"
"삼천포풍력","1"," 2024-09-06 00:00:00","0","0","0","0","0","0","0","0","0","0","0","3.816","8.784","17.064","9.936","10.512","24.48","34.056","10.584","7.128","14.472","6.048","0","0.288","147.168","6","34.05","0.288","34.056","0"
"영흥풍력","1"," 2024-09-06 00:00:00","0","0","0","0","0","0","0","0","0","0","0","212.965","443.458","290.633","474.231","399.15","212.945","89.342","47.189","14.118","43.872","294.22","398.167","185.275","3105.565","129","474.23","14.118","474.231","0"
"영흥풍력","2"," 2024-09-06 00:00:00","0","0","0","0","26.88","26.88","13.44","28.8","28.8","34.56","99.84","382.08","483.84","2031.36","1332.48","1021.44","1011.84","504.96","443.52","460.8","474.24","487.68","481.92","378.24","9753.6","406","2031.36","13.44","2031.36","0"
"군위 화산풍력","1"," 2024-09-06 00:00:00","173.558","173.558","173.558","221.768","279.621","48.211","0","0","0","0","0","0","0","2005.558","3133.684","1562.021","0","347.116","337.474","192.842","77.137","183.2","106.063","221.768","9237.137","385","3133.68","48.211","3133.684","0"
"어음풍력","1"," 2024-09-06 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","152.488","44.52","211.456","498.848","53.032","0","227.696","302.624","102.928","274.512","1024.744","1150.576","4043.424","168","1150.57","44.52","1150.576","0"
"삼천포풍력","1"," 2024-09-05 00:00:00","0","0","0","0","0","0","0","0","0.072","0","0","0","0.504","5.976","10.944","5.832","4.68","10.944","14.832","1.08","0","0","0","0","54.864","2","14.83","0.072","14.832","0"
"영흥풍력","1"," 2024-09-05 00:00:00","0","26.941","109.513","321.889","452.867","387.177","697.456","629.013","711.781","887.314","286.121","0","0","3955.773","1357.476","493.203","344.892","39.534","0","0","0","107.199","0","0","10808.149","450","3955.77","26.941","3955.773","0"
"영흥풍력","2"," 2024-09-05 00:00:00","0","90.24","122.88","188.16","408.96","541.44","1355.52","2021.76","2181.12","2517.12","942.72","0","0","7420.8","8653.44","3344.64","2401.92","593.28","138.24","1.92","132.48","357.12","122.88","0","33536.64","1397","8653.44","1.92","8653.44","0"
"군위 화산풍력","1"," 2024-09-05 00:00:00","0","0","57.853","86.779","318.189","241.053","173.558","192.842","28.926","0","0","0","9.642","2362.316","1995.916","925.642","626.737","289.263","212.126","134.989","125.347","125.347","183.2","154.274","8243.999","343","2362.31","9.642","2362.316","0"
"어음풍력","1"," 2024-09-05 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","35.896","20.832","8.288","8.96","34.608","0","0","0","0","0","0","0","108.584","5","35.89","8.288","35.896","0"
"삼천포풍력","1"," 2024-09-04 00:00:00","10.08","28.296","89.28","57.528","63.072","47.376","42.264","28.8","12.96","1.584","0.36","23.472","31.68","25.416","20.88","18.864","13.752","19.728","5.112","0.648","0","0","0","0","541.152","23","89.28","0.36","89.28","0"
"영흥풍력","1"," 2024-09-04 00:00:00","921.494","1389.222","700.618","1381.705","1331.647","939.982","1080.958","813.959","498.139","340.033","304.844","107.122","0","135.737","0","0","0","0","0","0","0","0","0","0","9945.46","414","1389.22","107.122","1389.222","0"
"영흥풍력","2"," 2024-09-04 00:00:00","670.08","1027.2","2323.2","4010.88","3588.48","2893.44","2363.52","2789.76","2165.76","2031.36","1395.84","1351.68","758.4","3371.52","3692.16","420.48","0","0","5.76","151.68","109.44","3.84","0","1.92","35126.4","1464","4010.88","1.92","4010.88","0"
"군위 화산풍력","1"," 2024-09-04 00:00:00","1465.6","665.305","269.979","125.347","221.768","134.989","1137.768","491.747","57.853","19.284","0","0","0","2111.621","3374.737","3789.347","1002.779","1079.916","684.589","279.621","289.263","356.758","308.547","183.2","18050.018","752","3789.34","19.284","3789.347","0"
"어음풍력","1"," 2024-09-04 00:00:00","0","0","67.2","61.824","0","0","0","0","0","0","0","2.856","482.776","1095.696","1929.592","2114.168","1999.48","491.568","0","0","0","0","0","0","8245.16","344","2114.16","2.856","2114.168","0"
"삼천포풍력","1"," 2024-09-03 00:00:00","1.008","10.296","15.624","5.256","31.536","19.368","37.728","32.184","10.8","5.76","8.136","15.192","24.48","8.208","13.032","0.864","1.728","0.36","0.864","0","6.336","7.848","0.576","0.36","257.544","11","37.72","0.36","37.728","0"
"영흥풍력","1"," 2024-09-03 00:00:00","472.939","776.559","1284.826","1504.505","2209.677","2122.267","1784.993","1417.691","1503.792","995.02","779.393","481.365","123.531","0","0","0","0","0","0","8.005","0","32.996","0","82.323","15579.882","649","2209.67","8","2209.677","0"
"영흥풍력","2"," 2024-09-03 00:00:00","933.12","1048.32","1176.96","1735.68","2870.4","2257.92","2121.6","2073.6","2534.4","1274.88","2000.64","2632.32","1401.6","424.32","72.96","0","0","0","0","90.24","55.68","55.68","119.04","341.76","25221.12","1051","2870.4","55.68","2870.4","0"
