설비용량(MW),연식(년),기온(°C),풍속(m/s)_cubed,습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),풍향_sin,풍향_cos,시간_sin,시간_cos,월_sin,월_cos,블레이드,air_density,absolute_humidity,계절_encoded,실제,예측,오차,절대오차,발전구분
4.2,0.6,18.0,2.197,69.0,14.2,12.2,1008.0,-0.766044443,-0.64278761,0.866025404,0.5,0.866025404,-0.5,68.0,1.19967105,10.80046703,2,4047.3776,290.48152010684134,3756.8960798931585,3756.8960798931585,어음풍력
4.2,0.9,18.5,12.166999999999998,78.0,16.5,14.5,1012.4,0.342020143,-0.939692621,-0.5,0.866025404,-1.0,-1.84e-16,68.0,1.201800215,12.49686258,0,3366.0368,351.17741213936824,3014.8593878606316,3014.8593878606316,어음풍력
4.2,0.4,11.7,3.375,57.0,7.8,3.4,1020.5,0.939692621,-0.342020143,0.5,-0.866025404,0.866025404,0.5,68.0,1.244450067,6.134884031,2,3285.4304,345.9335817450192,2939.496818254981,2939.496818254981,어음풍력
4.2,0.6,20.6,15.625,66.0,16.0,14.0,1008.3,0.766044443,0.64278761,0.866025404,-0.5,0.866025404,-0.5,68.0,1.188612785,12.06870915,2,3423.8176,489.5749600235431,2934.2426399764568,2934.2426399764568,어음풍력
4.2,0.5,20.9,6.858999999999999,68.0,16.7,14.7,1008.0,-0.64278761,0.766044443,-0.965925826,0.258819045,0.866025404,-0.5,68.0,1.186689685,12.63384335,2,4082.9488,1158.1764989084913,2924.772301091509,2924.772301091509,어음풍력
4.2,1.3,3.8,636.0559999999999,50.0,4.0,-5.6,1017.8,-0.342020143,0.939692621,-0.707106781,-0.707106781,0.5,0.866025404,68.0,1.278369413,3.251262169,1,641.144,3556.727418685099,-2915.583418685099,2915.583418685099,어음풍력
4.2,1.4,10.4,5.832000000000001,69.0,8.7,4.9,1013.0,0.342020143,-0.939692621,1.0,6.12e-17,1.0,6.12e-17,68.0,1.240539379,6.775905671,2,3960.656,1076.464306275684,2884.191693724316,2884.191693724316,어음풍력
4.2,0.7,28.9,0.008000000000000002,69.0,27.4,22.6,1006.2,0.0,1.0,-0.258819045,0.965925826,1.22e-16,-1.0,68.0,1.148522062,20.11566923,3,607.0736,3486.564753716433,-2879.491153716433,2879.491153716433,어음풍력
4.2,0.8,29.8,17.576,73.0,30.6,24.4,1004.8,0.939692621,-0.342020143,0.5,0.866025404,-0.5,-0.866025404,68.0,1.142132399,22.28540361,3,3406.1776,532.2488066974875,2873.9287933025125,2873.9287933025125,어음풍력
4.2,0.5,21.9,46.656000000000006,62.0,16.2,14.2,1008.5,0.766044443,0.64278761,-0.965925826,-0.258819045,0.866025404,-0.5,68.0,1.183487334,12.26548032,2,4084.528,1211.5992559032748,2872.928744096725,2872.928744096725,어음풍력
4.2,0.1,16.7,39.303999999999995,83.0,15.7,13.7,1018.3,1.0,6.12e-17,0.258819045,-0.965925826,-0.5,0.866025404,68.0,1.216733156,11.90454152,1,3584.9744,802.9762596435903,2781.9981403564097,2781.9981403564097,어음풍력
4.2,1.4,20.9,9.261000000000001,74.0,18.2,16.0,997.5,0.766044443,0.64278761,0.5,-0.866025404,0.866025404,0.5,68.0,1.173586144,13.6878228,2,67.1552,2831.2191848300863,-2764.063984830086,2764.063984830086,어음풍력
4.2,0.6,18.0,1.0,67.0,13.7,11.7,1008.2,-0.939692621,-0.342020143,1.0,6.12e-17,0.866025404,-0.5,68.0,1.200096935,10.50351984,2,3107.832,383.99079017713666,2723.841209822863,2723.841209822863,어음풍력
4.2,1.5,22.3,1.0,60.0,16.1,14.1,1011.7,0.342020143,0.939692621,-1.0,-1.84e-16,0.866025404,-0.5,68.0,1.185718902,12.16751318,2,4025.1568,1315.3848518556333,2709.771948144367,2709.771948144367,어음풍력
4.2,1.3,14.1,9.261000000000001,84.0,13.5,11.4,1013.1,0.342020143,0.939692621,-0.258819045,-0.965925826,0.866025404,0.5,68.0,1.222477235,10.28157538,2,3923.08,1244.41974026378,2678.66025973622,2678.66025973622,어음풍력
4.2,1.5,16.2,2.197,58.0,10.6,7.9,1011.0,-0.766044443,-0.64278761,-0.707106781,0.707106781,1.0,6.12e-17,68.0,1.212365303,8.224201834,2,4036.0208,1383.2871025204659,2652.733697479534,2652.733697479534,어음풍력
4.2,1.5,18.3,4.096000000000001,60.0,12.5,10.3,1011.0,-2.45e-16,1.0,-0.5,0.866025404,0.866025404,-0.5,68.0,1.202754405,9.630622109,2,3285.4864,660.2385340834735,2625.2478659165263,2625.2478659165263,어음풍력
4.2,1.5,21.8,35.937,83.0,21.6,18.7,1006.7,1.0,6.12e-17,-0.5,-0.866025404,0.866025404,-0.5,68.0,1.179359108,16.07745484,2,4020.2064,1423.2479468982492,2596.958453101751,2596.958453101751,어음풍력
4.2,0.4,15.1,4.096000000000001,63.0,10.7,8.0,1016.2,0.766044443,0.64278761,-1.0,-1.84e-16,0.866025404,0.5,68.0,1.22321649,8.32098004,2,3285.9568,703.4745896031382,2582.482210396862,2582.482210396862,어음풍력
4.2,1.3,13.3,1.3310000000000004,80.0,12.2,9.9,1014.9,0.342020143,-0.939692621,0.258819045,-0.965925826,0.866025404,0.5,68.0,1.228675932,9.345097164,2,3908.8448,1328.3658880894654,2580.4789119105344,2580.4789119105344,어음풍력
4.2,0.8,28.7,12.166999999999998,79.0,30.9,24.6,1006.6,1.22e-16,-1.0,0.258819045,0.965925826,-0.5,-0.866025404,68.0,1.148164981,22.61754829,3,2829.3216,289.5205732746981,2539.801026725302,2539.801026725302,어음풍력
4.2,0.3,6.5,21.951999999999995,70.0,6.8,1.4,1025.5,0.342020143,-0.939692621,0.866025404,0.5,0.5,0.866025404,68.0,1.274317493,5.346480665,1,4020.016,1492.5784672219888,2527.4375327780112,2527.4375327780112,어음풍력
4.2,0.9,30.6,32.76800000000001,69.0,30.2,24.2,1006.1,0.342020143,0.939692621,-1.0,-1.84e-16,-0.866025404,-0.5,68.0,1.140752758,22.06292345,0,3661.8288,1135.6776937936665,2526.151106206333,2526.151106206333,어음풍력
4.2,1.3,13.9,1.3310000000000004,42.0,6.6,1.1,1021.5,-0.939692621,0.342020143,-0.258819045,-0.965925826,0.0,1.0,68.0,1.236661183,5.26394771,1,2638.5296,113.24310976057313,2525.2864902394267,2525.2864902394267,어음풍력
4.2,1.5,18.4,27.0,52.0,10.9,8.3,1007.2,0.342020143,0.939692621,0.866025404,-0.5,0.866025404,-0.5,68.0,1.198529665,8.458984798,2,4025.6048,1528.735340473184,2496.869459526816,2496.869459526816,어음풍력
4.2,0.7,27.1,12.166999999999998,78.0,27.9,22.9,1007.6,-0.766044443,-0.64278761,0.866025404,0.5,1.22e-16,-1.0,68.0,1.156818565,20.46025978,3,3432.0608,940.3885365126444,2491.672263487356,2491.672263487356,어음풍력
4.2,1.5,22.5,6.858999999999999,57.0,15.5,13.5,1012.4,-2.45e-16,1.0,-0.866025404,-0.5,0.866025404,-0.5,68.0,1.186017598,11.72425522,2,3824.7888,1372.5337444040342,2452.2550555959656,2452.2550555959656,어음풍력
4.2,0.8,29.9,5.832000000000001,74.0,31.1,24.7,1006.9,1.0,6.12e-17,0.866025404,-0.5,-0.5,-0.866025404,68.0,1.14390927,22.69732,3,2557.0944,117.17936844463111,2439.915031555369,2439.915031555369,어음풍력
3.0,16.36687201,17.2,91.125,84.0,16.4,14.4,1002.2,0.766044443,0.64278761,-0.258819045,-0.965925826,1.0,6.12e-17,45.0,1.195001184,12.40706643,2,2980.8,585.0069170375646,2395.7930829624356,2395.7930829624356,한경풍력
4.2,0.7,28.1,0.0010000000000000002,78.0,29.5,23.8,1007.4,0.0,1.0,0.258819045,0.965925826,1.22e-16,-1.0,68.0,1.152009875,21.62221725,3,240.6544,2622.4535125849943,-2381.7991125849944,2381.7991125849944,어음풍력
4.2,1.5,15.1,10.648000000000003,52.0,8.9,5.3,1010.1,1.22e-16,-1.0,0.258819045,0.965925826,0.866025404,-0.5,68.0,1.216706047,6.936851121,2,4031.272,1661.3456365223974,2369.9263634776025,2369.9263634776025,어음풍력
4.2,0.1,16.3,29.791000000000004,81.0,15.0,13.0,1019.7,0.939692621,-0.342020143,0.5,-0.866025404,-0.5,0.866025404,68.0,1.220448439,11.35570258,1,3131.0496,767.9374695222359,2363.112130477764,2363.112130477764,어음풍력
4.2,1.0,16.7,29.791000000000004,88.0,16.6,14.6,1016.8,1.0,6.12e-17,1.22e-16,-1.0,-0.866025404,0.5,68.0,1.214498743,12.58311454,0,3088.7248,749.0667429959576,2339.6580570040423,2339.6580570040423,어음풍력
4.2,1.5,16.1,2.7439999999999993,57.0,10.4,7.5,1011.2,-0.342020143,-0.939692621,-0.5,0.866025404,1.0,6.12e-17,68.0,1.213139484,8.041000992,2,3941.6384,1607.9532371314708,2333.685162868529,2333.685162868529,어음풍력
4.2,1.3,13.8,64.0,90.0,14.1,12.1,1006.0,0.766044443,0.64278761,0.0,1.0,0.866025404,0.5,68.0,1.214820934,10.77592586,2,3914.1312,1589.1847917866253,2324.9464082133745,2324.9464082133745,어음풍력
4.2,1.5,23.1,9.261000000000001,52.0,14.6,12.6,1013.2,-2.45e-16,1.0,-0.5,-0.866025404,0.866025404,-0.5,68.0,1.184928347,11.12337374,2,3285.184,1026.8810680295574,2258.302931970443,2258.302931970443,어음풍력
4.2,0.2,5.4,39.303999999999995,55.0,4.9,-2.9,1026.2,-0.342020143,0.939692621,0.5,-0.866025404,0.0,1.0,68.0,1.281095697,3.957336632,1,3845.8896,1612.763198199682,2233.126401800318,2233.126401800318,어음풍력
4.2,1.0,16.0,64.0,41.0,7.4,2.7,1020.2,0.342020143,0.939692621,-0.866025404,-0.5,-0.866025404,0.5,68.0,1.225756508,5.848026281,0,3900.232,1696.5997144982684,2203.6322855017315,2203.6322855017315,어음풍력
4.2,1.5,18.0,21.951999999999995,85.0,17.5,15.4,1007.2,0.766044443,0.64278761,0.707106781,0.707106781,0.866025404,-0.5,68.0,1.197221203,13.1606174,2,3507.5264,1324.8463484291242,2182.680051570876,2182.680051570876,어음풍력
4.2,0.5,20.6,85.18400000000003,56.0,13.6,11.5,1017.0,0.766044443,0.64278761,-0.5,-0.866025404,0.866025404,-0.5,68.0,1.200017723,10.32836866,2,2544.192,368.48936058790423,2175.702639412096,2175.702639412096,어음풍력
4.2,1.5,17.8,3.375,84.0,17.0,15.0,1007.0,1.0,6.12e-17,0.866025404,0.5,0.866025404,-0.5,68.0,1.197996195,12.85979216,2,3535.8848,1360.777041312489,2175.107758687511,2175.107758687511,어음풍력
4.2,1.5,20.2,2.7439999999999993,71.0,16.7,14.7,1010.6,0.342020143,0.939692621,0.707106781,0.707106781,0.866025404,-0.5,68.0,1.192609253,12.6348709,2,4007.3824,1841.3886707821512,2165.993729217849,2165.993729217849,어음풍력
4.2,0.9,28.0,19.683000000000003,84.0,31.7,25.0,1009.1,1.0,6.12e-17,0.0,1.0,-0.866025404,-0.5,68.0,1.15344245,23.06684451,0,3123.344,960.6154527610634,2162.7285472389367,2162.7285472389367,어음풍력
4.2,1.4,17.8,9.261000000000001,45.0,9.1,5.6,1014.8,0.939692621,0.342020143,-1.0,-1.84e-16,1.0,6.12e-17,68.0,1.210930784,7.116856186,2,3320.4752,1158.814395101741,2161.660804898259,2161.660804898259,어음풍력
4.2,0.3,12.2,216.0,49.0,6.9,1.7,1023.6,0.939692621,0.342020143,-0.258819045,-0.965925826,0.5,0.866025404,68.0,1.246457298,5.483863894,1,3258.9984,1101.2168787812698,2157.78152121873,2157.78152121873,어음풍력
4.2,1.1,16.5,2.197,81.0,15.2,13.2,1011.2,-0.342020143,0.939692621,0.0,1.0,-0.866025404,0.5,68.0,1.209295068,11.49338217,0,3768.2624,1624.2880031695531,2143.974396830447,2143.974396830447,어음풍력
4.2,0.7,26.4,32.76800000000001,82.0,28.1,23.0,1001.1,-0.342020143,-0.939692621,0.866025404,0.5,1.22e-16,-1.0,68.0,1.151854116,20.63385612,3,3626.112,1490.2564357858173,2135.855564214183,2135.855564214183,어음풍력
4.2,1.4,13.0,4.912999999999999,65.0,9.7,6.5,1012.6,0.939692621,-0.342020143,0.707106781,-0.707106781,1.0,6.12e-17,68.0,1.228306115,7.534189259,2,2988.7536,863.7869661663135,2124.9666338336865,2124.9666338336865,어음풍력
3.0,16.29021218,11.0,27.0,98.0,12.8,10.6,1001.6,0.939692621,0.342020143,-0.5,0.866025404,0.866025404,0.5,45.0,1.222016082,9.814380664,2,2620.8,529.1182327555725,2091.6817672444276,2091.6817672444276,한경풍력
4.2,1.4,11.5,1.0,75.0,10.2,7.2,1013.5,-0.342020143,-0.939692621,0.866025404,-0.5,1.0,6.12e-17,68.0,1.235675854,7.859146067,2,3578.2208,1508.7982530603185,2069.4225469396815,2069.4225469396815,어음풍력
4.2,0.4,15.1,42.875,86.0,14.7,12.7,1004.0,0.342020143,0.939692621,1.22e-16,-1.0,0.866025404,0.5,68.0,1.206669828,11.17612368,2,4010.5296,1941.4146924812812,2069.1149075187186,2069.1149075187186,어음풍력
3.0,12.43258042,17.5,97.33599999999998,76.0,15.2,13.2,1001.4,-0.342020143,0.939692621,-0.5,-0.866025404,0.866025404,-0.5,45.0,1.19339033,11.48863406,2,2147.2,90.95930924906861,2056.240690750931,2056.240690750931,한경풍력
4.2,0.8,29.2,0.3429999999999999,82.0,33.2,25.8,1006.5,0.939692621,0.342020143,-0.258819045,0.965925826,-0.5,-0.866025404,68.0,1.145222842,24.07935903,3,2673.16,619.0472004537587,2054.112799546241,2054.112799546241,어음풍력
4.2,1.4,15.1,5.832000000000001,59.0,10.1,7.1,1012.5,-2.45e-16,1.0,0.5,-0.866025404,1.0,6.12e-17,68.0,1.219058169,7.819262239,2,2769.6928,740.0942434042227,2029.5985565957772,2029.5985565957772,어음풍력
3.0,7.348391513,5.8,7077.887999999999,59.0,5.4,-1.6,998.4,-0.342020143,0.939692621,0.866025404,-0.5,1.0,6.12e-17,45.0,1.244300599,4.342583426,2,80.0,2101.845950493356,-2021.8459504933562,2021.8459504933562,한경풍력
4.2,0.9,28.1,21.951999999999995,81.0,30.7,24.5,1006.1,0.342020143,0.939692621,-0.258819045,0.965925826,-0.866025404,-0.5,68.0,1.150007795,22.40897985,0,3904.5664,1887.7562935296446,2016.8101064703555,2016.8101064703555,어음풍력
3.0,9.963039014,16.3,125.0,92.0,16.9,14.9,1005.6,0.766044443,0.64278761,-0.5,-0.866025404,-0.866025404,0.5,45.0,1.202551354,12.81221739,0,2816.4,799.818282506516,2016.5817174934841,2016.5817174934841,한경풍력
4.2,0.8,29.4,24.389,79.0,32.2,25.3,1006.3,0.939692621,0.342020143,0.965925826,-0.258819045,-0.5,-0.866025404,68.0,1.144602741,23.49923287,3,2284.6208,278.8973357155337,2005.7234642844664,2005.7234642844664,어음풍력
4.2,0.8,31.4,1.7279999999999998,68.0,31.1,24.7,1006.8,0.342020143,0.939692621,0.707106781,-0.707106781,-0.5,-0.866025404,68.0,1.138143012,22.71778765,3,2613.0048,609.3359304049518,2003.6688695950484,2003.6688695950484,어음풍력
4.2,0.7,30.1,15.625,70.0,29.8,24.0,1007.9,-0.939692621,0.342020143,0.707106781,-0.707106781,1.22e-16,-1.0,68.0,1.14488838,21.76867012,3,3198.1152,1195.7894980838464,2002.3257019161538,2002.3257019161538,어음풍력
4.2,1.3,14.7,17.576,43.0,7.2,2.2,1020.8,0.939692621,0.342020143,-0.5,-0.866025404,0.0,1.0,68.0,1.23213849,5.653293842,1,2821.8848,824.6262152930722,1997.2585847069276,1997.2585847069276,어음풍력
4.2,1.5,19.3,15.625,73.0,16.3,14.3,1008.9,0.342020143,0.939692621,0.5,-0.866025404,1.0,6.12e-17,68.0,1.194463966,12.30446116,2,4026.2544,2033.2663406509673,1992.9880593490325,1992.9880593490325,어음풍력
4.2,0.4,13.3,10.648000000000003,85.0,12.9,10.8,1005.4,-0.939692621,0.342020143,0.5,-0.866025404,0.866025404,0.5,68.0,1.216771515,9.897858357,2,4017.5968,2024.7849612453138,1992.811838754686,1992.811838754686,어음풍력
4.2,0.3,6.5,19.683000000000003,68.0,6.6,1.0,1026.4,1.22e-16,-1.0,0.258819045,0.965925826,0.5,0.866025404,68.0,1.275529788,5.201505649,1,4020.464,2028.8321415647515,1991.6318584352484,1991.6318584352484,어음풍력
4.2,0.4,18.4,74.08800000000001,77.0,16.2,14.2,1008.5,1.0,6.12e-17,-0.5,-0.866025404,1.0,6.12e-17,68.0,1.197694741,12.2720009,2,2817.8192,828.1812643324083,1989.6379356675916,1989.6379356675916,어음풍력
3.0,10.50787132,18.0,35.937,90.0,18.5,16.3,997.5,0.766044443,0.64278761,-0.5,0.866025404,0.5,-0.866025404,45.0,1.185148364,13.8930825,3,2173.2,185.8866917566338,1987.313308243366,1987.313308243366,한경풍력
4.2,0.7,27.0,6.858999999999999,89.0,31.7,25.0,1005.0,-0.939692621,-0.342020143,0.866025404,-0.5,1.22e-16,-1.0,68.0,1.152537325,23.05486469,3,3814.72,1835.095876913576,1979.6241230864239,1979.6241230864239,어음풍력
4.2,1.5,21.2,0.06400000000000002,82.0,20.5,17.9,1011.5,0.0,1.0,0.965925826,0.258819045,0.866025404,-0.5,68.0,1.18790652,15.35130912,2,291.9168,2260.6626264793085,-1968.7458264793086,1968.7458264793086,어음풍력
4.2,1.2,5.9,42.875,51.0,4.8,-3.4,1022.7,-2.45e-16,1.0,0.965925826,0.258819045,0.0,1.0,68.0,1.274523936,3.806943489,1,3181.0912,1225.711066609656,1955.3801333903439,1955.3801333903439,어음풍력
4.2,0.7,26.8,125.0,78.0,27.4,22.6,1007.3,-0.766044443,-0.64278761,1.0,6.12e-17,1.22e-16,-1.0,68.0,1.157842005,20.12234994,3,356.5744,2309.9035918459667,-1953.3291918459668,1953.3291918459668,어음풍력
4.2,1.0,17.9,91.125,69.0,14.1,12.1,1016.1,0.342020143,0.939692621,1.0,6.12e-17,-0.866025404,0.5,68.0,1.20981891,10.73636086,0,3244.0016,1293.6222920598811,1950.379307940119,1950.379307940119,어음풍력
4.2,0.7,26.3,50.653000000000006,88.0,30.0,24.1,1004.3,-0.342020143,-0.939692621,1.0,6.12e-17,1.22e-16,-1.0,68.0,1.155131859,21.93833924,3,341.4432,2288.782721479274,-1947.3395214792743,1947.3395214792743,어음풍력
3.0,9.963039014,17.9,103.82300000000001,88.0,17.9,15.8,1005.4,0.766044443,0.64278761,0.258819045,-0.965925826,-0.866025404,0.5,45.0,1.195249612,13.51965892,0,2691.2,756.270890859043,1934.9291091409568,1934.9291091409568,한경풍력
4.2,1.3,9.9,54.87199999999999,76.0,9.2,5.8,1017.4,0.939692621,0.342020143,0.258819045,0.965925826,0.5,0.866025404,68.0,1.247882255,7.194452755,1,3246.9136,1314.1013517538377,1932.8122482461622,1932.8122482461622,어음풍력
3.0,16.75017112,24.1,50.653000000000006,82.0,24.6,20.8,1002.8,0.342020143,0.939692621,-0.866025404,0.5,-0.866025404,-0.5,45.0,1.164360072,18.1304164,0,2378.4,446.6827459629858,1931.7172540370143,1931.7172540370143,한경풍력
4.2,0.6,24.6,2.7439999999999993,66.0,20.4,17.8,1004.4,-2.45e-16,1.0,-0.258819045,-0.965925826,0.866025404,-0.5,68.0,1.166133904,15.18442284,2,4002.1968,2075.68736404262,1926.50943595738,1926.50943595738,어음풍력
4.2,0.7,22.7,0.7290000000000001,87.0,24.0,20.4,1004.9,1.0,6.12e-17,1.0,6.12e-17,0.5,-0.866025404,68.0,1.172617211,17.70420158,3,2628.08,711.6695589797673,1916.4104410202326,1916.4104410202326,어음풍력
4.2,1.5,18.4,1.3310000000000004,83.0,17.5,15.4,1006.4,1.0,6.12e-17,0.866025404,0.5,0.866025404,-0.5,68.0,1.194612275,13.17639491,2,3865.9824,1957.5034395068287,1908.4789604931711,1908.4789604931711,어음풍력
4.2,0.3,6.6,15.625,70.0,6.8,1.5,1025.7,0.342020143,-0.939692621,0.707106781,0.707106781,0.5,0.866025404,68.0,1.274089016,5.381483488,1,4020.1392,2113.252430688648,1906.886769311352,1906.886769311352,어음풍력
4.2,0.8,29.3,0.7290000000000001,80.0,32.4,25.4,1002.8,1.0,6.12e-17,0.258819045,0.965925826,-0.5,-0.866025404,68.0,1.140853533,23.65153909,3,2548.9072,649.2353367728065,1899.6718632271936,1899.6718632271936,어음풍력
3.0,10.11088296,5.2,274.625,53.0,4.7,-3.6,1015.4,0.342020143,0.939692621,0.965925826,-0.258819045,0.0,1.0,45.0,1.268615246,3.770654571,1,2933.6,1040.307451126224,1893.292548873776,1893.292548873776,한경풍력
4.2,0.7,30.0,74.08800000000001,67.0,28.3,23.1,1007.0,-0.939692621,-0.342020143,0.866025404,-0.5,1.22e-16,-1.0,68.0,1.144859498,20.77115837,3,403.1776,2292.3491647656483,-1889.1715647656483,1889.1715647656483,어음풍력
4.2,0.4,13.2,185.193,87.0,13.1,11.0,1004.8,1.0,6.12e-17,0.258819045,0.965925826,0.866025404,0.5,68.0,1.216365833,10.05614911,2,3812.088,1943.9941663588688,1868.0938336411314,1868.0938336411314,어음풍력
4.2,0.3,14.4,91.125,42.0,6.9,1.6,1017.7,0.64278761,-0.766044443,1.22e-16,-1.0,0.866025404,0.5,68.0,1.229806536,5.427993999,2,2426.76,565.9370469311252,1860.822953068875,1860.822953068875,어음풍력
4.2,0.4,9.7,328.50900000000007,39.0,4.7,-3.6,1021.7,-0.342020143,0.939692621,1.22e-16,-1.0,0.866025404,0.5,68.0,1.256189974,3.773058186,2,561.9824,2421.917461637815,-1859.9350616378151,1859.9350616378151,어음풍력
4.2,1.6,23.1,79.50699999999999,76.0,21.4,18.6,1003.2,0.939692621,0.342020143,0.258819045,-0.965925826,0.866025404,-0.5,68.0,1.170154616,15.9371171,2,6.944,1860.6198998620384,-1853.6758998620385,1853.6758998620385,어음풍력
3.0,8.807665982,20.9,27.0,62.0,15.3,13.3,1007.1,0.342020143,0.939692621,0.5,0.866025404,-0.866025404,-0.5,45.0,1.186287246,11.57488333,0,2065.0,245.62423177645542,1819.3757682235446,1819.3757682235446,한경풍력
4.2,1.2,6.4,97.33599999999998,48.0,4.6,-3.8,1022.9,-0.64278761,0.766044443,0.965925826,-0.258819045,0.0,1.0,68.0,1.272551047,3.713830019,1,3045.7504,1226.458408227947,1819.2919917720528,1819.2919917720528,어음풍력
4.2,1.5,22.9,35.937,60.0,16.7,14.7,1006.6,-2.45e-16,1.0,-0.5,-0.866025404,1.0,6.12e-17,68.0,1.177047764,12.59398133,2,4026.7584,2214.3052224773564,1812.4531775226437,1812.4531775226437,어음풍력
4.2,1.3,10.0,46.656000000000006,73.0,8.9,5.3,1017.9,0.939692621,-0.342020143,0.0,1.0,0.5,0.866025404,68.0,1.248198972,6.968993027,1,2919.9296,1108.2882454356586,1811.6413545643413,1811.6413545643413,어음풍력
4.2,0.8,31.5,91.125,65.0,30.0,24.1,1005.7,0.342020143,0.939692621,-0.258819045,-0.965925826,-0.866025404,-0.5,68.0,1.137034259,21.88465923,0,4.1664,1805.7140921051614,-1801.5476921051613,1801.5476921051613,어음풍력
4.2,1.3,2.0,175.61599999999996,65.0,4.6,-3.9,1020.6,-0.64278761,0.766044443,0.866025404,-0.5,0.5,0.866025404,68.0,1.29000058,3.694453004,1,376.1408,2169.805967009568,-1793.665167009568,1793.665167009568,어음풍력
4.2,1.5,15.0,12.166999999999998,52.0,8.8,5.2,1008.8,0.64278761,-0.766044443,1.0,6.12e-17,0.866025404,-0.5,68.0,1.215582751,6.894713861,2,4030.656,2251.151716415654,1779.504283584346,1779.504283584346,어음풍력
4.2,0.7,32.0,50.653000000000006,65.0,30.7,24.5,1009.4,0.766044443,0.64278761,1.22e-16,-1.0,1.22e-16,-1.0,68.0,1.139021513,22.47847402,3,406.1008,2183.744217363914,-1777.6434173639138,1777.6434173639138,어음풍력
4.2,1.0,19.1,64.0,87.0,19.1,16.8,1006.6,0.939692621,0.342020143,0.866025404,0.5,-0.866025404,0.5,68.0,1.191236956,14.35974111,0,4060.2128,2282.995422555461,1777.2173774445387,1777.2173774445387,어음풍력
4.2,0.5,18.2,19.683000000000003,46.0,9.5,6.3,1005.4,0.939692621,0.342020143,0.866025404,0.5,1.0,6.12e-17,68.0,1.19782857,7.441829569,2,0.0,1773.3205778597621,-1773.3205778597621,1773.3205778597621,어음풍력
4.2,0.7,27.9,17.576,77.0,28.8,23.4,1009.5,0.766044443,0.64278761,0.258819045,-0.965925826,1.22e-16,-1.0,68.0,1.155520322,21.12563791,3,0.0,1772.1085926147061,-1772.1085926147061,1772.1085926147061,어음풍력
4.2,1.5,18.3,592.7040000000001,79.0,16.5,14.5,1002.7,-0.939692621,-0.342020143,0.5,0.866025404,0.866025404,-0.5,68.0,1.19102902,12.49948128,2,328.2048,2088.523405086333,-1760.3186050863328,1760.3186050863328,어음풍력
4.2,0.3,11.1,262.14400000000006,52.0,6.8,1.5,1025.3,0.939692621,-0.342020143,0.258819045,-0.965925826,0.5,0.866025404,68.0,1.253406886,5.415626927,1,0.0112,1760.3165296891239,-1760.305329689124,1760.305329689124,어음풍력
4.2,0.8,33.8,59.318999999999996,60.0,31.5,24.9,1004.9,0.766044443,0.64278761,-0.866025404,-0.5,-0.5,-0.866025404,68.0,1.126948703,22.92712667,3,2057.6752,305.89662189770024,1751.7785781023,1751.7785781023,어음풍력
2.0,20.3613963,27.8,2.197,75.0,27.9,22.9,997.7,-0.939692621,-0.342020143,0.866025404,-0.5,-0.5,-0.866025404,40.0,1.14264576,20.49230375,3,1968.0,218.97945432654524,1749.0205456734548,1749.0205456734548,성산풍력
4.2,1.4,21.0,226.98099999999997,24.0,6.0,-0.3,1002.7,-0.939692621,-0.342020143,-0.965925826,0.258819045,0.866025404,0.5,68.0,1.184859289,4.734262001,2,2789.9536,1041.5067906687036,1748.4468093312962,1748.4468093312962,어음풍력
4.2,0.5,18.6,0.7290000000000001,68.0,14.5,12.5,1014.0,0.766044443,0.64278761,-0.707106781,0.707106781,0.866025404,-0.5,68.0,1.204218413,11.03833046,2,3413.9728,1666.9782584990608,1746.9945415009392,1746.9945415009392,어음풍력
4.2,1.6,19.8,4.096000000000001,68.0,15.7,13.7,1013.9,-0.342020143,0.939692621,-0.965925826,0.258819045,0.866025404,-0.5,68.0,1.198658113,11.84747355,2,0.0,1738.871553190751,-1738.871553190751,1738.871553190751,어음풍력
4.2,1.4,17.8,35.937,70.0,14.2,12.2,999.8,-2.45e-16,1.0,-0.866025404,0.5,0.866025404,0.5,68.0,1.190665799,10.81913225,2,4064.312,2329.2818701615906,1735.0301298384093,1735.0301298384093,어음풍력
2.0,18.5927447,20.5,29.791000000000004,65.0,15.6,13.6,1007.1,-0.766044443,-0.64278761,-0.866025404,-0.5,0.866025404,-0.5,40.0,1.187746188,11.82615608,2,1955.333333,223.08690390485572,1732.2464290951443,1732.2464290951443,성산풍력
3.0,11.35660507,17.2,59.318999999999996,66.0,12.9,10.7,999.4,-0.342020143,0.939692621,1.22e-16,-1.0,1.0,6.12e-17,45.0,1.193242568,9.871954082,2,2133.6,405.7993305195123,1727.8006694804876,1727.8006694804876,한경풍력
4.2,1.5,22.0,68.92099999999998,83.0,21.8,18.9,1009.2,1.0,6.12e-17,1.22e-16,-1.0,0.866025404,-0.5,68.0,1.181391912,16.26409061,2,3235.904,1515.4550426902715,1720.4489573097285,1720.4489573097285,어음풍력
4.2,0.4,12.9,9.261000000000001,49.0,7.3,2.4,1018.5,0.939692621,0.342020143,1.22e-16,-1.0,0.866025404,0.5,68.0,1.237045335,5.727754115,2,2559.4016,839.8092658062815,1719.5923341937187,1719.5923341937187,어음풍력
