설비용량(MW),연식(년),기온(°C),풍속(m/s)_cubed,습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),풍향_sin,풍향_cos,시간_sin,시간_cos,월_sin,월_cos,블레이드,air_density,absolute_humidity,계절_encoded,실제,예측,오차,절대오차,발전구분
2.0,15.93155373,11.3,8.0,40.0,5.4,-1.8,1013.8,-1.0,-1.84e-16,0.258819045,-0.965925826,0.866025404,0.5,40.0,1.239142281,4.276051099,2,1732.0,943.6742523219436,788.3257476780564,788.3257476780564,성산풍력
1.5,19.44695414,8.4,2352.637,60.0,6.6,1.0,1016.1,-0.342020143,0.939692621,1.0,6.12e-17,-0.5,0.866025404,36.0,1.254163173,5.224344973,1,126.5,914.7028224565438,-788.2028224565438,788.2028224565438,한경풍력
3.0,13.2128679,3.5,729.0,67.0,5.3,-2.0,1017.7,0.342020143,0.939692621,0.707106781,-0.707106781,0.5,0.866025404,45.0,1.279034364,4.206361312,1,747.2,1535.3944948572316,-788.1944948572316,788.1944948572316,한경풍력
3.0,11.06639288,20.1,175.61599999999996,59.0,13.8,11.8,1004.7,0.939692621,-0.342020143,-0.5,0.866025404,0.866025404,-0.5,56.0,1.187320599,10.53962633,2,1524.947429,736.7965551824891,788.150873817511,788.150873817511,상명풍력
3.0,10.74332649,5.9,421.875,58.0,5.4,-1.7,1021.0,-0.939692621,0.342020143,-0.965925826,0.258819045,0.0,1.0,56.0,1.27209495,4.300881207,1,1337.368429,549.2393445058842,788.1290844941159,788.1290844941159,상명풍력
2.0,13.46475017,25.2,6.858999999999999,99.0,31.7,25.0,1002.3,1.22e-16,-1.0,1.0,6.12e-17,-0.866025404,-0.5,40.0,1.15633911,23.06145497,0,1532.25,744.130592279369,788.119407720631,788.119407720631,성산풍력
2.0,12.38877481,7.7,2.197,56.0,5.9,-0.5,1021.4,-0.766044443,-0.64278761,0.5,-0.866025404,0.5,0.866025404,40.0,1.26420441,4.67753808,1,1662.5,874.6722328802571,787.8277671197429,787.8277671197429,성산풍력
4.2,0.5,22.5,6.858999999999999,44.0,11.9,9.6,1015.1,0.766044443,0.64278761,0.707106781,-0.707106781,0.866025404,-0.5,68.0,1.190776675,9.173331584,2,364.9856,1152.733266567986,-787.747666567986,787.747666567986,어음풍력
2.0,18.69952088,10.3,8.0,54.0,6.7,1.3,1017.4,0.342020143,-0.939692621,-0.965925826,0.258819045,-0.5,0.866025404,40.0,1.247284202,5.336684779,1,1788.75,1001.1054152550932,787.6445847449068,787.6445847449068,성산풍력
2.0,17.12251882,18.8,3.375,99.0,21.4,18.6,1002.6,-1.0,-1.84e-16,0.866025404,-0.5,0.866025404,-0.5,40.0,1.186675148,15.94487181,2,1571.0,783.4917418184341,787.5082581815659,787.5082581815659,성산풍력
2.0,17.7522245,0.8,2.197,66.0,4.3,-4.8,1018.8,-0.939692621,0.342020143,1.0,6.12e-17,-0.5,0.866025404,40.0,1.293513042,3.454159897,1,1986.5,1199.0082103847526,787.4917896152474,787.4917896152474,성산풍력
2.0,23.4825462,13.4,32.76800000000001,64.0,9.8,6.7,1006.5,0.342020143,0.939692621,0.866025404,-0.5,0.866025404,0.5,40.0,1.219127761,7.610145983,2,1215.5,428.0713242092752,787.4286757907248,787.4286757907248,성산풍력
2.0,18.09445585,18.1,42.875,59.0,12.2,9.9,1006.9,1.22e-16,-1.0,0.866025404,-0.5,0.866025404,-0.5,40.0,1.19884126,9.36642512,2,1577.75,790.3303268596646,787.4196731403354,787.4196731403354,성산풍력
3.0,16.92265572,16.5,1191.0159999999998,61.0,11.4,8.9,1010.7,-2.45e-16,1.0,-0.707106781,0.707106781,-0.866025404,0.5,45.0,1.210399299,8.78441843,0,2131.2,1343.7967840922938,787.403215907706,787.403215907706,한경풍력
2.0,16.63244353,13.2,2.197,62.0,9.3,6.0,1014.0,-0.64278761,0.766044443,-0.965925826,0.258819045,-0.866025404,0.5,40.0,1.229301783,7.293804014,0,1428.75,641.3638222217269,787.3861777782731,787.3861777782731,성산풍력
2.0,14.49965777,17.1,24.389,100.0,19.4,17.0,999.7,-1.0,-1.84e-16,-0.5,0.866025404,1.0,6.12e-17,40.0,1.191044926,14.54855906,2,1915.833333,1128.4960612602008,787.3372717397992,787.3372717397992,성산풍력
3.0,9.075975359,9.1,1295.0290000000002,62.0,7.1,2.1,1008.4,-0.64278761,0.766044443,0.707106781,-0.707106781,-0.5,0.866025404,45.0,1.241291634,5.636661021,1,683.8,1471.0090566238505,-787.2090566238505,787.2090566238505,한경풍력
2.0,15.11019849,12.9,2.7439999999999993,76.0,11.2,8.7,1017.6,-2.45e-16,1.0,0.707106781,0.707106781,-0.866025404,0.5,40.0,1.234101123,8.68398773,0,1102.166667,315.0623648374167,787.1043021625833,787.1043021625833,성산풍력
3.0,15.6386037,31.0,132.65099999999998,73.0,32.6,25.5,999.4,-1.0,-1.84e-16,-0.965925826,-0.258819045,1.22e-16,-1.0,45.0,1.130495997,23.77966733,3,807.4,20.443952638917835,786.9560473610821,786.9560473610821,한경풍력
4.2,1.4,20.0,10.648000000000003,72.0,16.7,14.7,997.7,-0.939692621,0.342020143,0.258819045,-0.965925826,0.866025404,0.5,68.0,1.178080803,12.65443701,2,848.96,1635.911132767098,-786.951132767098,786.951132767098,어음풍력
2.0,17.13073238,13.5,0.7290000000000001,77.0,11.9,9.5,1008.5,0.64278761,-0.766044443,0.866025404,-0.5,-0.866025404,0.5,40.0,1.22018011,9.124506862,0,1995.666667,1208.7174217559877,786.9492452440122,786.9492452440122,성산풍력
2.0,16.64887064,18.1,0.125,99.0,20.5,17.9,1014.0,1.22e-16,-1.0,-0.258819045,0.965925826,-0.866025404,0.5,40.0,1.203579945,15.296807,0,1995.5,1208.7352321298386,786.7647678701614,786.7647678701614,성산풍력
2.0,21.32238193,8.5,0.3429999999999999,78.0,8.6,4.8,1015.9,-2.45e-16,1.0,-0.5,0.866025404,0.0,1.0,40.0,1.25251596,6.743290467,1,1364.833333,578.23055747342,786.60277552658,786.60277552658,성산풍력
3.0,16.79671458,24.6,287.496,92.0,28.4,23.2,993.5,0.342020143,0.939692621,1.0,6.12e-17,-0.866025404,-0.5,45.0,1.14982462,20.79872322,0,345.6,1132.1583462176495,-786.5583462176495,786.5583462176495,한경풍력
2.0,13.60985626,17.0,1.7279999999999998,95.0,18.3,16.1,1002.7,0.939692621,0.342020143,0.866025404,-0.5,0.866025404,-0.5,40.0,1.195552675,13.77556421,2,1474.666667,688.2456379783325,786.4210290216674,786.4210290216674,성산풍력
2.0,18.24229979,5.5,10.648000000000003,48.0,4.3,-4.6,1025.2,0.766044443,0.64278761,-0.258819045,-0.965925826,-0.5,0.866025404,40.0,1.279668215,3.500937538,1,1363.166667,576.7768578871037,786.3898091128963,786.3898091128963,성산풍력
2.0,17.15811088,23.0,50.653000000000006,79.0,22.1,19.1,1003.7,-0.766044443,-0.64278761,-0.258819045,-0.965925826,0.866025404,-0.5,40.0,1.170820909,16.43820635,2,1030.0,243.64141329861013,786.3585867013899,786.3585867013899,성산풍력
2.0,12.47638604,12.2,21.951999999999995,69.0,9.7,6.6,1006.5,-0.939692621,0.342020143,0.707106781,0.707106781,0.866025404,0.5,40.0,1.224269928,7.586515333,2,88.16666667,874.2438635487306,-786.0771968787305,786.0771968787305,성산풍력
3.0,8.952772074,13.1,1157.625,60.0,9.0,5.4,1017.1,-0.342020143,0.939692621,1.22e-16,-1.0,-0.866025404,0.5,45.0,1.233670751,7.026932376,0,900.6,1686.50851552753,-785.9085155275301,785.9085155275301,한경풍력
3.0,17.28678987,10.2,79.50699999999999,59.0,7.3,2.5,1016.3,0.766044443,0.64278761,-0.866025404,0.5,0.866025404,0.5,45.0,1.246103901,5.767562494,2,1110.4,324.6968168694002,785.7031831305999,785.7031831305999,한경풍력
2.0,14.40383299,27.1,1.7279999999999998,97.0,34.6,26.5,1003.4,-0.342020143,-0.939692621,0.258819045,0.965925826,-0.5,-0.866025404,40.0,1.148956463,25.15169856,3,1280.75,495.0752631937212,785.6747368062788,785.6747368062788,성산풍력
3.0,8.093086927,5.6,912.6729999999998,63.0,5.7,-0.9,1009.8,-0.64278761,0.766044443,-0.965925826,0.258819045,0.0,1.0,45.0,1.259304206,4.560996811,1,2507.6,1722.0027082719607,785.5972917280392,785.5972917280392,한경풍력
2.0,12.76659822,12.0,6.858999999999999,69.0,9.6,6.4,1014.5,1.22e-16,-1.0,-0.5,-0.866025404,0.0,1.0,40.0,1.234961528,7.492464912,1,1747.0,961.484970549267,785.515029450733,785.515029450733,성산풍력
2.0,18.46954141,11.3,1.7279999999999998,69.0,9.2,5.8,1009.8,-0.342020143,-0.939692621,0.965925826,-0.258819045,0.866025404,0.5,40.0,1.232446856,7.171237023,2,1752.166667,966.8248383152531,785.3418286847468,785.3418286847468,성산풍력
2.0,14.67761807,13.7,21.951999999999995,46.0,7.2,2.2,1013.4,-1.0,-1.84e-16,-0.258819045,-0.965925826,-0.5,0.866025404,40.0,1.227438047,5.66803908,1,1546.0,760.7541931551241,785.2458068448759,785.2458068448759,성산풍력
2.0,17.16906229,25.0,0.5120000000000001,95.0,30.0,24.1,1004.2,-0.342020143,-0.939692621,-0.866025404,-0.5,0.5,-0.866025404,40.0,1.160060597,21.9298529,3,1078.0,292.77948283281876,785.2205171671812,785.2205171671812,성산풍력
2.0,18.98699521,13.3,5.832000000000001,47.0,7.2,2.2,1012.2,0.939692621,0.342020143,-0.707106781,0.707106781,0.866025404,0.5,40.0,1.227707687,5.643817761,2,1572.5,787.2859169281146,785.2140830718854,785.2140830718854,성산풍력
4.2,1.3,2.5,50.653000000000006,56.0,4.1,-5.4,1028.3,0.342020143,0.939692621,1.0,6.12e-17,0.5,0.866025404,68.0,1.297627048,3.317721167,1,2402.5008,1617.4413428699481,785.0594571300517,785.0594571300517,어음풍력
4.2,1.4,19.5,39.303999999999995,50.0,11.2,8.7,1008.0,-1.0,-1.84e-16,-1.0,-1.84e-16,0.866025404,0.5,68.0,1.194828878,8.697515493,2,1727.096,942.0524186526309,785.0435813473691,785.0435813473691,어음풍력
4.2,1.2,6.5,117.64900000000003,44.0,4.2,-4.9,1024.6,-0.64278761,0.766044443,1.22e-16,-1.0,0.0,1.0,68.0,1.274381002,3.442028163,1,853.4512,1638.3183420745772,-784.8671420745773,784.8671420745773,어음풍력
2.0,16.5284052,13.7,2.197,60.0,9.3,6.0,1004.0,0.342020143,0.939692621,0.258819045,0.965925826,1.0,6.12e-17,40.0,1.215015186,7.292080735,2,1917.666667,1132.8808571898844,784.7858098101156,784.7858098101156,성산풍력
2.0,19.59753593,11.4,2.197,73.0,9.8,6.7,1016.3,-2.45e-16,1.0,0.965925826,0.258819045,-0.866025404,0.5,40.0,1.23969385,7.612431795,0,1280.25,495.5731375827163,784.6768624172837,784.6768624172837,성산풍력
2.0,13.61533196,15.1,97.33599999999998,90.0,15.4,13.4,995.5,0.766044443,0.64278761,0.258819045,-0.965925826,0.866025404,-0.5,40.0,1.196083549,11.66819387,2,241.3333333,1025.862567339631,-784.5292340396309,784.5292340396309,성산풍력
2.0,21.04312115,12.9,1.0,62.0,9.2,5.7,1015.4,0.342020143,0.939692621,0.965925826,0.258819045,-1.0,-1.84e-16,40.0,1.232380101,7.159601369,0,1329.0,544.4949188322935,784.5050811677065,784.5050811677065,성산풍력
2.0,12.55304586,9.7,0.7290000000000001,77.0,9.2,5.8,1009.5,1.0,6.12e-17,0.5,0.866025404,1.0,6.12e-17,40.0,1.239036073,7.192195969,2,1999.0,1214.5375441142241,784.4624558857759,784.4624558857759,성산풍력
2.0,22.56536619,19.2,15.625,25.0,5.6,-1.3,1008.5,-0.939692621,0.342020143,-0.866025404,-0.5,1.0,6.12e-17,40.0,1.199249165,4.428647834,2,0.0,784.2941383536672,-784.2941383536672,784.2941383536672,성산풍력
2.0,17.28678987,21.2,15.625,94.0,23.5,20.1,996.6,-0.939692621,-0.342020143,0.5,0.866025404,1.22e-16,-1.0,40.0,1.168920978,17.47180428,3,1479.0,694.7932437867275,784.2067562132725,784.2067562132725,성산풍력
2.0,9.875427789,9.0,8.0,68.0,7.7,3.3,1016.4,0.342020143,-0.939692621,-0.258819045,-0.965925826,0.5,0.866025404,40.0,1.251310364,6.113469582,1,0.0,784.1907923128165,-784.1907923128165,784.1907923128165,성산풍력
3.0,12.85147159,17.2,314.43199999999996,67.0,13.1,11.0,1009.7,0.939692621,0.342020143,1.0,6.12e-17,-1.0,-1.84e-16,45.0,1.205511903,10.01367741,0,1732.8,948.621002703032,784.178997296968,784.178997296968,한경풍력
3.0,18.84188912,23.7,35.937,62.0,18.1,15.9,1013.0,0.64278761,-0.766044443,-0.5,-0.866025404,-1.0,-1.84e-16,45.0,1.180758385,13.59871164,0,995.6,211.42984299524687,784.1701570047532,784.1701570047532,한경풍력
2.0,15.816564,11.9,2.197,52.0,7.2,2.3,1017.4,1.22e-16,-1.0,0.258819045,-0.965925826,0.0,1.0,40.0,1.240061804,5.694146532,1,1618.0,833.8322390965186,784.1677609034814,784.1677609034814,성산풍력
2.0,15.15947981,20.3,0.21599999999999997,99.0,23.5,20.1,1006.0,1.22e-16,-1.0,-0.5,0.866025404,0.866025404,-0.5,40.0,1.183703768,17.41420218,2,0.0,784.1416281653219,-784.1416281653219,784.1416281653219,성산풍력
3.0,7.597535934,24.0,704.969,95.0,28.3,23.1,1001.5,0.64278761,-0.766044443,-0.5,0.866025404,1.22e-16,-1.0,45.0,1.161574516,20.72413832,3,539.2,1323.2853765022592,-784.0853765022591,784.0853765022591,한경풍력
2.0,17.045859,20.1,46.656000000000006,82.0,19.2,16.9,1011.8,0.766044443,0.64278761,-0.965925826,-0.258819045,-1.0,-1.84e-16,40.0,1.193326527,14.39814161,0,1574.5,790.4394931165443,784.0605068834557,784.0605068834557,성산풍력
2.0,19.00342231,24.9,12.166999999999998,91.0,28.6,23.3,1002.0,-1.0,-1.84e-16,0.707106781,-0.707106781,-1.0,-1.84e-16,40.0,1.158513955,20.9360798,0,1418.0,634.0019970316498,783.9980029683502,783.9980029683502,성산풍력
2.0,10.77344285,9.0,2.197,86.0,9.8,6.7,1007.5,0.939692621,0.342020143,-0.866025404,-0.5,0.0,1.0,40.0,1.239357597,7.63821999,1,1790.75,1006.8575351669133,783.8924648330867,783.8924648330867,성산풍력
2.0,19.97535934,20.9,32.76800000000001,77.0,19.0,16.7,1008.1,0.766044443,0.64278761,-1.0,-1.84e-16,-0.866025404,-0.5,40.0,1.185812425,14.21307712,0,1246.833333,462.97673133778153,783.8566016622185,783.8566016622185,성산풍력
2.0,12.81040383,6.4,0.026999999999999996,52.0,5.0,-2.7,1018.9,0.0,1.0,-1.0,-1.84e-16,0.0,1.0,40.0,1.267385231,4.006771885,1,1644.25,860.4143982568057,783.8356017431943,783.8356017431943,성산풍력
2.0,15.89869952,7.1,2.7439999999999993,91.0,9.2,5.7,1013.0,-2.45e-16,1.0,0.866025404,0.5,0.5,0.866025404,40.0,1.254921972,7.129883724,1,1978.25,1194.6399166171104,783.6100833828896,783.6100833828896,성산풍력
2.0,20.03285421,16.7,3.375,81.0,15.4,13.4,1011.7,-2.45e-16,1.0,0.965925826,-0.258819045,-1.0,-1.84e-16,40.0,1.208973226,11.63250889,0,1307.5,523.9103186889115,783.5896813110885,783.5896813110885,성산풍력
2.0,10.69952088,9.6,3.375,49.0,5.8,-0.6,1016.4,0.939692621,0.342020143,0.258819045,-0.965925826,-0.5,0.866025404,40.0,1.249562431,4.655366347,1,0.0,783.5837347937049,-783.5837347937049,783.5837347937049,성산풍력
4.2,0.4,14.9,35.937,85.0,14.3,12.3,1011.5,-0.939692621,0.342020143,0.866025404,-0.5,0.866025404,0.5,68.0,1.216741922,10.91904726,2,95.8048,879.3645258913821,-783.5597258913821,783.5597258913821,어음풍력
3.0,10.61190965,17.0,592.7040000000001,97.0,18.8,16.5,1003.0,0.64278761,-0.766044443,1.22e-16,-1.0,-0.5,0.866025404,56.0,1.195737112,14.0502146,1,2150.210571,1366.7898661845684,783.4207048154317,783.4207048154317,상명풍력
3.0,10.55441478,15.0,1906.6240000000003,65.0,11.0,8.4,1011.7,-0.64278761,0.766044443,0.0,1.0,-0.866025404,0.5,56.0,1.218076458,8.519146311,0,232.7368571,1016.0406367410324,-783.3037796410324,783.3037796410324,상명풍력
2.0,11.05817933,19.7,4.096000000000001,45.0,10.3,7.4,1007.8,0.342020143,0.939692621,-0.965925826,-0.258819045,1.0,6.12e-17,40.0,1.194226976,7.963825108,2,1249.0,465.86077804456,783.13922195544,783.13922195544,성산풍력
2.0,21.26488706,11.7,9.261000000000001,50.0,6.9,1.6,1018.3,-0.342020143,-0.939692621,-0.866025404,-0.5,0.0,1.0,40.0,1.242204124,5.418058702,1,1329.666667,546.6016831669258,783.0649838330742,783.0649838330742,성산풍력
2.0,13.41273101,22.2,6.858999999999999,63.0,16.8,14.8,995.8,0.342020143,0.939692621,1.0,6.12e-17,-0.5,-0.866025404,40.0,1.167051888,12.67015725,3,1547.75,764.7230714830912,783.0269285169088,783.0269285169088,성산풍력
3.0,9.785078713,24.8,103.82300000000001,59.0,18.4,16.2,1010.4,-0.939692621,-0.342020143,-0.707106781,-0.707106781,-0.866025404,-0.5,45.0,1.173226224,13.80921616,0,1116.4,333.39095408047433,783.0090459195258,783.0090459195258,한경풍력
2.0,16.8569473,7.2,2.7439999999999993,79.0,8.0,3.7,1018.5,0.766044443,0.64278761,0.258819045,0.965925826,0.5,0.866025404,40.0,1.26185145,6.275804204,1,1481.25,698.311407231522,782.938592768478,782.938592768478,성산풍력
3.0,10.41752225,18.7,1225.0429999999997,94.0,20.2,17.7,1001.6,0.64278761,-0.766044443,-0.866025404,-0.5,0.866025404,-0.5,45.0,1.186434724,15.09136537,2,2917.6,2134.67142791269,782.9285720873099,782.9285720873099,한경풍력
2.0,9.869952088,9.9,17.576,54.0,6.6,1.0,1012.8,0.766044443,0.64278761,-0.866025404,-0.5,0.5,0.866025404,40.0,1.243468321,5.20304819,1,1748.5,965.5999716299702,782.9000283700298,782.9000283700298,성산풍력
4.2,0.2,6.4,19.683000000000003,60.0,5.8,-0.8,1022.0,-0.342020143,-0.939692621,0.707106781,-0.707106781,0.0,1.0,68.0,1.270886265,4.58923117,1,0.0,782.8548796225805,-782.8548796225805,782.8548796225805,어음풍력
1.5,13.52772074,4.3,1481.544,68.0,5.7,-1.0,1023.0,-0.64278761,0.766044443,1.22e-16,-1.0,0.0,1.0,36.0,1.281817328,4.49970693,1,120.25,903.0138714447967,-782.7638714447967,782.7638714447967,한경풍력
2.0,13.05407255,17.3,1.0,78.0,15.4,13.4,1010.4,0.939692621,0.342020143,-0.965925826,0.258819045,1.0,6.12e-17,40.0,1.204914422,11.63501698,2,1088.0,305.5584641288151,782.4415358711849,782.4415358711849,성산풍력
3.0,7.356605065,7.7,1520.875,60.0,6.3,0.4,1012.3,-0.342020143,0.939692621,0.5,0.866025404,1.0,6.12e-17,45.0,1.252719577,4.993839191,2,1188.4,1970.8087183240277,-782.4087183240276,782.4087183240276,한경풍력
3.0,17.9028063,16.2,704.969,57.0,10.4,7.6,1008.0,-0.939692621,0.342020143,-0.866025404,0.5,-1.0,-1.84e-16,45.0,1.208837117,8.089711545,0,1681.2,898.8368446639215,782.3631553360785,782.3631553360785,한경풍력
4.2,1.0,14.5,6.858999999999999,69.0,11.3,8.8,1025.2,0.64278761,-0.766044443,0.5,0.866025404,-0.866025404,0.5,68.0,1.236402343,8.744267837,0,1237.04,454.7892295267666,782.2507704732334,782.2507704732334,어음풍력
2.0,12.47364819,10.3,1.3310000000000004,82.0,10.2,7.3,1008.4,-0.64278761,0.766044443,0.965925826,0.258819045,0.866025404,0.5,40.0,1.234594173,7.930423011,2,1592.166667,809.9429022273616,782.2237647726383,782.2237647726383,성산풍력
3.0,8.032854209,7.4,2197.0,66.0,6.8,1.4,1011.7,-0.64278761,0.766044443,1.0,6.12e-17,-0.5,0.866025404,45.0,1.253084213,5.361136047,1,1493.0,2275.1943556447586,-782.1943556447586,782.1943556447586,한경풍력
2.0,17.19096509,26.8,10.648000000000003,82.0,28.8,23.4,1008.8,0.766044443,0.64278761,-0.258819045,-0.965925826,0.5,-0.866025404,40.0,1.158965286,21.0983677,3,978.75,196.64533217751887,782.1046678224811,782.1046678224811,성산풍력
2.0,9.880903491,2.7,5.832000000000001,70.0,5.2,-2.2,1019.0,-2.45e-16,1.0,0.965925826,-0.258819045,0.5,0.866025404,40.0,1.284417436,4.155467216,1,1793.25,1011.2261738935485,782.0238261064515,782.0238261064515,성산풍력
2.0,16.77207392,8.0,24.389,63.0,6.7,1.3,1012.5,-1.0,-1.84e-16,-0.866025404,-0.5,0.0,1.0,40.0,1.251419085,5.332639246,1,1777.75,995.8316445096862,781.9183554903138,781.9183554903138,성산풍력
3.0,9.694729637,6.0,300.76300000000003,70.0,6.5,0.9,1017.6,0.342020143,0.939692621,0.965925826,0.258819045,0.0,1.0,56.0,1.266849336,5.174434303,1,1636.105286,854.2542939610721,781.8509920389279,781.8509920389279,상명풍력
2.0,21.44010951,17.0,0.3429999999999999,75.0,14.5,12.5,1012.8,-2.45e-16,1.0,-0.258819045,-0.965925826,0.866025404,0.5,40.0,1.209436945,11.01079893,2,1073.833333,292.0486536131357,781.7846793868644,781.7846793868644,성산풍력
2.0,13.91649555,8.0,79.50699999999999,68.0,7.3,2.4,1007.2,-1.0,-1.84e-16,-0.258819045,0.965925826,0.866025404,0.5,40.0,1.244600782,5.733192484,2,1989.5,1207.8171199482458,781.6828800517542,781.6828800517542,성산풍력
2.0,20.29295003,9.2,0.3429999999999999,85.0,9.9,6.8,1012.1,-2.45e-16,1.0,0.707106781,0.707106781,0.0,1.0,40.0,1.244147072,7.651143516,1,1620.5,838.918102839365,781.581897160635,781.581897160635,성산풍력
2.0,17.56057495,16.6,1.3310000000000004,65.0,12.2,9.9,1006.8,0.939692621,0.342020143,-0.258819045,0.965925826,-1.0,-1.84e-16,40.0,1.204916154,9.385889367,0,1775.25,993.8641992627963,781.3858007372037,781.3858007372037,성산풍력
2.0,10.89390828,8.5,0.5120000000000001,61.0,6.7,1.3,1022.8,1.22e-16,-1.0,0.5,-0.866025404,0.5,0.866025404,40.0,1.261932192,5.341092784,1,1427.5,646.222664867877,781.277335132123,781.277335132123,성산풍력
2.0,12.58863792,16.0,1.7279999999999998,50.0,9.0,5.5,1016.7,0.939692621,0.342020143,-1.0,-1.84e-16,-0.866025404,0.5,40.0,1.220794949,7.058835144,0,1186.0,405.05611800047336,780.9438819995266,780.9438819995266,성산풍력
2.0,15.14579055,16.7,35.937,76.0,14.4,12.4,1015.1,-0.766044443,-0.64278761,1.22e-16,-1.0,-0.866025404,0.5,40.0,1.213491253,10.95084118,0,1399.666667,618.770809132955,780.8958578670449,780.8958578670449,성산풍력
3.0,11.8384668,21.4,592.7040000000001,92.0,23.4,20.0,1004.6,0.342020143,0.939692621,0.866025404,0.5,-1.0,-1.84e-16,45.0,1.177686273,17.31909638,0,1828.0,1047.1160476300429,780.8839523699571,780.8839523699571,한경풍력
2.0,15.03901437,15.5,5.832000000000001,39.0,6.8,1.5,1002.2,-2.45e-16,1.0,-1.0,-1.84e-16,1.0,6.12e-17,40.0,1.206423201,5.410695352,2,1973.25,1192.430246375472,780.819753624528,780.819753624528,성산풍력
2.0,13.21560575,5.4,46.656000000000006,59.0,5.3,-1.9,1017.1,-1.0,-1.84e-16,0.258819045,-0.965925826,-0.5,0.866025404,40.0,1.269545114,4.229820014,1,548.0,1328.802725264948,-780.8027252649481,780.8027252649481,성산풍력
2.0,22.57357974,14.9,1.7279999999999998,78.0,13.1,11.0,1003.5,-0.342020143,0.939692621,-0.707106781,0.707106781,1.0,6.12e-17,40.0,1.207608432,10.06485703,2,1315.666667,534.954839759419,780.711827240581,780.711827240581,성산풍력
3.0,18.62833676,26.3,970.2990000000001,97.0,33.0,25.7,999.5,0.64278761,-0.766044443,0.707106781,0.707106781,1.22e-16,-1.0,45.0,1.148193449,24.05744179,3,2152.4,1371.6896189904219,780.7103810095782,780.7103810095782,한경풍력
2.0,15.34017796,27.4,5.832000000000001,99.0,36.1,27.2,1000.6,0.64278761,-0.766044443,0.866025404,-0.5,-0.5,-0.866025404,40.0,1.143973392,26.07191894,3,1254.5,473.80138056198484,780.6986194380152,780.6986194380152,성산풍력
3.0,18.2642026,9.2,2197.0,56.0,6.5,0.8,1009.3,-0.342020143,0.939692621,-0.5,-0.866025404,0.866025404,0.5,45.0,1.242265295,5.150821307,2,148.8,929.2988284527964,-780.4988284527965,780.4988284527965,한경풍력
2.0,16.39972621,3.5,2.7439999999999993,61.0,4.8,-3.3,1014.9,-1.0,-1.84e-16,0.258819045,0.965925826,0.5,0.866025404,40.0,1.275732688,3.848220438,1,1805.5,1025.10716024079,780.3928397592099,780.3928397592099,성산풍력
2.0,17.52498289,16.0,0.21599999999999997,74.0,13.4,11.3,1008.5,-2.45e-16,1.0,-0.258819045,0.965925826,1.0,6.12e-17,40.0,1.208929577,10.2362968,2,1238.666667,458.4351879633032,780.2314790366968,780.2314790366968,성산풍력
2.0,22.45859001,15.4,4.912999999999999,38.0,6.6,1.1,1011.3,1.22e-16,-1.0,-0.866025404,-0.5,0.866025404,0.5,40.0,1.21792771,5.247066003,2,0.0,780.1765156195033,-780.1765156195033,780.1765156195033,성산풍력
3.0,18.12183436,5.5,1295.0290000000002,64.0,5.8,-0.7,1018.5,-0.939692621,0.342020143,-1.0,-1.84e-16,0.0,1.0,45.0,1.270609015,4.599269633,1,1666.2,886.0335855831509,780.1664144168492,780.1664144168492,한경풍력
2.0,18.39561944,7.1,2.7439999999999993,91.0,9.2,5.7,1013.0,-2.45e-16,1.0,0.866025404,0.5,0.5,0.866025404,40.0,1.254921972,7.129883724,1,1837.666667,1057.6233530436439,780.0433139563561,780.0433139563561,성산풍력
3.0,15.44421629,18.3,15.625,88.0,18.4,16.2,1000.0,0.342020143,0.939692621,0.965925826,-0.258819045,0.866025404,-0.5,45.0,1.186947001,13.84499393,2,933.8,154.0344348764629,779.765565123537,779.765565123537,한경풍력
4.2,0.7,27.9,19.683000000000003,79.0,29.7,23.9,1009.3,0.64278761,-0.766044443,0.5,0.866025404,1.22e-16,-1.0,68.0,1.154960035,21.64494477,3,3911.7456,3132.0047794934035,779.7408205065967,779.7408205065967,어음풍력
2.0,14.18754278,22.4,4.912999999999999,69.0,18.6,16.4,1006.1,0.342020143,-0.939692621,-0.258819045,-0.965925826,0.5,-0.866025404,40.0,1.177586997,13.97070733,3,974.5,194.77092775513302,779.729072244867,779.729072244867,성산풍력
2.0,17.88090349,8.3,117.64900000000003,50.0,5.5,-1.5,1011.4,-0.766044443,-0.64278761,1.22e-16,-1.0,0.5,0.866025404,40.0,1.249324156,4.366592825,1,125.25,904.7635634569451,-779.5135634569451,779.5135634569451,성산풍력
2.0,17.91101985,10.7,132.65099999999998,72.0,9.2,5.8,1017.8,0.939692621,0.342020143,-0.965925826,-0.258819045,0.5,0.866025404,40.0,1.244858866,7.189876023,1,1658.25,878.762619672576,779.487380327424,779.487380327424,성산풍력
2.0,21.19644079,8.8,0.5120000000000001,60.0,6.8,1.4,1017.8,0.342020143,-0.939692621,-0.707106781,0.707106781,-0.5,0.866025404,40.0,1.254399635,5.360188684,1,1666.833333,887.3821535730967,779.4511794269033,779.4511794269033,성산풍력
2.0,14.275154,26.5,4.912999999999999,99.0,34.2,26.3,999.9,-0.939692621,-0.342020143,0.707106781,-0.707106781,1.22e-16,-1.0,40.0,1.147414494,24.80175796,3,1369.75,590.3130659960443,779.4369340039557,779.4369340039557,성산풍력
